row,arm,0.1 mm,1 mm,10 mm,100 mm,1000 mm,full crossing
q=2,physics,1.79 [1.36-2.89],1.76 [1.3-2.88],1.61 [1.26-2.8],1.51 [0.887-1.88],0.43 [0.364-0.546],0.164 [0.152-0.178]
q=2,twin,0.635 [0.382-0.772],0.247 [0.182-0.283],0.205 [0.156-0.235],0.247 [0.19-0.417],0.403 [0.264-0.483],0.209 [0.159-0.265]
q=4,physics,1.54 [0.916-2.39],1.52 [0.847-2.26],1.44 [1.01-2.44],0.792 [0.674-0.947],0.434 [0.341-0.527],0.0864 [0.0628-0.12]
q=4,twin,0.745 [0.423-1.2],0.269 [0.175-0.413],0.209 [0.177-0.367],0.277 [0.22-0.553],0.399 [0.374-0.541],0.29 [0.253-0.521]
q=6,physics,1.66 [0.951-2.7],1.55 [0.842-2.65],1.34 [0.802-2.81],0.95 [0.692-1.64],0.44 [0.355-0.491],0.0735 [0.0629-0.0975]
q=6,twin,0.569 [0.426-0.849],0.26 [0.182-0.36],0.203 [0.157-0.279],0.26 [0.236-0.28],0.372 [0.241-0.43],0.191 [0.153-0.344]
q=8,physics,2.07 [0.772-3.42],1.93 [0.779-3.37],1.94 [0.782-3.24],1.11 [0.604-1.24],0.409 [0.35-0.462],0.0714 [0.051-0.0917]
q=8,twin,0.654 [0.531-1.96],0.36 [0.288-0.473],0.213 [0.172-0.295],0.273 [0.173-0.352],0.41 [0.312-0.471],0.244 [0.228-0.287]
q=10,physics,1.96 [0.889-4.51],1.88 [0.838-4.36],1.84 [0.802-4.24],0.916 [0.788-1.46],0.481 [0.339-0.512],0.0806 [0.0527-0.107]
q=10,twin,0.725 [0.525-0.989],0.443 [0.174-0.503],0.33 [0.167-0.432],0.339 [0.164-0.439],0.543 [0.389-0.699],0.323 [0.251-0.565]
q=12,physics,1.57 [1.03-2.1],1.47 [1.11-1.94],1.39 [1.06-1.77],0.901 [0.627-1.22],0.446 [0.337-0.57],0.0713 [0.0539-0.0922]
q=12,twin,0.645 [0.542-1.19],0.294 [0.254-0.557],0.233 [0.21-0.366],0.261 [0.18-0.374],0.376 [0.326-0.466],0.352 [0.279-0.393]
q=14,physics,1.96 [1.45-3.27],1.83 [1.32-3.42],1.61 [1.17-3.14],0.89 [0.704-1.33],0.455 [0.362-0.618],0.0745 [0.0569-0.0951]
q=14,twin,0.789 [0.683-1.38],0.336 [0.248-0.483],0.31 [0.153-0.353],0.276 [0.204-0.32],0.352 [0.274-0.453],0.379 [0.305-0.433]
q=16,physics,2.18 [1.24-2.74],2.25 [1.23-2.78],1.95 [1.25-2.77],1.1 [0.883-1.37],0.485 [0.455-0.623],0.0818 [0.0609-0.104]
q=16,twin,1.04 [0.55-1.21],0.382 [0.34-0.975],0.322 [0.187-0.445],0.298 [0.246-0.339],0.413 [0.383-0.544],0.329 [0.274-0.398]
q=18,physics,1.55 [0.8-3.37],1.48 [0.745-3.14],1.42 [0.73-2.98],1.12 [0.741-1.34],0.443 [0.424-0.523],0.0677 [0.0587-0.0782]
q=18,twin,1.01 [0.495-1.56],0.297 [0.23-0.535],0.232 [0.163-0.289],0.26 [0.167-0.309],0.445 [0.317-0.789],0.336 [0.268-0.433]
q=20,physics,2.06 [1.17-2.99],1.97 [1.23-3.07],2.08 [1-2.76],0.928 [0.84-2.03],0.435 [0.358-0.485],0.072 [0.0524-0.0885]
q=20,twin,1.16 [0.796-1.33],0.377 [0.309-0.386],0.235 [0.187-0.302],0.324 [0.289-0.377],0.452 [0.3-0.602],0.295 [0.241-0.455]
straight line,straight line,0.4113,0.3281,0.3281,0.3281,0.3281,0.3281
material floor,material floor,0.2754,0.2624,0.2624,0.2624,0.2624,0.2624
reference floor,reference floor,,,,,,
