row,arm,0.05-0.2 mm,0.5-2 mm,5-20 mm,50-200 mm,500-2000 mm,full crossing
q=2,physics,4.98e-06 [2.78e-06-9.18e-06],0.000506 [0.00025-0.000953],0.0526 [0.0288-0.0974],3.87 [3.86-4.56],74 [68.3-76.4],608 [583-618]
q=2,twin,1.13e-06 [1.03e-06-1.41e-06],0.000105 [7.48e-05-0.000153],0.0095 [0.0088-0.0133],1.18 [0.794-1.35],107 [81-164],1.8e+03 [1.71e+03-2.15e+03]
q=4,physics,4.92e-06 [3.18e-06-7.24e-06],0.000539 [0.000331-0.00079],0.0552 [0.0347-0.074],3.99 [2.99-4.08],71.2 [66.5-76.5],218 [199-292]
q=4,twin,1.3e-06 [3.31e-07-1.81e-06],9.97e-05 [2.61e-05-0.000139],0.00854 [0.00295-0.0124],0.877 [0.388-1.36],78.5 [50.2-114],1.93e+03 [514-2.09e+03]
q=6,physics,3.54e-06 [2.87e-06-3.62e-06],0.000362 [0.000316-0.000373],0.04 [0.0323-0.0434],4.05 [3.27-4.61],71.7 [69.8-74.8],198 [187-212]
q=6,twin,1.25e-06 [4.39e-07-1.36e-06],9.3e-05 [4e-05-0.000113],0.0105 [0.00412-0.014],0.99 [0.615-1.15],90.9 [80.9-129],1.47e+03 [746-1.69e+03]
q=8,physics,3.94e-06 [3.53e-06-7.72e-06],0.00043 [0.000381-0.000779],0.0417 [0.0414-0.0811],4.6 [3.37-4.61],68.1 [63.3-81.3],184 [163-191]
q=8,twin,9.21e-07 [7.49e-07-1.12e-06],9.59e-05 [4.35e-05-0.000104],0.00782 [0.00495-0.01],0.731 [0.719-0.946],91.1 [76.9-92.9],2.06e+03 [1.24e+03-2.41e+03]
q=10,physics,1.54e-06 [1.43e-06-5.11e-06],0.000161 [0.000141-0.000501],0.0169 [0.0156-0.0644],2.73 [1.47-4.92],60.3 [58.8-71.3],165 [156-218]
q=10,twin,8.72e-07 [8.52e-07-9.89e-07],8.62e-05 [8.57e-05-8.75e-05],0.00834 [0.00717-0.01],0.735 [0.734-0.898],78.7 [65-85.7],1.54e+03 [1.51e+03-1.63e+03]
q=12,physics,7.67e-06 [3.68e-06-9.15e-06],0.000785 [0.000391-0.000944],0.0795 [0.0402-0.0969],5.81 [3.51-6.31],77.6 [61.6-83.7],181 [151-185]
q=12,twin,1.22e-06 [4.25e-07-1.25e-06],8.54e-05 [3.92e-05-9.77e-05],0.00782 [0.00366-0.00883],0.808 [0.589-0.873],74 [70.9-77.2],2.02e+03 [611-2.22e+03]
q=14,physics,6.31e-06 [4.02e-06-6.72e-06],0.000675 [0.000415-0.000703],0.0661 [0.0431-0.0692],3.83 [2.83-4.54],77.6 [54.8-80.2],156 [153-190]
q=14,twin,1.03e-06 [1.01e-06-1.07e-06],8.62e-05 [8.05e-05-0.000108],0.00836 [0.00751-0.00853],0.641 [0.6-0.724],78.5 [61-97.2],1.97e+03 [1.58e+03-2.35e+03]
q=16,physics,3.76e-06 [3.36e-06-4.33e-06],0.000392 [0.00036-0.000449],0.0391 [0.0341-0.0479],3.75 [2.89-4.31],73.6 [64.3-75.3],179 [179-198]
q=16,twin,9.46e-07 [8.24e-07-1.77e-06],7.97e-05 [7.6e-05-0.000121],0.0072 [0.0068-0.00841],0.807 [0.762-0.84],74.6 [72.4-78.7],1.89e+03 [1.72e+03-2.51e+03]
q=18,physics,6.2e-06 [4.6e-06-8.04e-06],0.000632 [0.000486-0.000834],0.0632 [0.0443-0.0826],5.58 [3.39-6.29],69.4 [65.1-81],178 [150-184]
q=18,twin,1.07e-06 [6.66e-07-1.25e-06],7.24e-05 [6.16e-05-9.42e-05],0.00657 [0.00518-0.01],0.713 [0.692-0.824],82.5 [65.6-83.8],1.6e+03 [1.11e+03-2e+03]
q=20,physics,3.29e-06 [3.11e-06-3.87e-06],0.000332 [0.000328-0.000413],0.037 [0.0346-0.0419],3.34 [2.61-5.41],67.9 [64.7-80.1],204 [151-222]
q=20,twin,1.04e-06 [8.79e-07-1.27e-06],9.12e-05 [8.2e-05-0.000113],0.00748 [0.00685-0.0101],0.804 [0.673-0.994],74.1 [68.1-77.7],2.12e+03 [1.42e+03-2.73e+03]
