row,arm,0.1 mm,1 mm,10 mm,100 mm,1000 mm,full crossing
q=2,physics,4.55e+05 [8.25e+04-4.97e+05],4.03e+05 [8.2e+04-5e+05],2.5e+05 [5.3e+04-3.25e+05],1.08e+04 [6.62e+03-1.44e+04],3.28e+03 [2.47e+03-4.19e+03],1.09e+04 [4.69e+03-2.77e+04]
q=2,twin,2.55e+04 [1.05e+04-4.52e+04],9.27e+03 [7.19e+03-1.1e+04],8.28e+03 [5.84e+03-1.02e+04],8.23e+03 [6.04e+03-1.12e+04],9.02e+03 [8.11e+03-1.45e+04],8.99e+03 [6.16e+03-1.21e+04]
q=4,physics,2.84e+05 [2.6e+05-6.57e+05],2.92e+05 [2.66e+05-6.54e+05],2.07e+05 [1.64e+05-5.77e+05],1.14e+04 [7.33e+03-1.62e+04],3.37e+03 [2.75e+03-4.87e+03],3.17e+03 [2.38e+03-4.14e+03]
q=4,twin,1.52e+04 [9.62e+03-1.87e+04],8.87e+03 [7.28e+03-1.3e+04],8.36e+03 [6.2e+03-1.47e+04],9.43e+03 [7.11e+03-1.39e+04],8.52e+03 [6.73e+03-1.19e+04],9.84e+03 [7.49e+03-1.09e+04]
q=6,physics,3.08e+05 [1.64e+05-7.17e+05],2.87e+05 [1.39e+05-6.71e+05],1.97e+05 [8.23e+04-4.13e+05],1.03e+04 [7.02e+03-1.41e+04],3.64e+03 [2.97e+03-4.59e+03],2.04e+03 [1.61e+03-2.66e+03]
q=6,twin,1.63e+04 [1.38e+04-1.82e+04],8.52e+03 [5.91e+03-9.89e+03],8.39e+03 [6.3e+03-1.1e+04],8.63e+03 [5.73e+03-1.03e+04],8.43e+03 [5.98e+03-1.06e+04],1.03e+04 [9.35e+03-1.26e+04]
q=8,physics,2.67e+05 [1.43e+05-3.09e+05],2.42e+05 [1.37e+05-2.97e+05],1.56e+05 [9.88e+04-1.77e+05],1.03e+04 [8.29e+03-1.14e+04],3.49e+03 [2.52e+03-4.9e+03],1.99e+03 [1.68e+03-2.32e+03]
q=8,twin,1.69e+04 [7.91e+03-2.74e+04],6.7e+03 [4.36e+03-8.72e+03],8.1e+03 [4.17e+03-1.09e+04],8.32e+03 [4.55e+03-9.84e+03],9.49e+03 [7.7e+03-1.57e+04],1.03e+04 [5.64e+03-1.18e+04]
q=10,physics,1.79e+05 [1.39e+05-2.37e+05],1.7e+05 [1.26e+05-2.32e+05],1.14e+05 [8.63e+04-1.39e+05],1.35e+04 [1.12e+04-1.54e+04],3.35e+03 [2.43e+03-4.97e+03],2.04e+03 [1.75e+03-2.46e+03]
q=10,twin,1.77e+04 [1.25e+04-3.42e+04],1.09e+04 [7.27e+03-1.27e+04],8.23e+03 [6.67e+03-1.03e+04],8.32e+03 [7.06e+03-1.04e+04],8.65e+03 [6.97e+03-1.02e+04],1.11e+04 [9.81e+03-1.19e+04]
q=12,physics,2.38e+05 [1.48e+05-4.38e+05],2.42e+05 [1.43e+05-4.18e+05],1.7e+05 [1.13e+05-3.16e+05],1.14e+04 [8.34e+03-1.63e+04],3.33e+03 [2.56e+03-4.68e+03],2.03e+03 [1.74e+03-2.54e+03]
