row,arm,0.05-0.2 mm,0.5-2 mm,5-20 mm,50-200 mm,500-2000 mm,full crossing
q=2,physics,3.91e-05 [3.83e-05-5.01e-05],0.000411 [0.000398-0.000529],0.00402 [0.0038-0.00514],0.0387 [0.0326-0.039],0.132 [0.125-0.145],0.142 [0.139-0.146]
q=2,twin,1.11e-05 [1.05e-05-1.24e-05],6.33e-05 [6.11e-05-7.52e-05],0.000579 [0.00052-0.000586],0.00687 [0.00657-0.00939],0.109 [0.0927-0.121],0.199 [0.155-0.236]
q=4,physics,3.2e-05 [2.98e-05-3.23e-05],0.000321 [0.000297-0.000331],0.00338 [0.00287-0.00345],0.0283 [0.0264-0.0312],0.128 [0.118-0.132],0.0805 [0.0796-0.092]
q=4,twin,1.18e-05 [1.16e-05-1.6e-05],6.56e-05 [5.84e-05-7.78e-05],0.000588 [0.000567-0.000879],0.0086 [0.00773-0.0123],0.113 [0.112-0.151],0.283 [0.24-0.417]
q=6,physics,3.74e-05 [2.55e-05-4.82e-05],0.00037 [0.000275-0.000489],0.00406 [0.00291-0.00499],0.0339 [0.0242-0.0373],0.126 [0.121-0.13],0.0697 [0.0661-0.0815]
q=6,twin,8.87e-06 [8.73e-06-1.62e-05],6.5e-05 [4.77e-05-8.46e-05],0.00058 [0.000519-0.000699],0.00741 [0.00677-0.0075],0.0957 [0.094-0.107],0.183 [0.153-0.282]
q=8,physics,3.56e-05 [3.12e-05-4.5e-05],0.000342 [0.000306-0.000425],0.00388 [0.00332-0.00459],0.0306 [0.0303-0.0347],0.127 [0.124-0.139],0.0644 [0.0572-0.0784]
q=8,twin,1.25e-05 [1.1e-05-1.64e-05],8.27e-05 [7.4e-05-8.78e-05],0.000701 [0.000633-0.000768],0.00892 [0.00677-0.00988],0.108 [0.101-0.117],0.232 [0.225-0.244]
q=10,physics,3.38e-05 [2.26e-05-3.77e-05],0.000353 [0.000222-0.00039],0.00353 [0.00231-0.00403],0.0286 [0.023-0.0343],0.138 [0.112-0.146],0.0763 [0.0575-0.0874]
q=10,twin,1.45e-05 [1.23e-05-1.75e-05],9.25e-05 [5.11e-05-0.000121],0.00091 [0.000503-0.00112],0.0119 [0.0063-0.0127],0.172 [0.102-0.193],0.311 [0.232-0.491]
q=12,physics,2.91e-05 [2.3e-05-3.08e-05],0.000311 [0.000257-0.000319],0.00303 [0.00261-0.00309],0.0255 [0.0254-0.0293],0.129 [0.121-0.136],0.0676 [0.0633-0.0728]
q=12,twin,1.32e-05 [1.12e-05-1.48e-05],6.89e-05 [6.1e-05-9.41e-05],0.000721 [0.000647-0.000768],0.00764 [0.00654-0.00885],0.118 [0.101-0.129],0.318 [0.287-0.338]
q=14,physics,2.88e-05 [2.85e-05-2.92e-05],0.000293 [0.000265-0.000305],0.00296 [0.00266-0.00312],0.0277 [0.0225-0.028],0.129 [0.116-0.144],0.0683 [0.0642-0.0799]
q=14,twin,1.55e-05 [1.39e-05-1.62e-05],9.98e-05 [5.73e-05-0.000104],0.000847 [0.000507-0.000913],0.00914 [0.00629-0.0098],0.12 [0.0829-0.127],0.331 [0.3-0.374]
q=16,physics,3.33e-05 [3.16e-05-3.64e-05],0.000349 [0.000329-0.000364],0.00363 [0.00319-0.00374],0.0306 [0.0258-0.0331],0.126 [0.123-0.135],0.0718 [0.0703-0.0895]
q=16,twin,1.85e-05 [1.23e-05-2.17e-05],0.000107 [7.92e-05-0.000127],0.000939 [0.000711-0.000963],0.00926 [0.00865-0.00946],0.126 [0.113-0.143],0.28 [0.261-0.346]
q=18,physics,3.65e-05 [2.72e-05-4.32e-05],0.000383 [0.000291-0.000436],0.0037 [0.00297-0.00452],0.0319 [0.025-0.0329],0.133 [0.124-0.142],0.0663 [0.064-0.0663]
q=18,twin,1.38e-05 [1.07e-05-1.76e-05],7.38e-05 [6.46e-05-8.51e-05],0.000629 [0.000616-0.000771],0.00828 [0.00658-0.00961],0.143 [0.109-0.153],0.306 [0.27-0.331]
q=20,physics,3.25e-05 [2.59e-05-4.08e-05],0.000359 [0.00028-0.000399],0.00366 [0.00284-0.0044],0.0301 [0.024-0.0371],0.122 [0.122-0.123],0.0626 [0.0582-0.07]
q=20,twin,1.54e-05 [1.43e-05-1.88e-05],7.69e-05 [6.81e-05-8.32e-05],0.000678 [0.00059-0.000752],0.00964 [0.0066-0.0112],0.118 [0.106-0.15],0.259 [0.229-0.382]
