row,arm,0.05-0.2 mm,0.5-2 mm,5-20 mm,50-200 mm,500-2000 mm,full crossing
q=2,physics,7.26e-05 [4.58e-05-7.55e-05],0.000789 [0.00046-0.000792],0.0077 [0.00494-0.00802],0.0319 [0.0293-0.0386],0.132 [0.106-0.14],0.152 [0.147-0.168]
q=2,twin,1.85e-05 [1.56e-05-1.97e-05],0.000174 [0.00013-0.000192],0.0015 [0.00137-0.00152],0.0146 [0.0127-0.0165],0.155 [0.118-0.184],0.572 [0.459-1.1]
q=4,physics,2.98e-05 [2.46e-05-5.16e-05],0.000313 [0.000262-0.000491],0.0033 [0.00261-0.00512],0.0279 [0.0266-0.0394],0.122 [0.115-0.124],0.102 [0.0829-0.107]
q=4,twin,1.73e-05 [1.37e-05-2.14e-05],0.000157 [0.000125-0.000173],0.0014 [0.0014-0.00159],0.0148 [0.0124-0.0158],0.137 [0.106-0.202],0.458 [0.44-0.847]
q=6,physics,3.56e-05 [3.36e-05-3.87e-05],0.000374 [0.00036-0.000407],0.00383 [0.00363-0.00385],0.0261 [0.0242-0.0335],0.134 [0.108-0.14],0.0852 [0.0799-0.0856]
q=6,twin,1.27e-05 [1.11e-05-1.35e-05],0.000147 [0.000138-0.000154],0.00145 [0.00145-0.00148],0.0137 [0.0129-0.014],0.12 [0.106-0.157],0.494 [0.404-0.847]
q=8,physics,4.87e-05 [2.7e-05-5.18e-05],0.000466 [0.000297-0.000524],0.0049 [0.00277-0.00498],0.0294 [0.0222-0.0379],0.123 [0.116-0.161],0.0913 [0.0864-0.118]
q=8,twin,1.17e-05 [1.08e-05-1.25e-05],0.000126 [0.000121-0.000143],0.00122 [0.00121-0.00144],0.0128 [0.0123-0.0144],0.104 [0.099-0.12],0.445 [0.38-0.463]
q=10,physics,5.1e-05 [3.73e-05-7.48e-05],0.00052 [0.000357-0.00082],0.00498 [0.00375-0.00757],0.031 [0.0278-0.0376],0.159 [0.112-0.164],0.0878 [0.0824-0.0993]
q=10,twin,1.3e-05 [1.09e-05-1.63e-05],0.000142 [0.000122-0.000165],0.00148 [0.00121-0.00149],0.0135 [0.0128-0.0146],0.136 [0.0988-0.173],0.457 [0.397-0.772]
q=12,physics,3.87e-05 [2.75e-05-4.72e-05],0.0004 [0.000283-0.000472],0.00402 [0.00288-0.00503],0.0285 [0.0279-0.0381],0.15 [0.131-0.152],0.0977 [0.0959-0.107]
q=12,twin,1.16e-05 [1.16e-05-1.72e-05],0.000137 [0.00013-0.00014],0.00139 [0.00134-0.00145],0.0133 [0.0133-0.0142],0.127 [0.124-0.128],0.614 [0.493-0.844]
q=14,physics,2.6e-05 [2.38e-05-3.9e-05],0.000278 [0.000243-0.000403],0.00282 [0.00246-0.00425],0.0292 [0.0246-0.0374],0.125 [0.117-0.143],0.0953 [0.094-0.0991]
q=14,twin,1.36e-05 [1.26e-05-1.66e-05],0.000137 [0.000135-0.000145],0.00137 [0.00136-0.00138],0.0141 [0.0137-0.0146],0.119 [0.117-0.154],0.57 [0.559-0.675]
q=16,physics,3.14e-05 [2.88e-05-4.42e-05],0.000323 [0.000322-0.000425],0.00354 [0.00297-0.00476],0.0333 [0.0284-0.0381],0.131 [0.127-0.152],0.0894 [0.0856-0.113]
q=16,twin,1.58e-05 [1.14e-05-1.78e-05],0.000162 [0.000124-0.000184],0.00158 [0.00132-0.00161],0.0141 [0.0135-0.0172],0.126 [0.119-0.157],0.444 [0.375-0.688]
q=18,physics,4.58e-05 [4.27e-05-5.68e-05],0.000452 [0.000434-0.000652],0.0047 [0.0044-0.00621],0.0322 [0.0315-0.035],0.135 [0.121-0.137],0.0909 [0.0856-0.0925]
q=18,twin,1.6e-05 [1.13e-05-2.01e-05],0.000136 [0.000118-0.000156],0.00132 [0.00116-0.00137],0.0134 [0.0133-0.0141],0.118 [0.105-0.123],0.416 [0.362-0.566]
q=20,physics,3.56e-05 [3.5e-05-5.82e-05],0.000364 [0.000357-0.000606],0.00385 [0.00349-0.00569],0.0324 [0.0254-0.0348],0.129 [0.126-0.131],0.0925 [0.0909-0.0955]
q=20,twin,1.18e-05 [9.95e-06-1.68e-05],0.000126 [0.000121-0.000138],0.00127 [0.00123-0.00133],0.0131 [0.0126-0.0146],0.104 [0.0987-0.109],0.449 [0.368-0.82]
