row,arm,0.05-0.2 mm,0.5-2 mm,5-20 mm,50-200 mm,500-2000 mm,full crossing
q=2,physics,2.15e-05 [1.13e-05-3.51e-05],0.00225 [0.00122-0.00366],0.216 [0.125-0.366],11 [10.4-19.6],248 [224-250],8.58e+03 [8.53e+03-8.59e+03]
q=2,twin,2.08e-06 [1.83e-06-2.67e-06],0.000174 [0.000133-0.000179],0.0201 [0.0133-0.0211],2.45 [1.59-2.62],435 [401-637],4.77e+03 [2.93e+03-5.58e+03]
q=4,physics,4.1e-05 [1.69e-05-4.89e-05],0.00421 [0.00181-0.00507],0.434 [0.175-0.514],22.1 [10.5-27.6],216 [209-228],3.49e+03 [3.49e+03-3.5e+03]
q=4,twin,2.21e-06 [6.33e-07-2.88e-06],0.000148 [5.04e-05-0.000229],0.0203 [0.00556-0.0261],2.5 [0.88-2.63],465 [115-689],3.8e+03 [937-4.47e+03]
q=6,physics,1.28e-05 [1.21e-05-4.53e-05],0.00126 [0.00125-0.00468],0.128 [0.124-0.459],7.64 [7.52-19.3],222 [200-229],655 [632-771]
q=6,twin,3.28e-06 [2.01e-06-3.5e-06],0.000243 [0.000164-0.00028],0.0218 [0.0212-0.0257],2.36 [2.23-3.12],495 [438-845],3.91e+03 [3.42e+03-4.91e+03]
q=8,physics,3.12e-05 [2.24e-05-4.02e-05],0.00318 [0.00235-0.00417],0.324 [0.228-0.411],19.8 [16.7-22.6],228 [223-247],705 [554-727]
q=8,twin,2.71e-06 [2.37e-06-2.85e-06],0.000178 [0.000158-0.000249],0.0193 [0.0188-0.0267],2.17 [1.85-2.57],533 [446-787],3.84e+03 [3.14e+03-6.7e+03]
q=10,physics,3.37e-05 [2.9e-05-4.47e-05],0.00341 [0.00313-0.00464],0.322 [0.281-0.457],18.3 [10.8-26.5],204 [177-226],588 [520-721]
q=10,twin,3.66e-06 [2.73e-06-4.15e-06],0.00026 [0.000206-0.000313],0.0234 [0.0207-0.0334],2.78 [2.54-3.42],750 [718-970],6.11e+03 [4.58e+03-6.66e+03]
q=12,physics,1.01e-05 [7.87e-06-3.31e-05],0.00107 [0.000776-0.00355],0.127 [0.0996-0.346],10.6 [7.99-19.4],191 [178-208],615 [516-627]
q=12,twin,2.87e-06 [2.16e-06-3.63e-06],0.000278 [0.000239-0.000313],0.0241 [0.0171-0.03],2.86 [2.16-3.28],853 [737-975],5.93e+03 [3.95e+03-9.11e+03]
q=14,physics,1.51e-05 [8.41e-06-1.7e-05],0.00159 [0.000867-0.00187],0.147 [0.0832-0.185],10.7 [6.42-11.4],194 [181-215],600 [460-647]
q=14,twin,3.36e-06 [3.07e-06-3.94e-06],0.000306 [0.000227-0.000312],0.0207 [0.0173-0.0303],2.81 [2.27-3.21],737 [674-935],5.68e+03 [4.48e+03-6.45e+03]
q=16,physics,3.68e-05 [6.4e-06-4.32e-05],0.00405 [0.000681-0.00453],0.388 [0.0797-0.438],21 [10.2-21.8],205 [197-211],581 [542-616]
q=16,twin,1.77e-06 [1.27e-06-3.58e-06],0.000127 [0.000116-0.000293],0.0136 [0.0123-0.0198],1.81 [1.57-2.83],367 [316-933],3.44e+03 [2.43e+03-7.09e+03]
q=18,physics,3.83e-05 [1.89e-05-4.6e-05],0.00405 [0.00209-0.0048],0.384 [0.213-0.463],20.7 [12.8-25.7],194 [184-211],614 [487-669]
q=18,twin,3.83e-06 [2.88e-06-4.96e-06],0.000267 [0.000183-0.000287],0.0209 [0.0196-0.024],3.12 [2.76-3.26],915 [652-965],5.26e+03 [4.95e+03-5.35e+03]
q=20,physics,3.94e-05 [6.55e-06-4.32e-05],0.00426 [0.000676-0.00451],0.382 [0.0637-0.445],16.9 [5.27-23.5],214 [180-221],588 [571-606]
q=20,twin,2.53e-06 [2.31e-06-2.76e-06],0.000193 [0.000166-0.00028],0.0233 [0.0213-0.0279],2.74 [2.51-3.06],667 [666-916],6.07e+03 [5.74e+03-6.63e+03]
