row,arm,0.1 mm,1 mm,10 mm,100 mm,1000 mm,full crossing
q=2,physics,2.34 [1.18-2.6],2.28 [0.975-2.85],2.24 [0.847-2.8],0.76 [0.641-1.31],0.348 [0.225-0.438],0.172 [0.142-0.185]
q=2,twin,0.688 [0.472-1.29],0.473 [0.407-0.619],0.471 [0.343-0.977],0.468 [0.396-0.877],0.559 [0.342-0.694],0.582 [0.503-0.834]
q=4,physics,2.86 [1.86-6.32],2.78 [1.74-6.17],2.83 [1.58-5.87],1.27 [0.79-1.63],0.375 [0.281-0.43],0.084 [0.0742-0.0923]
q=4,twin,0.73 [0.532-0.999],0.666 [0.417-1.05],0.759 [0.392-1.24],0.667 [0.393-1.34],0.48 [0.324-0.739],0.685 [0.339-0.834]
q=6,physics,2.6 [1.34-8.5],2.52 [1.49-8.26],2.17 [1.45-7.34],1.17 [0.606-1.84],0.316 [0.239-0.382],0.0708 [0.0563-0.0897]
q=6,twin,0.685 [0.535-1],0.498 [0.438-0.555],0.564 [0.345-0.628],0.479 [0.367-0.576],0.562 [0.374-0.681],0.571 [0.399-0.821]
q=8,physics,2.04 [1.33-4.22],2.03 [1.33-4],2.01 [1.36-2.99],1.09 [0.884-1.8],0.325 [0.31-0.371],0.0664 [0.0588-0.0794]
q=8,twin,0.829 [0.554-1.17],0.505 [0.463-0.854],0.443 [0.374-0.557],0.454 [0.351-0.545],0.452 [0.399-0.846],0.522 [0.421-0.937]
q=10,physics,3.75 [1.15-6.18],3.79 [1.24-6],3.16 [1.19-6.24],0.941 [0.54-1.16],0.332 [0.259-0.459],0.0644 [0.0505-0.0742]
q=10,twin,0.8 [0.618-0.946],0.507 [0.39-0.697],0.434 [0.388-0.599],0.389 [0.348-0.413],0.42 [0.349-0.455],0.429 [0.414-0.494]
q=12,physics,2.58 [1.3-4.52],2.69 [1.23-4.78],2.43 [1.21-4.06],0.856 [0.574-1.82],0.321 [0.248-0.437],0.0702 [0.0637-0.0781]
q=12,twin,0.763 [0.586-1.05],0.69 [0.399-1.24],0.52 [0.372-0.647],0.446 [0.392-0.59],0.483 [0.329-0.718],0.566 [0.48-0.65]
q=14,physics,1.61 [1.11-6.96],1.52 [1.12-6.75],1.42 [0.901-6.32],1.05 [0.631-1.2],0.366 [0.31-0.421],0.0711 [0.0662-0.0861]
q=14,twin,0.805 [0.546-1.01],0.599 [0.413-0.818],0.468 [0.382-0.631],0.44 [0.33-0.525],0.423 [0.336-0.553],0.661 [0.425-0.727]
q=16,physics,2.32 [1.73-5.43],2.11 [1.78-5.63],1.94 [1.61-5.57],0.758 [0.592-1.49],0.29 [0.215-0.376],0.0711 [0.0649-0.0875]
q=16,twin,0.646 [0.533-0.856],0.529 [0.397-0.735],0.433 [0.368-0.605],0.546 [0.4-0.639],0.414 [0.311-0.462],0.463 [0.365-0.711]
q=18,physics,2.07 [0.939-4.13],2 [0.872-4.22],2.06 [0.732-4.08],0.898 [0.591-1.12],0.289 [0.219-0.451],0.0626 [0.0571-0.0679]
q=18,twin,0.933 [0.547-1.39],0.492 [0.395-0.833],0.516 [0.392-0.791],0.537 [0.395-0.721],0.4 [0.369-1.16],0.417 [0.334-1.03]
q=20,physics,1.84 [0.669-2.82],1.9 [0.672-2.95],1.84 [0.637-3.15],0.8 [0.748-1.62],0.33 [0.251-0.392],0.0685 [0.0535-0.0848]
q=20,twin,0.904 [0.651-1],0.49 [0.385-0.957],0.663 [0.442-0.898],0.538 [0.38-0.745],0.507 [0.387-0.698],0.529 [0.38-0.859]
straight line,straight line,0.4113,0.3281,0.3281,0.3281,0.3281,0.3281
material floor,material floor,0.2754,0.2624,0.2624,0.2624,0.2624,0.2624
reference floor,reference floor,,,,,,
