row,arm,0.1 mm,1 mm,10 mm,100 mm,1000 mm,full crossing
q=2,physics,2.36 [1.56-3.59],2.32 [1.39-3.42],2.26 [1.28-3.04],1.08 [0.86-1.8],0.384 [0.315-0.436],0.153 [0.131-0.185]
q=2,twin,3.58 [2.91-6.1],2.82 [2.21-3.84],0.997 [0.783-1.36],1.68 [1.42-2.05],0.975 [0.708-1.3],0.36 [0.304-0.448]
q=4,physics,1.66 [1.04-4.56],1.64 [1.01-4.5],1.6 [1.03-3.92],1.01 [0.761-1.25],0.403 [0.267-0.558],0.0845 [0.0644-0.0962]
q=4,twin,3.42 [1.71-6.06],3.26 [1.6-4.97],0.999 [0.778-1.28],1.5 [1.27-1.97],0.908 [0.69-1.54],0.274 [0.255-0.332]
q=6,physics,1.59 [1.03-3.81],1.58 [1.04-3.97],1.49 [0.966-3.42],1.02 [0.836-1.23],0.364 [0.269-0.448],0.0627 [0.0548-0.0802]
q=6,twin,3.43 [1.79-3.94],1.77 [1.46-3.5],0.889 [0.605-1.13],1.47 [1.36-1.62],0.779 [0.632-1.09],0.302 [0.246-0.458]
q=8,physics,1.83 [0.866-3.2],1.68 [0.832-3.15],1.63 [0.732-2.89],1.11 [0.637-1.69],0.34 [0.24-0.47],0.0666 [0.0499-0.081]
q=8,twin,2.46 [1.92-3.76],2.01 [1.42-2.5],0.854 [0.712-1.02],1.55 [0.848-2.27],0.703 [0.586-1.01],0.295 [0.229-0.378]
q=10,physics,2.72 [1.67-6.87],2.7 [1.47-6.6],2.52 [1.53-5.94],1.41 [0.851-1.72],0.401 [0.257-0.549],0.0666 [0.0509-0.0778]
q=10,twin,1.55 [1.16-2.54],1.19 [0.834-2.6],0.627 [0.492-0.847],0.922 [0.809-2.18],0.796 [0.662-0.987],0.324 [0.238-0.407]
q=12,physics,2.46 [1.27-5.73],2 [1.16-5.94],1.92 [1.09-5.54],1.65 [0.777-2.45],0.406 [0.276-0.664],0.0722 [0.0573-0.0865]
q=12,twin,1.62 [1.24-2.24],1.28 [0.885-2.41],0.639 [0.467-0.708],1.7 [0.631-1.94],0.695 [0.51-0.765],0.316 [0.257-0.386]
q=14,physics,1.93 [0.948-2.46],1.81 [0.98-2.29],1.7 [0.993-2.18],1.01 [0.668-1.58],0.426 [0.28-0.595],0.077 [0.0558-0.0955]
q=14,twin,1.78 [1.07-2.67],1.55 [0.931-2.03],0.779 [0.598-0.957],1.26 [0.958-1.73],0.828 [0.618-1.12],0.345 [0.194-0.443]
q=16,physics,1.86 [1.3-3.36],1.92 [1.23-3.21],1.77 [1.16-2.99],1.08 [0.95-1.22],0.366 [0.326-0.511],0.0632 [0.0525-0.0687]
q=16,twin,2.06 [1.09-3.17],1.33 [0.981-2.86],0.581 [0.5-1.05],0.96 [0.832-1.19],0.886 [0.43-1.31],0.339 [0.28-0.43]
q=18,physics,1.72 [1.48-4.92],1.69 [1.39-4.49],1.64 [1.38-4.08],1.41 [1.11-1.78],0.406 [0.275-0.651],0.0652 [0.0615-0.0951]
q=18,twin,2 [1.36-3.27],1.9 [0.797-2.33],0.565 [0.331-1.08],0.998 [0.566-1.11],0.886 [0.567-1.1],0.368 [0.288-0.406]
q=20,physics,1.93 [1.49-3.08],1.85 [1.36-2.79],1.64 [1.2-2.55],1 [0.893-1.34],0.443 [0.267-0.56],0.0714 [0.0596-0.088]
q=20,twin,1.68 [1.2-3.79],1.37 [1.03-3.01],0.569 [0.449-0.815],0.992 [0.886-1.28],0.795 [0.676-1.07],0.407 [0.253-0.477]
straight line,straight line,0.4113,0.3281,0.3281,0.3281,0.3281,0.3281
material floor,material floor,0.2754,0.2624,0.2624,0.2624,0.2624,0.2624
reference floor,reference floor,,,,,,
