row,arm,0.05-0.2 mm,0.5-2 mm,5-20 mm,50-200 mm,500-2000 mm,full crossing
q=2,physics,0.00281 [0.00273-0.00282],0.0273 [0.0264-0.0288],0.224 [0.219-0.231],0.231 [0.193-0.251],0.466 [0.435-0.471],3.88 [3.87-3.93]
q=2,twin,0.000118 [9e-05-0.000363],0.000773 [0.000541-0.00104],0.00655 [0.0057-0.00669],0.0602 [0.0598-0.0702],0.547 [0.546-0.662],2.53 [2.24-2.72]
q=4,physics,0.00281 [0.00266-0.00287],0.0275 [0.0273-0.0281],0.222 [0.22-0.228],0.201 [0.178-0.204],0.435 [0.43-0.441],1.56 [1.49-1.59]
q=4,twin,0.000116 [0.000103-0.000136],0.000605 [0.000588-0.000666],0.00622 [0.00613-0.00667],0.0647 [0.0617-0.0693],0.585 [0.54-0.626],2.44 [2.44-2.6]
q=6,physics,0.00277 [0.00277-0.00284],0.0286 [0.0281-0.0287],0.227 [0.224-0.239],0.205 [0.191-0.315],0.462 [0.427-0.495],0.359 [0.276-0.381]
q=6,twin,0.000109 [8.08e-05-0.000351],0.000715 [0.000614-0.00102],0.00666 [0.006-0.00702],0.0638 [0.0604-0.0655],0.566 [0.563-0.587],2.5 [2.38-2.66]
q=8,physics,0.00276 [0.00268-0.0028],0.0265 [0.026-0.0282],0.233 [0.228-0.245],0.365 [0.307-0.486],0.603 [0.541-0.634],0.363 [0.319-0.395]
q=8,twin,0.00011 [7.75e-05-0.000188],0.000564 [0.00055-0.000699],0.00564 [0.005-0.00605],0.0603 [0.06-0.0646],0.526 [0.511-0.617],2.3 [2.21-2.52]
q=10,physics,0.00267 [0.00259-0.00275],0.0272 [0.0267-0.0274],0.238 [0.219-0.246],0.444 [0.304-0.503],0.581 [0.565-0.612],0.315 [0.262-0.333]
q=10,twin,9.91e-05 [8.75e-05-0.000331],0.000758 [0.000525-0.00105],0.00761 [0.00526-0.0107],0.121 [0.0577-0.137],0.739 [0.483-1.25],2.96 [2.12-4.89]
q=12,physics,0.00266 [0.0025-0.00275],0.0272 [0.026-0.0274],0.235 [0.227-0.237],0.431 [0.151-0.464],0.561 [0.379-0.612],0.387 [0.295-0.422]
q=12,twin,0.000199 [8.81e-05-0.000273],0.000612 [0.000599-0.000962],0.00604 [0.00557-0.008],0.0645 [0.0562-0.144],0.582 [0.524-1.06],2.39 [2.13-3.66]
q=14,physics,0.0026 [0.00258-0.00268],0.0268 [0.0261-0.0271],0.237 [0.236-0.238],0.461 [0.392-0.463],0.636 [0.599-0.672],0.449 [0.308-0.497]
q=14,twin,0.000113 [0.000102-0.000146],0.000747 [0.000628-0.000879],0.00769 [0.00577-0.00773],0.0983 [0.0607-0.111],0.812 [0.541-0.856],3.37 [2.37-3.52]
q=16,physics,0.00272 [0.00271-0.00276],0.0271 [0.027-0.0282],0.248 [0.233-0.25],0.484 [0.45-0.534],0.591 [0.56-0.667],0.346 [0.341-0.442]
q=16,twin,0.000182 [0.000114-0.00025],0.000556 [0.000543-0.000842],0.00581 [0.00551-0.00662],0.0603 [0.0576-0.0797],0.544 [0.522-0.856],2.11 [2.09-4.17]
q=18,physics,0.00263 [0.00261-0.00268],0.0261 [0.0261-0.027],0.234 [0.223-0.236],0.513 [0.405-0.552],0.595 [0.569-0.701],0.397 [0.388-0.414]
q=18,twin,0.000157 [7.86e-05-0.00019],0.000531 [0.00053-0.000612],0.00599 [0.0055-0.0062],0.0673 [0.063-0.109],0.608 [0.569-0.646],2.61 [2.34-2.86]
q=20,physics,0.00268 [0.00254-0.00269],0.0269 [0.0268-0.0277],0.242 [0.237-0.243],0.533 [0.524-0.578],0.622 [0.546-0.659],0.383 [0.371-0.389]
q=20,twin,8.28e-05 [6.47e-05-0.000138],0.000565 [0.000518-0.000652],0.00563 [0.00562-0.00611],0.0609 [0.0591-0.0661],0.573 [0.517-0.59],2.36 [2.21-2.45]
