arch,mode,column,component,unit,median_abs,p95_abs,bias_over_rms,bias_over_median,p95_over_median,n_cells
4x256,data,10 mm,max_xy,um,1524.13,44101.2,nan,nan,30.3417,30
4x256,data,10 mm,tx,mrad,0.40551,16.6804,0.0325215,5.48884,41.7231,30
4x256,data,10 mm,ty,mrad,0.229577,5.97586,0.0312084,0.517888,23.8718,30
4x256,data,10 mm,x,um,1091.01,42898.3,0.0646149,9.69193,36.6763,30
4x256,data,10 mm,y,um,630.125,16676.5,0.0289767,0.666088,24.7195,30
4x256,data,100 mm,max_xy,um,1848.56,31324.7,nan,nan,17.0539,30
4x256,data,100 mm,tx,mrad,0.478599,10.1791,0.0356754,0.418411,20.9783,30
4x256,data,100 mm,ty,mrad,0.276817,5.42785,0.0385056,0.406934,19.8132,30
4x256,data,100 mm,x,um,1295.24,28114.3,0.0507069,0.673862,21.9778,30
4x256,data,100 mm,y,um,797.852,15184.1,0.0480855,0.477711,19.5295,30
4x256,data,1000 mm,max_xy,um,2567.72,41060.9,nan,nan,15.7282,30
4x256,data,1000 mm,tx,mrad,0.777675,15.8676,0.0322414,0.337723,20.4375,30
4x256,data,1000 mm,ty,mrad,0.401051,7.96882,0.0537983,0.496352,19.5925,30
4x256,data,1000 mm,x,um,1930.49,37192.3,0.0488247,0.48404,20.1173,30
4x256,data,1000 mm,y,um,1067.64,19543.3,0.0741318,0.624398,17.6562,30
4x256,data,full crossing,max_xy,um,1321,21700,nan,nan,15.9237,30
4x256,data,full crossing,tx,mrad,0.394281,7.45758,0.0220473,0.255466,18.8071,30
4x256,data,full crossing,ty,mrad,0.301218,5.97791,0.069837,0.578973,18.1883,30
4x256,data,full crossing,x,um,896.844,19127.2,0.0570711,0.833741,20.4836,30
4x256,data,full crossing,y,um,614.021,10600.5,0.0348329,0.405774,17.0513,30
4x256,physics,0.1 mm,max_xy,um,190409,954856,nan,nan,4.65505,30
4x256,physics,0.1 mm,tx,mrad,58.0728,350.672,0.0675766,0.162087,5.52871,30
4x256,physics,0.1 mm,ty,mrad,1.72945,17.5558,0.0920265,0.481385,10.1518,30
4x256,physics,0.1 mm,x,um,190409,954856,0.170527,0.412753,4.65505,30
4x256,physics,0.1 mm,y,um,4903.36,56329.2,0.0539481,0.305389,12.3552,30
4x256,physics,1 mm,max_xy,um,184364,1.00745e+06,nan,nan,4.81333,30
4x256,physics,1 mm,tx,mrad,56.2073,366.332,0.0468431,0.117313,5.76746,30
4x256,physics,1 mm,ty,mrad,1.65073,17.9338,0.0741771,0.357162,10.5347,30
4x256,physics,1 mm,x,um,184364,1.00745e+06,0.174535,0.431924,4.81333,30
4x256,physics,1 mm,y,um,4814.34,58759.2,0.0485414,0.363287,13.1138,30
4x256,physics,10 mm,max_xy,um,149238,860710,nan,nan,5.29302,30
4x256,physics,10 mm,tx,mrad,46.8919,299.004,0.0452842,0.109639,5.76989,30
4x256,physics,10 mm,ty,mrad,1.54969,16.4342,0.0729533,0.334222,10.8412,30
4x256,physics,10 mm,x,um,149238,860710,0.155963,0.427285,5.29302,30
4x256,physics,10 mm,y,um,4429.45,56603.7,0.0425688,0.274208,12.895,30
4x256,physics,100 mm,max_xy,um,13866.6,109722,nan,nan,7.55424,30
4x256,physics,100 mm,tx,mrad,5.04965,34.5615,0.0804381,0.585138,6.7517,30
4x256,physics,100 mm,ty,mrad,0.963627,10.558,0.0598774,0.320076,10.4952,30
4x256,physics,100 mm,x,um,12913.8,105180,0.0723017,0.579181,7.78454,30
4x256,physics,100 mm,y,um,3125.78,36876.1,0.0383836,0.198157,12.4095,30
4x256,physics,1000 mm,max_xy,um,2946.52,30905,nan,nan,10.5817,30
4x256,physics,1000 mm,tx,mrad,1.02149,12.7194,0.0589339,0.36391,12.9173,30
4x256,physics,1000 mm,ty,mrad,0.443543,6.34823,0.0471605,0.366062,13.8924,30
4x256,physics,1000 mm,x,um,2579.61,27198.6,0.0261512,0.177509,10.8261,30
4x256,physics,1000 mm,y,um,1009.68,14562.3,0.0846617,0.757131,14.3449,30
4x256,physics,full crossing,max_xy,um,814.996,9824.15,nan,nan,11.3087,30
4x256,physics,full crossing,tx,mrad,0.182828,3.10154,0.01946,0.17906,16.3788,30
4x256,physics,full crossing,ty,mrad,0.0747038,1.49166,0.0230986,0.241506,19.5928,30
4x256,physics,full crossing,x,um,742.633,8995.53,0.0511397,0.328284,11.6025,30
4x256,physics,full crossing,y,um,264.222,3793.32,0.0239281,0.23811,15.0919,30
4x32,data,0.1 mm,max_xy,um,13322.9,1.2935e+06,nan,nan,83.5052,30
4x32,data,0.1 mm,tx,mrad,5.70629,522.062,0.0701201,1.93385,90.3098,30
4x32,data,0.1 mm,ty,mrad,0.580944,11.3873,0.0466469,0.455825,20.2143,30
4x32,data,0.1 mm,x,um,12375.1,1.2935e+06,0.0681867,2.68862,93.6526,30
4x32,data,0.1 mm,y,um,1962.34,40967.6,0.0306826,0.327531,21.857,30
4x32,data,1 mm,max_xy,um,5543.12,69101.9,nan,nan,13.8798,30
4x32,data,1 mm,tx,mrad,1.5921,21.481,0.032485,0.626242,16.8961,30
4x32,data,1 mm,ty,mrad,0.474687,10.857,0.0324036,0.364092,23.0003,30
4x32,data,1 mm,x,um,4406.1,55980.9,0.0437858,1.00842,15.203,30
4x32,data,1 mm,y,um,1695.28,41360.8,0.0284546,0.314277,23.9165,30
4x32,data,10 mm,max_xy,um,5535.26,60932.7,nan,nan,12.2267,30
4x32,data,10 mm,tx,mrad,1.6724,17.5038,0.059646,0.422409,13.0015,30
4x32,data,10 mm,ty,mrad,0.473113,10.7896,0.0469796,0.503509,23.957,30
4x32,data,10 mm,x,um,4194.78,46452.6,0.080242,0.708325,12.9167,30
4x32,data,10 mm,y,um,1678.62,41272.5,0.0307833,0.320907,24.4971,30
4x32,data,100 mm,max_xy,um,7114.55,67089.4,nan,nan,11.3243,30
4x32,data,100 mm,tx,mrad,2.13025,19.9843,0.0494989,0.287078,12.4831,30
4x32,data,100 mm,ty,mrad,0.440453,10.8351,0.0467501,0.55109,24.625,30
4x32,data,100 mm,x,um,5829.5,55994.4,0.133331,0.798098,11.931,30
4x32,data,100 mm,y,um,1653.36,41518.7,0.025172,0.275822,25.3661,30
4x32,data,1000 mm,max_xy,um,10294.1,85755.4,nan,nan,7.96407,30
4x32,data,1000 mm,tx,mrad,2.31984,29.5365,0.0584142,0.335011,14.0058,30
4x32,data,1000 mm,ty,mrad,0.44482,10.7584,0.0387013,0.451786,24.2804,30
4x32,data,1000 mm,x,um,8781.27,81962.8,0.13179,0.687489,9.17068,30
4x32,data,1000 mm,y,um,1732.53,41296.5,0.0321715,0.326972,24.329,30
4x32,data,full crossing,max_xy,um,7485.06,83228.1,nan,nan,11.347,30
4x32,data,full crossing,tx,mrad,2.49458,31.0495,0.068849,0.430098,13.0255,30
4x32,data,full crossing,ty,mrad,0.493127,10.9155,0.0265145,0.258748,22.0945,30
4x32,data,full crossing,x,um,6321.85,74981.2,0.061115,0.41861,12.7913,30
4x32,data,full crossing,y,um,1819.84,41670,0.0366447,0.3694,22.8063,30
4x32,physics,0.1 mm,max_xy,um,290776,1.3746e+06,nan,nan,4.71433,30
4x32,physics,0.1 mm,tx,mrad,99.9882,550.313,0.0862797,0.210587,4.92124,30
4x32,physics,0.1 mm,ty,mrad,2.35813,20.8178,0.12304,0.669385,9.04202,30
4x32,physics,0.1 mm,x,um,290776,1.3746e+06,0.14604,0.29848,4.71433,30
4x32,physics,0.1 mm,y,um,5537.17,64692.2,0.0794641,0.435785,10.7394,30
4x32,physics,1 mm,max_xy,um,287701,1.45073e+06,nan,nan,4.61759,30
4x32,physics,1 mm,tx,mrad,100.578,563.569,0.0870755,0.22002,5.19164,30
4x32,physics,1 mm,ty,mrad,2.22539,20.7642,0.111113,0.64797,9.00566,30
4x32,physics,1 mm,x,um,287701,1.45073e+06,0.144497,0.319534,4.61759,30
4x32,physics,1 mm,y,um,5676.78,63388.8,0.0963646,0.589293,11.2741,30
4x32,physics,10 mm,max_xy,um,204666,1.22867e+06,nan,nan,5.31275,30
4x32,physics,10 mm,tx,mrad,74.668,489.427,0.0826254,0.224304,5.78622,30
4x32,physics,10 mm,ty,mrad,1.96236,18.4124,0.0995279,0.627886,9.26502,30
4x32,physics,10 mm,x,um,204666,1.22867e+06,0.161372,0.38895,5.31275,30
4x32,physics,10 mm,y,um,5162.85,59036.6,0.0952771,0.491719,11.6637,30
4x32,physics,100 mm,max_xy,um,16390,106604,nan,nan,6.48625,30
4x32,physics,100 mm,tx,mrad,5.80801,36.329,0.0709431,0.680588,6.40268,30
4x32,physics,100 mm,ty,mrad,1.16088,10.5698,0.0879785,0.346624,9.08202,30
4x32,physics,100 mm,x,um,15262.3,104410,0.0801177,0.638525,6.83371,30
4x32,physics,100 mm,y,um,3275.78,34704.9,0.0504563,0.282164,10.1708,30
4x32,physics,1000 mm,max_xy,um,2880.3,32187.8,nan,nan,11.0747,30
4x32,physics,1000 mm,tx,mrad,1.03022,13.3665,0.0555556,0.372715,12.7585,30
4x32,physics,1000 mm,ty,mrad,0.44089,5.93849,0.0354389,0.31961,12.7156,30
4x32,physics,1000 mm,x,um,2455.63,29378.4,0.0409858,0.271367,11.9096,30
4x32,physics,1000 mm,y,um,1155.43,14365.2,0.0861905,0.648096,13.1783,30
4x32,physics,full crossing,max_xy,um,942.761,11090.9,nan,nan,11.4518,30
4x32,physics,full crossing,tx,mrad,0.231922,3.26703,0.0235472,0.245791,13.1773,30
4x32,physics,full crossing,ty,mrad,0.0958299,1.731,0.0272154,0.298514,17.5858,30
4x32,physics,full crossing,x,um,831.591,9996.83,0.054504,0.325292,11.2263,30
4x32,physics,full crossing,y,um,327.656,4734.99,0.0241043,0.226945,15.14,30
4x64,data,0.1 mm,max_xy,um,76293,1.7072e+06,nan,nan,24.8639,30
4x64,data,0.1 mm,tx,mrad,35.7287,689.57,0.0683433,0.523771,17.9467,30
4x64,data,0.1 mm,ty,mrad,0.722345,13.2712,0.0770316,0.788582,19.4624,30
4x64,data,0.1 mm,x,um,73684.6,1.7072e+06,0.0663823,0.562285,25.6308,30
4x64,data,0.1 mm,y,um,2285.41,44468.6,0.0363768,0.417831,18.7977,30
4x64,data,1 mm,max_xy,um,4673.34,565572,nan,nan,108.565,30
4x64,data,1 mm,tx,mrad,1.30579,233.411,0.0461493,5.62335,140.784,30
4x64,data,1 mm,ty,mrad,0.50266,11.51,0.0606203,0.56418,22.349,30
4x64,data,1 mm,x,um,3293.02,565572,0.0548506,5.37028,138.074,30
4x64,data,1 mm,y,um,1805.45,41599.4,0.0232613,0.226897,23.1792,30
4x64,data,10 mm,max_xy,um,4355.82,57619.2,nan,nan,12.6772,30
4x64,data,10 mm,tx,mrad,1.10201,16.7053,0.0491049,0.577069,14.0624,30
4x64,data,10 mm,ty,mrad,0.587492,10.8505,0.0422799,0.378404,18.6595,30
4x64,data,10 mm,x,um,2926.24,42466.2,0.0539318,0.586627,13.5474,30
4x64,data,10 mm,y,um,1769.01,40177.9,0.0333042,0.315436,21.686,30
4x64,data,100 mm,max_xy,um,4605.55,57244.2,nan,nan,12.4352,30
4x64,data,100 mm,tx,mrad,1.1849,15.7199,0.0404111,0.356949,13.5671,30
4x64,data,100 mm,ty,mrad,0.553092,10.7996,0.0379281,0.315468,19.0874,30
4x64,data,100 mm,x,um,3172.9,41970.4,0.0603089,0.509389,13.7407,30
4x64,data,100 mm,y,um,1792.68,41078.4,0.0274493,0.248513,22.5925,30
4x64,data,1000 mm,max_xy,um,9360.23,70594.9,nan,nan,7.73078,30
4x64,data,1000 mm,tx,mrad,1.6829,23.7651,0.0419367,0.249094,14.1688,30
4x64,data,1000 mm,ty,mrad,0.59496,10.9354,0.0459031,0.416131,18.822,30
4x64,data,1000 mm,x,um,7791.88,62018.1,0.107515,0.4342,8.19742,30
4x64,data,1000 mm,y,um,1841.59,40600,0.0357953,0.340402,20.0486,30
4x64,data,full crossing,max_xy,um,5511.44,63092.9,nan,nan,11.9151,30
4x64,data,full crossing,tx,mrad,2.02083,20.4447,0.0375583,0.166171,11.4164,30
4x64,data,full crossing,ty,mrad,0.602323,11.2391,0.0597081,0.489144,17.464,30
4x64,data,full crossing,x,um,3876.01,49381.2,0.0910678,0.632989,13.0417,30
4x64,data,full crossing,y,um,2159.98,41207.6,0.0304395,0.249157,18.5877,30
4x64,physics,0.1 mm,max_xy,um,204520,1.0907e+06,nan,nan,5.23591,30
4x64,physics,0.1 mm,tx,mrad,62.9144,434.714,0.0630996,0.169166,6.24158,30
4x64,physics,0.1 mm,ty,mrad,1.79015,17.7685,0.123654,0.733223,11.6091,30
4x64,physics,0.1 mm,x,um,204520,1.0907e+06,0.162322,0.362669,5.23591,30
4x64,physics,0.1 mm,y,um,4985.48,61349.9,0.0697408,0.398615,13.0396,30
4x64,physics,1 mm,max_xy,um,201364,1.14121e+06,nan,nan,5.54942,30
4x64,physics,1 mm,tx,mrad,63.4513,444.191,0.0565538,0.155279,5.93227,30
4x64,physics,1 mm,ty,mrad,1.75543,18.1208,0.109318,0.649015,11.8951,30
4x64,physics,1 mm,x,um,201364,1.14121e+06,0.169812,0.361005,5.54942,30
4x64,physics,1 mm,y,um,4908.19,61110.7,0.100931,0.618263,13.6216,30
4x64,physics,10 mm,max_xy,um,153368,988312,nan,nan,6.11535,30
4x64,physics,10 mm,tx,mrad,49.67,376.736,0.0608106,0.19325,6.38028,30
4x64,physics,10 mm,ty,mrad,1.57258,16.8008,0.101701,0.671484,11.632,30
4x64,physics,10 mm,x,um,153368,988312,0.141088,0.386996,6.11535,30
4x64,physics,10 mm,y,um,4629.57,58090.8,0.0867533,0.543598,13.3348,30
4x64,physics,100 mm,max_xy,um,15099.5,107842,nan,nan,6.91408,30
4x64,physics,100 mm,tx,mrad,5.37719,33.0943,0.0688232,0.678071,6.50391,30
4x64,physics,100 mm,ty,mrad,0.955444,9.78032,0.0511324,0.266679,10.3954,30
4x64,physics,100 mm,x,um,14076.3,107148,0.0756353,0.844529,7.18144,30
4x64,physics,100 mm,y,um,2784.95,36213.8,0.0450221,0.266033,12.416,30
4x64,physics,1000 mm,max_xy,um,2876.94,29823.8,nan,nan,10.5044,30
4x64,physics,1000 mm,tx,mrad,0.987639,12.9974,0.0387175,0.26794,13.0367,30
4x64,physics,1000 mm,ty,mrad,0.399287,5.449,0.0532656,0.4363,13.9726,30
4x64,physics,1000 mm,x,um,2578.22,28293.4,0.034452,0.237368,10.9478,30
4x64,physics,1000 mm,y,um,977.007,13166.3,0.0922881,0.750456,13.6898,30
4x64,physics,full crossing,max_xy,um,801.66,9747.52,nan,nan,11.6022,30
4x64,physics,full crossing,tx,mrad,0.198294,3.04207,0.0265885,0.262063,14.5122,30
4x64,physics,full crossing,ty,mrad,0.0795242,1.56614,0.0301466,0.427288,19.1781,30
4x64,physics,full crossing,x,um,709.192,8498.78,0.0475609,0.299651,10.9897,30
4x64,physics,full crossing,y,um,268.569,4071.11,0.0261611,0.295976,15.7002,30
8x128,data,0.1 mm,max_xy,um,143756,1.82364e+06,nan,nan,12.0565,30
8x128,data,0.1 mm,tx,mrad,57.0042,719.28,0.0807384,0.440058,12.3303,30
8x128,data,0.1 mm,ty,mrad,0.85915,11.7895,0.0626801,0.376226,14.7109,30
8x128,data,0.1 mm,x,um,143756,1.82364e+06,0.116667,0.592697,12.0697,30
8x128,data,0.1 mm,y,um,2500.13,41592.7,0.0391427,0.299682,16.9948,30
8x128,data,1 mm,max_xy,um,10881.3,1.3625e+06,nan,nan,123.954,30
8x128,data,1 mm,tx,mrad,3.82156,558.103,0.0642363,4.18709,158.558,30
8x128,data,1 mm,ty,mrad,0.524958,11.3621,0.0442293,0.535137,20.6621,30
8x128,data,1 mm,x,um,9783.95,1.3625e+06,0.0921418,5.28338,138.765,30
8x128,data,1 mm,y,um,1867.56,42541.2,0.0295769,0.303381,22.9589,30
8x128,data,10 mm,max_xy,um,6602.18,66886.1,nan,nan,11.3133,30
8x128,data,10 mm,tx,mrad,1.93051,21.0937,0.0389921,1.04399,12.3747,30
8x128,data,10 mm,ty,mrad,0.547795,11.0351,0.0490403,0.41215,20.354,30
8x128,data,10 mm,x,um,5085.74,56531.6,0.0692546,1.95131,12.5715,30
8x128,data,10 mm,y,um,1841.47,41630.2,0.0628298,0.589968,21.9045,30
8x128,data,100 mm,max_xy,um,6797.69,65493.8,nan,nan,10.1996,30
8x128,data,100 mm,tx,mrad,1.88417,20.1887,0.0658701,0.438132,11.1879,30
8x128,data,100 mm,ty,mrad,0.502592,10.8434,0.0572207,0.525231,21.1064,30
8x128,data,100 mm,x,um,5263.31,51432.8,0.133708,0.951673,10.9444,30
8x128,data,100 mm,y,um,1829.26,41313.8,0.045742,0.485286,21.9521,30
8x128,data,1000 mm,max_xy,um,9644.2,80752.4,nan,nan,8.14319,30
8x128,data,1000 mm,tx,mrad,2.35491,27.5748,0.0631851,0.321875,12.3821,30
8x128,data,1000 mm,ty,mrad,0.485291,10.8652,0.0551989,0.558313,22.2139,30
8x128,data,1000 mm,x,um,8200.76,74753,0.156298,0.612157,8.59945,30
8x128,data,1000 mm,y,um,1684.72,41089.8,0.0317896,0.349983,24.4837,30
8x128,data,full crossing,max_xy,um,6382.03,78556.5,nan,nan,12.9115,30
8x128,data,full crossing,tx,mrad,1.93697,28.1623,0.038104,0.233606,14.1561,30
8x128,data,full crossing,ty,mrad,0.58869,10.8925,0.0508765,0.450385,18.6892,30
8x128,data,full crossing,x,um,5253.82,69376.9,0.0867999,0.520174,13.8857,30
8x128,data,full crossing,y,um,1905.03,41505.2,0.0224229,0.185616,21.761,30
8x128,physics,0.1 mm,max_xy,um,151564,1.19529e+06,nan,nan,6.91742,30
8x128,physics,0.1 mm,tx,mrad,45.6243,391.858,0.0934926,0.300076,7.64676,30
8x128,physics,0.1 mm,ty,mrad,1.96437,16.2611,0.11477,0.591607,8.27791,30
8x128,physics,0.1 mm,x,um,151564,1.19529e+06,0.122396,0.413611,6.91742,30
8x128,physics,0.1 mm,y,um,5591.74,54902.4,0.0460961,0.321567,9.54266,30
8x128,physics,1 mm,max_xy,um,145826,1.11309e+06,nan,nan,7.3653,30
8x128,physics,1 mm,tx,mrad,46.5553,375.207,0.0723627,0.292318,7.93715,30
8x128,physics,1 mm,ty,mrad,1.89224,17.29,0.106345,0.623912,8.55821,30
8x128,physics,1 mm,x,um,145625,1.11309e+06,0.125841,0.459071,7.36776,30
8x128,physics,1 mm,y,um,5612.68,54436,0.0455263,0.228866,10.3626,30
8x128,physics,10 mm,max_xy,um,101450,1.01738e+06,nan,nan,8.76403,30
8x128,physics,10 mm,tx,mrad,34.2674,305.257,0.0637277,0.245538,9.27947,30
8x128,physics,10 mm,ty,mrad,1.79988,15.8207,0.1028,0.604724,8.27478,30
8x128,physics,10 mm,x,um,101216,1.01738e+06,0.11638,0.456465,8.77027,30
8x128,physics,10 mm,y,um,5341.02,51523.2,0.0510376,0.284322,9.51262,30
8x128,physics,100 mm,max_xy,um,10515.8,167077,nan,nan,14.9214,30
8x128,physics,100 mm,tx,mrad,3.52044,44.343,0.0442303,0.649742,13.5597,30
8x128,physics,100 mm,ty,mrad,0.939644,9.51307,0.0526344,0.301811,10.1473,30
8x128,physics,100 mm,x,um,9473.17,165147,0.0499975,0.880663,17.2966,30
8x128,physics,100 mm,y,um,2645.69,29136.5,0.0829771,0.504449,10.628,30
8x128,physics,1000 mm,max_xy,um,2528.03,28665.8,nan,nan,11.0408,30
8x128,physics,1000 mm,tx,mrad,0.84849,12.0492,0.0553296,0.491892,14.2024,30
8x128,physics,1000 mm,ty,mrad,0.338036,5.56863,0.0378907,0.389787,15.9543,30
8x128,physics,1000 mm,x,um,2198.59,26686,0.056404,0.439362,11.8427,30
8x128,physics,1000 mm,y,um,849.933,13347.5,0.0937595,0.949007,15.614,30
8x128,physics,full crossing,max_xy,um,720.654,8772.17,nan,nan,11.8922,30
8x128,physics,full crossing,tx,mrad,0.16525,3.00345,0.0192661,0.108296,17.8456,30
8x128,physics,full crossing,ty,mrad,0.0653225,1.37743,0.0193456,0.220984,21.2233,30
8x128,physics,full crossing,x,um,650.773,8208.71,0.0364503,0.257527,11.7146,30
8x128,physics,full crossing,y,um,209.151,3792.68,0.0112532,0.153372,18.8717,30
8x256,data,0.1 mm,max_xy,um,189139,1.76027e+06,nan,nan,8.92882,30
8x256,data,0.1 mm,tx,mrad,78.835,683.558,0.0570845,0.246064,8.89882,30
8x256,data,0.1 mm,ty,mrad,0.816304,11.7959,0.0446191,0.352394,14.4714,30
8x256,data,0.1 mm,x,um,189139,1.76027e+06,0.0942542,0.376143,8.92882,30
8x256,data,0.1 mm,y,um,2696.31,41797.2,0.040288,0.279735,15.3338,30
8x256,data,1 mm,max_xy,um,14979.6,1.53998e+06,nan,nan,96.8251,30
8x256,data,1 mm,tx,mrad,5.901,612.83,0.0430737,1.49847,95.9547,30
8x256,data,1 mm,ty,mrad,0.587716,11.647,0.0500182,0.479994,20.1806,30
8x256,data,1 mm,x,um,13539.7,1.53998e+06,0.111441,3.42822,104.547,30
8x256,data,1 mm,y,um,2122.4,41967.6,0.0349366,0.412695,22.2787,30
8x256,data,10 mm,max_xy,um,5555.02,97426.4,nan,nan,14.7156,30
8x256,data,10 mm,tx,mrad,1.6355,34.4617,0.0522518,2.35209,19.4003,30
8x256,data,10 mm,ty,mrad,0.562411,10.8316,0.0496958,0.480224,18.9986,30
8x256,data,10 mm,x,um,4289.49,92579,0.0833748,4.4363,16.566,30
8x256,data,10 mm,y,um,1864.81,41145.8,0.0533091,0.55313,21.389,30
8x256,data,100 mm,max_xy,um,5423.29,59743.4,nan,nan,11.845,30
8x256,data,100 mm,tx,mrad,1.53403,16.7922,0.0409151,0.340937,11.7645,30
8x256,data,100 mm,ty,mrad,0.471657,10.4984,0.046614,0.409205,21.3986,30
8x256,data,100 mm,x,um,3725.61,46067.4,0.0714327,0.552378,11.8652,30
8x256,data,100 mm,y,um,1690.95,41184.6,0.0458963,0.497045,23.0325,30
8x256,data,1000 mm,max_xy,um,9147.62,67480.2,nan,nan,8.67871,30
8x256,data,1000 mm,tx,mrad,2.11817,22.0025,0.0600176,0.389687,12.4532,30
8x256,data,1000 mm,ty,mrad,0.497966,10.7008,0.041644,0.424706,20.5562,30
8x256,data,1000 mm,x,um,7004.97,56286.2,0.118334,0.594852,8.83774,30
8x256,data,1000 mm,y,um,1679.27,40960.2,0.0326738,0.287253,22.1883,30
8x256,data,full crossing,max_xy,um,5543.77,65389.6,nan,nan,12.3738,30
8x256,data,full crossing,tx,mrad,1.42374,21.4924,0.0317565,0.201034,14.336,30
8x256,data,full crossing,ty,mrad,0.561025,11.02,0.0664554,0.596709,18.8321,30
8x256,data,full crossing,x,um,4015.23,51015.6,0.0765523,0.565383,13.9221,30
8x256,data,full crossing,y,um,2006.45,41294.9,0.0367876,0.341282,19.156,30
8x256,physics,0.1 mm,max_xy,um,124630,838776,nan,nan,7.01481,30
8x256,physics,0.1 mm,tx,mrad,35.5283,229.758,0.0567027,0.210465,6.46809,30
8x256,physics,0.1 mm,ty,mrad,1.98471,14.949,0.110397,0.370583,7.65368,30
8x256,physics,0.1 mm,x,um,124630,838776,0.134269,0.453373,7.01481,30
8x256,physics,0.1 mm,y,um,5552.1,49902.7,0.064419,0.331551,9.35752,30
8x256,physics,1 mm,max_xy,um,116566,893050,nan,nan,7.70636,30
8x256,physics,1 mm,tx,mrad,34.3038,255.791,0.0359885,0.130468,7.26736,30
8x256,physics,1 mm,ty,mrad,1.98581,16.0029,0.0983846,0.371404,8.13406,30
8x256,physics,1 mm,x,um,116408,893050,0.137306,0.456435,7.70636,30
8x256,physics,1 mm,y,um,5570.82,53660.2,0.060106,0.300244,10.0942,30
8x256,physics,10 mm,max_xy,um,85890.2,810708,nan,nan,9.11985,30
8x256,physics,10 mm,tx,mrad,26.6544,235.007,0.0364452,0.176433,8.4844,30
8x256,physics,10 mm,ty,mrad,1.80642,15.4186,0.0872428,0.336974,8.32868,30
8x256,physics,10 mm,x,um,85216.8,810708,0.123647,0.42691,9.16685,30
8x256,physics,10 mm,y,um,4948.05,49905.4,0.0608435,0.269549,10.2325,30
8x256,physics,100 mm,max_xy,um,11732.7,164654,nan,nan,16.7492,30
8x256,physics,100 mm,tx,mrad,3.68083,45.5206,0.0452924,0.672593,13.8828,30
8x256,physics,100 mm,ty,mrad,1.03181,10.0048,0.0528,0.279992,9.91399,30
8x256,physics,100 mm,x,um,10952.9,164654,0.0590764,0.991381,17.5648,30
8x256,physics,100 mm,y,um,2839.59,31606.5,0.0447731,0.33945,11.7813,30
8x256,physics,1000 mm,max_xy,um,2478.42,29580.1,nan,nan,11.9288,30
8x256,physics,1000 mm,tx,mrad,0.887015,12.6153,0.0728642,0.613027,14.2017,30
8x256,physics,1000 mm,ty,mrad,0.328056,5.77843,0.021958,0.246846,17.3378,30
8x256,physics,1000 mm,x,um,2135.56,26948.2,0.0702999,0.578545,12.6446,30
8x256,physics,1000 mm,y,um,855.392,13663.9,0.0623652,0.611555,16.3386,30
8x256,physics,full crossing,max_xy,um,726.178,9295.99,nan,nan,12.4585,30
8x256,physics,full crossing,tx,mrad,0.162433,3.15187,0.0180247,0.15796,18.2053,30
8x256,physics,full crossing,ty,mrad,0.05973,1.29669,0.0201465,0.284809,20.9688,30
8x256,physics,full crossing,x,um,669.227,8467.51,0.0346215,0.263353,12.341,30
8x256,physics,full crossing,y,um,193.742,3478.73,0.0186209,0.227608,18.6183,30
8x32,data,0.1 mm,max_xy,um,15239.7,1.33822e+06,nan,nan,91.2989,30
8x32,data,0.1 mm,tx,mrad,6.1227,567.096,0.0944506,2.59608,91.6483,30
8x32,data,0.1 mm,ty,mrad,1.01581,11.6598,0.0676708,0.36833,11.9107,30
8x32,data,0.1 mm,x,um,14112.3,1.33822e+06,0.083968,2.58884,97.1135,30
8x32,data,0.1 mm,y,um,2820.07,41845.8,0.03273,0.201286,14.5482,30
8x32,data,1 mm,max_xy,um,8008.81,134951,nan,nan,17.1536,30
8x32,data,1 mm,tx,mrad,2.73428,50.5267,0.0515527,1.23712,18.2229,30
8x32,data,1 mm,ty,mrad,0.629158,11.028,0.0458967,0.372683,17.5653,30
8x32,data,1 mm,x,um,7025.36,133433,0.0487896,1.10657,19.8545,30
8x32,data,1 mm,y,um,2055.49,41534.4,0.0628047,0.550074,20.2838,30
8x32,data,10 mm,max_xy,um,7807.08,121853,nan,nan,15.1336,30
8x32,data,10 mm,tx,mrad,2.7014,44.987,0.0191663,0.130883,16.257,30
8x32,data,10 mm,ty,mrad,0.535146,10.7239,0.0496256,0.511012,20.346,30
8x32,data,10 mm,x,um,6879.1,115702,0.0982606,0.665445,16.1695,30
8x32,data,10 mm,y,um,1913.38,41453.2,0.0456698,0.450344,21.8988,30
8x32,data,100 mm,max_xy,um,8193.53,122245,nan,nan,14.8587,30
8x32,data,100 mm,tx,mrad,2.70172,44.6659,0.0214812,0.132945,16.206,30
8x32,data,100 mm,ty,mrad,0.497715,10.7316,0.0581557,0.543179,21.6545,30
8x32,data,100 mm,x,um,7297.39,117558,0.107963,0.747221,15.84,30
8x32,data,100 mm,y,um,1773.58,41281,0.0311782,0.313399,23.0084,30
8x32,data,1000 mm,max_xy,um,8412.95,121636,nan,nan,14.2838,30
8x32,data,1000 mm,tx,mrad,2.78383,44.2307,0.0295089,0.18961,15.4737,30
8x32,data,1000 mm,ty,mrad,0.488181,10.7909,0.0462645,0.496779,22.1921,30
8x32,data,1000 mm,x,um,7760.78,116348,0.08957,0.604419,14.8336,30
8x32,data,1000 mm,y,um,1648.45,41328.5,0.0325662,0.349895,24.4335,30
8x32,data,full crossing,max_xy,um,9406.06,124072,nan,nan,12.5751,30
