row,arm,0.05-0.2 mm,0.5-2 mm,5-20 mm,50-200 mm,500-2000 mm,full crossing
q=2,physics,0.00243 [0.0023-0.00256],0.0235 [0.0234-0.0252],0.169 [0.155-0.177],0.116 [0.101-0.145],0.3 [0.291-0.313],3.88 [3.88-3.91]
q=2,twin,6.06e-05 [4.66e-05-8.82e-05],0.000434 [0.000189-0.000524],0.00462 [0.00199-0.00664],0.0463 [0.0326-0.0581],0.594 [0.447-0.807],2.09 [1.61-2.43]
q=4,physics,0.00237 [0.0022-0.00257],0.0245 [0.0227-0.0253],0.162 [0.162-0.175],0.105 [0.103-0.131],0.296 [0.287-0.322],1.47 [1.42-1.48]
q=4,twin,5.18e-05 [5.11e-05-7.54e-05],0.000348 [0.000281-0.00036],0.00373 [0.0036-0.00391],0.0411 [0.0383-0.0594],0.927 [0.527-1.11],2.17 [1.88-2.33]
q=6,physics,0.00226 [0.00213-0.00247],0.0219 [0.0204-0.0235],0.17 [0.135-0.174],0.13 [0.106-0.154],0.314 [0.276-0.34],0.217 [0.203-0.237]
q=6,twin,8.25e-05 [6.75e-05-8.44e-05],0.000414 [0.000342-0.000416],0.00389 [0.00365-0.00542],0.0535 [0.0473-0.0727],0.988 [0.956-1.12],2.15 [2.01-2.16]
q=8,physics,0.00246 [0.00226-0.00274],0.0243 [0.0243-0.0255],0.178 [0.162-0.18],0.121 [0.105-0.15],0.294 [0.289-0.364],0.237 [0.185-0.286]
q=8,twin,9.55e-05 [8.15e-05-0.000119],0.000627 [0.000369-0.000636],0.00486 [0.00362-0.00616],0.058 [0.0471-0.0641],0.618 [0.609-1.05],2.47 [2.02-2.54]
q=10,physics,0.00247 [0.00235-0.00263],0.0241 [0.0241-0.0247],0.17 [0.153-0.177],0.133 [0.126-0.181],0.299 [0.294-0.347],0.206 [0.203-0.211]
q=10,twin,9.5e-05 [6.42e-05-0.000102],0.000338 [0.000261-0.000433],0.00423 [0.00356-0.00442],0.0502 [0.0419-0.0562],0.932 [0.842-1.2],2.24 [1.96-3.04]
q=12,physics,0.00237 [0.00234-0.00239],0.0244 [0.0232-0.0244],0.169 [0.16-0.176],0.156 [0.154-0.171],0.371 [0.317-0.376],0.23 [0.219-0.242]
q=12,twin,6.11e-05 [3.75e-05-0.000125],0.000287 [0.000201-0.000566],0.00323 [0.00223-0.00519],0.0466 [0.0306-0.0579],1.22 [0.876-1.24],2.71 [2.06-3.12]
q=14,physics,0.00237 [0.00233-0.00248],0.0238 [0.0231-0.0247],0.174 [0.162-0.2],0.159 [0.132-0.187],0.311 [0.294-0.416],0.228 [0.216-0.242]
q=14,twin,9.31e-05 [6e-05-0.00029],0.00049 [0.000365-0.000651],0.00522 [0.00454-0.00523],0.0579 [0.0509-0.0668],0.596 [0.553-1.17],2.49 [2.18-2.89]
q=16,physics,0.0024 [0.00232-0.00245],0.0232 [0.0232-0.0238],0.17 [0.159-0.175],0.144 [0.142-0.168],0.373 [0.313-0.387],0.194 [0.191-0.219]
q=16,twin,6.45e-05 [5.12e-05-0.000153],0.000351 [0.000294-0.000521],0.00334 [0.00254-0.0049],0.0399 [0.0335-0.059],0.73 [0.54-1.14],2.46 [1.86-2.48]
q=18,physics,0.00233 [0.0023-0.00267],0.0235 [0.0234-0.0256],0.178 [0.161-0.181],0.147 [0.112-0.18],0.318 [0.315-0.326],0.214 [0.198-0.26]
q=18,twin,0.000111 [6.86e-05-0.000174],0.000479 [0.000277-0.000523],0.00461 [0.00307-0.00575],0.0597 [0.0356-0.0631],0.971 [0.667-1.06],2.95 [2.85-3.23]
q=20,physics,0.00248 [0.00234-0.00264],0.0251 [0.0227-0.0253],0.164 [0.135-0.191],0.151 [0.114-0.183],0.324 [0.305-0.334],0.235 [0.228-0.257]
q=20,twin,0.000147 [7.98e-05-0.000234],0.000458 [0.000388-0.000946],0.00523 [0.00425-0.0063],0.0648 [0.0507-0.0669],0.669 [0.566-0.915],3.02 [2.85-3.34]
