row,arm,0.05-0.2 mm,0.5-2 mm,5-20 mm,50-200 mm,500-2000 mm,full crossing
q=2,physics,1.4e-05 [1.15e-05-1.62e-05],0.00141 [0.00119-0.00175],0.142 [0.116-0.155],9.67 [6.49-11.2],441 [345-484],8.33e+03 [7.93e+03-8.65e+03]
q=2,twin,3.74e-07 [3.68e-07-3.81e-07],3.7e-05 [3.47e-05-4.09e-05],0.004 [0.00391-0.00446],0.548 [0.518-0.751],117 [113-124],692 [642-811]
q=4,physics,1.14e-05 [7.64e-06-1.39e-05],0.00117 [0.000773-0.00138],0.119 [0.0766-0.148],9.25 [5.63-10.4],341 [312-341],3.55e+03 [3.5e+03-3.63e+03]
q=4,twin,6.79e-07 [5.23e-07-6.88e-07],4.24e-05 [4.22e-05-5.27e-05],0.00513 [0.00457-0.00575],0.69 [0.676-0.896],140 [134-147],834 [701-1.13e+03]
q=6,physics,1.27e-05 [6.42e-06-1.71e-05],0.00129 [0.000633-0.00183],0.125 [0.067-0.178],8.84 [5.94-11.4],338 [314-377],707 [658-841]
q=6,twin,6.24e-07 [4.13e-07-8.67e-07],4.8e-05 [3.6e-05-5.33e-05],0.00462 [0.00438-0.00617],0.775 [0.585-0.792],145 [107-146],660 [571-795]
q=8,physics,1.94e-05 [1.56e-05-2.14e-05],0.00211 [0.00173-0.00234],0.213 [0.148-0.232],13.4 [11.6-20.6],313 [299-333],680 [634-736]
q=8,twin,4.73e-07 [4.23e-07-7.26e-07],5.21e-05 [4.45e-05-5.32e-05],0.00512 [0.00487-0.00517],0.681 [0.659-0.756],153 [125-153],797 [741-1.02e+03]
q=10,physics,2.27e-05 [1.15e-05-2.55e-05],0.00242 [0.00118-0.00271],0.243 [0.123-0.268],18.2 [9.23-22.9],298 [295-330],724 [577-756]
q=10,twin,7.19e-07 [6.63e-07-7.46e-07],5.02e-05 [3.78e-05-7.12e-05],0.00563 [0.00359-0.0067],0.773 [0.579-1],156 [129-203],884 [655-1.43e+03]
q=12,physics,1.16e-05 [6.69e-06-1.69e-05],0.00113 [0.000689-0.00179],0.123 [0.0664-0.171],9.78 [7.73-14.7],273 [267-274],710 [626-747]
q=12,twin,6.25e-07 [6.02e-07-6.99e-07],5.14e-05 [4.68e-05-6.51e-05],0.00515 [0.00483-0.00578],0.755 [0.681-0.774],150 [117-150],813 [732-1.21e+03]
q=14,physics,1.19e-05 [8.14e-06-1.6e-05],0.00122 [0.000837-0.0017],0.126 [0.091-0.168],11.3 [7.03-13],306 [306-320],723 [677-769]
q=14,twin,8.38e-07 [5.38e-07-8.99e-07],6.22e-05 [4.75e-05-6.59e-05],0.00608 [0.00449-0.00697],0.799 [0.589-0.804],144 [122-175],1.2e+03 [745-1.23e+03]
q=16,physics,9.64e-06 [7.5e-06-2.82e-05],0.00109 [0.000796-0.00292],0.0974 [0.0811-0.295],7.59 [7.16-16],283 [249-304],693 [656-760]
q=16,twin,9.4e-07 [4.18e-07-1.29e-06],5.52e-05 [4.82e-05-6.9e-05],0.00577 [0.00477-0.00627],0.687 [0.619-0.791],140 [140-150],839 [812-891]
q=18,physics,1.25e-05 [9.13e-06-1.49e-05],0.00129 [0.000914-0.00151],0.13 [0.0966-0.154],11.5 [6.93-11.7],290 [284-344],695 [682-773]
q=18,twin,8.88e-07 [4.89e-07-9.78e-07],5.39e-05 [4.91e-05-6.02e-05],0.0058 [0.00533-0.00622],0.783 [0.689-0.835],158 [125-171],956 [911-1.09e+03]
q=20,physics,1.08e-05 [8.26e-06-2.35e-05],0.00108 [0.000867-0.00242],0.116 [0.0881-0.255],10.7 [8.32-21.5],309 [266-323],667 [646-671]
q=20,twin,8.24e-07 [7.56e-07-9.59e-07],5.78e-05 [4.97e-05-7.04e-05],0.00607 [0.00571-0.00614],0.768 [0.709-0.921],163 [152-172],934 [789-1.01e+03]
