row,arm,0.05-0.2 mm,0.5-2 mm,5-20 mm,50-200 mm,500-2000 mm,full crossing
q=2,physics,7.77e-06 [4.88e-06-7.81e-06],0.000819 [0.000534-0.00082],0.0772 [0.0543-0.0873],2.54 [1.98-3.45],61 [59.6-63.3],677 [670-681]
q=2,twin,8.12e-07 [8.01e-07-9.55e-07],7.24e-05 [6.31e-05-7.65e-05],0.00663 [0.00627-0.00764],0.794 [0.637-0.898],64.6 [64.6-78.8],1.49e+03 [1.48e+03-1.69e+03]
q=4,physics,2.9e-06 [2.42e-06-5.56e-06],0.000303 [0.000226-0.000582],0.0294 [0.0261-0.0576],1.8 [1.57-2.96],72.2 [66.7-75.8],293 [280-298]
q=4,twin,8.31e-07 [8.14e-07-1.12e-06],7.43e-05 [6.87e-05-0.000116],0.00814 [0.00581-0.00883],0.781 [0.659-0.878],64.4 [63.9-87.2],1.6e+03 [1.55e+03-2e+03]
q=6,physics,5.43e-06 [3.77e-06-8.94e-06],0.000577 [0.000395-0.000901],0.0646 [0.0378-0.1],3.11 [2.01-5.01],71.1 [62-74.3],265 [211-284]
q=6,twin,1.14e-06 [9.33e-07-1.28e-06],0.000105 [8.4e-05-0.000125],0.00761 [0.00745-0.0084],0.813 [0.658-0.848],78 [55.7-84.1],1.85e+03 [1.53e+03-2.41e+03]
q=8,physics,1.16e-05 [6.45e-06-1.44e-05],0.00128 [0.000632-0.00152],0.121 [0.068-0.142],4.88 [2.66-6.64],71.6 [64.1-81],249 [224-266]
q=8,twin,7.93e-07 [5.88e-07-8.44e-07],6.45e-05 [6.2e-05-0.000101],0.00711 [0.00618-0.00724],0.707 [0.655-0.711],67.4 [63.7-68.5],1.72e+03 [1.48e+03-2.69e+03]
q=10,physics,9.16e-06 [7.3e-06-1.58e-05],0.000971 [0.000722-0.00171],0.0935 [0.0735-0.161],3.8 [2.96-5.24],69.9 [67.3-78.4],230 [220-253]
q=10,twin,8.99e-07 [7.43e-07-1.2e-06],0.000105 [7.58e-05-0.000111],0.00876 [0.00776-0.00888],0.849 [0.731-1.1],74.4 [61.9-80.8],1.69e+03 [1.49e+03-1.84e+03]
q=12,physics,3.91e-06 [2.23e-06-5.74e-06],0.000442 [0.000228-0.000576],0.0478 [0.0247-0.072],3.1 [2.62-9.73],68.5 [66-89.7],253 [235-255]
q=12,twin,9.99e-07 [8.2e-07-1.03e-06],7.34e-05 [6.27e-05-9.37e-05],0.00654 [0.00642-0.00747],0.688 [0.604-0.721],59.2 [58.9-80.4],1.58e+03 [1.45e+03-2.08e+03]
q=14,physics,6.24e-06 [3.43e-06-9.36e-06],0.00068 [0.000373-0.000993],0.0693 [0.0359-0.0961],3.45 [2.08-5.7],68.7 [67-71.2],246 [231-252]
q=14,twin,1.25e-06 [9.17e-07-1.79e-06],6.73e-05 [6.36e-05-0.000163],0.00703 [0.00613-0.0143],0.655 [0.618-1.41],57.6 [53.7-145],1.5e+03 [1.41e+03-3.52e+03]
q=16,physics,3.49e-06 [3.44e-06-3.54e-06],0.000368 [0.00036-0.000388],0.0426 [0.0371-0.0474],1.88 [1.75-4.9],72.8 [55.6-73.9],249 [234-285]
q=16,twin,8.64e-07 [7.45e-07-1.43e-06],7.02e-05 [5.85e-05-7.89e-05],0.00658 [0.00626-0.00921],0.609 [0.597-0.732],51.6 [50.5-65.4],1.4e+03 [1.37e+03-1.81e+03]
q=18,physics,7.96e-06 [2.34e-06-9.89e-06],0.000852 [0.000245-0.00101],0.0853 [0.0242-0.1],3.33 [1.7-3.69],70.2 [68.6-77.4],221 [206-228]
q=18,twin,9.74e-07 [8.92e-07-1.03e-06],8.74e-05 [7.6e-05-9.6e-05],0.00878 [0.00668-0.0089],0.705 [0.7-0.753],70.2 [67.9-71.3],1.7e+03 [1.56e+03-1.79e+03]
q=20,physics,7.18e-06 [4.14e-06-1.06e-05],0.000815 [0.000442-0.00109],0.0788 [0.0476-0.11],6.67 [5.32-7.52],93.3 [83.3-97.5],237 [220-282]
q=20,twin,7.75e-07 [7.56e-07-8.2e-07],8.71e-05 [6.87e-05-8.88e-05],0.00659 [0.00629-0.00709],0.652 [0.622-0.696],63.2 [53.4-71],1.53e+03 [1.41e+03-2.17e+03]
