row,arm,0.05-0.2 mm,0.5-2 mm,5-20 mm,50-200 mm,500-2000 mm,full crossing
q=2,physics,7.37e-06 [4.5e-06-1.63e-05],0.000701 [0.000437-0.00169],0.0729 [0.0444-0.161],7.5 [4.89-10.3],192 [184-252],891 [774-904]
q=2,twin,6.71e-07 [5.76e-07-1.2e-06],7.09e-05 [6.06e-05-0.000144],0.00714 [0.00622-0.00964],0.659 [0.639-0.698],53 [49.7-56.5],1.49e+03 [1.4e+03-1.56e+03]
q=4,physics,6.49e-06 [5.1e-06-8.04e-06],0.000658 [0.000525-0.000829],0.0716 [0.055-0.0872],7.8 [5.17-8.45],197 [193-210],594 [567-620]
q=4,twin,6.56e-07 [5.83e-07-8.87e-07],6.44e-05 [6.03e-05-7.4e-05],0.00675 [0.00662-0.0081],0.705 [0.656-0.743],59.3 [49-67.7],1.41e+03 [1.37e+03-1.67e+03]
q=6,physics,4.8e-06 [3.64e-06-6.42e-06],0.000534 [0.000359-0.000641],0.0505 [0.0401-0.0638],5.56 [3.94-5.99],205 [202-212],502 [464-586]
q=6,twin,6.51e-07 [6.49e-07-1.11e-06],7.42e-05 [6.64e-05-0.000101],0.00755 [0.00658-0.00776],0.749 [0.673-0.816],63 [58.7-66.1],1.46e+03 [1.39e+03-1.66e+03]
q=8,physics,2.68e-06 [2.15e-06-3.07e-06],0.000274 [0.000218-0.000345],0.0277 [0.0235-0.035],2.91 [2.41-4.5],208 [180-230],589 [476-640]
q=8,twin,6.28e-07 [6.01e-07-6.82e-07],7.01e-05 [6.6e-05-7.33e-05],0.00638 [0.00638-0.00723],0.686 [0.675-0.69],58.6 [55.5-60.7],1.55e+03 [1.37e+03-1.74e+03]
q=10,physics,2.57e-06 [2.42e-06-3.7e-06],0.000266 [0.00025-0.000388],0.0274 [0.0254-0.0387],3.02 [2.83-3.38],220 [198-237],559 [488-624]
q=10,twin,6.25e-07 [5.26e-07-6.66e-07],6.23e-05 [5.93e-05-7.07e-05],0.00615 [0.006-0.0069],0.646 [0.603-0.753],51.9 [50.5-55.6],1.4e+03 [1.4e+03-1.46e+03]
q=12,physics,2.02e-06 [1.35e-06-3.1e-06],0.000208 [0.000146-0.00033],0.0233 [0.0149-0.0359],3.62 [1.49-4.51],197 [158-285],504 [499-547]
q=12,twin,5.71e-07 [5.22e-07-6.29e-07],6.36e-05 [5.94e-05-6.74e-05],0.00622 [0.00579-0.00688],0.69 [0.628-0.705],52.1 [51.8-53.5],1.37e+03 [1.36e+03-1.38e+03]
q=14,physics,3.6e-06 [3.5e-06-4.65e-06],0.000363 [0.000338-0.000476],0.0382 [0.0356-0.0497],4 [3.62-5.12],247 [214-298],526 [512-704]
q=14,twin,5.57e-07 [5.17e-07-6.08e-07],5.94e-05 [5.83e-05-6.78e-05],0.00589 [0.00578-0.00635],0.62 [0.599-0.66],50.7 [50.5-59.7],1.4e+03 [1.39e+03-1.54e+03]
q=16,physics,2.09e-06 [1.53e-06-2.66e-06],0.000228 [0.000168-0.000261],0.0243 [0.0165-0.0281],2.68 [1.76-2.81],219 [172-236],547 [513-562]
q=16,twin,8.32e-07 [8.28e-07-8.64e-07],8.07e-05 [6.68e-05-8.55e-05],0.00675 [0.00617-0.00867],0.719 [0.633-0.948],64.6 [52-82.6],1.68e+03 [1.42e+03-1.78e+03]
q=18,physics,2.3e-06 [1.62e-06-2.99e-06],0.00023 [0.00016-0.000315],0.0255 [0.0172-0.0324],2.53 [2.26-3.27],218 [171-265],652 [448-733]
q=18,twin,6.25e-07 [5.71e-07-6.25e-07],6.39e-05 [6.32e-05-6.56e-05],0.00628 [0.006-0.00667],0.695 [0.627-0.709],54.5 [52.8-55.2],1.43e+03 [1.42e+03-1.52e+03]
q=20,physics,2.03e-06 [1.99e-06-2.72e-06],0.000216 [0.000208-0.000266],0.0218 [0.0212-0.0274],2.3 [2.07-2.83],220 [195-225],513 [503-620]
q=20,twin,6.41e-07 [5.82e-07-9.85e-07],6.22e-05 [6.22e-05-0.000106],0.00632 [0.0059-0.00908],0.669 [0.65-0.815],58.5 [57.3-76.7],1.49e+03 [1.46e+03-1.7e+03]
