row,arm,0.1 mm,1 mm,10 mm,100 mm,1000 mm,full crossing
q=2,physics,1.68 [1.08-2.53],1.62 [1.05-2.78],1.4 [0.993-2.76],1.16 [0.941-1.35],0.43 [0.348-0.503],0.178 [0.156-0.209]
q=2,twin,0.908 [0.572-1.09],0.618 [0.448-0.813],0.727 [0.615-0.909],0.642 [0.564-1.04],0.722 [0.446-1.11],0.531 [0.506-0.753]
q=4,physics,1.64 [0.809-3.57],1.3 [0.779-3.52],1.37 [0.794-3.22],0.917 [0.759-1],0.415 [0.368-0.498],0.0945 [0.0762-0.131]
q=4,twin,0.919 [0.602-1.32],0.763 [0.51-0.878],0.531 [0.435-0.873],0.709 [0.511-0.959],0.626 [0.409-0.885],0.681 [0.523-1.11]
q=6,physics,1.84 [1.06-2.77],1.84 [1.06-2.77],1.65 [0.937-2.68],0.873 [0.522-1.24],0.401 [0.33-0.495],0.0827 [0.0644-0.0954]
q=6,twin,0.688 [0.411-0.899],0.607 [0.345-0.838],0.534 [0.334-1.21],0.548 [0.386-1.01],0.63 [0.538-0.741],0.482 [0.394-0.874]
q=8,physics,1.6 [0.941-2.6],1.51 [0.949-2.85],1.54 [1.06-2.83],0.898 [0.604-1.13],0.436 [0.252-0.522],0.0867 [0.0527-0.101]
q=8,twin,0.581 [0.453-0.8],0.502 [0.392-0.631],0.494 [0.4-0.622],0.491 [0.358-0.656],0.526 [0.367-0.767],0.445 [0.38-0.713]
q=10,physics,2.39 [1.45-3.95],2.34 [1.45-4.15],2.29 [1.36-3.39],1.05 [0.962-1.98],0.364 [0.29-0.42],0.0705 [0.0605-0.0882]
q=10,twin,1.02 [0.752-1.32],0.743 [0.417-0.976],0.633 [0.366-1.35],0.549 [0.38-1.1],0.607 [0.409-1.08],0.697 [0.52-1.04]
q=12,physics,1.41 [1.02-3.51],1.47 [1.1-3.07],1.3 [0.919-2.49],0.846 [0.7-1.18],0.414 [0.283-0.56],0.0805 [0.0748-0.106]
q=12,twin,0.66 [0.584-0.969],0.483 [0.363-0.595],0.414 [0.391-0.795],0.446 [0.382-0.758],0.512 [0.36-0.734],0.479 [0.36-1.5]
q=14,physics,1.93 [1.12-3.3],1.72 [1.06-3.31],1.56 [0.92-2.9],0.937 [0.69-1.63],0.412 [0.318-0.535],0.0784 [0.0652-0.0976]
q=14,twin,0.682 [0.55-1.87],0.477 [0.417-0.543],0.594 [0.438-0.734],0.516 [0.456-0.895],0.635 [0.446-0.854],0.772 [0.555-1.34]
q=16,physics,1.79 [0.986-2.53],1.74 [1.02-2.37],1.57 [0.913-2.09],0.892 [0.617-1.15],0.41 [0.272-0.566],0.0881 [0.0722-0.095]
q=16,twin,0.633 [0.588-1.54],0.469 [0.348-0.658],0.591 [0.343-0.719],0.468 [0.349-0.849],0.525 [0.425-0.893],0.559 [0.41-0.825]
q=18,physics,1.58 [0.905-2.75],1.53 [0.848-2.43],1.52 [0.85-2.43],1.14 [0.755-1.35],0.373 [0.28-0.424],0.0737 [0.0607-0.09]
q=18,twin,0.716 [0.496-0.914],0.563 [0.446-0.718],0.522 [0.468-0.628],0.509 [0.404-0.582],0.45 [0.389-0.655],0.751 [0.415-1.16]
q=20,physics,2.82 [0.621-4.73],2.63 [0.597-4.83],2.47 [0.565-4.58],1.28 [0.715-1.55],0.362 [0.296-0.535],0.0721 [0.0639-0.0874]
q=20,twin,0.77 [0.523-1.03],0.47 [0.36-0.679],0.479 [0.418-0.698],0.451 [0.393-0.607],0.502 [0.4-0.722],0.556 [0.421-1.06]
straight line,straight line,0.4113,0.3281,0.3281,0.3281,0.3281,0.3281
material floor,material floor,0.2754,0.2624,0.2624,0.2624,0.2624,0.2624
reference floor,reference floor,,,,,,
