example,evt,mckey,N,q,plane,z_mm,dx_um,dy_um,dtx_mrad,dty_mrad
p75,112,2566,64,7,38,5722.518749999999,-36.689583300471895,-144.23003603539541,0.932601976494923,-0.01498907765475413
p75,112,2566,64,7,39,5803.421875,10.921301091570967,-144.78932400280087,0.9722173716752645,-0.018215468223087283
p75,112,2566,64,7,40,5884.325,61.22139407355576,-145.8394346206262,1.013574533927455,-0.019802206228242136
p75,112,2566,64,7,41,5965.228125,117.52384353337675,-148.39133988482445,1.0520576495760088,-0.021593509284104778
p75,112,2566,64,7,42,6046.13125,177.27632540956506,-149.6426578922012,1.0934716851384303,-0.02235118107756645
p75,112,2566,64,7,43,6127.034374999999,241.1374909439985,-150.782658258521,1.1408266801186318,-0.023078724995028582
p75,112,2566,64,7,44,6207.9375,308.04885817133254,-152.47150955420352,1.1951422218119052,-0.025526529074587634
p75,112,2566,64,7,45,6288.840625,380.4122232450311,-154.94255880466312,1.2438639044646569,-0.02497630972186568
p75,112,2566,64,7,46,6369.74375,460.0151037864464,-158.0114228513878,1.2875826010344134,-0.025317834866454142
p75,112,2566,64,7,47,6450.646875,543.0450454727804,-160.7506949091828,1.338952208925142,-0.025921184453533974
p75,112,2566,64,7,48,6531.55,632.1906127269585,-162.7836765775612,1.3860485589267704,-0.025139119740055088
p75,112,2566,64,7,49,6612.453125,726.1391448316772,-163.23228232326414,1.435293000660841,-0.024856927703903464
p75,112,2566,64,7,50,6693.35625,825.6448883854262,-163.48104494142035,1.4792769331357492,-0.01798097002969276
p75,112,2566,64,7,51,6774.259375,928.7783624887425,-162.7941011573455,1.521296358240101,-0.008921504934273489
p75,112,2566,64,7,52,6855.1625,1036.0018689793549,-160.5703538567127,1.56272607181781,0.0005374106970719439
p75,112,2566,64,7,53,6936.065625,1146.0325190982417,-157.85917473655786,1.60622934168295,0.009150818816958117
p75,112,2566,64,7,54,7016.96875,1260.1955381744574,-154.62986526119948,1.643795334824595,0.016424753463594594
p75,112,2566,64,7,55,7097.871875,1377.5196289544738,-151.3796023431837,1.6828539712481079,0.02265666947220968
p75,112,2566,64,7,56,7178.775,1498.798536976551,-147.35289273176022,1.6955802253225423,0.027754708201502276
p75,112,2566,64,7,57,7259.678125,1620.446714450793,-143.5576225478883,1.7124026291460044,0.03441592445236133
p75,112,2566,64,7,58,7340.58125,1743.963365707856,-139.5239388942855,1.7323948436312602,0.04157052361684205
p75,112,2566,64,7,59,7421.484375,1869.5680342777905,-135.7098202562952,1.744359807178044,0.04829680815310669
p75,112,2566,64,7,60,7502.3875,1996.3728950015422,-131.25535033708502,1.7575824365254085,0.057072208833129634
p75,112,2566,64,7,61,7583.290625,2124.74911576092,-126.4032496212053,1.773674026958565,0.06753885046631089
p75,112,2566,64,7,62,7664.19375,2254.9736219607157,-121.07392474320022,1.784808912009661,0.07523846862797501
p75,112,2566,64,7,63,7745.096875,2386.17992143071,-115.22920724129904,1.8021615134941085,0.08376802131099606
p75,112,2566,64,7,64,7826.0,2519.426035695858,-109.30980484809538,1.8153799186421369,0.08964011444298828
p75,112,2566,128,7,0,2648.2,0.0,0.0,0.0,0.0
p75,112,2566,128,7,1,2688.6515624999997,-2.119762417635229,-0.36045617611790703,-0.0013044692989475082,0.0002282377479893849
p75,112,2566,128,7,2,2729.1031249999996,-4.391416149132965,-0.729949763019988,-0.0023586548261664286,0.0005706746056752254
p75,112,2566,128,7,3,2769.5546875,-6.969482119927761,-1.0959614042533872,-0.00422250938418578,0.0011103359813802172
p75,112,2566,128,7,4,2810.00625,-9.75840075841461,-1.4628877461220213,-0.006733640423341181,0.0019313902391467075
p75,112,2566,128,7,5,2850.4578125,-12.723810544059688,-1.8595220178383443,-0.007208126313544561,0.0023332772461984175
p75,112,2566,128,7,6,2890.9093749999997,-15.965059223219669,-2.2655076302484645,-0.009025425994430014,0.003511403398229196
p75,112,2566,128,7,7,2931.3609374999996,-19.326795096276328,-2.672568835890843,-0.00954389415944168,0.004337152666369221
p75,112,2566,128,7,8,2971.8125,-23.025230189773538,-3.101103634385538,-0.010465059432834822,0.005386435694015174
p75,112,2566,128,7,9,3012.2640625,-26.877125627322584,-3.5155257788304084,-0.010612435169331247,0.006579786280467431
p75,112,2566,128,7,10,3052.715625,-31.21992728952705,-3.949294167519213,-0.011998121486354874,0.008176456306276114
p75,112,2566,128,7,11,3093.1671874999997,-35.67527927185665,-4.420888513912757,-0.012448822617860955,0.010124397019532078
p75,112,2566,128,7,12,3133.6187499999996,-40.337162870827115,-5.014365523351216,-0.012222565013875197,0.011217099479654546
p75,112,2566,128,7,13,3174.0703125,-45.21421633734235,-5.62044531129402,-0.013084800324227042,0.012436844386617268
p75,112,2566,128,7,14,3214.521875,-50.46695347184027,-5.741598921574109,-0.014627068189367043,0.01483588658892504
p75,112,2566,128,7,15,3254.9734375,-55.43469064656392,-5.785268558526013,-0.010581182925364918,0.015945242544251892
p75,112,2566,128,7,16,3295.4249999999997,-60.52313366237172,-5.8908348878219385,-0.007069330748100955,0.017181774455577586
p75,112,2566,128,7,17,3335.8765624999996,-65.81675050256308,-6.002176989881036,-0.0036728655876325234,0.01880026752811015
p75,112,2566,128,7,18,3376.328125,-71.26208184317306,-6.075987225415247,0.0004067282523001481,0.020465071427722137
p75,112,2566,128,7,19,3416.7796875,-76.21154371207695,-6.1303313386957825,0.007970686385146142,0.021641613105478907
p75,112,2566,128,7,20,3457.23125,-81.1739255987618,-6.163877584484112,0.014835003080707065,0.023982154675378925
p75,112,2566,128,7,21,3497.6828124999997,-86.17303414575872,-6.21274997875787,0.02075570166037294,0.026057067323139588
p75,112,2566,128,7,22,3538.1343749999996,-90.84970824480365,-6.218468812946298,0.027635806690011477,0.029141090244915596
p75,112,2566,128,7,23,3578.5859375,-95.54620914090606,-6.063010366816002,0.033644717031024174,0.032847852097110664
p75,112,2566,128,7,24,3619.0375,-100.07066909281548,-5.863335970047956,0.0392199355718284,0.03652917514770579
p75,112,2566,128,7,25,3659.4890625,-104.29146872596107,-5.510032254136377,0.04540188652087107,0.040606665117425
p75,112,2566,128,7,26,3699.940625,-108.47131712236546,-5.018833446271742,0.051734996932506494,0.044105687077949235
p75,112,2566,128,7,27,3740.3921874999996,-112.74639612841497,-4.388619551036754,0.06057407957572175,0.04768227750797521
p75,112,2566,128,7,28,3780.84375,-116.58748259569052,-3.569045811971705,0.06909246556743853,0.05060448742995327
p75,112,2566,128,7,29,3821.2953125,-120.25223700996435,-2.7985545243183196,0.0769978623287107,0.053192878744428435
p75,112,2566,128,7,30,3861.746875,-124.19953517255067,-1.9254138912572216,0.08828806471192219,0.055678807032496364
p75,112,2566,128,7,31,3902.1984375,-128.29882728544817,-0.9569147812840129,0.09864570969161934,0.058322263302913735
p75,112,2566,128,7,32,3942.6499999999996,-131.20723640770393,0.227076324307518,0.11025735907872758,0.060910620648522984
p75,112,2566,128,7,33,3983.1015625,-134.85730318367928,1.5128375530935045,0.12233980792812627,0.06330298751867566
p75,112,2566,128,7,34,4023.553125,-137.5117306207585,3.059841653453077,0.13751274410934988,0.06621115287746768
p75,112,2566,128,7,35,4064.0046875,-139.70389287575813,4.810043998887181,0.15430845350083988,0.068598962695645
p75,112,2566,128,7,36,4104.45625,-141.80719977716194,6.953313631001379,0.17019294717944555,0.06843782443451824
p75,112,2566,128,7,37,4144.9078125,-143.519010089733,9.034293144864591,0.18864892608804612,0.06832814297824674
p75,112,2566,128,7,38,4185.359375,-145.14956227418452,11.102848078849092,0.2058334395318301,0.06837942403889116
p75,112,2566,128,7,39,4225.8109375,-145.84558227929278,13.316452862383699,0.22549671908984187,0.07000426563079018
p75,112,2566,128,7,40,4266.2625,-146.44904594777586,15.713947068903167,0.24237374601135397,0.06983782723880838
p75,112,2566,128,7,41,4306.7140625,-146.47772634927492,18.715399810616873,0.2578415103210163,0.06762117774769191
p75,112,2566,128,7,42,4347.165625,-145.72734360731943,21.683683156950906,0.27366719781195953,0.06653288851500572
p75,112,2566,128,7,43,4387.6171875,-144.28413021582287,24.77254799728712,0.2909782507472189,0.06645765990568112
p75,112,2566,128,7,44,4428.06875,-141.87484249208637,28.101104206939453,0.3100791773850142,0.06828612405700499
p75,112,2566,128,7,45,4468.5203125,-139.53454522481934,31.451698133622585,0.32811530828164015,0.06836716008314092
p75,112,2566,128,7,46,4508.971875,-136.49418269702096,34.87776597978609,0.3480910121467437,0.0681811097522321
p75,112,2566,128,7,47,4549.4234375,-133.06917873003954,38.201278236286385,0.36648898587262474,0.06831797925901939
p75,112,2566,128,7,48,4589.875,-128.1271537833959,41.921268387341115,0.39116397204926046,0.069523275669503
p75,112,2566,128,7,49,4630.3265625,-122.74142745610561,45.690621168361645,0.41500800023173967,0.07043961982466582
p75,112,2566,128,7,50,4670.778125,-117.14154903114604,49.32454335130387,0.4346096836441507,0.07223472150600166
p75,112,2566,128,7,51,4711.229687499999,-110.59838658883336,53.082634841345566,0.4512129988722899,0.07409179829846388
p75,112,2566,128,7,52,4751.68125,-101.71138507936917,57.002640069910626,0.47342045269291655,0.07581872652986932
p75,112,2566,128,7,53,4792.1328125,-93.01095874539556,61.25047542147399,0.49341084403716273,0.07717292270968332
p75,112,2566,128,7,54,4832.584375,-84.00930812311458,65.46177973417855,0.5103617190714699,0.07762612031367647
p75,112,2566,128,7,55,4873.0359375,-74.7544582819728,69.48703822823177,0.52562540447482,0.0771470567630661
p75,112,2566,128,7,56,4913.487499999999,-64.2046833935126,73.71604178358382,0.5437433865322361,0.07652639029813793
p75,112,2566,128,7,57,4953.9390625,-53.049616322624615,77.78318181513555,0.560629403427524,0.07566727409803742
p75,112,2566,128,7,58,4994.390625,-41.77598454919007,81.31334269386059,0.5771942128670847,0.07513594024053522
p75,112,2566,128,7,59,5034.8421875,-29.27466423346914,84.81960994100746,0.5961718648703276,0.0755383955631031
p75,112,2566,128,7,60,5075.29375,-15.906097560275612,88.42961298751106,0.6145436355409379,0.07637376520215622
p75,112,2566,128,7,61,5115.745312499999,-1.8553978305249075,92.08656857640563,0.6299171378574414,0.0775030863451251
p75,112,2566,128,7,62,5156.196875,12.803930523034524,95.55567235109663,0.6460953688948723,0.07901569885202658
p75,112,2566,128,7,63,5196.6484375,28.770667106783776,99.26372096390423,0.6655012791456604,0.08024906283654251
p75,112,2566,128,7,64,5237.1,45.3809209510041,103.00927894853373,0.6830145050389196,0.08096596345838827
p75,112,2566,128,7,65,5277.5515625,62.4685348022922,106.60841729847448,0.7002628485280951,0.08092014824305147
p75,112,2566,128,7,66,5318.003124999999,79.55087191623988,110.05688025132088,0.7168465195471208,0.080762676064456
p75,112,2566,128,7,67,5358.4546875,97.38813624855425,113.54264285701277,0.7345376668780635,0.08076530601290599
p75,112,2566,128,7,68,5398.90625,116.3986665613379,117.08102384342567,0.7522579038547299,0.08106360182934605
p75,112,2566,128,7,69,5439.3578125,136.37809627883257,120.786598982491,0.7711926481350547,0.0811374758521062
p75,112,2566,128,7,70,5479.809375,159.27841688298372,124.9817787990537,0.7917194309336305,0.08101907704469169
p75,112,2566,128,7,71,5520.260937499999,181.59586167990938,128.7156066543389,0.8106012040878814,0.08087722648972631
p75,112,2566,128,7,72,5560.7125,204.10576632664856,131.9517511647348,0.8301318582112829,0.08066341296778315
p75,112,2566,128,7,73,5601.1640625,226.97219232793486,135.2186864637588,0.8500868762393379,0.08020455965793843
p75,112,2566,128,7,74,5641.615625,251.98134290781127,138.72033789596117,0.8712682273134802,0.07982888993691636
p75,112,2566,128,7,75,5682.0671875,276.95298772903243,141.82481331044983,0.8918902121613954,0.07935250360991547
p75,112,2566,128,7,76,5722.518749999999,303.93103374512975,145.45638692862894,0.9128314457515271,0.07783399884452383
p75,112,2566,128,7,77,5762.9703125,331.7486015463089,148.97079960769588,0.9340510679176142,0.07626300364592387
p75,112,2566,128,7,78,5803.421875,359.87124537388127,152.22476665843487,0.955053551605578,0.07469195124581995
p75,112,2566,128,7,79,5843.8734375,389.6248900686885,155.42718800432453,0.9773617160385057,0.07360319935735896
p75,112,2566,128,7,80,5884.325,420.64392316922294,158.80679527705865,1.000376308881122,0.07284944483983147
p75,112,2566,128,7,81,5924.776562499999,452.6297862141462,161.95911727123757,1.0235243455226952,0.07245895426262819
p75,112,2566,128,7,82,5965.228125,484.86312477362503,164.75212246524507,1.0473573790058583,0.07238734124674975
p75,112,2566,128,7,83,6005.6796875,518.1291763272498,167.4420513641337,1.0707767886649804,0.07237818078822261
p75,112,2566,128,7,84,6046.13125,552.1041769106034,169.96976840644606,1.0954634556180234,0.07205328256102914
p75,112,2566,128,7,85,6086.5828125,587.0746923089598,172.24500950993615,1.1205572685347274,0.07124410883595222
p75,112,2566,128,7,86,6127.034374999999,623.9548044153764,174.90197558774412,1.145021350501646,0.0707817427345811
p75,112,2566,128,7,87,6167.4859375,661.7136177475231,177.4936565947769,1.1692575996587986,0.06986293713888425
p75,112,2566,128,7,88,6207.9375,700.7070743208317,179.82812304381923,1.1952623377722866,0.0689961739818723
p75,112,2566,128,7,89,6248.3890625,740.570791748695,182.18923999756953,1.2211863569876384,0.06765626594107399
p75,112,2566,128,7,90,6288.840625,783.0165469636086,185.02098280700352,1.24511745491611,0.06704526098269548
p75,112,2566,128,7,91,6329.292187499999,825.0548349256803,187.28871449533813,1.271445463513208,0.06516899566142917
p75,112,2566,128,7,92,6369.74375,870.161258824794,190.13883721027014,1.2933293577925724,0.06503601171631637
p75,112,2566,128,7,93,6410.1953125,913.6982727428347,191.76586653250638,1.3177307841863208,0.06101741246502049
p75,112,2566,128,7,94,6450.646875,958.9452899473088,193.51294320568968,1.34361228445894,0.058609299192137476
p75,112,2566,128,7,95,6491.0984375,1004.9512978655173,194.95411723104894,1.368364918778901,0.054921090635901004
p75,112,2566,128,7,96,6531.55,1052.3737423908983,196.2317826959179,1.3955325360811062,0.05167488394287878
p75,112,2566,128,7,97,6572.0015625,1102.58753279075,198.2762183618263,1.4178259214228466,0.05144557674129427
p75,112,2566,128,7,98,6612.453125,1152.0648887779146,199.45052212872838,1.4385652063898646,0.0463673814914585
p75,112,2566,128,7,99,6652.9046875,1202.571468005857,200.46142192123284,1.4583422908355697,0.04166810409210811
p75,112,2566,128,7,100,6693.35625,1254.030336299195,201.46040090577344,1.4760970721734503,0.037140022015540175
p75,112,2566,128,7,101,6733.8078125,1306.7937724239016,202.4969296404322,1.5011361274529562,0.0371181184359165
p75,112,2566,128,7,102,6774.259375,1361.9017367410038,204.41247487391934,1.5184369318890691,0.040935599869416917
p75,112,2566,128,7,103,6814.7109375,1416.494475885969,205.67432102819794,1.5428643649447624,0.04473119662076752
p75,112,2566,128,7,104,6855.1625,1472.2549921116013,207.1343190240782,1.567747499723159,0.04790505944199386
p75,112,2566,128,7,105,6895.6140625,1529.2160231524292,208.96385012613905,1.5907183751175842,0.05284466640689822
p75,112,2566,128,7,106,6936.065625,1587.0428879241274,210.82459087736538,1.6143602903205077,0.05677053631977444
p75,112,2566,128,7,107,6976.5171875,1645.4531487595716,212.83072509373824,1.6350960587993568,0.060862974507244066
p75,112,2566,128,7,108,7016.96875,1705.2774317235162,215.24585478789504,1.6557132028006354,0.06510377587253327
p75,112,2566,128,7,109,7057.4203125,1765.7026323617515,217.6290621531507,1.6744619733460067,0.06951295496018806
p75,112,2566,128,7,110,7097.871875,1826.8562751070476,220.13512786955403,1.6899559317351387,0.07434503169973308
p75,112,2566,128,7,111,7138.3234375,1888.8784678780723,222.83795118283933,1.7034879492564305,0.0799911687091974
p75,112,2566,128,7,112,7178.775,1951.4286754194075,225.83785175456228,1.715760734502832,0.08564959930301014
p75,112,2566,128,7,113,7219.2265625,2014.6871851851529,229.14044418166668,1.7272753778093866,0.09117342454610655
p75,112,2566,128,7,114,7259.678125,2079.0151153821344,232.96551586682313,1.736710269903014,0.09510757412030738
p75,112,2566,128,7,115,7300.1296875,2143.4337052523915,236.83556610509982,1.7452857905429202,0.10049830107948521
p75,112,2566,128,7,116,7340.58125,2208.133508938062,240.87258265987543,1.7498321714226988,0.10728959438162725
p75,112,2566,128,7,117,7381.0328125,2273.3416740411767,245.28933186780932,1.7539086085590765,0.11399430016642564
p75,112,2566,128,7,118,7421.484375,2338.7670602165826,250.09492300929992,1.755908372976095,0.121812818157499
p75,112,2566,128,7,119,7461.9359375,2404.4225794698377,255.24220469958436,1.7546277525683045,0.12965890188229232
p75,112,2566,128,7,120,7502.3875,2470.1173153198115,260.61376018762417,1.752666975533645,0.13756557656179405
p75,112,2566,128,7,121,7542.8390625,2535.7691660342425,266.4060090462783,1.748158985402093,0.14519647412802178
p75,112,2566,128,7,122,7583.290625,2601.3695269734853,272.50773589594246,1.7437143367977481,0.15237201969053177
p75,112,2566,128,7,123,7623.7421875,2666.913430523351,279.00147094226213,1.738995497524624,0.15948720370773106
p75,112,2566,128,7,124,7664.19375,2732.530806347796,285.877853163754,1.744645306817054,0.16425650484608312
p75,112,2566,128,7,125,7704.6453125,2798.4072974013825,292.92447949291045,1.7391022966777858,0.16979704211691343
p75,112,2566,128,7,126,7745.096875,2864.0359360826437,300.215469222195,1.7299639423575368,0.17479370857841764
p75,112,2566,128,7,127,7785.5484375,2929.453355890786,307.628086094212,1.7199682497440958,0.1793427435048886
p75,112,2566,128,7,128,7826.0,2994.5613367403325,315.2095408348998,1.7088333404129408,0.18429187711845388
p95,115,5986,1,16,0,2648.2,0.0,0.0,0.0,0.0
p95,115,5986,1,16,1,7826.0,-310.52864305212324,248.02838139373762,-0.16364291634408773,-0.11117112796057982
p95,115,5986,4,5,0,2648.2,0.0,0.0,0.0,0.0
p95,115,5986,4,5,1,3942.6499999999996,-24.283679242273593,6.9622560696700475,0.031042368587759495,0.027493389318150596
p95,115,5986,4,5,2,5237.1,-23.435574147470106,14.233917039405242,0.044418834364907955,-0.02915159278684548
p95,115,5986,4,5,3,6531.55,119.59793830340004,-9.99036843961676,0.1374117221860261,-0.013499306379866072
p95,115,5986,4,5,4,7826.0,235.87826155483071,-0.22852025801967102,0.3355913008138544,0.03061031466799341
p95,115,5986,16,15,0,2648.2,0.0,0.0,0.0,0.0
p95,115,5986,16,15,1,2971.8125,4.721822765247907,-9.176919476090006,0.006512556872256825,0.008775652476887552
p95,115,5986,16,15,2,3295.4249999999997,24.544886198924587,-9.150586256822635,0.016514503989178975,0.011876480685138469
p95,115,5986,16,15,3,3619.0375,74.76418448248978,16.838070326912202,0.02689205267650263,0.022170412051325528
p95,115,5986,16,15,4,3942.6499999999996,94.5732445621843,39.20081280244858,0.04013357932399625,0.020531120827567417
p95,115,5986,16,15,5,4266.2625,114.17105067368993,13.397461703164026,0.05333963553973142,0.0331488844901931
p95,115,5986,16,15,6,4589.875,173.2730555975195,12.497412714509437,0.03995211760729478,0.05192027633060814
p95,115,5986,16,15,7,4913.487499999999,258.8851276169635,33.24688940296028,0.06053309034069476,0.04216473560525458
p95,115,5986,16,15,8,5237.1,346.79316315589404,12.239245904083873,0.08152442653882805,0.022153227001851794
p95,115,5986,16,15,9,5560.7125,438.96761559705055,0.8457830824113444,0.12133556819069607,0.004102222400992339
p95,115,5986,16,15,10,5884.325,552.1091888070941,3.3832232306281185,0.14924814783079735,-0.02097762729243169
p95,115,5986,16,15,11,6207.9375,683.4669731544523,-23.11939502885707,0.17222037063125384,-0.019486633827774102
p95,115,5986,16,15,12,6531.55,841.0853423593494,-44.05412811712495,0.1757294902629315,0.005388046156171167
p95,115,5986,16,15,13,6855.1625,1017.0324566545332,-12.02426998389683,0.16138130555027771,0.04391017955837628
p95,115,5986,16,15,14,7178.775,1225.7699322141207,35.559850821186956,0.14819618872975465,0.08156071326564929
p95,115,5986,16,15,15,7502.3875,1438.2879040038006,92.1467558545146,0.10849300457685222,0.10866034229231603
p95,115,5986,16,15,16,7826.0,1638.6176837178255,154.85829591062839,0.13160269815467274,0.1278623187562361
p95,115,5986,64,7,0,2648.2,0.0,0.0,0.0,0.0
p95,115,5986,64,7,1,2729.1031249999996,7.925088704553218,4.2070811472854075,0.001430012006725656,0.004264801434596122
p95,115,5986,64,7,2,2810.00625,17.71763543894167,8.19399360892703,-0.0002718870527745887,0.00599685150069057
p95,115,5986,64,7,3,2890.9093749999997,28.55961620883818,12.54006236342775,-0.0028153545028469784,0.007258489552561254
p95,115,5986,64,7,4,2971.8125,40.427801127293606,17.71900683303329,-0.005309020438201695,0.009346800324223914
p95,115,5986,64,7,5,3052.715625,53.13618171757639,23.378870961067832,-0.007799450433054744,0.01280393333647628
p95,115,5986,64,7,6,3133.6187499999996,66.82608976166193,29.84214857315237,-0.010407492187128331,0.018016160173814355
p95,115,5986,64,7,7,3214.521875,81.15362642698187,36.471301608600015,-0.010631551995488042,0.02501278191441303
p95,115,5986,64,7,8,3295.4249999999997,96.18650294422082,44.612004209881206,-0.009830571479838013,0.03281475833274289
p95,115,5986,64,7,9,3376.328125,110.90538282024909,54.00079797652779,-0.013997650636740633,0.03855120338165652
p95,115,5986,64,7,10,3457.23125,125.49030090752922,63.24517344822311,-0.009498012311537352,0.04457403178254049
p95,115,5986,64,7,11,3538.1343749999996,140.24849749239365,73.26499909098061,-0.006665971821487315,0.049923191475030604
p95,115,5986,64,7,12,3619.0375,156.00829699025098,86.73064986169265,-0.010804613985518352,0.053847133039366946
p95,115,5986,64,7,13,3699.940625,172.41428557349536,98.23912516895916,-0.013821730050156411,0.048515855367893546
p95,115,5986,64,7,14,3780.84375,188.83497177353092,107.92974614528816,-0.016601288153554605,0.05093200986554247
p95,115,5986,64,7,15,3861.746875,207.35985933936263,118.4857965994297,-0.02127335253028495,0.05023119633797146
p95,115,5986,64,7,16,3942.6499999999996,226.35458769565275,127.7983144685777,-0.023138331826398628,0.05250177743284373
p95,115,5986,64,7,17,4023.553125,245.74872891002997,136.29628231683455,-0.031243536345461342,0.05697066706968762
p95,115,5986,64,7,18,4104.45625,266.7646615454373,144.69629896913716,-0.04426363355116564,0.06487576224167846
p95,115,5986,64,7,19,4185.359375,287.79196289673337,154.20594777458518,-0.060423029171842446,0.0690568796231153
p95,115,5986,64,7,20,4266.2625,307.2453032995668,165.80269338496123,-0.08915106048837385,0.07008596427427599
p95,115,5986,64,7,21,4347.165625,324.79016173715536,175.68062729463918,-0.10865805817609347,0.06703983965727217
p95,115,5986,64,7,22,4428.06875,340.8626762525273,187.8304203084724,-0.13759996789450973,0.061205248256819555
p95,115,5986,64,7,23,4508.971875,354.5344213118824,199.78168583045885,-0.17391409449609568,0.05502039943072745
p95,115,5986,64,7,24,4589.875,366.74725737697145,205.95989622054844,-0.19499040585856803,0.04662631325286215
p95,115,5986,64,7,25,4670.778125,376.5828591267564,211.6444967562643,-0.22347851324586165,0.0414369777037224
p95,115,5986,64,7,26,4751.68125,385.1646162412976,215.05985769363178,-0.24445446609585447,0.03629964621882503
p95,115,5986,64,7,27,4832.584375,390.32340307147706,222.3263594550815,-0.29558923669859016,0.030626736903606455
p95,115,5986,64,7,28,4913.487499999999,389.9632944427367,228.021073810595,-0.35288227282086887,0.02661192140990254
p95,115,5986,64,7,29,4994.390625,383.17421778009475,235.09641387232705,-0.41290007394963885,0.02518385607054585
p95,115,5986,64,7,30,5075.29375,371.93041182075604,242.16197005000595,-0.47425174998586006,0.024150547900614328
p95,115,5986,64,7,31,5156.196875,356.92156699150246,248.65170172472517,-0.5340415582165241,0.02188321628697476
p95,115,5986,64,7,32,5237.1,335.2682430966638,256.29214049268967,-0.5892597363736339,0.018097676820483244
p95,115,5986,64,7,33,5318.003124999999,311.73787404014774,263.04186128425044,-0.6432528350838116,0.014201112458360476
p95,115,5986,64,7,34,5398.90625,285.0006951915134,267.6163142990049,-0.7021540783723572,0.012513168908094563
p95,115,5986,64,7,35,5479.809375,251.7960885077173,272.89458116877086,-0.7633778530922903,0.009647497617337741
p95,115,5986,64,7,36,5560.7125,212.50846121887434,280.6364482140111,-0.8308808085116942,0.0072605493942126675
p95,115,5986,64,7,37,5641.615625,169.52836261179982,285.50994610640146,-0.8943801122275157,0.006862003998082955
p95,115,5986,64,7,38,5722.518749999999,120.7778901289771,291.1982893833738,-0.9595315268336353,0.006075305958912203
p95,115,5986,64,7,39,5803.421875,65.65369149114986,297.2109472511306,-1.0235320388661244,0.004634016314973566
p95,115,5986,64,7,40,5884.325,3.4784916880994388,304.07484358710235,-1.0913108657917854,0.0033563886411083765
p95,115,5986,64,7,41,5965.228125,-63.94451013528624,310.56588347132674,-1.1543609420787657,0.0019240097218972685
p95,115,5986,64,7,42,6046.13125,-138.40304103086964,316.54350681537835,-1.217311056507464,0.0031023323023918192
p95,115,5986,64,7,43,6127.034374999999,-219.6677553773725,322.39485608840823,-1.283142872601251,0.0024548284918504693
p95,115,5986,64,7,44,6207.9375,-307.3613310042447,328.0937953805392,-1.3552783371508408,-6.243209380724091e-05
p95,115,5986,64,7,45,6288.840625,-398.4469364266374,333.09613583884357,-1.4215431772993097,-0.0035850112601112927
p95,115,5986,64,7,46,6369.74375,-495.38507089181394,338.1656008181153,-1.4878089442179292,-0.0038196477402177575
p95,115,5986,64,7,47,6450.646875,-598.4270559022207,343.85085674603033,-1.5519946365656807,-0.00537551456616242
p95,115,5986,64,7,48,6531.55,-707.132982343694,348.61663474049465,-1.6168407700044358,-0.006296146699329153
p95,115,5986,64,7,49,6612.453125,-821.8370584870627,352.48218996190417,-1.6826065355739945,-0.005658927702760497
p95,115,5986,64,7,50,6693.35625,-941.7116712605775,355.26648742722955,-1.7435643492155661,0.0025484681522511266
p95,115,5986,64,7,51,6774.259375,-1066.9426805773128,360.0288017414073,-1.7990399369928707,0.013600839172463186
p95,115,5986,64,7,52,6855.1625,-1197.8319866069,365.3028727192691,-1.850919081086359,0.02624625708069761
p95,115,5986,64,7,53,6936.065625,-1334.7429346380295,373.05932399158337,-1.9066812359513101,0.038867550185922584
p95,115,5986,64,7,54,7016.96875,-1476.7106094864744,381.46448132965816,-1.9476963559134728,0.04957345088342502
p95,115,5986,64,7,55,7097.871875,-1622.7808887173296,391.66809241874034,-1.993218251875678,0.06054868583730416
p95,115,5986,64,7,56,7178.775,-1772.8829883952244,402.3446738473808,-2.0248071919083226,0.06874094856243462
p95,115,5986,64,7,57,7259.678125,-1926.4758441334493,414.0218033902556,-2.0618057279261066,0.0767085978588336
p95,115,5986,64,7,58,7340.58125,-2082.145933596962,426.81286632853244,-2.0982907875013446,0.08671152332338783
p95,115,5986,64,7,59,7421.484375,-2242.477134036619,440.1173182086495,-2.124328414271303,0.09436691631348887
p95,115,5986,64,7,60,7502.3875,-2405.079596093344,453.8249541702726,-2.14966208367374,0.10120565314412217
p95,115,5986,64,7,61,7583.290625,-2570.0505637945525,467.48252650155564,-2.170973387988851,0.1048094147825876
p95,115,5986,64,7,62,7664.19375,-2738.20936628249,481.2529834151178,-2.171620611364285,0.10793718751425652
p95,115,5986,64,7,63,7745.096875,-2905.789045964525,494.6058359789163,-2.176455437902564,0.11086478609692585
p95,115,5986,64,7,64,7826.0,-3074.393783296955,508.65870133986846,-2.1695942497118175,0.11391499176176961
p95,115,5986,128,7,0,2648.2,0.0,0.0,0.0,0.0
p95,115,5986,128,7,1,2688.6515624999997,2.365906451018418,1.0228841501884745,-0.0016080620604264073,0.0017325203820126034
p95,115,5986,128,7,2,2729.1031249999996,4.74822348962789,2.1272191353034486,-0.0030582612434576495,0.0035942477926084737
p95,115,5986,128,7,3,2769.5546875,7.361041972956173,3.4056906769421857,-0.004600972779239543,0.0057561672940562025
p95,115,5986,128,7,4,2810.00625,10.091114219449082,4.817546285153185,-0.005760171506150047,0.008193837149263195
p95,115,5986,128,7,5,2850.4578125,12.783855601384175,6.375018931862542,-0.007218940042630351,0.01031719460991426
p95,115,5986,128,7,6,2890.9093749999997,15.693010834382903,8.109975520341095,-0.008575881292299803,0.012914653629299278
