N,q,leg,z0,z1,converged,confirmed,confirm_attempts,restarts,n_stall,n_confirm,final_loss,last_stall_gain,stall_wall_s,confirm_wall_s,confirm_wall_ratio,confirm_gain,first_wall_s,n_quit_restarts,confirm_quit,stall_quit,own_test_um,straight_test_um,own_over_straight_test,own_train_um,own_over_straight_train,rho_median_test
64,10,31,5156.196875,5237.099999999999,True,True,1,9,7,2,2.512379852390173e-08,0.006823323496327431,14.9,14.2,0.9530201342281879,0.008389622920515618,15.3,0,False,False,14.06869083222162,151.7136884694139,0.09273184888031988,13.912423097103499,0.08828333994497492,2.108609562319376e-09
64,10,32,5237.1,5318.003125,True,True,1,9,7,2,3.431221320483039e-08,0.007104812259801749,16.1,14.6,0.9068322981366459,0.007257592183757757,16.3,0,False,False,14.566876287346986,150.22122584906583,0.09696949419107388,14.494391106323334,0.09295908751755111,2.6367141699953515e-09
64,10,33,5318.003124999999,5398.906249999999,True,True,1,8,6,2,2.7209693462708382e-08,0.00653868397046381,14.8,13.8,0.9324324324324325,0.006012853771979636,16.1,0,False,False,14.221972569290031,148.56448840646408,0.09572928713879131,14.056496045800504,0.09117321860563979,1.8720988979260153e-09
64,10,34,5398.90625,5479.809375,True,True,1,11,9,2,2.3554405588306926e-08,0.008343028907310993,14.9,14.05,0.9429530201342282,0.006050255758235041,16.0,0,False,False,14.681992920315245,146.7577552439252,0.10004236502467888,14.828520424984504,0.09744846264077651,2.894700542051906e-09
64,10,35,5479.809375,5560.7125,True,True,1,10,8,2,2.1092747899607956e-08,0.007405126606458239,14.9,14.15,0.9496644295302014,0.005103940021373032,15.7,0,False,False,14.363240605355543,144.80091565692987,0.09919302333270948,14.312610064660447,0.09543063243231305,2.329184703666883e-09
64,10,36,5560.7125,5641.615624999999,True,True,1,9,7,2,2.7701055957183857e-08,0.007248116006866805,16.8,15.100000000000001,0.8988095238095238,0.003971096942731815,16.5,0,False,False,14.395782978663618,142.69299407573044,0.10088640351202839,14.4750892014045,0.09793692712809624,2.5297756878819444e-09
64,10,37,5641.615625,5722.51875,True,True,1,8,6,2,3.142622450573884e-08,0.006627921748717649,15.8,15.05,0.9525316455696202,0.003314619620822728,16.8,0,False,False,13.868420585552599,140.31237002251373,0.09883961466353501,13.960953163653755,0.09589316212993493,2.234469696823649e-09
64,10,38,5722.518749999999,5803.421874999999,True,True,1,8,6,2,2.8808562881743262e-08,0.007499862929805298,16.0,14.350000000000001,0.8968750000000001,0.0034393413877437944,16.3,0,False,False,13.794502940982056,137.796933769323,0.1001074738286597,13.882049116063833,0.09705371078186031,2.243648039447027e-09
64,10,39,5803.421875,5884.325,True,True,1,10,8,2,2.1442935836171902e-08,0.00844273568447806,15.9,15.649999999999999,0.9842767295597483,0.0034867867317640226,16.6,0,False,False,14.351951080982417,135.34210677881208,0.10604202507677549,14.358832574068003,0.10226247168080177,2.0011379044841454e-09
64,10,40,5884.325,5965.228125,True,True,1,12,10,2,1.9629836560310235e-08,0.007830832227100244,17.5,15.85,0.9057142857142857,0.002724575527734977,17.9,0,False,False,13.485853673717685,132.58750847515,0.10171285235550866,13.528149096138975,0.09830533189476538,1.8424834601140696e-09
64,10,41,5965.228125,6046.131249999999,True,True,1,9,7,2,2.45434349603002e-08,0.0078018227698477645,16.7,15.25,0.9131736526946108,0.0028792060547295725,17.6,0,False,False,13.145692675706755,129.64270005140412,0.10139940521521387,13.26381831972867,0.09846079053271767,1.8582409881575839e-09
64,10,42,6046.13125,6127.034375,True,True,1,7,5,2,2.7729850255094414e-08,0.007178814105753726,16.5,15.55,0.9424242424242425,0.004529881004116877,16.5,0,False,False,13.349148683541756,126.25403222014775,0.1057324542337388,13.405088761118122,0.10199080511803754,1.7502676971636968e-09
64,10,43,6127.034374999999,6207.937499999999,True,True,1,7,5,2,2.8835600370210595e-08,0.006711592184972856,16.8,15.05,0.8958333333333334,0.0028027090407243926,16.8,0,False,False,12.390627627198114,122.88685943139922,0.10082955724094407,12.601650381292018,0.09825547808134322,1.5171862748079682e-09
64,10,44,6207.9375,6288.840625,True,True,1,7,5,2,2.997866296927022e-08,0.0063634236106779735,17.3,16.25,0.9393063583815029,0.003095767150150937,17.3,0,False,False,12.486736139194932,119.54263658470587,0.10445424742114537,12.488313736071177,0.10002923834266349,1.5020831798544687e-09
64,10,45,6288.840625,6369.74375,True,True,1,11,9,2,2.121238518280901e-08,0.008859497039653575,17.5,15.3,0.8742857142857143,0.002184086641672108,18.5,0,False,False,12.146028030713296,116.09491455477539,0.10462153383111894,12.086272918573115,0.09960119098697817,1.2506260789340936e-09
64,10,46,6369.74375,6450.646874999999,True,True,1,8,6,2,1.9486708941616478e-08,0.006441660767071258,14.9,14.25,0.9563758389261745,0.0030865487476629608,15.2,0,False,False,11.663158030117415,112.45454026970947,0.10371442542154947,11.749963319324763,0.09984739943546127,1.1942952390410493e-09
64,10,47,6450.646875,6531.55,True,True,1,9,7,2,2.454263326280126e-08,0.007356029245649392,16.1,14.649999999999999,0.9099378881987576,0.002276862668188479,16.6,0,False,False,12.288420312515314,108.72961163789796,0.11301815694366148,12.020030656914926,0.10550168300806058,1.0489232994428214e-09
64,10,48,6531.55,6612.453125,True,True,1,10,8,2,2.1195158223413324e-08,0.0085159121845456,15.7,14.55,0.926751592356688,0.0026582563365182303,16.0,0,False,False,12.943815515221502,104.95002971913436,0.12333312863142144,12.708948258145725,0.11566005654165293,9.939484136366818e-10
64,10,49,6612.453125,6693.35625,True,True,1,11,9,2,1.3444736273917474e-08,0.007977505852506657,15.2,14.65,0.9638157894736843,0.003186130244714459,15.7,0,False,False,10.341459123559105,101.0640220949881,0.10232582188188957,10.526960677992747,0.09951167060418586,7.924604891312665e-10
64,10,50,6693.35625,6774.259375,True,True,1,9,7,2,1.5416293859709574e-08,0.007231174764265341,14.8,14.55,0.9831081081081081,0.0037658701733192983,15.6,0,False,False,10.143929971903276,97.11673197546844,0.10445089909394417,10.191431116918892,0.1004864350409141,6.58172450320563e-10
64,10,51,6774.259375,6855.162499999999,True,True,1,11,9,2,1.6841708921792273e-08,0.007661249136834191,14.5,13.95,0.9620689655172413,0.0028519749946871557,15.6,0,False,False,10.112272373262954,93.13613966480716,0.10857517188984399,9.836905679691199,0.10152238410337822,6.073402562603725e-10
64,10,52,6855.1625,6936.065625,True,True,1,11,9,2,1.4541315858354079e-08,0.007570922528602846,14.3,14.1,0.9860139860139859,0.0022039530368107023,15.9,0,False,False,9.31936440089487,89.11629419957734,0.10457531346651384,9.312486517515595,0.10068259615676929,5.523454872358878e-10
64,10,53,6936.065625,7016.96875,True,True,1,10,8,2,1.3729897595497944e-08,0.007916478546112223,14.1,13.8,0.9787234042553192,0.002684415569027435,15.3,0,False,False,8.866858617196272,84.93737938866985,0.10439289133965274,8.738501854935521,0.09940792290644619,4.870865332323557e-10
64,10,54,7016.96875,7097.871875,True,True,1,12,10,2,1.2211739774806701e-08,0.00898310985597796,15.8,13.7,0.8670886075949367,0.0024255485194122858,14.4,0,False,False,8.669167451344606,80.51156622491362,0.10767605025999365,8.565409109888122,0.10253760264830752,4.1684759544780177e-10
64,10,55,7097.871875,7178.775,True,True,1,11,9,2,1.0772602420891234e-08,0.00801216246118869,15.3,14.65,0.957516339869281,0.002306741927360921,16.0,0,False,False,8.138536719556555,75.68313961067474,0.10753434333488794,8.112432791847368,0.10246535519478005,3.7194623715517294e-10
64,10,56,7178.775,7259.678124999999,True,True,1,11,9,2,1.1742551470033907e-08,0.009306433240351547,15.9,15.3,0.9622641509433962,0.0027809096732537217,15.3,0,False,False,9.331988472169428,70.73202637485565,0.13193441430213051,9.337240393563206,0.12482433819070012,4.272436587620555e-10
64,10,57,7259.678125,7340.58125,True,True,1,11,9,2,1.1189643639863204e-08,0.00817894316171608,14.9,14.649999999999999,0.983221476510067,0.0032021339162623405,15.7,0,False,False,10.009374426218187,66.83642722407512,0.14975926814072305,10.032534258535009,0.14285271379680897,4.737691368721973e-10
64,10,58,7340.58125,7421.484375,True,True,1,13,11,2,1.0408489590046824e-08,0.00884876515418249,17.1,14.55,0.8508771929824561,0.0046679135115133925,15.2,0,False,False,9.705596552956663,62.723941396313876,0.15473511926862166,9.722107599202445,0.14714817380372625,4.466670578991057e-10
64,10,59,7421.484375,7502.3875,True,True,1,13,11,2,8.956715827006219e-09,0.008255503371599549,14.2,14.45,1.017605633802817,0.0034565001032927805,15.2,0,False,False,9.25147171658125,58.979714903671265,0.15685853571335898,9.251784069206792,0.1488517837104846,3.9246803949260126e-10
64,10,60,7502.3875,7583.290625,True,True,1,12,10,2,8.423181679114974e-09,0.008481367363327578,17.4,14.75,0.8477011494252874,0.0055063741804147704,15.3,0,False,False,9.243390095726056,55.081638734861826,0.1678125471215475,9.333738194612806,0.16108817987160773,3.8262884167615925e-10
64,10,61,7583.290625,7664.193749999999,True,True,3,41,20,21,9.195514151636117e-09,0.006088412259312568,14.0,14.1,1.0071428571428571,0.00900190751464315,16.9,0,False,False,12.411421802482892,51.473270102519564,0.2411236313092796,13.090447326590038,0.2421462757285139,6.330673673762565e-10
64,10,62,7664.19375,7745.096875,True,True,3,26,17,9,6.763475830422833e-09,0.0,0.1,0.1,1.0,0.0,15.1,4,True,True,9.409956214128101,48.067621142365624,0.19576496590621573,9.535406716267403,0.18882136808047903,3.6951827254038233e-10
64,10,63,7745.096875,7826.0,True,True,1,11,9,2,7.244897727612803e-09,0.008291021349095592,15.1,14.0,0.9271523178807948,0.011395911790083996,13.9,0,False,False,10.010678417700092,45.08236465869686,0.2220530909034499,10.421025117437921,0.22023089590564496,4.006526241645341e-10
64,11,0,2648.2,2729.1031249999996,True,True,1,29,27,2,3.439073452438703e-09,0.009618814087655057,20.2,0.25,0.012376237623762377,1.7788693996783018e-05,14.7,1,False,False,3.9412894472761195,29.374089416592142,0.13417571490913544,3.921883485013211,0.12872468632006653,6.772890542875428e-10
64,11,1,2729.1031249999996,2810.0062499999995,True,True,1,53,51,2,2.054434246274099e-09,0.009641711368573454,19.5,0.1,0.005128205128205128,0.0,18.1,2,True,False,4.505111618136937,33.77899433189224,0.13337021149512024,4.46500483884904,0.12760004777109696,9.307840862196342e-10
64,11,2,2810.00625,2890.9093749999997,True,True,1,21,19,2,5.103475279834373e-09,0.009164892549249301,17.0,15.2,0.8941176470588235,0.0108799315814981,18.4,0,False,False,5.10720758210681,38.45213321262353,0.13281987643874474,5.052364624813066,0.12642141239392757,1.021672736801252e-09
64,11,3,2890.9093749999997,2971.8124999999995,True,True,1,34,32,2,4.303530621928265e-09,0.009657228103896551,18.2,0.25,0.013736263736263736,1.7651812621194697e-05,19.2,1,False,False,5.983019332191475,43.63623720082188,0.13711125697333926,6.0313569297427705,0.13293181927803524,1.4438075043153494e-09
64,11,4,2971.8125,3052.715625,True,True,2,22,18,4,5.534331387757394e-09,0.0030165781336958146,15.7,16.05,1.0222929936305734,0.005809486554796593,17.1,0,False,False,7.03181823042609,49.19791502184978,0.14292919176154353,7.027238862059804,0.13679264078941267,1.9258860343097886e-09
64,11,5,3052.715625,3133.6187499999996,True,True,1,18,16,2,8.848179469507094e-09,0.009293350723278264,16.6,15.3,0.9216867469879517,0.006882276096507483,17.2,0,False,False,7.223646174359999,55.1248547687031,0.13104154568151702,7.213685645004908,0.1246991995844647,1.7410578757898309e-09
64,11,6,3133.6187499999996,3214.5218749999995,True,True,1,29,27,2,6.53527379313831e-09,0.006299985747047297,16.6,14.55,0.8765060240963856,0.002196166289132252,18.2,0,False,False,8.103988110008231,61.65141881120206,0.1314485256993913,8.12435693183744,0.12499314261572693,2.380578726525646e-09
64,11,7,3214.521875,3295.4249999999997,True,True,1,24,22,2,8.443350005478903e-09,0.009571512293007305,18.0,15.4,0.8555555555555556,0.0028837241868863404,16.6,0,False,False,9.264506481300616,68.55137788436494,0.13514690393135986,9.220607232762745,0.12807020028454766,2.8465992615665073e-09
64,11,8,3295.4249999999997,3376.3281249999995,True,True,1,16,14,2,1.0462936896629524e-08,0.008663336112050867,18.0,16.9,0.9388888888888888,0.004309088153541245,20.4,0,False,False,10.68396637579383,75.46456026904025,0.1415759442273857,10.687976202902405,0.13490617126497811,3.5231655070095163e-09
64,11,9,3376.328125,3457.23125,True,True,1,37,35,2,5.851591184972942e-09,0.009589487392011525,19.9,17.95,0.9020100502512564,0.0013137973160231484,20.5,0,False,False,9.130468408613979,82.6841617935159,0.1104258446909719,9.072700014826296,0.10397525324250524,2.481340084016397e-09
64,11,10,3457.23125,3538.1343749999996,True,True,1,22,20,2,7.270667854268758e-09,0.009242252634168899,18.0,16.6,0.9222222222222223,0.0025762391593434236,21.5,0,False,False,9.25972281230969,89.82435641537023,0.10308699312567765,9.219998302626209,0.09721503192576199,2.282622859000618e-09
64,11,11,3538.1343749999996,3619.0374999999995,True,True,1,16,14,2,1.1213220466530067e-08,0.008302150651042646,17.4,17.5,1.0057471264367817,0.0049573934928554145,20.0,0,False,False,12.37476899068568,97.41823619271628,0.12702723303474173,12.381793887684012,0.1207199958807989,3.8781530255879e-09
64,11,12,3619.0375,3699.9406249999997,True,True,1,14,12,2,1.2898814565661565e-08,0.008719949708710378,16.7,15.600000000000001,0.9341317365269463,0.005146331607537427,20.5,0,False,False,12.464430272579818,105.20781561202597,0.11847437569224704,12.393283332421845,0.11235509617014698,3.58437675467064e-09
64,11,13,3699.940625,3780.84375,True,True,1,16,14,2,1.1780090992750926e-08,0.00929174597011157,18.9,16.15,0.8544973544973545,0.004983689803921288,16.7,0,False,False,10.682171210746105,113.32822199446468,0.09425870293163037,10.488251868061127,0.08891032811074615,2.2179267035417357e-09
64,11,14,3780.84375,3861.746875,True,True,1,13,11,2,1.48399684455489e-08,0.008785050713242372,16.6,16.0,0.9638554216867469,0.005726351920870746,17.9,0,False,False,12.060897923028335,120.17765863211238,0.1003589024807775,12.090023940260153,0.09677905150124021,2.9281264723425516e-09
64,11,15,3861.746875,3942.6499999999996,True,True,1,10,8,2,2.0707200548948973e-08,0.007450557603576271,17.2,16.2,0.9418604651162791,0.007898618106409792,17.9,0,False,False,12.924213232043513,126.34073934315992,0.10229648250624417,13.00218855667179,0.09889376492778294,3.2235588817852563e-09
64,11,16,3942.6499999999996,4023.5531249999995,True,True,1,9,7,2,2.2123973826583188e-08,0.007480621750125675,17.5,16.6,0.9485714285714286,0.0076988609477057195,18.0,0,False,False,13.964888365158856,132.64705840859747,0.10527853789371124,13.813146722732483,0.10044717276697762,3.161720564704205e-09
64,11,17,4023.553125,4104.45625,True,True,1,8,6,2,3.784655472180053e-08,0.004802561507196851,17.2,16.4,0.9534883720930232,0.003970505821405075,17.7,0,False,False,13.511487056071303,137.9572619719056,0.09793965799946695,13.308839654690985,0.09301208714787726,3.172139446661275e-09
64,11,18,4104.45625,4185.359375,True,True,1,8,6,2,4.146798706578966e-08,0.005177903103456343,17.9,16.35,0.9134078212290504,0.006213242804428349,18.5,0,False,False,15.750627861429223,142.82943462475828,0.11027578385932352,15.529683324686516,0.10467169799938775,3.6600738385079443e-09
64,11,19,4185.359375,4266.2625,True,True,1,15,13,2,2.4174344953789353e-08,0.008848322001015409,19.4,16.65,0.8582474226804123,0.0030586279646436527,18.8,0,False,False,15.607270693635655,146.8623628552308,0.10627141215901914,15.482733008276739,0.10158374142002928,3.4684966667801896e-09
64,11,20,4266.2625,4347.165625,True,True,1,8,6,2,3.906951871439519e-08,0.0052140346637075926,19.0,17.200000000000003,0.905263157894737,0.0034969800294243404,19.2,0,False,False,14.830367052510951,150.10741649109605,0.09879836319340456,14.999487396217148,0.096372986138132,3.36474074551135e-09
64,11,21,4347.165625,4428.068749999999,True,True,1,8,6,2,4.72064764253459e-08,0.007672769621237341,20.3,17.0,0.8374384236453202,0.004303165019138332,20.7,0,False,False,16.753384905257462,152.7077386837803,0.10970881403692023,16.91103803166527,0.10687087767134464,3.6731621526045622e-09
64,11,22,4428.06875,4508.971875,True,True,1,9,7,2,3.453042384132378e-08,0.0070315429476996115,17.1,15.700000000000001,0.9181286549707602,0.005488981992547448,18.5,0,False,False,21.152225708455763,154.62525499679458,0.1367967070378914,21.055820973160166,0.13149727170980194,5.631489277800055e-09
64,11,23,4508.971875,4589.875,True,True,1,9,7,2,4.754835077846079e-08,0.007249229667803802,17.7,15.700000000000001,0.8870056497175142,0.00445480121714899,17.8,0,False,False,21.677089334176003,155.81376718421325,0.13912178446047022,21.58329139795967,0.13369058490628397,5.090669788995741e-09
64,11,24,4589.875,4670.778125,True,True,1,8,6,2,4.1678419632679404e-08,0.004795414403439063,17.1,16.3,0.9532163742690059,0.0058721685092788505,17.5,0,False,False,16.871555642524072,156.4168219167641,0.10786279529130269,16.747682971566036,0.10310521074339633,2.855385707163746e-09
64,11,25,4670.778125,4751.68125,True,True,2,16,12,4,2.108224884921117e-08,0.0022989063685327437,15.8,15.8,1.0,0.004509105606341017,18.3,0,False,False,20.257234030146343,156.79679912858546,0.12919418089353885,20.25476044640584,0.1247334671769486,3.884186083459556e-09
64,11,26,4751.68125,4832.584374999999,True,True,2,14,10,4,1.8548920392377865e-08,0.0030921809505646707,16.3,17.200000000000003,1.0552147239263805,0.005785622854536442,17.5,0,False,False,21.82474313717364,156.50915594886783,0.1394470694372914,21.658310454073515,0.1333305415874489,4.355012994852879e-09
64,11,27,4832.584375,4913.4875,True,True,1,12,10,2,3.123345387008902e-08,0.008274425384960312,18.0,16.25,0.9027777777777778,0.006799149462232238,18.5,0,False,False,21.527686161094906,155.66483918090057,0.13829511066450428,21.611481710323233,0.13330018294356136,6.851678962162164e-09
64,11,28,4913.487499999999,4994.390624999999,True,True,1,18,16,2,3.07732313073164e-08,0.009450103121459724,19.4,17.1,0.8814432989690723,0.00454019477800819,19.3,0,False,False,20.70095833031793,155.03265525103416,0.1335264386512521,20.721973175568564,0.1284831203446199,5.945276830449976e-09
64,11,29,4994.390625,5075.29375,True,True,1,14,12,2,2.099061319249315e-08,0.009037708266818297,18.3,15.85,0.8661202185792349,0.005609857563876633,19.3,0,False,False,22.57864347608063,154.1428924909951,0.14647865439140928,22.523849849967803,0.14048486031005492,4.266384970911512e-09
64,11,30,5075.29375,5156.196875,True,True,1,29,27,2,1.7450434833848023e-08,0.009666841166208669,19.8,15.45,0.7803030303030303,0.0034858520584245727,18.7,0,False,False,19.767653490376347,153.02352908068428,0.1291804836101611,19.403869361525494,0.12195009291874416,3.712965893251344e-09
64,11,31,5156.196875,5237.099999999999,True,True,1,8,6,2,2.58802270487119e-08,0.008245006835520116,16.9,18.05,1.0680473372781067,0.00925028630526837,16.9,0,False,False,20.321135181440297,151.7157672522842,0.13394214424430131,20.235721219947322,0.1284046186337108,3.875932851462452e-09
64,11,32,5237.1,5318.003125,True,True,1,9,7,2,3.988848308395535e-08,0.007632630974601298,19.0,16.45,0.8657894736842104,0.005195344640488529,18.9,0,False,False,19.206623576869752,150.22258912239295,0.1278544304759737,19.331763417859804,0.12397480878007135,5.6115415676242025e-09
64,11,33,5318.003124999999,5398.906249999999,True,True,1,12,10,2,3.0483994142546634e-08,0.009298406399101847,19.4,16.25,0.8376288659793815,0.003856064804645588,18.1,0,False,False,18.6692035436089,148.56671570504432,0.12566208692849917,18.783813142947636,0.1218264837695587,4.455111337382813e-09
64,11,34,5398.90625,5479.809375,True,True,1,12,10,2,2.0638729626957363e-08,0.0077443790805718695,18.2,16.85,0.925824175824176,0.0041188754730019025,19.8,0,False,False,18.23305134954012,146.76036820080185,0.12423688747218951,18.285486205172674,0.12016138879651127,3.906262210557392e-09
64,11,35,5479.809375,5560.7125,True,True,1,18,16,2,2.0758448022140244e-08,0.00928751983982876,19.1,16.55,0.8664921465968586,0.00235292345261485,18.4,0,False,False,17.82776418426124,144.80292495005642,0.12311743143593382,18.030815172437542,0.12021610112902034,3.42089326329675e-09
64,11,36,5560.7125,5641.615624999999,True,True,1,10,8,2,2.9140606466606167e-08,0.008279055798463608,19.1,16.05,0.8403141361256544,0.0025382463172679854,19.7,0,False,False,17.895953226741312,142.6975520774647,0.12541177452733265,18.032125231204787,0.12199663531010489,4.106533506159207e-09
64,11,37,5641.615625,5722.51875,True,True,1,8,6,2,3.512196464850143e-08,0.0066725638602928815,18.0,16.299999999999997,0.9055555555555554,0.0030477247497695736,18.0,0,False,False,18.06214654999394,140.31735192955352,0.12872354203963357,18.345093645421695,0.12600291430062763,3.729000296823463e-09
64,11,38,5722.518749999999,5803.421874999999,True,True,1,8,6,2,2.9696565788990817e-08,0.007289331463008499,18.1,16.05,0.8867403314917127,0.00302755155104734,18.1,0,False,False,17.424814074239237,137.8025339386113,0.12644770437967198,17.6476522104263,0.1233719536350122,3.6350981384628502e-09
64,11,39,5803.421875,5884.325,True,True,1,11,9,2,2.0132241817528803e-08,0.00893824480402934,18.3,14.899999999999999,0.814207650273224,0.002877554427957852,18.8,0,False,False,17.4481053795148,135.3457958001174,0.1289150156188277,17.475477490400237,0.12445174210972294,3.3959195640871045e-09
64,11,40,5884.325,5965.228125,True,True,1,9,7,2,1.9628726444437005e-08,0.007677004370296425,16.5,15.350000000000001,0.9303030303030304,0.0031595525992924372,17.5,0,False,False,17.177998191398203,132.59080559785286,0.1295564810391074,17.2900579646722,0.12563454692912207,3.2728121505047595e-09
64,11,41,5965.228125,6046.131249999999,True,True,1,10,8,2,2.657802785791646e-08,0.008049160569522137,16.6,14.5,0.8734939759036143,0.0024944425051987573,17.9,0,False,False,17.517701816629483,129.64585324876316,0.13511964615649288,17.62773565926068,0.13084604719057874,2.8733496917413346e-09
64,11,42,6046.13125,6127.034375,True,True,1,10,8,2,2.6098101364577392e-08,0.007803144589164877,16.6,15.2,0.9156626506024095,0.0024261748516150763,17.1,0,False,False,16.587792000819945,126.25703216429285,0.13138113352161615,16.567891097970744,0.12604336417998938,2.723275908293395e-09
64,11,43,6127.034374999999,6207.937499999999,True,True,1,9,7,2,3.318165518661825e-08,0.008348144177048114,14.8,13.4,0.9054054054054054,0.0018454567430502711,15.4,0,False,False,17.626645076674663,122.88823945241222,0.14343638703930234,17.763404305194854,0.13849378400876242,2.377350455844158e-09
64,11,44,6207.9375,6288.840625,True,True,1,9,7,2,3.0853876131000296e-08,0.008312025990818955,17.2,13.85,0.8052325581395349,0.0017578339328635482,17.2,0,False,False,16.707220388383348,119.54417289516073,0.13975771452311142,16.839968327303723,0.13487693371242507,2.1617424667369347e-09
64,11,45,6288.840625,6369.74375,True,True,1,9,7,2,2.069004319606419e-08,0.008050675833437526,14.9,14.149999999999999,0.9496644295302012,0.0024330476307301598,15.3,0,False,False,15.956852505240704,116.09696895037303,0.1374441783407941,16.07206308359821,0.13243811017162757,2.074532367601347e-09
64,11,46,6369.74375,6450.646874999999,True,True,1,11,9,2,2.188348164273587e-08,0.008279248354107344,15.9,13.7,0.8616352201257861,0.0019871526121576434,15.6,0,False,False,16.069412627324198,112.4561941521165,0.14289486451575564,16.250798087995122,0.13807996069465947,1.6952750811065385e-09
64,11,47,6450.646875,6531.55,True,True,1,10,8,2,2.5895993366195273e-08,0.00837020940132656,14.8,13.55,0.9155405405405406,0.0018819907512333495,16.1,0,False,False,16.76248299497729,108.73482890798414,0.15415928054811573,17.00294634570554,0.1492226250244437,1.5256201973561732e-09
64,11,48,6531.55,6612.453125,True,True,1,13,11,2,2.070082490518255e-08,0.00823704203165052,15.0,13.2,0.88,0.0020866355554203272,15.8,0,False,False,18.662126415691205,104.95479123355267,0.17781109558079106,18.815090293685444,0.17121244772245542,1.751608453810359e-09
64,11,49,6612.453125,6693.35625,True,True,1,9,7,2,1.6039704926305846e-08,0.00832710075184652,13.7,13.7,1.0,0.004182210249284342,14.0,0,False,False,17.013092753067838,101.06810285120105,0.1683329584024705,17.170824319169498,0.16230083618443328,1.4801783455026679e-09
64,11,50,6693.35625,6774.259375,True,True,1,8,6,2,1.3918736668298658e-08,0.007883854814367647,13.1,12.6,0.9618320610687023,0.004287009084099409,14.4,0,False,False,14.67296009445107,97.11742563864334,0.15108473065427563,14.751097365859778,0.14542627626832147,1.1997301432198505e-09
64,11,51,6774.259375,6855.162499999999,True,True,1,9,7,2,1.4111474480635352e-08,0.00732660927557576,13.8,13.9,1.0072463768115942,0.0031083106386782747,14.6,0,False,False,14.181243718695669,93.13639659846729,0.15226317784049898,14.27850984997292,0.1473876944612327,1.085897360327831e-09
64,11,52,6855.1625,6936.065625,True,True,1,10,8,2,1.4738589165524722e-08,0.007504973373577699,13.7,12.9,0.9416058394160585,0.003075054763811025,14.3,0,False,False,14.550113993138325,89.11556370640739,0.16327242277312976,14.712485943249476,0.15904509085401206,1.0465003682595907e-09
64,11,53,6936.065625,7016.96875,True,True,1,14,12,2,1.0885946444824719e-08,0.008437062162717966,15.4,13.3,0.8636363636363636,0.0020704217520841786,16.4,0,False,False,13.87047217220072,84.93825076109829,0.16330065721760068,13.91175652469201,0.1582463353325746,9.060242274992404e-10
64,11,54,7016.96875,7097.871875,True,True,1,11,9,2,1.1459051578532557e-08,0.008161699054316102,14.7,13.899999999999999,0.945578231292517,0.0019431031539713546,14.9,0,False,False,14.556921265551637,80.5172377870349,0.18079260622494467,14.544534984128887,0.1741090503212828,9.69690984397089e-10
64,11,55,7097.871875,7178.775,True,True,1,14,12,2,1.1612000029146003e-08,0.00919153493443921,14.1,13.75,0.975177304964539,0.00166938652281519,14.9,0,False,False,15.337004602898219,75.68511372824105,0.2026422878608345,15.443439651513735,0.19506611610780283,9.53778932150507e-10
64,11,56,7178.775,7259.678124999999,True,True,1,13,11,2,8.62165963645816e-09,0.008180287570983588,13.9,14.149999999999999,1.0179856115107913,0.0013215236899380008,15.5,0,False,False,13.479562456666372,70.73132861614795,0.19057414473038742,13.559698209036242,0.18129418681599976,7.704417934423156e-10
64,11,57,7259.678125,7340.58125,True,True,1,13,11,2,9.459868071078246e-09,0.008582879165422759,14.4,14.05,0.9756944444444444,0.001896025900633281,15.6,0,False,False,14.529188143789895,66.83541221599398,0.2173875743720333,14.73130281206636,0.20972208457055605,8.308294295835876e-10
64,11,58,7340.58125,7421.484375,True,True,1,12,10,2,9.856529863245987e-09,0.008548829264109844,16.0,13.850000000000001,0.8656250000000001,0.0032913025730864176,14.7,0,False,False,16.496583708502044,62.722444019158274,0.263009261939207,16.47786220434,0.24937414535783647,9.571992869409406e-10
64,11,59,7421.484375,7502.3875,True,True,1,11,9,2,9.43085807540973e-09,0.008577087932690092,14.4,13.7,0.9513888888888888,0.004929985800772314,15.1,0,False,False,18.04292720365197,58.977314669959924,0.3059299546719127,18.330263725374607,0.2948997477201242,1.0603613095454391e-09
64,11,60,7502.3875,7583.290625,True,True,1,18,16,2,8.390189446813905e-09,0.009066047437378405,15.3,14.3,0.934640522875817,0.0037419348872038045,14.9,0,False,False,19.028178879608504,55.07812039655846,0.34547618441963884,19.32988857331175,0.3336262830913821,1.1114616219432698e-09
64,11,61,7583.290625,7664.193749999999,True,True,1,18,16,2,7.632462051628376e-09,0.009162183145271778,14.4,14.149999999999999,0.9826388888888887,0.01002623291883914,14.3,0,False,False,19.145284543469643,51.47299070790723,0.3719481669933075,19.313956927248466,0.35730539010516565,1.080812246650997e-09
64,11,62,7664.19375,7745.096875,True,True,1,44,42,2,3.6435328961625373e-09,0.00974204309656507,16.1,0.1,0.006211180124223602,0.0,16.2,2,True,False,10.658923231630979,48.06511884447673,0.2217600515275917,10.62945463760201,0.210490110541768,3.6884162949212745e-10
64,11,63,7745.096875,7826.0,True,True,1,20,18,2,5.892470140642364e-09,0.009353288480047158,15.1,0.2,0.013245033112582783,1.5242554549899567e-05,13.6,1,False,False,17.2887090956948,45.08162222271039,0.38349793648253877,17.547551450775245,0.3708633157115661,8.404191280206145e-10
