N,q,leg,z0,z1,converged,confirmed,confirm_attempts,restarts,n_stall,n_confirm,final_loss,last_stall_gain,stall_wall_s,confirm_wall_s,confirm_wall_ratio,confirm_gain,first_wall_s,n_quit_restarts,confirm_quit,stall_quit,own_test_um,straight_test_um,own_over_straight_test,own_train_um,own_over_straight_train,rho_median_test
4,3,3,6531.55,7826.0,True,True,1,12,10,2,2.192515660892083e-07,0.003033126615128952,9.7,7.55,0.7783505154639175,0.0007647245125915335,8.1,0,False,False,134.69883754029155,21840.289235625165,0.006167447513496077,134.86306958423768,0.005978550548123096,5.6279653616198956e-08
4,4,0,2648.2,3942.6499999999996,True,True,2,16,12,4,1.3652634045179234e-07,0.0009089550965925583,7.8,7.8,1.0,0.0016628896495589271,8.5,0,False,False,27.744482723974784,14767.829268321235,0.001878710961501297,28.46500213092895,0.0018355722171048345,2.210716446152876e-08
4,4,1,3942.6499999999996,5237.099999999999,True,True,1,25,23,2,6.52146306918428e-07,0.0016850225935594236,9.3,7.949999999999999,0.8548387096774193,0.0004229207156922072,8.8,0,False,False,63.823030310352635,37944.0799146568,0.001682028670978512,62.860138755038264,0.001595941544863024,5.940879678779794e-08
4,4,2,5237.1,6531.55,True,True,1,15,13,2,5.748585908350821e-07,0.0020557952590449548,9.9,8.25,0.8333333333333333,0.0002504526737374073,9.3,0,False,False,53.2405871751962,35654.73572548643,0.0014932262458795674,55.50671693558229,0.0014999275921438807,2.0596648280798486e-08
4,4,3,6531.55,7826.0,True,True,1,13,11,2,2.2129837968927219e-07,0.0038125742714516277,10.3,7.449999999999999,0.7233009708737863,0.0005287837817852492,8.8,0,False,False,138.24171004114305,21839.550106608072,0.006329879020690758,139.89735498807931,0.006201457158235515,5.6018374693249205e-08
4,5,0,2648.2,3942.6499999999996,True,True,2,16,12,4,1.2250861494174413e-07,0.0007799456942293449,6.7,6.75,1.007462686567164,0.0014355079087458474,8.2,0,False,False,34.457816360657034,14767.829268343256,0.0023333027308571207,35.58833843224241,0.002294922198796449,2.985279746531768e-08
4,5,1,3942.6499999999996,5237.099999999999,True,True,1,22,20,2,8.911332944123084e-07,0.001220433257540669,9.1,7.449999999999999,0.8186813186813187,0.00032859939245811923,8.0,0,False,False,54.736930428106234,37944.337327163375,0.0014425586077878735,55.65899930476803,0.001413107177812295,4.130080418813552e-08
4,5,2,5237.1,6531.55,True,True,1,13,11,2,5.240749743350279e-07,0.002351464498307377,9.3,7.25,0.7795698924731183,0.0006386727108427828,8.1,0,False,False,90.18913771421167,35658.24723588901,0.0025292644677004446,94.7401076610106,0.002560138622291608,5.342659556052881e-08
4,5,3,6531.55,7826.0,True,True,1,13,11,2,2.0320021851975968e-07,0.0036408883811215364,8.8,7.4,0.8409090909090908,0.0008056678668224705,8.2,0,False,False,126.48439755014351,21840.593811457795,0.005791252684887557,132.40382864565348,0.005869704982035497,4.938319056397561e-08
4,6,0,2648.2,3942.6499999999996,True,True,2,16,12,4,1.2622089362718442e-07,0.0008304652939951063,6.8,6.55,0.9632352941176471,0.0015250774159860435,8.8,0,False,False,28.91711771393446,14767.829268410424,0.001958115657240872,29.318689760643224,0.0018906224604757632,2.4931658158816783e-08
4,6,1,3942.6499999999996,5237.099999999999,True,True,1,18,16,2,7.683613951633478e-07,0.0009696257928017736,9.5,8.1,0.8526315789473684,0.00047431644871318165,8.6,0,False,False,64.33024605116344,37943.74072648685,0.0016954112804765538,63.89909035249275,0.0016223117381198025,5.567794755768024e-08
4,6,2,5237.1,6531.55,True,True,1,16,14,2,5.038593574317005e-07,0.0018774542004896789,9.3,7.8,0.8387096774193548,0.0005833189693035867,8.4,0,False,False,75.0430860294955,35655.12818750227,0.002104692644347283,78.77424586808957,0.0021286243383690545,3.382703094536179e-08
4,6,3,6531.55,7826.0,True,True,1,13,11,2,2.059992097275552e-07,0.003902197003569679,9.3,8.0,0.8602150537634408,0.0009368609639594952,8.5,0,False,False,123.5939800093364,21840.419808953982,0.0056589562421628095,127.62635152424195,0.005657217171733307,3.9173711163810945e-08
4,7,0,2648.2,3942.6499999999996,True,True,1,13,11,2,1.3471958699462684e-07,0.0055470806560884945,10.7,9.0,0.8411214953271029,0.00177993625800147,9.5,0,False,False,33.80059088978982,14767.829268558835,0.0022887988664489992,34.095893817550404,0.0021986815641209757,2.809703468533245e-08
4,7,1,3942.6499999999996,5237.099999999999,True,True,1,22,20,2,8.868429991984446e-07,0.0008663356070698532,10.4,8.75,0.8413461538461539,0.00043386333290547065,9.2,0,False,False,63.36900646409305,37944.34227697662,0.0016700515191837514,62.4899083821071,0.0015865374146638138,4.788636911644939e-08
4,7,2,5237.1,6531.55,True,True,2,21,17,4,3.748070009740844e-07,0.00023762135212402263,8.4,8.8,1.0476190476190477,0.00042490793558628084,9.3,0,False,False,65.11610837089954,35666.993970633484,0.0018256685277293922,66.67376439961004,0.0018016617941887688,2.6604863859828768e-08
4,7,3,6531.55,7826.0,True,True,1,15,13,2,1.9667153936311966e-07,0.004307983219193046,10.4,8.1,0.7788461538461537,0.0008258856969236011,9.3,0,False,False,138.94417079185928,21839.720754438204,0.006361993926301619,135.7542318481464,0.00601763586004702,5.736361030018749e-08
4,8,0,2648.2,3942.6499999999996,True,True,1,12,10,2,1.3498434515307552e-07,0.005844145645163189,11.0,7.4,0.6727272727272727,0.002203198402886315,10.0,0,False,False,38.949546212300845,14767.829268477464,0.0026374591352732015,39.9017149814469,0.002573071278800199,3.843759859336175e-08
4,8,1,3942.6499999999996,5237.099999999999,True,True,1,20,18,2,8.857837263586876e-07,0.0009017049365925796,10.6,8.9,0.839622641509434,0.0005076344630564743,9.4,0,False,False,68.29782642992654,37943.673071361685,0.001799979308842267,69.7036758662648,0.0017696805692721074,5.8641043410164865e-08
4,8,2,5237.1,6531.55,True,True,2,19,15,4,4.0630665570089634e-07,0.0001944440673375114,8.9,8.75,0.9831460674157303,0.0003647718140786977,9.6,0,False,False,72.61395389483027,35661.739163449165,0.002036186557307743,71.95607701448469,0.0019444026223876909,3.1595570010753694e-08
4,8,3,6531.55,7826.0,True,True,1,14,12,2,1.8058526680765201e-07,0.004600671417805802,11.1,9.1,0.8198198198198198,0.0006986889450968046,9.5,0,False,False,139.5925526283861,21839.947993577982,0.006391615615084485,142.42879409732723,0.006313352844109734,6.193730436990389e-08
4,9,0,2648.2,3942.6499999999996,True,True,1,13,11,2,1.4181019664385308e-07,0.006064180731068466,11.0,7.35,0.6681818181818181,0.0014387669804484314,10.1,0,False,False,36.590977670101665,14767.829268321677,0.0024777492348582743,39.35908648261943,0.0025380797551257774,3.450115553396169e-08
4,9,1,3942.6499999999996,5237.099999999999,True,True,1,20,18,2,8.189814808540075e-07,0.0010254779708599212,10.8,9.4,0.8703703703703703,0.00045650042847989684,9.8,0,False,False,52.43473549447941,37944.19693115266,0.0013818907694796892,53.78835633808876,0.0013656133544635472,4.505870119962459e-08
4,9,2,5237.1,6531.55,True,True,1,14,12,2,4.777652228539244e-07,0.0015189731056430278,10.6,9.35,0.8820754716981132,0.0009231548319366232,10.0,0,False,False,77.06585808870159,35661.85059888812,0.002161016795104413,76.55585491406214,0.00206872062397703,3.901006362133699e-08
4,9,3,6531.55,7826.0,True,True,1,13,11,2,1.9408919072186163e-07,0.002691553921658745,10.9,9.3,0.8532110091743119,0.0010153123372412635,9.7,0,False,False,117.78088130103015,21840.444102041925,0.005392787836673086,115.24329573973091,0.005108363501143719,4.729071801794117e-08
4,10,0,2648.2,3942.6499999999996,True,True,2,17,13,4,1.32919143417417e-07,0.0015756766516308626,9.1,9.05,0.9945054945054946,0.0027636749145793023,10.3,0,False,False,33.78180998617353,14767.829268300262,0.002287527122126712,33.06220395473858,0.002132023835322045,3.129417638497685e-08
4,10,1,3942.6499999999996,5237.099999999999,True,True,1,22,20,2,9.688683574338594e-07,0.0013942659907165312,11.8,9.899999999999999,0.8389830508474575,0.0004222687626520714,10.6,0,False,False,70.74778653901248,37944.468712373084,0.0018645085552599333,70.69442903765832,0.001794839598307653,6.953840848356226e-08
4,10,2,5237.1,6531.55,True,True,1,16,14,2,4.6162004535893617e-07,0.001122133766801378,11.3,9.65,0.8539823008849557,0.0009103269890961597,10.2,0,False,False,52.71372065183711,35656.22375531038,0.0014783876445689601,53.24740119880289,0.001438863083126601,2.2595179042094883e-08
4,10,3,6531.55,7826.0,True,True,1,12,10,2,2.2442726129230556e-07,0.004547044398630053,11.4,8.6,0.7543859649122806,0.001033521534611828,10.3,0,False,False,122.64175521107745,21839.956378584433,0.005615476198081424,122.74224620898622,0.005440596439286329,5.314332473920007e-08
4,11,0,2648.2,3942.6499999999996,True,True,1,14,12,2,1.1323773268598326e-07,0.004247308874123339,11.3,9.5,0.8407079646017699,0.004040918275684805,10.8,0,False,False,35.06956430933883,14767.82926873826,0.002374727095713175,35.06925432174768,0.0022614489403429733,2.712175201287896e-08
4,11,1,3942.6499999999996,5237.099999999999,True,True,2,25,21,4,9.170192760467367e-07,0.0001967974560576454,10.3,9.9,0.9611650485436893,0.0003484104892459345,10.6,0,False,False,54.731537677342956,37943.919722550636,0.0014424323601131591,54.225201666284306,0.0013767012282157936,5.0029957804778465e-08
4,11,2,5237.1,6531.55,True,True,1,15,13,2,5.064751616878042e-07,0.0017569662659005327,12.1,10.05,0.8305785123966943,0.000828197793718543,10.3,0,False,False,71.88804297973661,35656.764752466814,0.0020161123275987407,71.37208917086468,0.0019286621693965099,4.341858425055726e-08
4,11,3,6531.55,7826.0,True,True,1,15,13,2,1.9610683875519593e-07,0.0023864042323977004,11.5,9.05,0.7869565217391304,0.0008755281442008757,10.2,0,False,False,104.65273439791645,21840.448993022706,0.0047916933590215795,104.61661994162341,0.004637507012505011,4.017792512326755e-08
4,12,0,2648.2,3942.6499999999996,True,True,1,14,12,2,1.3491795424242248e-07,0.00481489398526397,12.0,9.0,0.75,0.0036196288945382305,11.6,0,False,False,30.5210407031673,14767.829268294377,0.0020667249159423925,30.054666790108264,0.0019380821087115318,2.0895850753633565e-08
4,12,1,3942.6499999999996,5237.099999999999,True,True,3,29,23,6,1.0534950286120289e-06,0.00018888922809907657,9.7,10.8,1.1134020618556704,0.0003559773952709736,11.0,0,False,False,67.42780312906405,37943.77596694547,0.0017770451519586094,68.5912234406807,0.0017414384798364365,6.377784435448541e-08
4,12,2,5237.1,6531.55,True,True,1,15,13,2,4.786794912308897e-07,0.0016428675705549526,12.0,9.95,0.8291666666666666,0.0013530069019864462,11.0,0,False,False,111.57155281388498,35656.55754889443,0.003129061257831503,104.55792801015207,0.002825391203858777,7.279449200066184e-08
4,12,3,6531.55,7826.0,True,True,1,12,10,2,2.454122250034156e-07,0.0039298100022906535,12.8,9.25,0.72265625,0.000603128569007205,11.2,0,False,False,141.56842550076476,21840.212986260114,0.006482007551383624,137.2524353225799,0.006083914909038809,7.344018219827114e-08
4,13,0,2648.2,3942.6499999999996,True,True,1,14,12,2,1.2922987382429458e-07,0.005266143362196617,12.8,10.8,0.84375,0.006009894073987859,11.6,0,False,False,36.43401268919888,14767.829268299074,0.0024671203890072645,37.30836165212281,0.0024058382922103384,3.6281815997883544e-08
4,13,1,3942.6499999999996,5237.099999999999,True,True,2,26,22,4,1.0595817164525531e-06,0.000286458302247657,10.7,10.600000000000001,0.9906542056074769,0.0005026134834060209,11.8,0,False,False,56.48787853020565,37944.01472938458,0.0014887164400782381,58.92381025566351,0.0014959991405720581,4.316796919862841e-08
4,13,2,5237.1,6531.55,True,True,1,14,12,2,5.252373574438835e-07,0.0017444928262144736,12.5,9.75,0.78,0.0016230165892351536,11.8,0,False,False,104.22304667888938,35658.68254865802,0.0029227957745402377,99.83940536512037,0.0026978769870664647,7.226543471266392e-08
4,13,3,6531.55,7826.0,True,True,1,14,12,2,1.94946271488904e-07,0.0030775020938342682,12.7,9.6,0.7559055118110236,0.0006695481992743697,11.6,0,False,False,120.4556103905361,21840.776903586244,0.005515170587670686,119.69360077148394,0.005305553522132313,4.5157225638667495e-08
4,14,0,2648.2,3942.6499999999996,True,True,2,18,14,4,1.3147638875730996e-07,0.0016237723861368158,11.1,10.8,0.972972972972973,0.0028129732110133586,12.2,0,False,False,36.191516054003614,14767.829268499923,0.0024506997877610116,36.208326040856775,0.002334902242481314,3.094780988663796e-08
4,14,1,3942.6499999999996,5237.099999999999,True,True,1,24,22,2,9.665877656229245e-07,0.0009704808755213309,12.4,11.35,0.9153225806451613,0.0008662404478948236,12.1,0,False,False,70.67649549652799,37943.70809421973,0.001862667067779143,71.53796577129157,0.001816257583132154,6.250809243861826e-08
4,14,2,5237.1,6531.55,True,True,1,15,13,2,5.047628775965253e-07,0.001904096176245097,12.8,10.5,0.8203125,0.0015575879664289024,11.8,0,False,False,80.7148668441755,35658.38839376207,0.0022635590243976203,80.39871325394188,0.0021725803611026347,3.998457249508984e-08
4,14,3,6531.55,7826.0,True,True,1,14,12,2,1.9171172152615313e-07,0.0030537037012760638,12.7,9.7,0.7637795275590551,0.0010108696826790465,11.8,0,False,False,85.59572605909693,21840.17018252186,0.0039191876868980196,84.49290809274856,0.00374550536076802,2.2316171404315e-08
4,15,0,2648.2,3942.6499999999996,True,True,4,26,18,8,1.6963563489763644e-07,0.0012563369218698591,11.7,11.7,1.0,0.002138361868687511,12.3,0,False,False,33.79369490298245,14767.829268477712,0.002288331906376783,33.38087943365764,0.002152573696938662,3.000886190270469e-08
4,15,1,3942.6499999999996,5237.099999999999,True,True,1,24,22,2,1.0355478283570552e-06,0.001206236576856991,13.7,12.05,0.8795620437956205,0.0010985096323651196,12.0,0,False,False,66.9706280393143,37943.74811812889,0.0017649976968753085,65.34606165753232,0.0016590483160365574,6.861554605566107e-08
4,15,2,5237.1,6531.55,True,True,1,16,14,2,5.17842954229518e-07,0.0014700255459222332,13.3,10.55,0.793233082706767,0.001400615888509791,12.3,0,False,False,104.89123163468506,35654.96334302057,0.002941840961258972,102.93864282388654,0.002781639370492859,7.466991592681588e-08
4,15,3,6531.55,7826.0,True,True,1,13,11,2,2.395522767123895e-07,0.0032438224910254364,13.8,9.65,0.6992753623188406,0.0009536360185701345,12.3,0,False,False,119.08262693279426,21840.774382658085,0.005452307910261081,116.43988695712437,0.0051615395935596066,5.178598550951992e-08
4,16,0,2648.2,3942.6499999999996,True,True,2,19,15,4,1.479077568405493e-07,0.0017727942508663694,11.9,11.85,0.995798319327731,0.0030341146012472986,11.9,0,False,False,34.5128520615674,14767.829268078138,0.002337029460123143,33.905839168820734,0.0021864258464000825,2.8912999482797807e-08
4,16,1,3942.6499999999996,5237.099999999999,True,True,1,27,25,2,9.867249223919753e-07,0.0008387323705325815,13.2,10.3,0.7803030303030304,0.0004753182747662124,11.7,0,False,False,59.80916321180807,37943.73227343371,0.0015762593616464936,62.259322148648266,0.001580682281214754,5.9220280281810555e-08
4,16,2,5237.1,6531.55,True,True,1,17,15,2,5.160292604150144e-07,0.0016524915082629637,13.6,12.05,0.886029411764706,0.0010917120325792474,12.1,0,False,False,78.5184458826862,35659.652326242765,0.0022018847846394353,76.91396388197802,0.0020783865983769628,3.852109899151538e-08
4,16,3,6531.55,7826.0,True,True,1,13,11,2,2.298089533417231e-07,0.0033779708943334538,13.2,9.7,0.7348484848484849,0.0008897762790604146,12.2,0,False,False,129.43273929712973,21840.236706688047,0.005926343245972882,124.89922468478198,0.005536679809556734,5.152231233399423e-08
4,17,0,2648.2,3942.6499999999996,True,True,1,13,11,2,1.947135665539195e-07,0.0047090229271094216,16.7,13.85,0.8293413173652695,0.00745876602545811,14.7,0,False,False,44.05754457162914,14767.82926833679,0.0029833460132215536,44.37423817986286,0.0028614829671691545,5.150426297273816e-08
4,17,1,3942.6499999999996,5237.099999999999,True,True,1,28,26,2,9.584503564653914e-07,0.0016864706357729027,17.3,14.4,0.8323699421965318,0.0005669314827445347,13.8,0,False,False,76.57677653462613,37943.82655763178,0.00201816167429281,74.02186425179025,0.0018793284257217376,7.199565926403613e-08
4,17,2,5237.1,6531.55,True,True,1,18,16,2,4.965612302895589e-07,0.0014664233736372807,15.5,13.25,0.8548387096774194,0.0011118319417328208,13.5,0,False,False,77.00805718924109,35657.91026102457,0.002159634611942298,77.02624340016939,0.0020814599760075416,4.3612083199861113e-08
4,17,3,6531.55,7826.0,True,True,1,14,12,2,2.3587584008314255e-07,0.0047814777527206125,16.1,11.899999999999999,0.7391304347826085,0.0006838388658803766,13.8,0,False,False,100.04959920485135,21840.07929343905,0.00458100897256848,100.64276677856299,0.004461419713287188,3.739534807479833e-08
4,18,0,2648.2,3942.6499999999996,True,True,3,21,15,6,1.8299992633558782e-07,0.0016416618439951214,12.9,12.8,0.9922480620155039,0.003020608213667599,12.7,0,False,False,54.316628074758455,14767.82926866649,0.0036780373802129656,53.126725553639176,0.003425889130846006,5.746343429883627e-08
4,18,1,3942.6499999999996,5237.099999999999,True,True,2,33,29,4,9.397002045377682e-07,0.0002927848993474605,12.9,12.95,1.003875968992248,0.000501884963877656,12.9,0,False,False,52.47013118709876,37943.59384878822,0.0013828455837947586,55.17318632172419,0.0014007791038463005,4.958845859134838e-08
4,18,2,5237.1,6531.55,True,True,1,17,15,2,5.263882734331884e-07,0.0014457431895893707,14.6,13.1,0.8972602739726028,0.0012232097622776254,13.0,0,False,False,70.12717309019934,35662.5274766752,0.0019664106290858234,70.45402446928506,0.0019037690060839441,3.995745325423009e-08
4,18,3,6531.55,7826.0,True,True,1,15,13,2,2.0865745719890362e-07,0.003186365983674441,13.8,11.5,0.8333333333333333,0.0010156899798777687,13.3,0,False,False,103.33618023940971,21840.105048543406,0.004731487326170236,100.8307912391615,0.004469691588433091,3.977080158119814e-08
4,19,0,2648.2,3942.6499999999996,True,True,2,19,15,4,1.5252528956668242e-07,0.0014090168855803436,15.6,15.100000000000001,0.9679487179487181,0.00355644999558043,15.1,0,False,False,34.405858631402,14767.829268668209,0.0023297844256906677,34.98082792217083,0.002255746743614056,3.418233691638256e-08
4,19,1,3942.6499999999996,5237.099999999999,True,True,1,30,28,2,9.153364805944794e-07,0.001105345683677131,16.9,14.649999999999999,0.8668639053254438,0.0004539929291774813,15.4,0,False,False,69.72814018918427,37943.77225955088,0.001837670216662048,69.85924399662835,0.0017736323624875225,6.435952627186146e-08
4,19,2,5237.1,6531.55,True,True,1,17,15,2,5.123562783669613e-07,0.0026189889739924965,16.4,13.25,0.8079268292682927,0.0010126128104419887,14.9,0,False,False,69.0736106368064,35661.28535840932,0.001936935529456963,69.41054803515811,0.0018756008686002502,3.7320047306136234e-08
