mode,seed,outer,loss,wall_s
physics,1,0,0.002165345131741596,22.2
physics,1,1,0.001163067331763756,39.1
physics,1,2,0.0008357822501728489,38.9
physics,1,3,0.0006458614344515244,30.8
physics,1,4,0.0005204142741509484,38.9
physics,1,5,0.0004197315998365693,40.5
physics,1,6,0.0003322302169724161,36.1
physics,1,7,0.0002721926656640064,38.2
physics,1,8,0.00022377573428804682,35.4
physics,1,9,0.00019127627466680012,40.9
physics,1,10,0.00016753398146386036,39.1
physics,1,11,0.00015135059824006308,33.4
physics,1,12,0.0001385195447991056,36.6
physics,1,13,0.0001262510084382737,36.7
physics,1,14,0.00011801331213633018,40.3
physics,1,15,0.000110989222152202,49.3
physics,1,16,0.0001043408822108433,50.6
physics,1,17,9.79005135992625e-05,51.8
physics,1,18,9.263506822264748e-05,42.9
physics,1,19,8.793972353124978e-05,37.2
physics,1,20,8.363711364082854e-05,41.0
physics,1,21,7.96490219207267e-05,35.9
physics,1,22,7.581732208714435e-05,37.3
physics,1,23,7.227167144355912e-05,39.6
physics,1,24,6.93555071466649e-05,40.1
physics,1,25,6.657040605976266e-05,42.9
physics,1,26,6.406333474976956e-05,29.6
physics,1,27,6.119168343335874e-05,11.0
physics,1,28,5.877883159383164e-05,7.6
physics,1,29,5.6493938702075004e-05,9.8
physics,1,30,5.4342094729087004e-05,9.1
physics,1,31,5.260156233425463e-05,7.8
physics,1,32,5.1018951433770404e-05,7.7
physics,1,33,4.9568136915744554e-05,6.8
physics,1,34,4.815072792521432e-05,7.2
physics,1,35,4.6761672167595064e-05,7.1
physics,1,36,4.5621389545842654e-05,9.2
physics,1,37,4.4384287520203996e-05,7.2
physics,1,38,4.3356645237604804e-05,6.4
physics,1,39,4.2325430853897155e-05,7.7
physics,1,40,4.1381740381824855e-05,7.1
physics,1,41,4.048387036212656e-05,7.7
physics,1,42,3.966849265647919e-05,7.5
physics,1,43,3.8938407872806065e-05,7.2
physics,1,44,3.808305174064367e-05,7.6
physics,1,45,3.7318777982459756e-05,6.9
physics,1,46,3.650220744132713e-05,7.8
physics,1,47,3.575055872071711e-05,7.5
physics,1,48,3.507983321166104e-05,7.5
physics,1,49,3.4400354982306804e-05,8.0
physics,1,50,3.3825223013726954e-05,7.0
physics,1,51,3.324054155230731e-05,7.4
physics,1,52,3.262279446422658e-05,7.4
physics,1,53,3.203746864439268e-05,7.1
physics,1,54,3.1540050142463294e-05,7.8
physics,1,55,3.107700313098467e-05,8.2
physics,1,56,3.0635440294222353e-05,8.2
physics,1,57,3.0200557783795405e-05,8.0
physics,1,58,2.981473939014887e-05,7.8
physics,1,59,2.938572355938988e-05,8.3
physics,1,60,2.8961858150869744e-05,7.9
physics,1,61,2.855654024365864e-05,7.5
physics,1,62,2.8134840593296537e-05,7.7
physics,1,63,2.7718051582112765e-05,7.5
physics,1,64,2.7289183362284238e-05,7.5
physics,1,65,2.689948654246296e-05,6.8
physics,1,66,2.65632287288208e-05,7.1
physics,1,67,2.620048093850047e-05,7.4
physics,1,68,2.5813932140875102e-05,7.5
physics,1,69,2.5456995379076602e-05,7.6
physics,1,70,2.517568587382945e-05,7.0
physics,1,71,2.4878345765596525e-05,7.3
