endpoint_med_um,endpoint_p95_um,stage_med_um,rho_mean,rho_median,straight_med_um,n,train_med_um,val_med_um,mode,seed,converged,slope_med_mrad,restarts,final_loss
182.65139337069058,4250.230827174384,252.6632778275797,9.89101777674975e-06,1.7199029910277455e-07,520444.29371907085,2018,183.47567231603534,184.39289693346694,physics,0,True,0.07161146210842712,152,8.320612835045287e-06
177.3857173416502,4544.489479415093,244.07519671660793,9.308395774841253e-06,1.4435441803695264e-07,520444.29371907085,2018,185.7234174117366,190.66853793913197,physics,1,True,0.07576452358374827,152,8.216908112560946e-06
235.43518551953468,3816.618759476439,294.9112700949996,1.4386282952622904e-05,2.185535513168866e-07,520444.29371907085,2018,224.6738831536348,244.59557127012488,physics,2,True,0.07219957208324732,147,1.1479997971052339e-05
191.7548591181628,2435.7674462224636,267.6577566592755,6.9914556237268e-06,1.4057597149063447e-07,520444.29371907085,2018,185.16037946221786,199.17050543907067,data,0,True,0.0629529893891867,89,4.961420082519321e-06
162.44410894371697,2606.4634978657277,227.37085853049166,1.5690260683067174e-05,1.1284539679539723e-07,520444.29371907085,2018,155.745627979627,177.29545900446908,data,1,True,0.06616141282022453,109,5.132440366364333e-06
207.53487332578402,3070.193926143866,288.2743236359886,8.545408802609604e-06,1.7881809163318145e-07,520444.29371907085,2018,207.43949790738725,218.44435215942326,data,2,True,0.07874921524600974,115,5.771092624391821e-06
