run,block,component,unit,med_abs,signed_med,band_med_abs,band_signed_med
N064_q02,Block F,x,um,37.528512182007034,-3.628020423519729,11.590308797281068,-6.282398978129322
N064_q02,Block F,y,um,55.20403473673241,2.8745341365805643,13.882499058581743,2.044116918422212
N064_q02,Block F,tx,mrad,0.032320184385037365,-0.0107915697179356,0.010567869000444041,-0.00745995232233343
N064_q02,Block F,ty,mrad,0.03889776871061944,0.00791615405435625,0.012603589879998933,0.004310565538279826
N064_q02,Block E,x,um,110.72265124451519,-39.384653365388544,86.89862313806884,-54.354942275779194
N064_q02,Block E,y,um,52.28400853283688,-15.500631134813148,39.58519928559667,-22.784343184198974
N064_q02,Block E,tx,mrad,0.03675636539366908,-0.016248261613435733,0.034247759988143,-0.0207983903136727
N064_q02,Block E,ty,mrad,0.02141802535313847,-0.0030496578503087096,0.01551846687734143,-0.007361045306620434
N128_q08,Block F,x,um,51.26792775755007,-0.7626337772990155,13.671222512925851,0.14626061597322604
N128_q08,Block F,y,um,61.19879090681479,-2.3231781442376587,16.858480194827052,3.3710998064861997
N128_q08,Block F,tx,mrad,0.03816547492976885,0.004750299489410248,0.011682630744733191,0.004612582471766324
N128_q08,Block F,ty,mrad,0.035045716670852475,0.0009152962392338683,0.01048914773364544,0.00237581756729055
N128_q08,Block E,x,um,81.70926201404427,8.205876146297975,53.87568633312867,17.879696493878328
N128_q08,Block E,y,um,59.228734354547896,6.228091179934836,34.68103984491222,12.240762439404307
N128_q08,Block E,tx,mrad,0.026760225270941462,-0.001874196889961599,0.017544576198194606,-0.002058915277283746
N128_q08,Block E,ty,mrad,0.020927118359416463,0.00027640053342284365,0.012457455751692034,0.0017636235103389575
N256_q16,Block F,x,um,37.63044125247461,-1.4446903454654603,12.264416671968092,-2.706996822325891
N256_q16,Block F,y,um,61.26577954022849,-4.786787836046358,26.978457635550512,-1.958400655865944
N256_q16,Block F,tx,mrad,0.034883127171515815,0.004174902645148748,0.00870058087588943,-0.0004726961484249892
N256_q16,Block F,ty,mrad,0.032579010956432404,-0.005242259229737423,0.01193784022341331,-0.00202602041471725
N256_q16,Block E,x,um,103.42073693249176,31.454668766059513,68.91259563269614,30.321892610913892
N256_q16,Block E,y,um,69.69573212884939,20.749078856354686,40.36639080692339,16.395060669836425
N256_q16,Block E,tx,mrad,0.03651130760247336,0.01162185911271138,0.021337199687540553,0.010592846722473626
N256_q16,Block E,ty,mrad,0.025920537751313553,0.006444810279117655,0.01336400873308552,0.0037657592493051117
