round,source,n_states,per_plane,restarts,loss_first,loss_last,train_end_moved_med_um,val_z1_pos_med_um,val_z1_x_med_um,val_z1_y_med_um,wall_s
1,rk6,32000,250,25,1.786852708167124e-05,1.0056806468184539e-09,nan,457.7927492161393,359.01901812178494,162.91027439726236,5942.8
2,own,32000,250,25,4.327772401888872e-09,4.593485664589431e-10,nan,299.50516603830124,239.6354277575483,127.97483035444657,5612.2
3,own,32000,250,25,3.6904620133308393e-09,2.706076758821566e-10,489.8580403315407,231.06014418013388,180.2912357693458,96.92611017828767,5580.3
4,own,32000,250,25,3.3964113032252093e-09,3.1409523586359693e-10,275.89628117300435,229.66965522346072,187.44465893155393,95.75902649003609,5603.8
5,own,32000,250,25,4.779693073578872e-09,2.4946575343055453e-10,256.20724787177096,240.9834223201699,210.79082346653877,89.62112546468859,5586.9
6,own,32000,250,25,3.1559765993489405e-09,2.6706370651090657e-10,224.491268601696,225.9534583788536,178.23679889653476,109.6730296012538,5474.4
7,own,32000,250,25,2.9561470277718573e-09,2.2093993389735396e-10,230.26639830504791,170.07355580810213,133.06141095398516,85.05292163681588,5490.3
8,own,32000,250,25,3.790822280020349e-09,2.183083206181624e-10,196.82156220324032,192.21761492190126,153.17963326140216,74.79457334943618,5614.2
9,own,32000,250,25,3.972768119275236e-09,1.783694850431544e-10,194.0190220663851,180.09533135113998,148.8405788018099,82.54875818334995,5610.6
10,own,32000,250,25,2.6604132330968546e-09,2.077896792938039e-10,189.675307874154,186.086682528952,152.97421689678004,85.17156661463332,5625.0
11,own,32000,250,25,3.527880642174517e-09,1.7089483652243768e-10,177.5922389451523,209.00444044798405,170.74098298348872,84.34941301257481,5605.3
12,own,32000,250,25,4.999130838426892e-09,1.518828855095423e-10,192.96420210628185,173.31294588393575,144.28066833977482,77.42879794585633,5602.2
13,own,32000,250,25,5.637134230049722e-09,1.5996867851622224e-10,206.88865632955356,143.4437205901986,103.0422013961383,75.94185649020346,5622.1
14,own,32000,250,25,2.411074192472829e-09,1.4158596910088434e-10,169.31260677048954,166.20585997657145,135.9984495770732,68.84423690809172,5489.4
15,own,32000,250,25,5.687537325971512e-09,1.4618225040082094e-10,175.78930178115115,158.0284613768299,131.04495368440894,65.68561071230761,5528.5
