N,q,split,comparator,p_band,pos_med_um,pos_p95_um,slope_med_mrad,n
1,1,val,vs_rk6_endpoint,1-2 GeV,919912.7886365403,978663.0075665237,337.4536682848577,8
1,1,val,vs_rk6_endpoint,2-5 GeV,431623.0983945179,847099.1805250447,165.90933987937274,519
1,1,val,vs_rk6_endpoint,5-10 GeV,168801.466929306,240846.8157060682,67.34700994194398,447
1,1,val,vs_rk6_endpoint,10-25 GeV,74862.90073264847,109160.36530356716,30.953233165152206,378
1,1,val,vs_rk6_endpoint,25-200 GeV,32620.622511855465,43355.495649707394,12.480037642818278,111
1,1,val,vs_real_scifi_state,1-2 GeV,897643.5229653262,943376.4277060479,328.28844390550387,8
1,1,val,vs_real_scifi_state,2-5 GeV,425297.1345973665,841266.7752711003,163.64343929370355,519
1,1,val,vs_real_scifi_state,5-10 GeV,167831.17004383972,240262.5450119355,67.1575601129857,447
1,1,val,vs_real_scifi_state,10-25 GeV,74662.59413170716,108423.28225027438,30.850808557385964,378
1,1,val,vs_real_scifi_state,25-200 GeV,32584.798651313376,43557.83619551549,12.509126657391803,111
1,1,val,rk6_truth_vs_real_scifi_state,1-2 GeV,14671.017509227222,40777.29974678274,6.765676699793804,8
1,1,val,rk6_truth_vs_real_scifi_state,2-5 GeV,5504.176601795734,18837.205916894654,1.8740475515322819,519
1,1,val,rk6_truth_vs_real_scifi_state,5-10 GeV,1623.0443313810383,5638.275603323321,0.4806425244004153,447
1,1,val,rk6_truth_vs_real_scifi_state,10-25 GeV,585.254032350278,2740.330039725194,0.16916676296903527,378
1,1,val,rk6_truth_vs_real_scifi_state,25-200 GeV,235.7440732904479,1400.0494707521796,0.06965224407363968,111
1,1,test,vs_rk6_endpoint,1-2 GeV,948071.9413768977,1092666.0578888597,347.32832537748305,5
1,1,test,vs_rk6_endpoint,2-5 GeV,404620.82895576395,838593.0733808486,154.39862936934662,500
1,1,test,vs_rk6_endpoint,5-10 GeV,173908.1487654408,252674.10307516728,68.94609972485006,430
1,1,test,vs_rk6_endpoint,10-25 GeV,73933.66787659409,107083.30464586896,30.381698678050732,383
1,1,test,vs_rk6_endpoint,25-200 GeV,34276.46515726966,43575.84817060652,13.444696950385534,134
1,1,test,vs_real_scifi_state,1-2 GeV,930390.9506001674,1077044.5938526546,340.0016014887515,5
1,1,test,vs_real_scifi_state,2-5 GeV,398184.2623602734,819999.3323606927,152.96945114785973,500
1,1,test,vs_real_scifi_state,5-10 GeV,171609.60528471897,248933.09542848862,68.46593656041043,430
1,1,test,vs_real_scifi_state,10-25 GeV,73332.15694621288,106501.43991470314,30.240240324580448,383
1,1,test,vs_real_scifi_state,25-200 GeV,34080.24589945758,44128.75448282994,13.471430494938915,134
1,1,test,rk6_truth_vs_real_scifi_state,1-2 GeV,17033.803596212463,20923.374262418747,6.639733092636546,5
1,1,test,rk6_truth_vs_real_scifi_state,2-5 GeV,5219.285263872081,19561.85538098957,1.7640321939405845,500
1,1,test,rk6_truth_vs_real_scifi_state,5-10 GeV,1629.873196911177,5935.887069078687,0.46266259849684493,430
1,1,test,rk6_truth_vs_real_scifi_state,10-25 GeV,613.468617182491,3874.1374756821992,0.16872891363187495,383
1,1,test,rk6_truth_vs_real_scifi_state,25-200 GeV,254.51889900040214,2041.9677151542548,0.08344190325408879,134
1,2,val,vs_rk6_endpoint,1-2 GeV,5577.4302230939265,71585.33172755789,19.4614871762156,8
1,2,val,vs_rk6_endpoint,2-5 GeV,7552.581987240387,28783.97469214609,9.14228940706141,519
1,2,val,vs_rk6_endpoint,5-10 GeV,5110.462875631242,9017.83654212869,4.100686799789366,447
1,2,val,vs_rk6_endpoint,10-25 GeV,2708.7981895280677,3950.690106512652,1.9040008822440724,378
1,2,val,vs_rk6_endpoint,25-200 GeV,1382.3484709337208,2023.3003505563793,0.8352775764373377,111
1,2,val,vs_real_scifi_state,1-2 GeV,22462.564360726734,88818.45934446913,28.503333362905472,8
1,2,val,vs_real_scifi_state,2-5 GeV,8191.294699893547,35880.521194751054,10.82971008592537,519
1,2,val,vs_real_scifi_state,5-10 GeV,4186.847608545122,11145.593138460372,4.426324648658247,447
1,2,val,vs_real_scifi_state,10-25 GeV,2542.0282334914364,5145.606391379015,1.9396640512834367,378
1,2,val,vs_real_scifi_state,25-200 GeV,1430.7968564779117,2904.1590977460173,0.7858805589505136,111
1,2,val,rk6_truth_vs_real_scifi_state,1-2 GeV,14671.017509227222,40777.29974678274,6.765676699793804,8
1,2,val,rk6_truth_vs_real_scifi_state,2-5 GeV,5504.176601795734,18837.205916894654,1.8740475515322819,519
1,2,val,rk6_truth_vs_real_scifi_state,5-10 GeV,1623.0443313810383,5638.275603323321,0.4806425244004153,447
1,2,val,rk6_truth_vs_real_scifi_state,10-25 GeV,585.254032350278,2740.330039725194,0.16916676296903527,378
1,2,val,rk6_truth_vs_real_scifi_state,25-200 GeV,235.7440732904479,1400.0494707521796,0.06965224407363968,111
1,2,test,vs_rk6_endpoint,1-2 GeV,3331.9565194051393,29388.16554602506,23.616428086101983,5
1,2,test,vs_rk6_endpoint,2-5 GeV,7382.124028169699,26515.02654387982,8.926638255413788,500
1,2,test,vs_rk6_endpoint,5-10 GeV,5152.613546863051,9285.809870951847,4.316978513709158,430
1,2,test,vs_rk6_endpoint,10-25 GeV,2704.243519508836,3921.4917730094894,1.9232309349241499,383
1,2,test,vs_rk6_endpoint,25-200 GeV,1353.6600185345194,1637.5026045121442,0.9319183236384844,134
1,2,test,vs_real_scifi_state,1-2 GeV,22585.70112870689,33586.07927017697,30.266506124639548,5
1,2,test,vs_real_scifi_state,2-5 GeV,7072.300222230751,31952.5393922622,10.570088063863114,500
1,2,test,vs_real_scifi_state,5-10 GeV,4265.672379914122,11553.887428926762,4.647047042715931,430
1,2,test,vs_real_scifi_state,10-25 GeV,2576.2050198106863,5330.906826734262,1.9159964255148487,383
1,2,test,vs_real_scifi_state,25-200 GeV,1360.7843515224972,2729.7258516054517,0.8537099028630701,134
1,2,test,rk6_truth_vs_real_scifi_state,1-2 GeV,17033.803596212463,20923.374262418747,6.639733092636546,5
1,2,test,rk6_truth_vs_real_scifi_state,2-5 GeV,5219.285263872081,19561.85538098957,1.7640321939405845,500
1,2,test,rk6_truth_vs_real_scifi_state,5-10 GeV,1629.873196911177,5935.887069078687,0.46266259849684493,430
1,2,test,rk6_truth_vs_real_scifi_state,10-25 GeV,613.468617182491,3874.1374756821992,0.16872891363187495,383
1,2,test,rk6_truth_vs_real_scifi_state,25-200 GeV,254.51889900040214,2041.9677151542548,0.08344190325408879,134
1,3,val,vs_rk6_endpoint,1-2 GeV,79625.29467574673,143336.49295830575,29.13339551491015,8
1,3,val,vs_rk6_endpoint,2-5 GeV,43852.049965658356,127875.53276025946,11.958285792831369,519
1,3,val,vs_rk6_endpoint,5-10 GeV,17395.63256121721,44828.581619603196,4.013607999307584,447
1,3,val,vs_rk6_endpoint,10-25 GeV,7480.477209696517,12669.792943407909,1.6247928703065628,378
1,3,val,vs_rk6_endpoint,25-200 GeV,3020.2941586869797,4593.9354621772,0.7014601149156925,111
1,3,val,vs_real_scifi_state,1-2 GeV,99929.21444323065,177493.62537047267,33.606276227726134,8
1,3,val,vs_real_scifi_state,2-5 GeV,50295.68529415428,138191.58666378696,14.249941406511645,519
1,3,val,vs_real_scifi_state,5-10 GeV,18432.708247377035,48666.59204191264,4.409118254787958,447
1,3,val,vs_real_scifi_state,10-25 GeV,7674.705632023688,14090.27675600331,1.647577030025042,378
1,3,val,vs_real_scifi_state,25-200 GeV,2845.641614409658,4758.941039850306,0.6624773236545006,111
1,3,val,rk6_truth_vs_real_scifi_state,1-2 GeV,14671.017509227222,40777.29974678274,6.765676699793804,8
1,3,val,rk6_truth_vs_real_scifi_state,2-5 GeV,5504.176601795734,18837.205916894654,1.8740475515322819,519
1,3,val,rk6_truth_vs_real_scifi_state,5-10 GeV,1623.0443313810383,5638.275603323321,0.4806425244004153,447
1,3,val,rk6_truth_vs_real_scifi_state,10-25 GeV,585.254032350278,2740.330039725194,0.16916676296903527,378
1,3,val,rk6_truth_vs_real_scifi_state,25-200 GeV,235.7440732904479,1400.0494707521796,0.06965224407363968,111
1,3,test,vs_rk6_endpoint,1-2 GeV,95083.18633143483,110422.54695146765,32.58163444382001,5
1,3,test,vs_rk6_endpoint,2-5 GeV,41375.54952061055,112285.22805361685,11.211693938249251,500
1,3,test,vs_rk6_endpoint,5-10 GeV,17506.864334114198,36612.561264650714,4.040105929556642,430
1,3,test,vs_rk6_endpoint,10-25 GeV,7399.411466701395,12206.541879739254,1.5975723214664699,383
1,3,test,vs_rk6_endpoint,25-200 GeV,3319.693625678383,4339.570372087558,0.7793740332444066,134
1,3,test,vs_real_scifi_state,1-2 GeV,109494.22185785108,127876.82810637618,38.021468567477456,5
1,3,test,vs_real_scifi_state,2-5 GeV,46981.11463767373,127450.03215469823,13.08220490708592,500
1,3,test,vs_real_scifi_state,5-10 GeV,18883.177681557652,38936.51114142326,4.502040047208444,430
1,3,test,vs_real_scifi_state,10-25 GeV,7669.257306407189,14359.324670857546,1.6158699140213368,383
1,3,test,vs_real_scifi_state,25-200 GeV,3141.584731564549,4960.372911389274,0.706347288420478,134
1,3,test,rk6_truth_vs_real_scifi_state,1-2 GeV,17033.803596212463,20923.374262418747,6.639733092636546,5
1,3,test,rk6_truth_vs_real_scifi_state,2-5 GeV,5219.285263872081,19561.85538098957,1.7640321939405845,500
1,3,test,rk6_truth_vs_real_scifi_state,5-10 GeV,1629.873196911177,5935.887069078687,0.46266259849684493,430
1,3,test,rk6_truth_vs_real_scifi_state,10-25 GeV,613.468617182491,3874.1374756821992,0.16872891363187495,383
1,3,test,rk6_truth_vs_real_scifi_state,25-200 GeV,254.51889900040214,2041.9677151542548,0.08344190325408879,134
1,4,val,vs_rk6_endpoint,1-2 GeV,28835.741686621986,77602.6576115717,9.97133343271095,8
1,4,val,vs_rk6_endpoint,2-5 GeV,12899.663033083016,60480.33164904108,4.379275917828052,519
1,4,val,vs_rk6_endpoint,5-10 GeV,4609.483728477258,19151.23717782117,1.446897631985744,447
1,4,val,vs_rk6_endpoint,10-25 GeV,1972.8065075772888,4827.284729304931,0.5978253322320298,378
1,4,val,vs_rk6_endpoint,25-200 GeV,909.2505899234311,1455.7461878769188,0.2456789220386668,111
1,4,val,vs_real_scifi_state,1-2 GeV,20416.494305737942,71561.19432792428,6.934389544721419,8
1,4,val,vs_real_scifi_state,2-5 GeV,9221.859404639417,58022.788336804835,2.806764144769991,519
1,4,val,vs_real_scifi_state,5-10 GeV,3649.5237685191455,20140.445796085623,1.1920804582430353,447
1,4,val,vs_real_scifi_state,10-25 GeV,1874.3294313942088,6520.687843699293,0.5951385019004191,378
1,4,val,vs_real_scifi_state,25-200 GeV,1014.377322092173,2314.8702645833837,0.29725603938672573,111
1,4,val,rk6_truth_vs_real_scifi_state,1-2 GeV,14671.017509227222,40777.29974678274,6.765676699793804,8
1,4,val,rk6_truth_vs_real_scifi_state,2-5 GeV,5504.176601795734,18837.205916894654,1.8740475515322819,519
1,4,val,rk6_truth_vs_real_scifi_state,5-10 GeV,1623.0443313810383,5638.275603323321,0.4806425244004153,447
1,4,val,rk6_truth_vs_real_scifi_state,10-25 GeV,585.254032350278,2740.330039725194,0.16916676296903527,378
1,4,val,rk6_truth_vs_real_scifi_state,25-200 GeV,235.7440732904479,1400.0494707521796,0.06965224407363968,111
1,4,test,vs_rk6_endpoint,1-2 GeV,34427.51359601926,58089.250885674934,11.700326286745778,5
1,4,test,vs_rk6_endpoint,2-5 GeV,11864.043128910822,52841.70756173121,3.9854073753886885,500
1,4,test,vs_rk6_endpoint,5-10 GeV,4566.536415014354,16021.664221569827,1.454528961052262,430
1,4,test,vs_rk6_endpoint,10-25 GeV,1974.6630171713377,4106.134596239068,0.5917428435672362,383
1,4,test,vs_rk6_endpoint,25-200 GeV,805.3120888999797,1168.811943086042,0.23287023499779513,134
1,4,test,vs_real_scifi_state,1-2 GeV,21210.881315310984,64381.86785916971,6.253433685947329,5
1,4,test,vs_real_scifi_state,2-5 GeV,7555.5328128723995,48996.07006843098,2.5292198390047678,500
1,4,test,vs_real_scifi_state,5-10 GeV,3747.3892668057542,15426.644117582257,1.2523276256775906,430
1,4,test,vs_real_scifi_state,10-25 GeV,1885.1165847070774,5989.3528731410215,0.5847294804139508,383
1,4,test,vs_real_scifi_state,25-200 GeV,901.6590266299858,2434.058036036443,0.28403108549424416,134
1,4,test,rk6_truth_vs_real_scifi_state,1-2 GeV,17033.803596212463,20923.374262418747,6.639733092636546,5
1,4,test,rk6_truth_vs_real_scifi_state,2-5 GeV,5219.285263872081,19561.85538098957,1.7640321939405845,500
1,4,test,rk6_truth_vs_real_scifi_state,5-10 GeV,1629.873196911177,5935.887069078687,0.46266259849684493,430
1,4,test,rk6_truth_vs_real_scifi_state,10-25 GeV,613.468617182491,3874.1374756821992,0.16872891363187495,383
1,4,test,rk6_truth_vs_real_scifi_state,25-200 GeV,254.51889900040214,2041.9677151542548,0.08344190325408879,134
1,5,val,vs_rk6_endpoint,1-2 GeV,5246.204433996695,66118.44945382857,2.754375332984782,8
1,5,val,vs_rk6_endpoint,2-5 GeV,1338.2562983636035,9737.157661151876,0.7770318148377364,519
1,5,val,vs_rk6_endpoint,5-10 GeV,417.1980953547063,2030.2630222173393,0.28321427015762235,447
1,5,val,vs_rk6_endpoint,10-25 GeV,162.14210735385848,876.2360584085262,0.1067812819306388,378
1,5,val,vs_rk6_endpoint,25-200 GeV,186.73338217746505,968.5786907920058,0.15268138791493802,111
1,5,val,vs_real_scifi_state,1-2 GeV,28691.141992730747,87141.60434507832,11.528345746200097,8
1,5,val,vs_real_scifi_state,2-5 GeV,7269.397449759026,26352.71872845455,2.760038754264005,519
1,5,val,vs_real_scifi_state,5-10 GeV,2035.8129978567376,7841.617759818332,0.665417501290122,447
1,5,val,vs_real_scifi_state,10-25 GeV,707.8993830966676,3218.4389358068993,0.22270403432493938,378
1,5,val,vs_real_scifi_state,25-200 GeV,359.76128082245395,2149.385087904385,0.17352844236773884,111
1,5,val,rk6_truth_vs_real_scifi_state,1-2 GeV,14671.017509227222,40777.29974678274,6.765676699793804,8
1,5,val,rk6_truth_vs_real_scifi_state,2-5 GeV,5504.176601795734,18837.205916894654,1.8740475515322819,519
1,5,val,rk6_truth_vs_real_scifi_state,5-10 GeV,1623.0443313810383,5638.275603323321,0.4806425244004153,447
1,5,val,rk6_truth_vs_real_scifi_state,10-25 GeV,585.254032350278,2740.330039725194,0.16916676296903527,378
1,5,val,rk6_truth_vs_real_scifi_state,25-200 GeV,235.7440732904479,1400.0494707521796,0.06965224407363968,111
1,5,test,vs_rk6_endpoint,1-2 GeV,4603.659861537892,10650.997193609326,2.797477213144439,5
1,5,test,vs_rk6_endpoint,2-5 GeV,1143.3277913333768,8461.110741160974,0.6953636200286439,500
1,5,test,vs_rk6_endpoint,5-10 GeV,444.45198457981405,2050.0248061902926,0.2877450245004215,430
1,5,test,vs_rk6_endpoint,10-25 GeV,148.90993007537645,748.5745552198633,0.09132288533150734,383
1,5,test,vs_rk6_endpoint,25-200 GeV,189.79530858794647,1303.8939601038498,0.15771496584363628,134
1,5,test,vs_real_scifi_state,1-2 GeV,16994.683993970993,24884.439841786138,8.59710793352253,5
1,5,test,vs_real_scifi_state,2-5 GeV,6838.2036809648525,24012.267966697775,2.5794568628452197,500
1,5,test,vs_real_scifi_state,5-10 GeV,2109.167953518579,8229.206983039434,0.7399912847224493,430
1,5,test,vs_real_scifi_state,10-25 GeV,710.6568114510878,4209.909459569952,0.20921877032045733,383
1,5,test,vs_real_scifi_state,25-200 GeV,415.2546358174334,2665.078705838437,0.21537752144742656,134
1,5,test,rk6_truth_vs_real_scifi_state,1-2 GeV,17033.803596212463,20923.374262418747,6.639733092636546,5
1,5,test,rk6_truth_vs_real_scifi_state,2-5 GeV,5219.285263872081,19561.85538098957,1.7640321939405845,500
1,5,test,rk6_truth_vs_real_scifi_state,5-10 GeV,1629.873196911177,5935.887069078687,0.46266259849684493,430
1,5,test,rk6_truth_vs_real_scifi_state,10-25 GeV,613.468617182491,3874.1374756821992,0.16872891363187495,383
1,5,test,rk6_truth_vs_real_scifi_state,25-200 GeV,254.51889900040214,2041.9677151542548,0.08344190325408879,134
1,6,val,vs_rk6_endpoint,1-2 GeV,4107.678259886654,27516.291398741036,1.8383438885663308,8
1,6,val,vs_rk6_endpoint,2-5 GeV,783.8457341379126,17065.762789501983,0.2260334072739234,519
1,6,val,vs_rk6_endpoint,5-10 GeV,278.79186168365777,2703.5573526128774,0.08904410954741274,447
1,6,val,vs_rk6_endpoint,10-25 GeV,178.88876174342272,786.9791877169913,0.054809583922989236,378
1,6,val,vs_rk6_endpoint,25-200 GeV,324.09233186035635,1060.7577463976484,0.11786018160266781,111
1,6,val,vs_real_scifi_state,1-2 GeV,23315.35332946419,52638.28480749959,9.027077744780426,8
1,6,val,vs_real_scifi_state,2-5 GeV,6900.1324782555,30069.293577606,2.1808854135518807,519
1,6,val,vs_real_scifi_state,5-10 GeV,1997.9592939094887,8196.479131028374,0.5151092013695389,447
1,6,val,vs_real_scifi_state,10-25 GeV,717.2465362291689,3538.415198676025,0.18255579732172952,378
1,6,val,vs_real_scifi_state,25-200 GeV,542.9965057504376,1963.0700889702907,0.17002246825146422,111
1,6,val,rk6_truth_vs_real_scifi_state,1-2 GeV,14671.017509227222,40777.29974678274,6.765676699793804,8
1,6,val,rk6_truth_vs_real_scifi_state,2-5 GeV,5504.176601795734,18837.205916894654,1.8740475515322819,519
1,6,val,rk6_truth_vs_real_scifi_state,5-10 GeV,1623.0443313810383,5638.275603323321,0.4806425244004153,447
1,6,val,rk6_truth_vs_real_scifi_state,10-25 GeV,585.254032350278,2740.330039725194,0.16916676296903527,378
1,6,val,rk6_truth_vs_real_scifi_state,25-200 GeV,235.7440732904479,1400.0494707521796,0.06965224407363968,111
1,6,test,vs_rk6_endpoint,1-2 GeV,5808.956060530576,12765.064405509656,2.2990868664326536,5
1,6,test,vs_rk6_endpoint,2-5 GeV,745.9386199057008,10272.518638787915,0.21031136681749427,500
