N,q,leg,z0,z1,converged,restarts,final_loss,wall_s,own_step_test_endpoint_med_um,own_step_test_straight_med_um,own_step_val_endpoint_med_um,chain_val_pos_med_um,chain_val_pos_p95_um,chain_val_slope_med_mrad,chain_test_pos_med_um,chain_test_pos_p95_um,chain_test_slope_med_mrad,leg_wall_s_this_run
64,15,5,3052.715625,3133.6187499999996,True,28,7.171980385768729e-09,516.6,10.42015224781423,55.12451448628042,10.437733826546669,45.136975971843185,95.4784656631133,0.03023675091378547,45.30048976112511,81.11030762754018,0.029996659261026862,534.6
64,15,6,3133.6187499999996,3214.5218749999995,True,21,5.7561496386485e-09,396.9,10.805456584080275,61.651290728100605,10.98172659590091,56.15317403106701,115.74181256229954,0.03598826448329706,55.84931506170632,101.73987294431231,0.03579328073991146,415.2
64,15,7,3214.521875,3295.4249999999997,True,18,9.136847639188598e-09,310.9,13.96061129527304,68.5516765038301,14.080761012451148,69.84119002021316,145.7377366506193,0.0442064402111364,69.43158465325894,130.23212238181694,0.04405383841210066,328.8
64,15,8,3295.4249999999997,3376.3281249999995,True,29,8.20076993787211e-09,522.2,14.443369352857616,75.46451686638989,14.694017294910822,84.02888686941878,178.70400314399674,0.05099856797394914,83.55892653391095,161.6377956202371,0.05151596407379413,539.0
64,15,9,3376.328125,3457.23125,True,16,1.0449573448258657e-08,270.6,16.440874807235772,82.68338883214454,16.640543465737068,100.51594894707705,214.47837612375181,0.05843169740038512,99.94171590538781,195.15760820826245,0.05926116927118573,286.6
64,15,10,3457.23125,3538.1343749999996,True,22,1.1434012501538067e-08,393.0,16.59483883658197,89.82388747129022,16.688390771406603,117.96076566912461,252.70497922325873,0.06789645681889653,115.5865729409804,232.29324277006074,0.06737598161483428,409.3
64,15,11,3538.1343749999996,3619.0374999999995,True,20,1.4182583029590027e-08,347.1,17.358990927013096,97.41749566116908,17.421695264943082,135.1819514713668,299.39648750257925,0.0770688039045328,133.29942440222453,272.002276714467,0.07705974694290205,364.7
64,15,12,3619.0375,3699.9406249999997,True,13,1.2063293641263357e-08,206.1,16.561760799270075,105.20778166557676,16.772951396035296,151.44049138932303,344.48985000415433,0.08397198966620528,150.35032709796826,313.87722980744,0.08496505406164513,222.2
64,15,13,3699.940625,3780.84375,True,11,1.4071750823218962e-08,169.0,17.06812836053473,113.32850459564625,17.2935959554934,168.76487166257448,393.06570009933307,0.09035385230358323,168.2138250281433,364.40292409709696,0.09308140345998597,185.5
64,15,14,3780.84375,3861.746875,True,15,1.9688095894276423e-08,250.0,19.4095258154931,120.17833876564055,19.4535906000759,188.45507917595228,438.6810512572904,0.10207363217884513,186.82020253166343,416.81696407409004,0.10554541010584065,266.2
64,15,15,3861.746875,3942.6499999999996,True,10,2.200299245038421e-08,159.3,18.59024548235766,126.34179889647257,18.59698732923931,206.9795071383851,498.3656014238035,0.11409421963578387,205.84505466193193,473.0455557526497,0.11831894120425263,176.3
64,15,16,3942.6499999999996,4023.5531249999995,True,12,2.2026975264543098e-08,207.2,17.153998919241076,132.64768205199928,17.1926616357041,224.74647557547377,558.2900660702394,0.12789839675092507,224.1276933539993,530.6202063896405,0.13003357410225175,224.8
64,15,17,4023.553125,4104.45625,True,10,3.979600107989382e-08,175.2,17.21084363754244,137.95995941354988,17.37166479497887,242.06654924208237,615.1768538022875,0.13907505716449428,243.1790472141131,587.2371229973078,0.1388331031841601,192.8
64,15,18,4104.45625,4185.359375,True,8,4.9602168478033735e-08,133.1,22.383265829020615,142.83213207558276,22.447476630134133,265.6218581004737,688.8742192814615,0.15576028229055683,265.2156247503541,663.1598386886353,0.15479752888400422,151.0
64,15,19,4185.359375,4266.2625,True,12,3.341690975822755e-08,208.0,22.139985824637165,146.8610082664057,22.32865594555733,289.0978842414853,756.798811514547,0.1736061871069547,289.7690127672945,728.5425742462536,0.173192923181055,224.7
64,15,20,4266.2625,4347.165625,True,8,5.0933674722729856e-08,131.6,21.712434670348557,150.10576379237506,21.912716608078142,313.22747419254426,831.1214942065659,0.18777318024726203,313.3202677218678,818.9935482717908,0.1860108463127858,148.0
64,15,21,4347.165625,4428.068749999999,True,8,5.8870534687449096e-08,135.1,21.251341421347547,152.70569695559288,21.302702937674667,335.42354499678595,912.6051254844039,0.2041300452873679,336.2251233063063,901.515303221582,0.2046850263758941,151.5
64,15,22,4428.06875,4508.971875,True,10,3.649829530548726e-08,167.3,21.679140483172432,154.62648467723739,21.938691708442093,360.3353620615053,988.0973981653567,0.22338106782734263,361.1349615699737,1000.8113717651149,0.22314539330742927,183.9
64,15,23,4508.971875,4589.875,True,8,5.035512109781137e-08,133.1,21.95556032051371,155.81365574421824,22.17684015647592,386.97426059923146,1063.402270570864,0.24400772771546175,382.8141655005055,1085.9323851590632,0.24394841335186568,149.7
64,15,24,4589.875,4670.778125,True,10,4.796114044167217e-08,172.2,20.597680659506068,156.41526914676263,20.67756226210804,410.85340107687784,1142.8678542271875,0.2646270585971028,406.33219079012406,1187.7663172489445,0.2654914961036092,188.8
64,15,25,4670.778125,4751.68125,True,11,2.462778275596879e-08,189.3,22.633364678554813,156.79425838153094,22.97653864371796,438.37237495864656,1229.4026188438347,0.28485966080425695,433.3886504772977,1289.4739504209017,0.2862233537935105,206.4
64,15,26,4751.68125,4832.584374999999,True,10,2.310184058783467e-08,165.1,21.547830739086393,156.50152786400895,21.909447336923904,464.50335481790717,1322.1984156641656,0.30483866820199546,457.61968183422397,1431.2533089519188,0.3089751494189316,183.5
64,15,27,4832.584375,4913.4875,True,13,2.7630989333038476e-08,221.1,18.82183332332943,155.65389623692738,18.660139712636692,484.4375985591505,1408.595528569581,0.3245734442236317,478.89218959409163,1541.9130410193675,0.3305203509497284,238.0
64,15,28,4913.487499999999,4994.390624999999,True,12,3.235463503572146e-08,202.4,18.811605274301257,155.0213659836004,18.637829774775128,510.21550251219594,1525.1111022089099,0.3484528995122971,500.7939150358993,1657.2949799870587,0.3546513065920895,218.9
64,15,29,4994.390625,5075.29375,True,9,2.196118175713074e-08,139.7,21.6064285761135,154.13156801521666,21.985422881925842,540.3981781248533,1666.2928619562886,0.3750729141698689,532.9607512538104,1768.0905450364821,0.37800125652948796,155.8
64,15,30,5075.29375,5156.196875,True,13,2.060786929381645e-08,206.8,19.50242455180984,153.00904480702116,19.551971830551906,574.9028734976349,1766.621017271862,0.40229021599955117,560.3190220301179,1906.517994866924,0.4082190709220057,222.9
64,15,31,5156.196875,5237.099999999999,True,14,2.736779413527481e-08,255.3,18.765058371656096,151.70095347650658,18.61801204006497,604.1047580727934,1885.5915169612533,0.4283111243533755,588.9848601131007,2079.092975716877,0.43472172518915775,271.5
64,15,32,5237.1,5318.003125,True,12,3.1874186534653454e-08,216.8,19.038841217948743,150.2083971733441,19.160428592499557,637.2417499612766,2032.4103632055046,0.4620464250278816,625.9556129694204,2249.024597242809,0.4652253931545607,235.4
64,15,33,5318.003124999999,5398.906249999999,True,8,2.4803447365556438e-08,133.8,20.281641213358625,148.55152982207187,20.29493866909249,674.3702464509056,2199.569512639656,0.4926181161211893,662.1416341135671,2354.3528218860256,0.4964571688338172,151.8
64,15,34,5398.90625,5479.809375,True,12,2.2604487741811022e-08,216.2,18.41079136068302,146.74435239305694,18.46714602382349,715.3976584505131,2335.4765822894897,0.518382253607147,701.1254283920323,2492.2704817464128,0.5236698491049696,234.4
64,15,35,5479.809375,5560.7125,True,11,2.4507603963155794e-08,199.4,18.449487221801064,144.78741471154422,18.55634388692806,759.9069771879385,2517.596191381648,0.5474435347819911,733.1542548220256,2611.298559501646,0.5575051387157679,217.1
64,15,36,5560.7125,5641.615624999999,True,8,2.6807096337296835e-08,138.8,17.612728999608862,142.68429941398608,17.635490572104118,798.6500873083742,2684.9469351357397,0.5757244381516535,771.951002532191,2812.078675010705,0.5864759746374675,156.4
64,15,37,5641.615625,5722.51875,True,8,3.1749305266064685e-08,141.5,17.63941101120281,140.3136518923418,17.75119399442815,841.2714530075505,2861.993199410006,0.6048461705746855,816.2156075490934,3004.5622004399097,0.6204167410114991,159.1
64,15,38,5722.518749999999,5803.421874999999,True,9,2.595714221621712e-08,156.1,16.730872213067016,137.79880959907587,16.969630100504673,888.7576208722123,3022.639907998288,0.6394965096977873,861.2339215864324,3187.901762385707,0.6552453889224452,173.9
64,15,39,5803.421875,5884.325,True,11,1.9401685397212206e-08,193.3,16.645448667162555,135.3413726055912,17.152896748768853,928.7234632326431,3203.6405420538313,0.6681613515597262,901.6369457972644,3377.3797755844757,0.6826174373121552,210.1
64,15,40,5884.325,5965.228125,True,10,1.977742597571908e-08,165.4,16.40406774581038,132.58661122663807,16.973094472319872,965.0786867274519,3433.5070908637485,0.7036852949863781,938.0010166147486,3551.6665687359177,0.7165195655699403,182.4
64,15,41,5965.228125,6046.131249999999,True,9,2.5765613206380328e-08,156.1,16.495095414683192,129.64186318438774,16.589372571388594,1013.7565526364369,3712.742426340044,0.73549875123681,975.5560226975746,3757.8371434301293,0.751682526857575,173.0
64,15,42,6046.13125,6127.034375,True,8,2.7934297944929067e-08,130.6,15.467170627772475,126.25351314625455,16.088977592062292,1056.16547440016,3904.973443141784,0.7685885426782814,1016.3528191292244,3976.6434158654647,0.7850963682408257,149.1
64,15,43,6127.034374999999,6207.937499999999,True,8,3.24919390947507e-08,135.1,14.886025261731106,122.88189170254694,15.415600107729688,1096.9921232687057,4229.446221313164,0.7930469944915641,1065.8861443980286,4203.216088585101,0.8184002139300234,152.2
64,15,44,6207.9375,6288.840625,True,10,3.1757649780856026e-08,173.3,14.93123022452636,119.54383360165721,15.449336079003118,1141.8632443034653,4421.452708389157,0.8185598710956782,1114.0448194046257,4418.45382277742,0.8476333690142848,191.0
64,15,45,6288.840625,6369.74375,True,9,2.230367007694018e-08,149.0,14.585297681918519,116.09038478232492,15.081721968215334,1183.157454794582,4603.289662099222,0.8554687454910836,1164.3995458503582,4705.089561750687,0.8764078239176589,168.1
64,15,46,6369.74375,6450.646874999999,True,14,2.0144790904845843e-08,223.8,13.150159411935647,112.44404905400529,13.723106715474387,1236.093928422747,4875.772399799143,0.8929759530969805,1202.0813376735618,4927.788754726442,0.90816081310649,241.3
64,15,47,6450.646875,6531.55,True,11,2.382549504401684e-08,175.0,12.774138938766555,108.73405478895393,13.230764988293231,1288.915390093564,5265.795224402309,0.9239878791977296,1258.4982792235166,5107.079468551304,0.9392379847401461,191.7
64,15,48,6531.55,6612.453125,True,11,1.932423580748338e-08,176.2,13.165606585687328,104.95431972128699,13.88423345542833,1346.987629322598,5568.402335845175,0.9531833990420041,1302.8906294179308,5368.502350685326,0.9661872692441273,193.5
64,15,49,6612.453125,6693.35625,True,12,1.7432075628516265e-08,183.6,15.138122969226231,101.06820292909902,15.858782668942695,1416.5704606020313,5792.663839988047,0.9791931267746357,1359.425552014443,5674.245955035705,0.9953392309507634,200.5
64,15,50,6693.35625,6774.259375,True,11,1.8609993766325527e-08,168.3,13.52680725335631,97.12101120010175,14.0541630221378,1464.3839951119446,6076.665765110551,1.0030926958718434,1451.5328959208773,5952.055180831207,1.0155990667299262,186.2
64,15,51,6774.259375,6855.162499999999,True,10,1.5778107358680888e-08,155.5,11.117996961147014,93.14057765511308,11.53177277717532,1516.1559347487241,6406.714748985815,1.0264068919523528,1518.7789486205077,6072.657200019454,1.0489716921306957,173.8
64,15,52,6855.1625,6936.065625,True,9,1.4221831499843144e-08,134.0,11.002807951946636,89.10914010755988,11.232247540164053,1591.9237593089974,6750.7992348214075,1.0503526493405024,1600.1051653668005,6350.662663604923,1.0831226058581334,152.8
64,15,53,6936.065625,7016.96875,True,10,1.219729998071764e-08,143.9,10.317141418454412,84.92909506382063,10.424642581824628,1646.8770343462893,7091.409252168578,1.0585831305751428,1671.6446702728263,6737.873555000855,1.104213230565629,160.4
64,15,54,7016.96875,7097.871875,True,19,9.549609989104295e-09,306.0,9.70912184979511,80.51180276302716,9.73050714674173,1697.5413877802623,7437.825754363077,1.091875496053718,1743.8600234825117,7069.6469459946,1.1261110409740773,322.6
64,15,55,7097.871875,7178.775,True,12,1.119342095908222e-08,180.9,9.738550807544044,75.68022993396539,10.34686936790763,1768.8015495597185,7790.964529252783,1.1187905654924668,1824.6797606941527,7378.335201694522,1.1493128338086605,198.2
64,15,56,7178.775,7259.678124999999,True,16,8.764844510167988e-09,258.8,9.53018561986596,70.72602774712777,10.016239844532038,1849.6170041566984,8148.522508068854,1.1234931506234753,1905.642244940367,7751.346725968174,1.1710858287228774,275.3
64,15,57,7259.678125,7340.58125,True,11,1.2195436928572123e-08,160.1,14.963007038858223,66.82997935473622,15.471689059268101,1927.5473766200548,8537.873192488458,1.1401184420164467,1997.0359911850437,8010.948842098573,1.187159109911736,176.4
64,15,58,7340.58125,7421.484375,True,11,1.0306590282831376e-08,166.6,13.779141755577484,62.72083802275574,14.365708890920814,2007.1417122989033,8884.834838485696,1.1549209358212853,2076.2794715133737,8362.160653831568,1.210012724605733,183.0
64,15,59,7421.484375,7502.3875,True,19,7.56326321223223e-09,314.2,12.098008625798684,58.97784174709386,12.759741277108105,2088.8135605192274,9260.420467676131,1.17543386535085,2153.439324396153,8730.058665082805,1.2174815599970552,333.0
64,15,60,7502.3875,7583.290625,True,23,8.714438686599762e-09,374.3,14.783091409384497,55.074912792576924,15.229808315780247,2164.601834925179,9613.769081305183,1.1802308641149784,2262.6358079639745,9102.898778945644,1.2200635094584202,391.2
64,15,61,7583.290625,7664.193749999999,True,15,8.098951295311695e-09,254.3,14.552589764775803,51.46994232552515,15.01639607749894,2256.5643907250887,9994.177457973981,1.1811595956335852,2341.318929458353,9476.774058153798,1.2429254206591522,273.4
64,15,62,7664.19375,7745.096875,True,13,8.35491722788839e-09,226.7,15.673966581957188,48.073902372095745,16.005750306590016,2349.1288783250184,10371.067657629892,1.1904342649598498,2451.003413730234,9853.074472305749,1.2511579078484796,246.5
64,15,63,7745.096875,7826.0,True,13,7.3663676299497286e-09,218.1,14.976941558359158,45.0886562161088,15.38524383136064,2434.4862474024467,10754.956015689568,1.1951366277394015,2538.849503556008,10283.350683282508,1.2587586071940646,237.8
64,16,0,2648.2,2729.1031249999996,True,31,4.020435873439755e-09,615.9,4.629988944177654,29.374089413046534,4.652963975502189,4.652963976980118,15.919596613286997,0.004695648447228945,4.6299889414207485,13.666065270763287,0.004831360316702102,633.5
64,16,1,2729.1031249999996,2810.0062499999995,True,27,3.4601742142356552e-09,540.6,6.223905627935622,33.778994739829926,6.281525328660109,10.758321633232981,28.944327527270257,0.008651219668384322,10.668487930028503,25.057170056410882,0.009124589772370809,559.2
64,16,2,2810.00625,2890.9093749999997,True,39,2.6559247479954563e-09,779.6,6.530646714150379,38.45212496219297,6.557872905339934,17.08153563894399,43.67309481993063,0.011979063417832253,17.095804023812278,36.643692297470665,0.012425972853362909,798.3
64,16,3,2890.9093749999997,2971.8124999999995,True,35,4.00964947136395e-09,681.5,7.769436316223732,43.63626520942887,7.887498939709303,25.141140858430333,59.892156024682066,0.016399844786435525,25.199416515473416,50.92084268167414,0.016906490690733397,698.4
64,16,4,2971.8125,3052.715625,True,35,5.82344075049328e-09,622.9,8.124094145784966,49.19795851419906,8.138651244053108,33.324567272472905,78.16515887698394,0.022156819971757766,33.419238508464844,69.54202399548356,0.0228198368973807,641.1
64,16,5,3052.715625,3133.6187499999996,True,19,7.770193407539018e-09,346.7,9.134753656216077,55.1244437393521,9.227095499639404,42.63821366902221,101.80990419639208,0.02964076292510942,42.80247969552864,89.21427060583656,0.02992032004355341,363.4
64,16,6,3133.6187499999996,3214.5218749999995,True,15,9.682545480946514e-09,267.1,10.117475119872488,61.65127594582387,10.177830523418585,53.01266241676217,130.93445428968806,0.03744736028885032,53.048779098872956,112.38261170591672,0.03708420848749262,286.7
64,16,7,3214.521875,3295.4249999999997,True,30,8.396534537201515e-09,572.8,10.999380641417034,68.55207837675437,11.149786298915387,63.964152207859115,162.5922860586342,0.044898643784735404,64.10574064575813,130.77114414419955,0.04482135262415081,589.8
64,16,8,3295.4249999999997,3376.3281249999995,True,16,8.602760213085558e-09,299.9,12.142295700051875,75.46364935279826,12.061362187111513,76.19978333721633,193.40815649811415,0.05172114601618982,76.25458902569449,158.72501285529245,0.05167079686715058,317.8
64,16,9,3376.328125,3457.23125,True,21,1.0482252732871786e-08,388.9,12.928703741579284,82.68256237715832,12.956608842443984,89.8440717571134,227.8122444897973,0.059867493787895895,89.13495537308691,191.33227179881237,0.058796365667040766,406.9
64,16,10,3457.23125,3538.1343749999996,True,20,1.0364603692517539e-08,402.4,12.931328269486286,89.82401499897108,12.887495819299488,103.18200566246105,265.40317977083043,0.06737252205808036,102.6254822359478,229.08990477695863,0.06685940541688133,419.2
64,16,11,3538.1343749999996,3619.0374999999995,True,22,1.2597982889139047e-08,462.9,13.386807209954554,97.41651994360723,13.370212699605588,117.53539622067422,305.63780984564005,0.07484160272571566,116.04952065728646,272.24539554941185,0.07396606486009469,479.9
64,16,12,3619.0375,3699.9406249999997,True,14,1.1686744760266692e-08,284.1,12.470408101634689,105.2075587753265,12.502961190392625,130.39153799871173,352.6693498988204,0.0811995926605219,128.7408571205617,320.85315884494736,0.08093134072567273,302.1
64,16,13,3699.940625,3780.84375,True,11,1.7830424284767505e-08,222.2,14.726917990891764,113.32830240185743,14.847915676710954,145.20048683721143,409.0014745755318,0.09008882881150065,144.5076253424169,373.9534986171598,0.089460385128989,241.2
64,16,14,3780.84375,3861.746875,True,13,1.716947314921311e-08,271.9,13.714365985741495,120.17776079895981,13.70415811307879,158.6252602921263,452.65422871107387,0.0975713230474684,157.9655068089263,435.08189805879465,0.09778060590523413,291.6
64,16,15,3861.746875,3942.6499999999996,True,10,2.160410813131644e-08,200.6,14.200001155771247,126.34102797054325,14.270054724931924,171.59211001585106,511.6386422213165,0.10511528406069448,172.78331839560047,497.3468940778135,0.10636725045890492,218.0
64,16,16,3942.6499999999996,4023.5531249999995,True,11,2.2883812779783962e-08,241.2,14.0453400436229,132.64758514288033,14.01006292621787,184.32184420302633,573.2708397520911,0.11292784332242109,185.23144071448172,575.0545918634346,0.11520289507930409,258.3
64,16,17,4023.553125,4104.45625,True,12,4.5298066452763285e-08,256.2,17.052726296306275,137.95667087596541,17.114102140013188,202.3140067697824,632.2279431399561,0.12264067611359245,201.5434611019433,658.7770871945775,0.12598235775164618,276.2
64,16,18,4104.45625,4185.359375,True,8,4.6378266283848654e-08,183.4,16.97957242343051,142.8288244856475,16.815624048660993,216.0907300555266,707.469156722648,0.1348936394320044,215.6734904461146,742.7802552414236,0.13849268711024937,203.6
64,16,19,4185.359375,4266.2625,True,10,3.2123860193306285e-08,228.9,16.736936638494626,146.8617287333771,16.626556139215154,233.53652161445382,793.3394836371688,0.14772490535186478,232.2885453947947,814.9390159076107,0.1489430449279402,248.2
64,16,20,4266.2625,4347.165625,True,7,5.0522631133418906e-08,161.6,17.35994599192736,150.10669891434958,17.320796948567363,251.09454077766634,870.7368406510311,0.15965730869543782,248.93963709887856,904.933054478474,0.16272349880072298,181.6
64,16,21,4347.165625,4428.068749999999,True,8,5.6062543881026755e-08,185.9,16.72690072039984,152.70683545775654,16.96568089338868,264.585458341184,934.7587644566436,0.17195544638300836,265.4336815302427,1003.5014988830902,0.17515944974906378,206.6
64,16,22,4428.06875,4508.971875,True,9,3.879808724151354e-08,207.8,16.848362227989355,154.62254312586765,16.82482583293421,281.9237626572999,1024.2194038978705,0.18386612370098476,281.3799534442296,1078.332103858724,0.18867019218398068,228.3
64,16,23,4508.971875,4589.875,True,9,4.288565586945336e-08,198.3,16.002190868846355,155.8107175017014,16.104744198656817,296.9086519039479,1121.8307720079254,0.19771533449791656,298.32972107449507,1182.5397748409268,0.19976890334826372,218.2
64,16,24,4589.875,4670.778125,True,9,4.737014024211334e-08,194.4,17.47470169854637,156.41602017091571,17.698408194121384,313.91763939547343,1195.5965959492185,0.21048179628756908,315.7530727400797,1280.7090329992548,0.2148216764375258,212.1
64,16,25,4670.778125,4751.68125,True,10,2.483880717083928e-08,210.2,17.53156866838168,156.79716914154085,17.93242475915946,333.14954185195234,1275.037491103208,0.22475178504922227,334.8265336304763,1372.4299931554085,0.23017782891561478,230.1
64,16,26,4751.68125,4832.584374999999,True,10,1.8711645976362357e-08,219.0,18.19166882841472,156.5088237709915,18.17472082416316,349.47529767729435,1374.8370229036452,0.23918550926004672,352.93059919824543,1476.736086323922,0.24406284090590022,238.9
64,16,27,4832.584375,4913.4875,True,13,2.0612486374836566e-08,271.8,18.339540632709372,155.66153433313445,18.553796710847337,371.3392920055725,1477.5835837671139,0.2551749934846595,372.3308052448502,1591.041271375693,0.2614438422350769,291.4
64,16,28,4913.487499999999,4994.390624999999,True,11,2.204530288696937e-08,218.3,16.858328262614464,155.02965526155776,17.37113752912478,389.7747800044158,1614.4011880186642,0.27305534900048944,395.23952626614545,1749.4107508673535,0.2821340519486536,236.6
64,16,29,4994.390625,5075.29375,True,11,2.4502295061455302e-08,213.7,18.049381515034213,154.14002870431887,17.78603861689021,406.8567441732114,1759.9696004788711,0.29237115943769876,412.5156703075419,1870.507834598357,0.3030461018376507,230.7
64,16,30,5075.29375,5156.196875,True,11,1.6893302219575793e-08,220.9,18.03502547748792,153.0182172739103,18.373837303045093,429.56944517734996,1895.518775425124,0.31375539876499214,434.85113528942065,1991.3460202237377,0.32435219015773675,239.8
64,16,31,5156.196875,5237.099999999999,True,15,2.700602262192451e-08,359.2,18.843134345431167,151.71050385887952,18.545003495603396,445.6918855780998,2030.9626394607392,0.3368731693631655,453.8651269591867,2134.3449541171103,0.3491436735750175,378.9
64,16,32,5237.1,5318.003125,True,9,2.543146691973238e-08,218.6,20.953733872161706,150.2182536826524,20.93633384573934,469.61135111186536,2145.8782210229692,0.35506064985271757,475.60982671826935,2276.306639552312,0.3672330387205942,239.9
64,16,33,5318.003124999999,5398.906249999999,True,10,2.9096052938143078e-08,204.6,17.976133442047626,148.56131829111519,17.792230972631273,494.68394023931415,2350.041601724308,0.3824327724085974,493.4328192382509,2384.3882316145273,0.39584057600659805,223.1
64,16,34,5398.90625,5479.809375,True,12,2.0823808440106712e-08,264.9,17.767957463178163,146.75506221789192,17.437561460383222,521.809256857864,2502.756700034393,0.4034479549990394,518.3120461891857,2546.398944779935,0.4250203267633229,284.7
64,16,35,5479.809375,5560.7125,True,11,2.3142369516503e-08,246.9,18.18610134368015,144.79780879449322,17.9404404249226,551.3241640149431,2642.828190101826,0.4334427399332874,542.7871408840588,2713.803338491867,0.4542400573631644,267.5
64,16,36,5560.7125,5641.615624999999,True,9,2.9588652861697327e-08,219.4,17.708375007460475,142.6940077435006,17.519058815977928,584.2609382044373,2790.1952891387614,0.4638576603934602,574.7678373784381,2903.16347632114,0.48524849116159813,241.1
64,16,37,5641.615625,5722.51875,True,8,3.3785293141009736e-08,186.7,17.95777874562532,140.31567993919225,17.928350983225982,624.2720356715381,2956.7744459474616,0.4984533681260516,602.5525933958846,3097.933538106634,0.5172325457431861,208.4
64,16,38,5722.518749999999,5803.421874999999,True,9,2.9081147814126152e-08,199.4,17.599428494635916,137.8008849664809,17.536825720412708,655.5731766973452,3165.1809393433946,0.5386777914324712,640.666816461561,3292.239724967317,0.5475159948092195,220.1
64,16,39,5803.421875,5884.325,True,14,1.8089456742512616e-08,318.5,17.100646584729873,135.34673045734814,16.95276309305882,690.3162324784948,3332.2162225067354,0.5764143886133888,668.8364868593482,3485.300918775493,0.5797507783652998,337.1
64,16,40,5884.325,5965.228125,True,11,2.218150666334864e-08,245.9,16.75665461445419,132.59195695664604,16.74393396589835,722.3665309422813,3495.278921470808,0.6190072207161029,703.8537637623818,3683.71760661751,0.6162813140965888,266.5
64,16,41,5965.228125,6046.131249999999,True,10,2.6434795324527772e-08,228.2,16.576940640661064,129.64738869752418,16.360798354298822,765.781147496682,3693.1385649505705,0.6597843754228561,744.6507298671996,3938.486098303961,0.6587853078519681,248.0
64,16,42,6046.13125,6127.034375,True,10,2.9613024276766245e-08,215.8,15.977260466172538,126.25888316139554,16.20590857827864,801.7037891413565,3924.349480468054,0.7024278154562497,785.9861045046416,4133.32511468012,0.7059419770709813,236.6
64,16,43,6127.034374999999,6207.937499999999,True,8,3.09855416870655e-08,158.2,15.888653569746225,122.89326459340177,15.886592136837407,839.1385219098879,4175.488977418467,0.7393217407692717,821.9975504641361,4342.985751878298,0.7437132399908328,176.2
64,16,44,6207.9375,6288.840625,True,9,3.212479014687522e-08,184.1,14.95987239400165,119.54864909952434,14.911451412444876,870.8548920425301,4436.869991804093,0.7728979103339695,867.4443995173817,4589.949229633542,0.7837274028902399,203.2
64,16,45,6288.840625,6369.74375,True,16,1.9864888156620816e-08,351.7,14.94025272330024,116.1013382077023,14.65263212386958,912.1593151814409,4684.642718359504,0.8100891461939597,911.834247179172,4853.562100856555,0.8235127641262191,370.1
64,16,46,6369.74375,6450.646874999999,True,10,2.2100300488143518e-08,218.2,14.39601971661375,112.4591616600128,14.248239252935946,944.5845355811571,4984.3320384570325,0.8504065588357951,946.5578960386836,5053.034018925525,0.8647971229201745,237.2
64,16,47,6450.646875,6531.55,True,10,2.782425262702491e-08,199.5,15.05619914659917,108.73684898419356,15.265699970427704,997.7386214750368,5309.910432258575,0.8930564291741577,1001.4886848704947,5163.760254554341,0.9043414170179509,219.1
64,16,48,6531.55,6612.453125,True,9,2.0639678667242718e-08,179.6,13.637961766942652,104.95668161988192,13.636958054959791,1055.0554831656882,5611.468743001278,0.9240983822456361,1057.3340848656726,5411.581860376655,0.9426363911810703,197.7
64,16,49,6612.453125,6693.35625,True,10,1.6610196733790824e-08,199.0,13.185671124176679,101.07012743634414,13.160800450179977,1136.3822121145404,5857.386342065449,0.9644293312967567,1127.5237162218943,5666.502425737423,0.9750157567484097,219.2
64,16,50,6693.35625,6774.259375,True,10,1.7120466394621715e-08,195.3,12.89279739356175,97.12011767889805,12.753304345665128,1201.7385280159942,6200.767538400602,1.0126003984664012,1199.7217480605684,5968.291999465711,1.0061782186452999,215.3
64,16,51,6774.259375,6855.162499999999,True,10,1.620063412165052e-08,203.7,12.312988129906444,93.13882092112635,12.445062412894004,1274.8738843410051,6536.663263209335,1.0471413630600002,1267.3598222243356,6278.140281974707,1.0419951121232451,221.8
64,16,52,6855.1625,6936.065625,True,10,1.410706152370177e-08,195.9,11.519776070166188,89.11772917798544,11.806225328484743,1339.9706431433742,6907.32053350884,1.0741498539439398,1342.2586127075817,6657.0897476852815,1.079159273235243,216.4
64,16,53,6936.065625,7016.96875,True,9,1.264648218584977e-08,174.1,11.033806241499633,84.93976892182076,11.030143822523542,1406.9555591289031,7259.296250343569,1.109141564150734,1421.6943386455512,6925.707064581469,1.1019601545442237,193.5
64,16,54,7016.96875,7097.871875,True,11,1.1554552213693242e-08,218.5,11.035018239596184,80.51540836311233,11.093531552546665,1486.7911111418834,7676.967434528192,1.1311049229019987,1504.032331347105,7260.427582941885,1.1287602564947,237.8
64,16,55,7097.871875,7178.775,True,13,1.1745887595493787e-08,267.1,11.896384636457924,75.68526600189784,12.262614008648143,1562.67532003028,8035.770859861464,1.1489772770060247,1586.7557970641997,7602.286341024815,1.1525577790690718,287.2
64,16,56,7178.775,7259.678124999999,True,14,9.628580225142851e-09,273.3,11.420692447074998,70.7304683712664,12.061442187473403,1649.0862490354061,8362.535697866875,1.172545479396561,1676.1820615216152,7952.232990277942,1.1673167602142405,293.5
64,16,57,7259.678125,7340.58125,True,13,1.0547569159619072e-08,250.4,15.784318800569963,66.83411818636387,16.62250528579534,1736.6666817668204,8754.371000675717,1.1919138821371993,1761.3830259289784,8277.349260533023,1.1804533853818633,269.0
