N,q,leg,z0,z1,converged,restarts,final_loss,wall_s,own_step_test_endpoint_med_um,own_step_test_straight_med_um,own_step_val_endpoint_med_um,chain_val_pos_med_um,chain_val_pos_p95_um,chain_val_slope_med_mrad,chain_test_pos_med_um,chain_test_pos_p95_um,chain_test_slope_med_mrad,leg_wall_s_this_run
1,11,0,2648.2,7826.0,True,67,2.548660578504107e-06,819.6,220.5174850818139,450541.20897180226,240.78378298668213,240.7837852163084,2324.6396214954057,0.10507671980448594,220.5174851213485,2041.4155097413193,0.10043655286734801,1770.0
1,12,0,2648.2,7826.0,True,52,6.0951943414082955e-06,618.7,280.86483848301214,450541.208971935,296.7343562690985,296.7343581129853,2517.057629263489,0.12824152616656287,280.86483867809875,2154.621386639156,0.12446622496038034,1577.9
1,13,0,2648.2,7826.0,True,63,3.341904742347768e-06,788.7,264.0531995183153,450541.20897541894,263.6009975538798,263.6009990145851,2557.479545114774,0.09675358504352208,264.0531962655146,2216.82398497801,0.09540117189983828,1656.6
1,14,0,2648.2,7826.0,True,65,3.2458351929367385e-06,1440.3,229.54104420863786,450541.20897375594,236.3427205019093,236.34272027061343,2357.226679262475,0.11012373437597166,229.54104462297664,2298.944813932729,0.10791289429871315,2579.5
1,15,0,2648.2,7826.0,True,63,3.35400967125772e-06,1381.9,232.77115090228762,450541.2089736719,225.8372283781398,225.8372275776992,2181.642355109607,0.10366355487839707,232.77115054623465,1947.885722904551,0.102807020689627,2478.4
1,16,0,2648.2,7826.0,True,71,3.34095316767652e-06,939.0,211.42911661090125,450541.208970816,216.58446101801587,216.5844592793178,2195.1300801786592,0.10628482745067558,211.42911627640615,1776.6594072051353,0.10566089706161991,1803.4
1,17,0,2648.2,7826.0,True,84,2.472457259678606e-06,1133.9,217.3116559282846,450541.20897237596,224.90054648699243,224.90054665672687,2028.0883647866924,0.09989482087279303,217.31165668467156,2015.3044273176138,0.10052163522063229,1995.7
1,18,0,2648.2,7826.0,True,61,4.351478833591414e-06,798.8,284.8557420455293,450541.2089721814,296.7656852189293,296.76568357308497,2415.490436977756,0.11320002824105613,284.85574199741137,2494.094432430036,0.11212704257155572,1634.7
1,19,0,2648.2,7826.0,True,47,4.24098280574159e-06,706.8,282.0865796301746,450541.20896842243,286.7665387409204,286.7665449515755,2352.960179185659,0.12452407362757711,282.0865837182396,2390.413116531096,0.11473173594372249,1570.8
1,20,0,2648.2,7826.0,True,58,4.8029736408113895e-06,775.7,265.95757647574914,450541.2089746169,257.4432683316559,257.44326833779496,2192.949403150441,0.1108351306139399,265.9575751051122,1995.110671722398,0.11001279622025947,1605.8
4,1,0,2648.2,3942.6499999999996,True,12,1.4661142245191895e-07,90.2,3963.22149435187,14767.829268416543,4037.388775813838,4037.388775649788,10744.947178299857,0.7096854966782418,3963.2214942064506,10440.741156016795,0.6747885797350992,308.3
4,1,1,3942.6499999999996,5237.099999999999,True,31,6.484609219555113e-07,233.0,2054.7016544001053,37942.3467734045,2062.1922002934525,4762.968603593645,14403.420724495507,1.2923461972557462,4842.548214927657,13997.147351352534,1.2821636639908043,453.9
4,1,2,5237.1,6531.55,True,19,5.786456259131738e-07,139.4,1372.301764990617,35668.9771272724,1364.1762731883773,5077.732441979208,16660.135013081832,1.905328176978499,5119.629411036982,15810.104023395495,1.9063782340906221,357.0
4,1,3,6531.55,7826.0,True,12,2.436418651464686e-07,90.7,2848.2701485766456,21856.92124259252,2908.0766495430908,4884.754444122336,16590.48952448276,1.6369095905784115,4857.67006911324,15710.21417335822,1.6769525937919068,311.7
4,2,0,2648.2,3942.6499999999996,True,12,1.660206408268483e-07,96.7,100.5209284793338,14767.82926869216,105.3243357393967,105.32433563327004,297.7994668300482,0.0720573218954178,100.52092837417348,298.73812012287937,0.06961400733651091,314.9
4,2,1,3942.6499999999996,5237.099999999999,True,31,5.899160606483854e-07,257.3,98.96358997603016,37944.47944718796,99.38139592101436,100.10132261739102,1387.8843818811554,0.06961676148342123,94.70995535448878,1118.2912044839998,0.06255861130650096,476.1
4,2,2,5237.1,6531.55,True,16,3.9179224271014355e-07,129.8,81.02825868719776,35655.32797301944,78.22884444203737,185.5422292473463,2329.344376124343,0.0716515984483801,183.0404213732919,1692.4714092773772,0.06964625532685995,346.5
4,2,3,6531.55,7826.0,True,12,2.597032921082722e-07,97.4,156.3144736078499,21839.94026574662,159.1634340674375,297.26027945184796,3885.955106622486,0.12033121496878713,289.50212391205184,3097.9326520933096,0.1272399691692773,316.6
4,3,0,2648.2,3942.6499999999996,True,12,1.2558067827688206e-07,99.7,27.97568067611067,14767.82926839904,28.37596833039413,28.37596841949619,171.00123829657704,0.025108888749750258,27.975680586774132,153.23511250036435,0.02410101049428459,317.8
4,3,1,3942.6499999999996,5237.099999999999,True,29,7.636650493159246e-07,252.3,59.09230393504572,37943.80276813943,59.662207858423244,83.5826564498916,749.0490185460113,0.04951079561450744,83.76281308720479,664.4505667826295,0.04776926387029326,469.8
4,3,2,5237.1,6531.55,True,14,5.394988510849644e-07,120.9,69.71095996911458,35654.69806097656,71.17803994105998,135.23871113039831,1468.011653435127,0.09064376707793032,131.22829188782958,1348.4820962653664,0.09179560558302685,336.0
4,3,3,6531.55,7826.0,True,12,2.192515660892083e-07,103.2,134.69883754029155,21840.289235625165,139.18693347838484,263.9488555530818,2572.1522548231983,0.1422113589293894,251.224713990581,2673.7270702849537,0.1413812604094261,322.1
4,4,0,2648.2,3942.6499999999996,True,16,1.3652634045179234e-07,138.5,27.744482723974784,14767.829268321235,29.77390863600249,29.7739083582087,193.6285358501322,0.02824101812903823,27.744482610589927,190.85610926740915,0.02827945204888528,358.1
4,4,1,3942.6499999999996,5237.099999999999,True,25,6.52146306918428e-07,225.7,63.823030310352635,37944.0799146568,62.92530514036798,83.25057512371359,663.8334301565862,0.04956127395279453,79.63691080995261,638.6110841175794,0.04901500624266905,445.2
4,4,2,5237.1,6531.55,True,15,5.748585908350821e-07,136.7,53.2405871751962,35654.73572548643,54.32112749463158,137.05276242048114,1481.665812400114,0.09505516141247727,130.64153274771508,1377.7223209172928,0.09227845425987397,353.0
4,4,3,6531.55,7826.0,True,13,2.2129837968927219e-07,117.7,138.24171004114305,21839.550106608072,147.85086598544694,270.25900049713414,2726.1633034961196,0.1438915827923215,242.66153738781782,2621.0850041007943,0.14843857656479664,337.3
4,5,0,2648.2,3942.6499999999996,True,16,1.2250861494174413e-07,124.0,34.457816360657034,14767.829268343256,35.57022350453565,35.570223160164005,207.04553945709517,0.02407890972683409,34.45781665249115,198.0282435960373,0.023759192267779755,330.5
4,5,1,3942.6499999999996,5237.099999999999,True,22,8.911332944123084e-07,182.0,54.736930428106234,37944.337327163375,56.27502640953708,68.82423657347658,515.0120166384332,0.04376849524422542,66.88884810392892,534.7521060052203,0.04346622647903413,385.2
4,5,2,5237.1,6531.55,True,13,5.240749743350279e-07,106.7,90.18913771421167,35658.24723588901,89.30485622863671,137.1270160292255,1126.8948707941715,0.0834189472495861,135.10528940987854,1229.46980396163,0.08420475188192916,313.8
4,5,3,6531.55,7826.0,True,13,2.0320021851975968e-07,106.3,126.48439755014351,21840.593811457795,132.3273506720284,216.1847562297794,2135.5688726039602,0.15362521641563986,211.98930568031216,2253.177426895313,0.1558930656564827,311.3
4,6,0,2648.2,3942.6499999999996,True,16,1.2622089362718442e-07,129.9,28.91711771393446,14767.829268410424,29.61643494441546,29.61643494444388,196.10347919036403,0.027590845849592704,28.91711749168202,179.4766123368476,0.0267475876116266,337.2
4,6,1,3942.6499999999996,5237.099999999999,True,18,7.683613951633478e-07,159.5,64.33024605116344,37943.74072648685,64.6359976034887,78.25963585474938,624.3285778416229,0.04943882876935757,76.9697969445815,622.2361237994737,0.046103868322197594,369.6
4,6,2,5237.1,6531.55,True,16,5.038593574317005e-07,140.5,75.0430860294955,35655.12818750227,75.11519092469143,127.81597003390743,1215.6626695924426,0.07902406102111917,119.42649089625235,1220.1972086828584,0.0817856057932359,349.7
4,6,3,6531.55,7826.0,True,13,2.059992097275552e-07,113.0,123.5939800093364,21840.419808953982,127.15550815187271,236.477296252815,2140.7983559941895,0.11955588659082195,217.08451441725174,2193.2955882871397,0.11841347421981396,323.5
4,7,0,2648.2,3942.6499999999996,True,13,1.3471958699462684e-07,128.6,33.80059088978982,14767.829268558835,33.53536552873493,33.535365524869576,213.67906579912412,0.02610654309677385,33.80059093957044,221.6486552058726,0.025179333898405626,337.8
4,7,1,3942.6499999999996,5237.099999999999,True,22,8.868429991984446e-07,209.4,63.36900646409305,37944.34227697662,63.49798574365195,79.71826313251995,602.1723403099866,0.04227614134060323,80.4491416640083,565.2140432767227,0.0423777533920186,420.0
4,7,2,5237.1,6531.55,True,21,3.748070009740844e-07,194.4,65.11610837089954,35666.993970633484,61.913297764277786,130.30002117096728,1269.402377024402,0.07674095187629182,133.13885551893634,1100.7047396531118,0.07756402524697337,405.9
4,7,3,6531.55,7826.0,True,15,1.9667153936311966e-07,141.3,138.94417079185928,21839.720754438204,138.52258203723977,243.600550986514,2245.4116599042877,0.13186339829837634,230.82317791222806,2092.107502601752,0.13714355877492146,355.2
4,8,0,2648.2,3942.6499999999996,True,12,1.3498434515307552e-07,116.3,38.949546212300845,14767.829268477464,39.31812168012527,39.318121512749826,201.58596540438788,0.028943475622628112,38.94954613562618,195.99832890932026,0.028796844054592916,325.4
4,8,1,3942.6499999999996,5237.099999999999,True,20,8.857837263586876e-07,194.8,68.29782642992654,37943.673071361685,70.28151729954857,73.61864252402484,625.4111594338037,0.043340496244870935,71.39502649460638,640.4090209523276,0.039749391591379496,406.3
4,8,2,5237.1,6531.55,True,19,4.0630665570089634e-07,182.6,72.61395389483027,35661.739163449165,77.27407277707243,127.64568786610653,1258.5187614725896,0.07216862706926896,118.6699891673264,1294.5799281073237,0.06797094209610999,393.2
4,8,3,6531.55,7826.0,True,14,1.8058526680765201e-07,138.3,139.5925526283861,21839.947993577982,142.68296431379213,265.2090962231597,2321.7322640308366,0.12255536561056601,237.3630615337987,2092.0649904078755,0.12897720099292603,350.9
4,9,0,2648.2,3942.6499999999996,True,13,1.4181019664385308e-07,129.6,36.590977670101665,14767.829268321677,39.07097480005817,39.07097504502399,215.08670893400665,0.027761659779373775,36.59097789649479,219.05050736945603,0.02756791465942897,335.3
4,9,1,3942.6499999999996,5237.099999999999,True,20,8.189814808540075e-07,202.7,52.43473549447941,37944.19693115266,53.24195591379066,77.74437680063073,571.8191121337545,0.04944906601106469,73.44672196295221,624.6885366225204,0.04842097894393847,412.1
4,9,2,5237.1,6531.55,True,14,4.777652228539244e-07,141.1,77.06585808870159,35661.85059888812,76.24861054137,141.4301239428255,1303.5928403498594,0.09823516171553193,138.79863184644137,1206.9792265780452,0.09847881471388917,350.8
4,9,3,6531.55,7826.0,True,13,1.9408919072186163e-07,131.0,117.78088130103015,21840.444102041925,121.96939377690796,252.57562556754465,2193.9049942583765,0.15427358445355144,241.6042285398703,2132.9403693743825,0.1584863363432859,341.2
4,10,0,2648.2,3942.6499999999996,True,17,1.32919143417417e-07,175.3,33.78180998617353,14767.829268300262,35.607746053443634,35.607746133592855,183.5501043172028,0.026086077450561407,33.78181034252492,187.77962688791666,0.025270883797419777,386.8
4,10,1,3942.6499999999996,5237.099999999999,True,22,9.688683574338594e-07,233.6,70.74778653901248,37944.468712373084,70.21931496998945,88.87045111471537,570.7405291711294,0.046313097709076156,87.912996675378,566.7963036365849,0.04416710658157984,448.4
4,10,2,5237.1,6531.55,True,16,4.6162004535893617e-07,169.6,52.71372065183711,35656.22375531038,51.453511478541714,140.89527922516254,1268.4981205056386,0.08490747617924746,141.15866988905879,1085.7750370844694,0.0856746268785894,384.4
4,10,3,6531.55,7826.0,True,12,2.2442726129230556e-07,123.0,122.64175521107745,21839.956378584433,126.70041618196137,259.07363523452887,2337.3782084766117,0.13432727972066683,254.57120741845074,2049.9942972071563,0.13606509205994766,340.5
4,11,0,2648.2,3942.6499999999996,True,14,1.1323773268598326e-07,153.2,35.06956430933883,14767.82926873826,35.96967991711608,35.96967976557153,203.9199008458609,0.021898498991639037,35.06956416482154,220.76889740987733,0.02107429428120991,359.1
4,11,1,3942.6499999999996,5237.099999999999,True,25,9.170192760467367e-07,268.0,54.731537677342956,37943.919722550636,54.42963595328365,74.25590650910863,630.133821143873,0.047053628463106234,74.83070387466296,603.8852782242033,0.04593900928479694,476.0
4,11,2,5237.1,6531.55,True,15,5.064751616878042e-07,162.5,71.88804297973661,35656.764752466814,72.94848853405256,143.9312118051248,1217.3676917440248,0.08523622397661745,144.36067888180304,1131.0833881907977,0.08485335494141932,371.6
4,11,3,6531.55,7826.0,True,15,1.9610683875519593e-07,154.7,104.65273439791645,21840.448993022706,106.25119401515803,266.5481756754957,2188.7990265937783,0.12925409673641974,254.77047885584625,2145.226452183151,0.13206696773997162,363.8
4,12,0,2648.2,3942.6499999999996,True,14,1.3491795424242248e-07,158.9,30.5210407031673,14767.829268294377,29.995953908411366,29.995953903409145,191.6063962168131,0.0311621889266811,30.52104053486282,215.22945951129398,0.030588430998332305,369.9
4,12,1,3942.6499999999996,5237.099999999999,True,29,1.0534950286120289e-06,323.4,67.42780312906405,37943.77596694547,69.22694259151285,98.3283059608766,704.383092369178,0.049492548097884725,97.67315579516023,649.4684922798457,0.04741801853244687,537.1
4,12,2,5237.1,6531.55,True,15,4.786794912308897e-07,168.2,111.57155281388498,35656.55754889443,108.73781471003952,167.21708513296107,1291.2657443820399,0.08656341877869358,157.64004911127927,1279.6830676941668,0.085619102351598,383.2
4,12,3,6531.55,7826.0,True,12,2.454122250034156e-07,135.5,141.56842550076476,21840.212986260114,139.7018400672323,308.9753931289039,2342.530597909554,0.1502268518958072,286.0549565458541,2307.8196062243596,0.14812465776927602,352.2
4,13,0,2648.2,3942.6499999999996,True,14,1.2922987382429458e-07,166.4,36.43401268919888,14767.829268299074,38.96672828622627,38.96672780096111,212.0252404911863,0.02679836457669671,36.434013087642825,214.5344743479087,0.026301837708287562,373.4
4,13,1,3942.6499999999996,5237.099999999999,True,26,1.0595817164525531e-06,301.6,56.48787853020565,37944.01472938458,57.48984788397138,77.54190483024104,691.7261842257983,0.04737627406067608,75.05547798551504,631.5125401952832,0.04520868565554333,509.7
4,13,2,5237.1,6531.55,True,14,5.252373574438835e-07,162.0,104.22304667888938,35658.68254865802,103.89105311435287,157.31887819893586,1205.2382879996505,0.10668618466454227,159.6945560083043,1218.399579047566,0.1043407451182081,372.8
4,13,3,6531.55,7826.0,True,14,1.94946271488904e-07,159.8,120.4556103905361,21840.776903586244,122.71136534570815,274.65313291793336,2239.016303734459,0.16405982870115743,253.9080920633694,2013.8235956863043,0.16789267053214652,370.2
4,14,0,2648.2,3942.6499999999996,True,18,1.3147638875730996e-07,218.2,36.191516054003614,14767.829268499923,37.00135198849852,37.00135194510912,202.01530805457665,0.02600994744954288,36.191516052369366,196.52864899760132,0.02557731258728997,429.3
4,14,1,3942.6499999999996,5237.099999999999,True,24,9.665877656229245e-07,289.4,70.67649549652799,37943.70809421973,70.31435180445555,86.77160836191433,658.6555772599289,0.04507327700953301,83.2355487815839,627.7853222453201,0.044967893390219366,502.9
4,14,2,5237.1,6531.55,True,15,5.047628775965253e-07,179.8,80.7148668441755,35658.38839376207,84.34117238397221,139.59494793209615,1219.9243033310036,0.08592889637093482,142.42960732216136,1118.510913269518,0.08515251707171684,394.2
4,14,3,6531.55,7826.0,True,14,1.9171172152615313e-07,166.5,85.59572605909693,21840.17018252186,88.07636116560502,235.95838952769554,1990.138582252825,0.14059031168023664,226.42498103463282,2087.217461631105,0.14457034636396887,381.1
4,15,0,2648.2,3942.6499999999996,True,26,1.6963563489763644e-07,319.5,33.79369490298245,14767.829268477712,34.305764290706975,34.305764136092876,236.9443727109168,0.03609595441170926,33.79369481550043,227.99820508721274,0.0349372434483167,525.5
4,15,1,3942.6499999999996,5237.099999999999,True,24,1.0355478283570552e-06,296.2,66.9706280393143,37943.74811812889,67.36925418209694,93.19232985593828,726.4750714705198,0.06580953617796315,88.47752573492329,632.0480255135296,0.06371681890703085,503.7
4,15,2,5237.1,6531.55,True,16,5.17842954229518e-07,198.7,104.89123163468506,35654.96334302057,101.4643169071654,205.4860265732259,1494.5105091423663,0.12608937988770053,198.43152549435672,1329.218433573633,0.12963770012746484,406.3
4,15,3,6531.55,7826.0,True,13,2.395522767123895e-07,159.9,119.08262693279426,21840.774382658085,121.93102700678082,321.8341330800456,2460.706875964361,0.18038491604627227,315.61098040376123,2278.990791512229,0.19532659341052472,363.5
4,16,0,2648.2,3942.6499999999996,True,19,1.479077568405493e-07,234.4,34.5128520615674,14767.829268078138,35.6602432160571,35.66024299345827,202.19128237644617,0.029102747561671888,34.51285160770112,200.54207936896162,0.027612420454191204,445.2
4,16,1,3942.6499999999996,5237.099999999999,True,27,9.867249223919753e-07,328.9,59.80916321180807,37943.73227343371,63.026953681145415,70.38720206753624,607.6250959999411,0.04803384486306065,69.9678277664968,585.6504299826055,0.04634198884207602,535.2
4,16,2,5237.1,6531.55,True,17,5.160292604150144e-07,211.1,78.5184458826862,35659.652326242765,77.64888594005015,132.05683863276363,1296.146715256732,0.09585595553461557,129.66215518155622,1199.6602503108288,0.09572263213148552,417.9
4,16,3,6531.55,7826.0,True,13,2.298089533417231e-07,158.3,129.43273929712973,21840.236706688047,132.47468185966227,243.38831382306125,2275.0393046282766,0.15153665779071845,242.6664628894173,2081.8008779078014,0.15417977818511439,365.0
4,17,0,2648.2,3942.6499999999996,True,13,1.947135665539195e-07,193.9,44.05754457162914,14767.82926833679,44.52242985706789,44.52242985740895,225.17751714051425,0.03693947223302324,44.057544229943346,233.42034962654668,0.035177327248097495,414.2
4,17,1,3942.6499999999996,5237.099999999999,True,28,9.584503564653914e-07,422.9,76.57677653462613,37943.82655763178,77.50588057473351,88.1282120847402,628.1000442682971,0.04974990546899316,88.27930647723292,586.127440943669,0.04983748968234031,641.3
4,17,2,5237.1,6531.55,True,18,4.965612302895589e-07,261.9,77.00805718924109,35657.91026102457,77.27625795439508,144.7980792188055,1309.0616106011066,0.08393763841486879,135.12360204181562,1151.4022093198848,0.08427104497534671,481.1
4,17,3,6531.55,7826.0,True,14,2.3587584008314255e-07,199.5,100.04959920485135,21840.07929343905,103.5668660647957,260.598796854822,2242.2311272563547,0.14276454500103397,241.9174444953569,2080.5562561021165,0.1496097477434767,417.1
4,18,0,2648.2,3942.6499999999996,True,21,1.8299992633558782e-07,274.7,54.316628074758455,14767.82926866649,54.12784132934689,54.12784128125736,270.89453133324326,0.03406423195118774,54.316628112133,259.2770009945309,0.033659827189803156,481.3
4,18,1,3942.6499999999996,5237.099999999999,True,33,9.397002045377682e-07,438.9,52.47013118709876,37943.59384878822,50.51072582463689,79.46549786972668,628.2028650016022,0.0512937668782007,74.89561837064684,554.167609445225,0.04980919524474707,646.2
4,18,2,5237.1,6531.55,True,17,5.263882734331884e-07,229.3,70.12717309019934,35662.5274766752,70.33312023924054,144.11122345399008,1283.6762817274343,0.09586075756563839,138.62680089361845,1179.2331522022355,0.09601576162368564,438.7
4,18,3,6531.55,7826.0,True,15,2.0865745719890362e-07,199.0,103.33618023940971,21840.105048543406,103.40459167980498,255.67815890940437,2303.6219448121205,0.14478631836434275,239.90488542068533,2142.3902335513512,0.15091336069324862,408.0
4,19,0,2648.2,3942.6499999999996,True,19,1.5252528956668242e-07,300.8,34.405858631402,14767.829268668209,34.79862952252688,34.79862941044587,212.55419031810075,0.031804521522196386,34.40585857101297,210.57799543152305,0.029519202452680908,519.8
4,19,1,3942.6499999999996,5237.099999999999,True,30,9.153364805944794e-07,483.2,69.72814018918427,37943.77225955088,69.35159746205954,92.10813962080522,622.9008427885896,0.04923740942722188,87.7054088350404,589.082148183377,0.04682451212688083,701.9
4,19,2,5237.1,6531.55,True,17,5.123562783669613e-07,258.8,69.0736106368064,35661.28535840932,71.33146831583304,141.3420877770193,1261.4974957523482,0.09497469592013863,127.633253801136,1174.891155642199,0.09832404840812159,473.8
4,19,3,6531.55,7826.0,True,15,2.133231575570162e-07,234.1,110.67745227376236,21840.47677656383,114.33722727616669,230.59078015648993,2364.4064421269486,0.1555942059426052,220.30528277787198,2134.345670333042,0.16454828373685393,450.3
4,20,0,2648.2,3942.6499999999996,True,14,1.5570608579638524e-07,221.0,37.309137283187965,14767.829268506588,37.81848070602223,37.81848063158577,220.00982168511877,0.033031185433129995,37.30913728919916,226.81495381275457,0.03346083025055008,440.9
4,20,1,3942.6499999999996,5237.099999999999,True,29,9.505462539237872e-07,456.8,69.16254661879917,37944.027668098555,68.07665917946792,97.21232686996473,619.0253457763156,0.054349543373646836,93.93674073174729,597.5608257843933,0.054708951069343606,675.0
4,20,2,5237.1,6531.55,True,18,4.998851119061193e-07,273.7,74.53545001632733,35663.60079966228,76.02246823850578,146.14486670103588,1296.482997967722,0.09306530748856567,144.31753441840556,1189.2926876226686,0.09303391360490805,489.3
4,20,3,6531.55,7826.0,True,16,1.9062866188720853e-07,252.1,117.35179402657536,21839.94812720709,120.67271779301336,264.1058908972127,2291.583061952434,0.14115408279262442,253.5118717323428,2204.6871491057814,0.15177133486034972,470.0
16,1,0,2648.2,2971.8125,True,10,1.9537840715662605e-08,110.8,44.27578615830363,542.9039041530536,46.56116664403953,46.56116659808163,136.15658617845264,0.03318683584608,44.2757860988614,134.5399095618696,0.0333888084030811,181.6
16,1,1,2971.8125,3295.425,True,17,4.3313546011451615e-08,197.4,67.11735253539075,886.3754170099228,69.41629891107937,105.09859228616847,295.98140522305124,0.05813173556351581,103.25697181819748,292.72470431058736,0.05761968205667564,271.1
16,1,2,3295.4249999999997,3619.0375,True,15,3.903927603116056e-08,168.7,87.16875315685613,1323.535193713127,93.39085267208702,181.85746451621299,489.32361230597144,0.0641385851877091,176.53480238181984,467.7283303378673,0.06474166709772222,240.1
16,1,3,3619.0375,3942.65,True,11,6.238908951465282e-08,119.9,81.32592202643707,1811.202101687545,84.836987163186,249.27179146705214,694.293362114173,0.05747042810359815,241.01501674034864,669.8556823635502,0.05787703010213304,194.8
16,1,4,3942.6499999999996,4266.2625,True,14,1.6702714493921782e-07,150.8,51.78919362960599,2202.9107050483817,55.08902087800038,307.8145006351747,833.1743960949578,0.062170427854890686,300.804849162529,797.7505490677634,0.06094133674411362,221.9
16,1,5,4266.2625,4589.875,True,10,2.6287621384223494e-07,103.8,36.01960425089601,2439.5696478202067,36.55662684181493,338.6663403216299,963.8706088428984,0.0904034475275664,332.3026112133682,941.0086910264739,0.0859260093552458,172.9
16,1,6,4589.875,4913.4875,True,8,1.0647129938878884e-07,88.1,35.65640482575816,2505.9953161675567,37.83785946006901,388.8825722636824,1067.2311771714303,0.11497489980886663,383.17026431001364,1065.0108035580568,0.11535889551207539,162.3
16,1,7,4913.487499999999,5237.099999999999,True,8,8.661497002710647e-08,87.6,32.55561692899178,2464.9558472894455,32.13474612610412,432.1740245578667,1187.3292694190181,0.13668437230784924,422.7327992319374,1223.9850991931767,0.1340199560355953,161.2
16,1,8,5237.1,5560.712500000001,True,8,1.2425261652526377e-07,85.9,39.737035982224,2376.5835596319957,38.57981753515105,474.43494998475444,1351.4061986457389,0.15867831691851464,458.7038670400432,1377.101441148156,0.15227186296439682,160.6
16,1,9,5560.7125,5884.325,True,9,2.590569331178178e-07,95.0,35.75905293067194,2244.564415639161,34.573488320972956,496.7178409936537,1550.511777545793,0.1747130966536503,470.6148981552687,1614.300587757731,0.17244193259551704,163.5
16,1,10,5884.325,6207.9375,True,8,1.3880213044107287e-07,86.1,73.47356588579679,2072.5694803681317,75.50802055015993,516.9396827125468,1751.3620830108096,0.19632441997017094,516.8072715650567,1788.9124414344917,0.19759926507068384,158.4
16,1,11,6207.9375,6531.55,True,8,1.2670376122590567e-07,84.7,65.9785379771165,1857.205863184447,65.7582028311765,533.6677165481092,2098.3132013148215,0.21028999703090467,534.0537673523897,2119.380553298129,0.22249382001835077,155.2
16,1,12,6531.55,6855.1625,True,8,7.050250369853913e-08,84.2,84.96295122920117,1617.5563905355261,88.83264981008665,580.6569855965762,2381.428678470944,0.23344413407017095,549.0270927576546,2513.051322470674,0.24763887093012543,156.6
16,1,13,6855.1625,7178.775000000001,True,8,8.998896287132344e-08,86.4,103.30531020643008,1359.7620369446872,106.88744488501811,655.5800634976094,2767.5497579973758,0.24303626812283152,623.6160534191129,2838.3671012679633,0.25111527156286734,156.1
16,1,14,7178.775,7502.3875,True,8,8.126651039916264e-08,86.9,135.48157373105596,1070.4236347068559,137.25036162293236,690.5226726520937,3304.12523514316,0.26380353036636883,683.4914055476667,3265.6478994186355,0.25989645040427195,165.2
16,1,15,7502.3875,7826.0,True,8,6.682390499656067e-08,80.1,116.74463012212755,825.6829324512864,116.57059940205272,761.90366342027,3761.4422982146034,0.2952542835417127,754.8048684806474,3895.518694339795,0.2714030847274784,153.3
16,2,0,2648.2,2971.8125,True,11,1.704329171182192e-08,124.3,15.160681307833102,542.9039041515545,15.288042099147248,15.288042123977164,48.11163560707996,0.01254004222838237,15.160681261903619,45.12767414790063,0.01205123957215802,197.6
