mode,seed,outer,loss,wall_s
physics,2,0,0.008600440016248755,86.5
physics,2,1,0.004396392677788796,116.4
physics,2,2,0.003473727394686996,125.7
physics,2,3,0.0029703488725060546,176.7
physics,2,4,0.0026128930728205576,176.6
physics,2,5,0.0022936664713384468,165.3
physics,2,6,0.0019984315251009186,171.9
physics,2,7,0.001753382507808959,186.4
physics,2,8,0.0015344228900458759,194.2
physics,2,9,0.0013550501873735778,190.6
physics,2,10,0.0011774883315807919,183.5
physics,2,11,0.0010200408560452172,172.1
physics,2,12,0.0008847475802887978,260.6
physics,2,13,0.0007756399378140608,168.1
physics,2,14,0.0006925873864549541,228.1
physics,2,15,0.0006317447541992026,161.1
physics,2,16,0.0005760902662149803,167.3
physics,2,17,0.0005211086911614702,160.9
physics,2,18,0.0004840959629243595,139.3
physics,2,19,0.0004570879662859477,113.2
physics,2,20,0.0004390015845256023,143.0
physics,2,21,0.00042355308321348164,160.0
physics,2,22,0.0004087799291937547,144.5
physics,2,23,0.0003963527545490449,63.3
physics,2,24,0.00038332100345856297,43.3
physics,2,25,0.00037142900696559384,65.6
physics,2,26,0.000362162496963049,57.9
physics,2,27,0.0003528846160608527,73.3
physics,2,28,0.00034343220013081975,104.4
physics,2,29,0.0003349448750480653,135.6
physics,2,30,0.00032568469513941166,121.3
physics,2,31,0.0003139722788702418,147.6
physics,2,32,0.0003040680992078693,110.7
physics,2,33,0.00029574199933230845,36.4
physics,2,34,0.0002885610596049945,28.6
physics,2,35,0.0002820283000590695,28.9
physics,2,36,0.0002764740112373303,30.3
physics,2,37,0.0002706031281097289,34.8
physics,2,38,0.0002654416810922473,32.0
physics,2,39,0.0002594244325707324,34.0
physics,2,40,0.0002540451547687548,101.1
physics,2,41,0.0002494707611613032,56.1
physics,2,42,0.0002453705592817514,34.0
physics,2,43,0.00024140470398441365,25.8
physics,2,44,0.000237911282700961,24.1
physics,2,45,0.00023419009534192417,22.5
physics,2,46,0.0002308944846605093,26.7
physics,2,47,0.0002279399955535107,13.6
physics,2,48,0.00022471143906249616,14.7
physics,2,49,0.00022146463785877198,12.1
physics,2,50,0.0002181841777093264,13.3
physics,2,51,0.00021512411277195182,14.3
physics,2,52,0.0002118040171192864,15.0
physics,2,53,0.0002087316050270917,12.8
physics,2,54,0.00020595394935667418,13.6
physics,2,55,0.00020287118456216257,14.8
physics,2,56,0.00020045694877151898,16.6
physics,2,57,0.00019826845117634504,14.7
physics,2,58,0.0001962725935226353,14.5
physics,2,59,0.00019452067184934282,16.1
physics,2,60,0.00019250669480479115,10.6
physics,2,61,0.0001907437873480154,9.6
physics,2,62,0.00018865271330738157,14.5
physics,2,63,0.00018680825083000364,14.9
physics,2,64,0.0001853196834393012,11.5
physics,2,65,0.0001847826310200838,34.9
physics,2,66,0.00018414316510578994,20.3
