tag,width,depth,q,mode,seed,column,direction,component,unit,exponent,n_checkpoints
w128_d2_q04_data_s0,128,2,4,data,0,0.1 mm,forward,x,um,2.0714,46
w128_d2_q04_data_s0,128,2,4,data,0,0.1 mm,forward,y,um,2.22432,46
w128_d2_q04_data_s0,128,2,4,data,0,0.1 mm,forward,tx,mrad,1.10998,46
w128_d2_q04_data_s0,128,2,4,data,0,0.1 mm,forward,ty,mrad,1.07729,46
w128_d2_q04_data_s0,128,2,4,data,0,0.1 mm,forward,max_xy,um,2.0714,46
w128_d2_q04_data_s0,128,2,4,data,0,0.1 mm,backward,x,um,1.98983,46
w128_d2_q04_data_s0,128,2,4,data,0,0.1 mm,backward,y,um,1.8174,46
w128_d2_q04_data_s0,128,2,4,data,0,0.1 mm,backward,tx,mrad,1.06635,46
w128_d2_q04_data_s0,128,2,4,data,0,0.1 mm,backward,ty,mrad,0.507568,46
w128_d2_q04_data_s0,128,2,4,data,0,0.1 mm,backward,max_xy,um,1.98674,46
w128_d2_q04_data_s0,128,2,4,data,0,1 mm,forward,x,um,2.12827,45
w128_d2_q04_data_s0,128,2,4,data,0,1 mm,forward,y,um,2.26525,45
w128_d2_q04_data_s0,128,2,4,data,0,1 mm,forward,tx,mrad,1.17605,45
w128_d2_q04_data_s0,128,2,4,data,0,1 mm,forward,ty,mrad,1.0969,45
w128_d2_q04_data_s0,128,2,4,data,0,1 mm,forward,max_xy,um,2.12827,45
w128_d2_q04_data_s0,128,2,4,data,0,1 mm,backward,x,um,1.93609,45
w128_d2_q04_data_s0,128,2,4,data,0,1 mm,backward,y,um,1.78273,45
w128_d2_q04_data_s0,128,2,4,data,0,1 mm,backward,tx,mrad,0.787441,45
w128_d2_q04_data_s0,128,2,4,data,0,1 mm,backward,ty,mrad,0.515582,45
w128_d2_q04_data_s0,128,2,4,data,0,1 mm,backward,max_xy,um,1.93087,45
w128_d2_q04_data_s0,128,2,4,data,0,10 mm,forward,x,um,2.12935,45
w128_d2_q04_data_s0,128,2,4,data,0,10 mm,forward,y,um,2.16525,45
w128_d2_q04_data_s0,128,2,4,data,0,10 mm,forward,tx,mrad,1.13786,45
w128_d2_q04_data_s0,128,2,4,data,0,10 mm,forward,ty,mrad,1.0067,45
w128_d2_q04_data_s0,128,2,4,data,0,10 mm,forward,max_xy,um,2.12112,45
w128_d2_q04_data_s0,128,2,4,data,0,10 mm,backward,x,um,1.98866,45
w128_d2_q04_data_s0,128,2,4,data,0,10 mm,backward,y,um,1.86709,45
w128_d2_q04_data_s0,128,2,4,data,0,10 mm,backward,tx,mrad,0.906214,45
w128_d2_q04_data_s0,128,2,4,data,0,10 mm,backward,ty,mrad,0.822117,45
w128_d2_q04_data_s0,128,2,4,data,0,10 mm,backward,max_xy,um,1.94582,45
w128_d2_q04_data_s0,128,2,4,data,0,100 mm,forward,x,um,2.0319,45
w128_d2_q04_data_s0,128,2,4,data,0,100 mm,forward,y,um,2.28301,45
w128_d2_q04_data_s0,128,2,4,data,0,100 mm,forward,tx,mrad,0.941064,45
w128_d2_q04_data_s0,128,2,4,data,0,100 mm,forward,ty,mrad,1.22554,45
w128_d2_q04_data_s0,128,2,4,data,0,100 mm,forward,max_xy,um,2.08347,45
w128_d2_q04_data_s0,128,2,4,data,0,100 mm,backward,x,um,1.92309,45
w128_d2_q04_data_s0,128,2,4,data,0,100 mm,backward,y,um,1.84166,45
w128_d2_q04_data_s0,128,2,4,data,0,100 mm,backward,tx,mrad,0.649837,45
w128_d2_q04_data_s0,128,2,4,data,0,100 mm,backward,ty,mrad,0.922548,45
w128_d2_q04_data_s0,128,2,4,data,0,100 mm,backward,max_xy,um,1.86184,45
w128_d2_q04_data_s0,128,2,4,data,0,1000 mm,forward,x,um,1.42455,50
w128_d2_q04_data_s0,128,2,4,data,0,1000 mm,forward,y,um,1.55784,50
w128_d2_q04_data_s0,128,2,4,data,0,1000 mm,forward,tx,mrad,0.7206,50
w128_d2_q04_data_s0,128,2,4,data,0,1000 mm,forward,ty,mrad,1.06206,50
w128_d2_q04_data_s0,128,2,4,data,0,1000 mm,forward,max_xy,um,1.54954,50
w128_d2_q04_data_s0,128,2,4,data,0,1000 mm,backward,x,um,1.58685,50
w128_d2_q04_data_s0,128,2,4,data,0,1000 mm,backward,y,um,1.65149,50
w128_d2_q04_data_s0,128,2,4,data,0,1000 mm,backward,tx,mrad,0.722395,50
w128_d2_q04_data_s0,128,2,4,data,0,1000 mm,backward,ty,mrad,0.498803,50
w128_d2_q04_data_s0,128,2,4,data,0,1000 mm,backward,max_xy,um,1.62037,50
w128_d2_q04_data_s1,128,2,4,data,1,0.1 mm,forward,x,um,2.26608,46
w128_d2_q04_data_s1,128,2,4,data,1,0.1 mm,forward,y,um,2.36047,46
w128_d2_q04_data_s1,128,2,4,data,1,0.1 mm,forward,tx,mrad,1.36663,46
w128_d2_q04_data_s1,128,2,4,data,1,0.1 mm,forward,ty,mrad,1.25049,46
w128_d2_q04_data_s1,128,2,4,data,1,0.1 mm,forward,max_xy,um,2.26608,46
w128_d2_q04_data_s1,128,2,4,data,1,0.1 mm,backward,x,um,1.71814,46
w128_d2_q04_data_s1,128,2,4,data,1,0.1 mm,backward,y,um,1.77084,46
w128_d2_q04_data_s1,128,2,4,data,1,0.1 mm,backward,tx,mrad,0.921416,46
w128_d2_q04_data_s1,128,2,4,data,1,0.1 mm,backward,ty,mrad,0.5722,46
w128_d2_q04_data_s1,128,2,4,data,1,0.1 mm,backward,max_xy,um,1.73556,46
w128_d2_q04_data_s1,128,2,4,data,1,1 mm,forward,x,um,2.00968,45
