tag,width,depth,q,mode,seed,column,direction,component,unit,exponent,n_checkpoints
w128_d8_q06_data_s1,128,8,6,data,1,1000 mm,forward,y,um,1.65673,50
w128_d8_q06_data_s1,128,8,6,data,1,1000 mm,forward,tx,mrad,0.277065,50
w128_d8_q06_data_s1,128,8,6,data,1,1000 mm,forward,ty,mrad,0.670005,50
w128_d8_q06_data_s1,128,8,6,data,1,1000 mm,forward,max_xy,um,1.63908,50
w128_d8_q06_data_s1,128,8,6,data,1,1000 mm,backward,x,um,2.14026,50
w128_d8_q06_data_s1,128,8,6,data,1,1000 mm,backward,y,um,1.55767,50
w128_d8_q06_data_s1,128,8,6,data,1,1000 mm,backward,tx,mrad,0.205024,50
w128_d8_q06_data_s1,128,8,6,data,1,1000 mm,backward,ty,mrad,0.0594408,50
w128_d8_q06_data_s1,128,8,6,data,1,1000 mm,backward,max_xy,um,2.14489,50
w128_d8_q06_data_s2,128,8,6,data,2,0.1 mm,forward,x,um,2.95497,46
w128_d8_q06_data_s2,128,8,6,data,2,0.1 mm,forward,y,um,2.18547,46
w128_d8_q06_data_s2,128,8,6,data,2,0.1 mm,forward,tx,mrad,2.03104,46
w128_d8_q06_data_s2,128,8,6,data,2,0.1 mm,forward,ty,mrad,1.01058,46
w128_d8_q06_data_s2,128,8,6,data,2,0.1 mm,forward,max_xy,um,2.9494,46
w128_d8_q06_data_s2,128,8,6,data,2,0.1 mm,backward,x,um,2.5989,46
w128_d8_q06_data_s2,128,8,6,data,2,0.1 mm,backward,y,um,1.72342,46
w128_d8_q06_data_s2,128,8,6,data,2,0.1 mm,backward,tx,mrad,1.39594,46
w128_d8_q06_data_s2,128,8,6,data,2,0.1 mm,backward,ty,mrad,0.286907,46
w128_d8_q06_data_s2,128,8,6,data,2,0.1 mm,backward,max_xy,um,2.43458,46
w128_d8_q06_data_s2,128,8,6,data,2,1 mm,forward,x,um,2.33385,45
w128_d8_q06_data_s2,128,8,6,data,2,1 mm,forward,y,um,2.02924,45
w128_d8_q06_data_s2,128,8,6,data,2,1 mm,forward,tx,mrad,1.44935,45
w128_d8_q06_data_s2,128,8,6,data,2,1 mm,forward,ty,mrad,0.749903,45
w128_d8_q06_data_s2,128,8,6,data,2,1 mm,forward,max_xy,um,2.27165,45
w128_d8_q06_data_s2,128,8,6,data,2,1 mm,backward,x,um,2.22395,45
w128_d8_q06_data_s2,128,8,6,data,2,1 mm,backward,y,um,1.56438,45
w128_d8_q06_data_s2,128,8,6,data,2,1 mm,backward,tx,mrad,1.17465,45
w128_d8_q06_data_s2,128,8,6,data,2,1 mm,backward,ty,mrad,0.127331,45
w128_d8_q06_data_s2,128,8,6,data,2,1 mm,backward,max_xy,um,2.05786,45
w128_d8_q06_data_s2,128,8,6,data,2,10 mm,forward,x,um,1.93533,45
w128_d8_q06_data_s2,128,8,6,data,2,10 mm,forward,y,um,2.0008,45
w128_d8_q06_data_s2,128,8,6,data,2,10 mm,forward,tx,mrad,0.8377,45
w128_d8_q06_data_s2,128,8,6,data,2,10 mm,forward,ty,mrad,0.755485,45
w128_d8_q06_data_s2,128,8,6,data,2,10 mm,forward,max_xy,um,1.9572,45
w128_d8_q06_data_s2,128,8,6,data,2,10 mm,backward,x,um,2.18451,45
w128_d8_q06_data_s2,128,8,6,data,2,10 mm,backward,y,um,1.60962,45
w128_d8_q06_data_s2,128,8,6,data,2,10 mm,backward,tx,mrad,1.06876,45
w128_d8_q06_data_s2,128,8,6,data,2,10 mm,backward,ty,mrad,0.133744,45
w128_d8_q06_data_s2,128,8,6,data,2,10 mm,backward,max_xy,um,2.06897,45
w128_d8_q06_data_s2,128,8,6,data,2,100 mm,forward,x,um,1.76292,45
w128_d8_q06_data_s2,128,8,6,data,2,100 mm,forward,y,um,2.00043,45
w128_d8_q06_data_s2,128,8,6,data,2,100 mm,forward,tx,mrad,0.601377,45
w128_d8_q06_data_s2,128,8,6,data,2,100 mm,forward,ty,mrad,0.662369,45
w128_d8_q06_data_s2,128,8,6,data,2,100 mm,forward,max_xy,um,1.8497,45
w128_d8_q06_data_s2,128,8,6,data,2,100 mm,backward,x,um,2.02467,45
w128_d8_q06_data_s2,128,8,6,data,2,100 mm,backward,y,um,1.6002,45
w128_d8_q06_data_s2,128,8,6,data,2,100 mm,backward,tx,mrad,1.05359,45
w128_d8_q06_data_s2,128,8,6,data,2,100 mm,backward,ty,mrad,0.150778,45
w128_d8_q06_data_s2,128,8,6,data,2,100 mm,backward,max_xy,um,2.0097,45
w128_d8_q06_data_s2,128,8,6,data,2,1000 mm,forward,x,um,1.76174,50
w128_d8_q06_data_s2,128,8,6,data,2,1000 mm,forward,y,um,1.60205,50
w128_d8_q06_data_s2,128,8,6,data,2,1000 mm,forward,tx,mrad,0.457854,50
w128_d8_q06_data_s2,128,8,6,data,2,1000 mm,forward,ty,mrad,0.516683,50
w128_d8_q06_data_s2,128,8,6,data,2,1000 mm,forward,max_xy,um,1.86138,50
w128_d8_q06_data_s2,128,8,6,data,2,1000 mm,backward,x,um,1.65567,50
w128_d8_q06_data_s2,128,8,6,data,2,1000 mm,backward,y,um,1.5695,50
w128_d8_q06_data_s2,128,8,6,data,2,1000 mm,backward,tx,mrad,0.220864,50
w128_d8_q06_data_s2,128,8,6,data,2,1000 mm,backward,ty,mrad,0.134689,50
w128_d8_q06_data_s2,128,8,6,data,2,1000 mm,backward,max_xy,um,1.72101,50
w128_d8_q06_physics_s0,128,8,6,physics,0,0.1 mm,forward,x,um,2.50984,46
w128_d8_q06_physics_s0,128,8,6,physics,0,0.1 mm,forward,y,um,2.34461,46
w128_d8_q06_physics_s0,128,8,6,physics,0,0.1 mm,forward,tx,mrad,1.36284,46
w128_d8_q06_physics_s0,128,8,6,physics,0,0.1 mm,forward,ty,mrad,1.26945,46
w128_d8_q06_physics_s0,128,8,6,physics,0,0.1 mm,forward,max_xy,um,2.50984,46
w128_d8_q06_physics_s0,128,8,6,physics,0,0.1 mm,backward,x,um,2.15734,46
w128_d8_q06_physics_s0,128,8,6,physics,0,0.1 mm,backward,y,um,1.92834,46
w128_d8_q06_physics_s0,128,8,6,physics,0,0.1 mm,backward,tx,mrad,1.0667,46
w128_d8_q06_physics_s0,128,8,6,physics,0,0.1 mm,backward,ty,mrad,1.08055,46
w128_d8_q06_physics_s0,128,8,6,physics,0,0.1 mm,backward,max_xy,um,2.13261,46
w128_d8_q06_physics_s0,128,8,6,physics,0,1 mm,forward,x,um,2.42628,45
w128_d8_q06_physics_s0,128,8,6,physics,0,1 mm,forward,y,um,2.30448,45
w128_d8_q06_physics_s0,128,8,6,physics,0,1 mm,forward,tx,mrad,1.2812,45
w128_d8_q06_physics_s0,128,8,6,physics,0,1 mm,forward,ty,mrad,1.19004,45
w128_d8_q06_physics_s0,128,8,6,physics,0,1 mm,forward,max_xy,um,2.42628,45
w128_d8_q06_physics_s0,128,8,6,physics,0,1 mm,backward,x,um,2.07311,45
w128_d8_q06_physics_s0,128,8,6,physics,0,1 mm,backward,y,um,1.93578,45
w128_d8_q06_physics_s0,128,8,6,physics,0,1 mm,backward,tx,mrad,1.02832,45
w128_d8_q06_physics_s0,128,8,6,physics,0,1 mm,backward,ty,mrad,1.04485,45
w128_d8_q06_physics_s0,128,8,6,physics,0,1 mm,backward,max_xy,um,2.05793,45
w128_d8_q06_physics_s0,128,8,6,physics,0,10 mm,forward,x,um,2.33202,45
w128_d8_q06_physics_s0,128,8,6,physics,0,10 mm,forward,y,um,2.30329,45
w128_d8_q06_physics_s0,128,8,6,physics,0,10 mm,forward,tx,mrad,1.25434,45
w128_d8_q06_physics_s0,128,8,6,physics,0,10 mm,forward,ty,mrad,1.22521,45
w128_d8_q06_physics_s0,128,8,6,physics,0,10 mm,forward,max_xy,um,2.33133,45
w128_d8_q06_physics_s0,128,8,6,physics,0,10 mm,backward,x,um,2.12238,45
w128_d8_q06_physics_s0,128,8,6,physics,0,10 mm,backward,y,um,1.93046,45
w128_d8_q06_physics_s0,128,8,6,physics,0,10 mm,backward,tx,mrad,1.10672,45
w128_d8_q06_physics_s0,128,8,6,physics,0,10 mm,backward,ty,mrad,0.977176,45
w128_d8_q06_physics_s0,128,8,6,physics,0,10 mm,backward,max_xy,um,2.09596,45
w128_d8_q06_physics_s0,128,8,6,physics,0,100 mm,forward,x,um,2.65628,45
w128_d8_q06_physics_s0,128,8,6,physics,0,100 mm,forward,y,um,2.13628,45
w128_d8_q06_physics_s0,128,8,6,physics,0,100 mm,forward,tx,mrad,1.2091,45
w128_d8_q06_physics_s0,128,8,6,physics,0,100 mm,forward,ty,mrad,1.16378,45
w128_d8_q06_physics_s0,128,8,6,physics,0,100 mm,forward,max_xy,um,2.52528,45
w128_d8_q06_physics_s0,128,8,6,physics,0,100 mm,backward,x,um,2.13311,45
w128_d8_q06_physics_s0,128,8,6,physics,0,100 mm,backward,y,um,2.24365,45
w128_d8_q06_physics_s0,128,8,6,physics,0,100 mm,backward,tx,mrad,1.03053,45
w128_d8_q06_physics_s0,128,8,6,physics,0,100 mm,backward,ty,mrad,1.3315,45
w128_d8_q06_physics_s0,128,8,6,physics,0,100 mm,backward,max_xy,um,2.1152,45
w128_d8_q06_physics_s0,128,8,6,physics,0,1000 mm,forward,x,um,1.5113,50
w128_d8_q06_physics_s0,128,8,6,physics,0,1000 mm,forward,y,um,1.90349,50
w128_d8_q06_physics_s0,128,8,6,physics,0,1000 mm,forward,tx,mrad,0.466832,50
w128_d8_q06_physics_s0,128,8,6,physics,0,1000 mm,forward,ty,mrad,0.778428,50
w128_d8_q06_physics_s0,128,8,6,physics,0,1000 mm,forward,max_xy,um,1.52919,50
w128_d8_q06_physics_s0,128,8,6,physics,0,1000 mm,backward,x,um,1.48273,50
w128_d8_q06_physics_s0,128,8,6,physics,0,1000 mm,backward,y,um,1.53127,50
w128_d8_q06_physics_s0,128,8,6,physics,0,1000 mm,backward,tx,mrad,0.570979,50
w128_d8_q06_physics_s0,128,8,6,physics,0,1000 mm,backward,ty,mrad,0.960234,50
w128_d8_q06_physics_s0,128,8,6,physics,0,1000 mm,backward,max_xy,um,1.60776,50
w128_d8_q06_physics_s1,128,8,6,physics,1,0.1 mm,forward,x,um,2.1279,46
w128_d8_q06_physics_s1,128,8,6,physics,1,0.1 mm,forward,y,um,2.50778,46
w128_d8_q06_physics_s1,128,8,6,physics,1,0.1 mm,forward,tx,mrad,0.978058,46
w128_d8_q06_physics_s1,128,8,6,physics,1,0.1 mm,forward,ty,mrad,1.2998,46
w128_d8_q06_physics_s1,128,8,6,physics,1,0.1 mm,forward,max_xy,um,2.1279,46
w128_d8_q06_physics_s1,128,8,6,physics,1,0.1 mm,backward,x,um,2.10976,46
w128_d8_q06_physics_s1,128,8,6,physics,1,0.1 mm,backward,y,um,2.19055,46
w128_d8_q06_physics_s1,128,8,6,physics,1,0.1 mm,backward,tx,mrad,0.908951,46
w128_d8_q06_physics_s1,128,8,6,physics,1,0.1 mm,backward,ty,mrad,1.39665,46
w128_d8_q06_physics_s1,128,8,6,physics,1,0.1 mm,backward,max_xy,um,2.098,46
w128_d8_q06_physics_s1,128,8,6,physics,1,1 mm,forward,x,um,2.12353,45
w128_d8_q06_physics_s1,128,8,6,physics,1,1 mm,forward,y,um,2.47834,45
w128_d8_q06_physics_s1,128,8,6,physics,1,1 mm,forward,tx,mrad,1.00306,45
w128_d8_q06_physics_s1,128,8,6,physics,1,1 mm,forward,ty,mrad,1.26034,45
w128_d8_q06_physics_s1,128,8,6,physics,1,1 mm,forward,max_xy,um,2.12353,45
w128_d8_q06_physics_s1,128,8,6,physics,1,1 mm,backward,x,um,2.17389,45
w128_d8_q06_physics_s1,128,8,6,physics,1,1 mm,backward,y,um,2.14296,45
w128_d8_q06_physics_s1,128,8,6,physics,1,1 mm,backward,tx,mrad,0.927704,45
w128_d8_q06_physics_s1,128,8,6,physics,1,1 mm,backward,ty,mrad,1.35302,45
w128_d8_q06_physics_s1,128,8,6,physics,1,1 mm,backward,max_xy,um,2.17174,45
w128_d8_q06_physics_s1,128,8,6,physics,1,10 mm,forward,x,um,2.12993,45
w128_d8_q06_physics_s1,128,8,6,physics,1,10 mm,forward,y,um,2.46033,45
w128_d8_q06_physics_s1,128,8,6,physics,1,10 mm,forward,tx,mrad,1.06525,45
w128_d8_q06_physics_s1,128,8,6,physics,1,10 mm,forward,ty,mrad,1.26285,45
w128_d8_q06_physics_s1,128,8,6,physics,1,10 mm,forward,max_xy,um,2.12993,45
w128_d8_q06_physics_s1,128,8,6,physics,1,10 mm,backward,x,um,2.15392,45
w128_d8_q06_physics_s1,128,8,6,physics,1,10 mm,backward,y,um,2.06365,45
w128_d8_q06_physics_s1,128,8,6,physics,1,10 mm,backward,tx,mrad,0.98668,45
w128_d8_q06_physics_s1,128,8,6,physics,1,10 mm,backward,ty,mrad,1.26294,45
w128_d8_q06_physics_s1,128,8,6,physics,1,10 mm,backward,max_xy,um,2.14994,45
w128_d8_q06_physics_s1,128,8,6,physics,1,100 mm,forward,x,um,1.93849,45
w128_d8_q06_physics_s1,128,8,6,physics,1,100 mm,forward,y,um,2.11419,45
w128_d8_q06_physics_s1,128,8,6,physics,1,100 mm,forward,tx,mrad,1.08757,45
w128_d8_q06_physics_s1,128,8,6,physics,1,100 mm,forward,ty,mrad,0.967714,45
w128_d8_q06_physics_s1,128,8,6,physics,1,100 mm,forward,max_xy,um,1.91169,45
w128_d8_q06_physics_s1,128,8,6,physics,1,100 mm,backward,x,um,1.81229,45
w128_d8_q06_physics_s1,128,8,6,physics,1,100 mm,backward,y,um,1.61272,45
w128_d8_q06_physics_s1,128,8,6,physics,1,100 mm,backward,tx,mrad,0.831557,45
w128_d8_q06_physics_s1,128,8,6,physics,1,100 mm,backward,ty,mrad,0.796178,45
w128_d8_q06_physics_s1,128,8,6,physics,1,100 mm,backward,max_xy,um,1.76245,45
w128_d8_q06_physics_s1,128,8,6,physics,1,1000 mm,forward,x,um,1.48626,50
w128_d8_q06_physics_s1,128,8,6,physics,1,1000 mm,forward,y,um,1.65117,50
w128_d8_q06_physics_s1,128,8,6,physics,1,1000 mm,forward,tx,mrad,0.311689,50
w128_d8_q06_physics_s1,128,8,6,physics,1,1000 mm,forward,ty,mrad,0.709756,50
w128_d8_q06_physics_s1,128,8,6,physics,1,1000 mm,forward,max_xy,um,1.49964,50
w128_d8_q06_physics_s1,128,8,6,physics,1,1000 mm,backward,x,um,1.48204,50
w128_d8_q06_physics_s1,128,8,6,physics,1,1000 mm,backward,y,um,1.50876,50
w128_d8_q06_physics_s1,128,8,6,physics,1,1000 mm,backward,tx,mrad,0.772889,50
w128_d8_q06_physics_s1,128,8,6,physics,1,1000 mm,backward,ty,mrad,0.839849,50
w128_d8_q06_physics_s1,128,8,6,physics,1,1000 mm,backward,max_xy,um,1.56113,50
w128_d8_q06_physics_s2,128,8,6,physics,2,0.1 mm,forward,x,um,2.24915,46
w128_d8_q06_physics_s2,128,8,6,physics,2,0.1 mm,forward,y,um,2.37078,46
w128_d8_q06_physics_s2,128,8,6,physics,2,0.1 mm,forward,tx,mrad,1.12573,46
w128_d8_q06_physics_s2,128,8,6,physics,2,0.1 mm,forward,ty,mrad,1.26219,46
w128_d8_q06_physics_s2,128,8,6,physics,2,0.1 mm,forward,max_xy,um,2.24783,46
w128_d8_q06_physics_s2,128,8,6,physics,2,0.1 mm,backward,x,um,1.80182,46
w128_d8_q06_physics_s2,128,8,6,physics,2,0.1 mm,backward,y,um,1.85549,46
w128_d8_q06_physics_s2,128,8,6,physics,2,0.1 mm,backward,tx,mrad,0.62893,46
w128_d8_q06_physics_s2,128,8,6,physics,2,0.1 mm,backward,ty,mrad,0.581249,46
w128_d8_q06_physics_s2,128,8,6,physics,2,0.1 mm,backward,max_xy,um,1.79827,46
w128_d8_q06_physics_s2,128,8,6,physics,2,1 mm,forward,x,um,2.30677,45
w128_d8_q06_physics_s2,128,8,6,physics,2,1 mm,forward,y,um,2.44105,45
w128_d8_q06_physics_s2,128,8,6,physics,2,1 mm,forward,tx,mrad,1.15585,45
w128_d8_q06_physics_s2,128,8,6,physics,2,1 mm,forward,ty,mrad,1.34011,45
w128_d8_q06_physics_s2,128,8,6,physics,2,1 mm,forward,max_xy,um,2.30562,45
w128_d8_q06_physics_s2,128,8,6,physics,2,1 mm,backward,x,um,1.8517,45
w128_d8_q06_physics_s2,128,8,6,physics,2,1 mm,backward,y,um,1.85101,45
w128_d8_q06_physics_s2,128,8,6,physics,2,1 mm,backward,tx,mrad,0.672851,45
w128_d8_q06_physics_s2,128,8,6,physics,2,1 mm,backward,ty,mrad,0.605895,45
w128_d8_q06_physics_s2,128,8,6,physics,2,1 mm,backward,max_xy,um,1.84355,45
w128_d8_q06_physics_s2,128,8,6,physics,2,10 mm,forward,x,um,2.35838,45
w128_d8_q06_physics_s2,128,8,6,physics,2,10 mm,forward,y,um,2.41613,45
w128_d8_q06_physics_s2,128,8,6,physics,2,10 mm,forward,tx,mrad,1.24637,45
w128_d8_q06_physics_s2,128,8,6,physics,2,10 mm,forward,ty,mrad,1.31255,45
w128_d8_q06_physics_s2,128,8,6,physics,2,10 mm,forward,max_xy,um,2.3562,45
w128_d8_q06_physics_s2,128,8,6,physics,2,10 mm,backward,x,um,1.87704,45
w128_d8_q06_physics_s2,128,8,6,physics,2,10 mm,backward,y,um,1.84879,45
w128_d8_q06_physics_s2,128,8,6,physics,2,10 mm,backward,tx,mrad,0.733046,45
w128_d8_q06_physics_s2,128,8,6,physics,2,10 mm,backward,ty,mrad,0.671589,45
w128_d8_q06_physics_s2,128,8,6,physics,2,10 mm,backward,max_xy,um,1.84582,45
w128_d8_q06_physics_s2,128,8,6,physics,2,100 mm,forward,x,um,2.01581,45
w128_d8_q06_physics_s2,128,8,6,physics,2,100 mm,forward,y,um,2.37587,45
w128_d8_q06_physics_s2,128,8,6,physics,2,100 mm,forward,tx,mrad,0.618127,45
w128_d8_q06_physics_s2,128,8,6,physics,2,100 mm,forward,ty,mrad,1.17978,45
w128_d8_q06_physics_s2,128,8,6,physics,2,100 mm,forward,max_xy,um,2.06983,45
w128_d8_q06_physics_s2,128,8,6,physics,2,100 mm,backward,x,um,1.9711,45
w128_d8_q06_physics_s2,128,8,6,physics,2,100 mm,backward,y,um,1.61943,45
w128_d8_q06_physics_s2,128,8,6,physics,2,100 mm,backward,tx,mrad,0.744007,45
w128_d8_q06_physics_s2,128,8,6,physics,2,100 mm,backward,ty,mrad,1.11364,45
w128_d8_q06_physics_s2,128,8,6,physics,2,100 mm,backward,max_xy,um,1.92996,45
w128_d8_q06_physics_s2,128,8,6,physics,2,1000 mm,forward,x,um,1.49416,50
w128_d8_q06_physics_s2,128,8,6,physics,2,1000 mm,forward,y,um,1.63599,50
w128_d8_q06_physics_s2,128,8,6,physics,2,1000 mm,forward,tx,mrad,0.385535,50
w128_d8_q06_physics_s2,128,8,6,physics,2,1000 mm,forward,ty,mrad,0.757207,50
w128_d8_q06_physics_s2,128,8,6,physics,2,1000 mm,forward,max_xy,um,1.61107,50
w128_d8_q06_physics_s2,128,8,6,physics,2,1000 mm,backward,x,um,1.5302,50
w128_d8_q06_physics_s2,128,8,6,physics,2,1000 mm,backward,y,um,1.44294,50
w128_d8_q06_physics_s2,128,8,6,physics,2,1000 mm,backward,tx,mrad,0.600608,50
w128_d8_q06_physics_s2,128,8,6,physics,2,1000 mm,backward,ty,mrad,0.769389,50
w128_d8_q06_physics_s2,128,8,6,physics,2,1000 mm,backward,max_xy,um,1.53373,50
w128_d8_q08_data_s0,128,8,8,data,0,0.1 mm,forward,x,um,3.55941,46
w128_d8_q08_data_s0,128,8,8,data,0,0.1 mm,forward,y,um,2.12921,46
w128_d8_q08_data_s0,128,8,8,data,0,0.1 mm,forward,tx,mrad,2.59831,46
w128_d8_q08_data_s0,128,8,8,data,0,0.1 mm,forward,ty,mrad,0.847808,46
w128_d8_q08_data_s0,128,8,8,data,0,0.1 mm,forward,max_xy,um,3.32062,46
w128_d8_q08_data_s0,128,8,8,data,0,0.1 mm,backward,x,um,2.4749,46
w128_d8_q08_data_s0,128,8,8,data,0,0.1 mm,backward,y,um,1.54037,46
w128_d8_q08_data_s0,128,8,8,data,0,0.1 mm,backward,tx,mrad,1.45685,46
w128_d8_q08_data_s0,128,8,8,data,0,0.1 mm,backward,ty,mrad,0.30898,46
w128_d8_q08_data_s0,128,8,8,data,0,0.1 mm,backward,max_xy,um,2.37088,46
w128_d8_q08_data_s0,128,8,8,data,0,1 mm,forward,x,um,2.0752,45
w128_d8_q08_data_s0,128,8,8,data,0,1 mm,forward,y,um,1.9,45
w128_d8_q08_data_s0,128,8,8,data,0,1 mm,forward,tx,mrad,1.05771,45
w128_d8_q08_data_s0,128,8,8,data,0,1 mm,forward,ty,mrad,0.605223,45
w128_d8_q08_data_s0,128,8,8,data,0,1 mm,forward,max_xy,um,1.99309,45
w128_d8_q08_data_s0,128,8,8,data,0,1 mm,backward,x,um,1.76178,45
w128_d8_q08_data_s0,128,8,8,data,0,1 mm,backward,y,um,1.59988,45
w128_d8_q08_data_s0,128,8,8,data,0,1 mm,backward,tx,mrad,0.746012,45
w128_d8_q08_data_s0,128,8,8,data,0,1 mm,backward,ty,mrad,0.165843,45
w128_d8_q08_data_s0,128,8,8,data,0,1 mm,backward,max_xy,um,1.74805,45
w128_d8_q08_data_s0,128,8,8,data,0,10 mm,forward,x,um,2.07435,45
w128_d8_q08_data_s0,128,8,8,data,0,10 mm,forward,y,um,2.13383,45
w128_d8_q08_data_s0,128,8,8,data,0,10 mm,forward,tx,mrad,0.960342,45
w128_d8_q08_data_s0,128,8,8,data,0,10 mm,forward,ty,mrad,0.936922,45
w128_d8_q08_data_s0,128,8,8,data,0,10 mm,forward,max_xy,um,2.1565,45
w128_d8_q08_data_s0,128,8,8,data,0,10 mm,backward,x,um,2.06711,45
w128_d8_q08_data_s0,128,8,8,data,0,10 mm,backward,y,um,1.64934,45
w128_d8_q08_data_s0,128,8,8,data,0,10 mm,backward,tx,mrad,1.02665,45
w128_d8_q08_data_s0,128,8,8,data,0,10 mm,backward,ty,mrad,0.213713,45
w128_d8_q08_data_s0,128,8,8,data,0,10 mm,backward,max_xy,um,1.87733,45
w128_d8_q08_data_s0,128,8,8,data,0,100 mm,forward,x,um,2.20418,45
w128_d8_q08_data_s0,128,8,8,data,0,100 mm,forward,y,um,2.10054,45
w128_d8_q08_data_s0,128,8,8,data,0,100 mm,forward,tx,mrad,1.26965,45
w128_d8_q08_data_s0,128,8,8,data,0,100 mm,forward,ty,mrad,0.867332,45
w128_d8_q08_data_s0,128,8,8,data,0,100 mm,forward,max_xy,um,2.10526,45
w128_d8_q08_data_s0,128,8,8,data,0,100 mm,backward,x,um,2.09059,45
w128_d8_q08_data_s0,128,8,8,data,0,100 mm,backward,y,um,1.66578,45
w128_d8_q08_data_s0,128,8,8,data,0,100 mm,backward,tx,mrad,0.9816,45
w128_d8_q08_data_s0,128,8,8,data,0,100 mm,backward,ty,mrad,0.195698,45
w128_d8_q08_data_s0,128,8,8,data,0,100 mm,backward,max_xy,um,1.97112,45
w128_d8_q08_data_s0,128,8,8,data,0,1000 mm,forward,x,um,2.47412,50
w128_d8_q08_data_s0,128,8,8,data,0,1000 mm,forward,y,um,1.88416,50
w128_d8_q08_data_s0,128,8,8,data,0,1000 mm,forward,tx,mrad,0.274781,50
w128_d8_q08_data_s0,128,8,8,data,0,1000 mm,forward,ty,mrad,0.439886,50
w128_d8_q08_data_s0,128,8,8,data,0,1000 mm,forward,max_xy,um,2.4429,50
w128_d8_q08_data_s0,128,8,8,data,0,1000 mm,backward,x,um,2.40262,50
w128_d8_q08_data_s0,128,8,8,data,0,1000 mm,backward,y,um,1.58145,50
w128_d8_q08_data_s0,128,8,8,data,0,1000 mm,backward,tx,mrad,-0.0748638,50
w128_d8_q08_data_s0,128,8,8,data,0,1000 mm,backward,ty,mrad,0.0137169,50
w128_d8_q08_data_s0,128,8,8,data,0,1000 mm,backward,max_xy,um,2.20942,50
w128_d8_q08_data_s1,128,8,8,data,1,0.1 mm,forward,x,um,2.34484,46
w128_d8_q08_data_s1,128,8,8,data,1,0.1 mm,forward,y,um,2.15734,46
w128_d8_q08_data_s1,128,8,8,data,1,0.1 mm,forward,tx,mrad,1.675,46
w128_d8_q08_data_s1,128,8,8,data,1,0.1 mm,forward,ty,mrad,0.909452,46
w128_d8_q08_data_s1,128,8,8,data,1,0.1 mm,forward,max_xy,um,2.33606,46
w128_d8_q08_data_s1,128,8,8,data,1,0.1 mm,backward,x,um,2.46336,46
w128_d8_q08_data_s1,128,8,8,data,1,0.1 mm,backward,y,um,1.7878,46
w128_d8_q08_data_s1,128,8,8,data,1,0.1 mm,backward,tx,mrad,1.56896,46
w128_d8_q08_data_s1,128,8,8,data,1,0.1 mm,backward,ty,mrad,0.391682,46
w128_d8_q08_data_s1,128,8,8,data,1,0.1 mm,backward,max_xy,um,2.26279,46
w128_d8_q08_data_s1,128,8,8,data,1,1 mm,forward,x,um,2.11169,45
w128_d8_q08_data_s1,128,8,8,data,1,1 mm,forward,y,um,2.03244,45
w128_d8_q08_data_s1,128,8,8,data,1,1 mm,forward,tx,mrad,0.91495,45
w128_d8_q08_data_s1,128,8,8,data,1,1 mm,forward,ty,mrad,0.728161,45
w128_d8_q08_data_s1,128,8,8,data,1,1 mm,forward,max_xy,um,2.08288,45
w128_d8_q08_data_s1,128,8,8,data,1,1 mm,backward,x,um,2.21877,45
w128_d8_q08_data_s1,128,8,8,data,1,1 mm,backward,y,um,1.64776,45
w128_d8_q08_data_s1,128,8,8,data,1,1 mm,backward,tx,mrad,1.235,45
w128_d8_q08_data_s1,128,8,8,data,1,1 mm,backward,ty,mrad,0.350699,45
w128_d8_q08_data_s1,128,8,8,data,1,1 mm,backward,max_xy,um,2.07293,45
w128_d8_q08_data_s1,128,8,8,data,1,10 mm,forward,x,um,2.0531,45
w128_d8_q08_data_s1,128,8,8,data,1,10 mm,forward,y,um,2.02369,45
w128_d8_q08_data_s1,128,8,8,data,1,10 mm,forward,tx,mrad,1.03423,45
w128_d8_q08_data_s1,128,8,8,data,1,10 mm,forward,ty,mrad,0.746677,45
w128_d8_q08_data_s1,128,8,8,data,1,10 mm,forward,max_xy,um,1.99684,45
w128_d8_q08_data_s1,128,8,8,data,1,10 mm,backward,x,um,2.33013,45
w128_d8_q08_data_s1,128,8,8,data,1,10 mm,backward,y,um,1.66858,45
w128_d8_q08_data_s1,128,8,8,data,1,10 mm,backward,tx,mrad,1.33125,45
w128_d8_q08_data_s1,128,8,8,data,1,10 mm,backward,ty,mrad,0.353956,45
w128_d8_q08_data_s1,128,8,8,data,1,10 mm,backward,max_xy,um,2.14498,45
w128_d8_q08_data_s1,128,8,8,data,1,100 mm,forward,x,um,2.16608,45
w128_d8_q08_data_s1,128,8,8,data,1,100 mm,forward,y,um,2.16232,45
w128_d8_q08_data_s1,128,8,8,data,1,100 mm,forward,tx,mrad,0.923389,45
w128_d8_q08_data_s1,128,8,8,data,1,100 mm,forward,ty,mrad,0.937419,45
w128_d8_q08_data_s1,128,8,8,data,1,100 mm,forward,max_xy,um,2.10144,45
w128_d8_q08_data_s1,128,8,8,data,1,100 mm,backward,x,um,1.85238,45
w128_d8_q08_data_s1,128,8,8,data,1,100 mm,backward,y,um,1.61194,45
w128_d8_q08_data_s1,128,8,8,data,1,100 mm,backward,tx,mrad,0.981832,45
w128_d8_q08_data_s1,128,8,8,data,1,100 mm,backward,ty,mrad,0.256926,45
w128_d8_q08_data_s1,128,8,8,data,1,100 mm,backward,max_xy,um,1.78207,45
w128_d8_q08_data_s1,128,8,8,data,1,1000 mm,forward,x,um,0.811834,50
