row,arm,0.05-0.2 mm,0.5-2 mm,5-20 mm,50-200 mm,500-2000 mm,full crossing
q=2,physics,2.66e-05 [2.37e-05-3.31e-05],0.00276 [0.00247-0.00345],0.29 [0.234-0.37],32.1 [15.3-48.8],472 [468-588],8.65e+03 [8.45e+03-9.19e+03]
q=2,twin,3.59e-06 [1.97e-06-3.65e-06],0.000337 [0.000288-0.000369],0.0311 [0.0287-0.0333],3.14 [2.97-3.55],986 [974-1.01e+03],7.79e+03 [7.31e+03-8.42e+03]
q=4,physics,9.28e-06 [8.06e-06-1.17e-05],0.000957 [0.000837-0.00119],0.0957 [0.0872-0.12],9.11 [7.7-21],437 [427-512],3.68e+03 [3.41e+03-3.75e+03]
q=4,twin,3.73e-06 [2.96e-06-3.82e-06],0.000327 [0.000239-0.000331],0.0302 [0.0279-0.042],3.21 [2.69-3.49],982 [960-995],8.77e+03 [8.06e+03-9.66e+03]
q=6,physics,1.26e-05 [9.22e-06-1.32e-05],0.00134 [0.000866-0.00136],0.138 [0.0978-0.156],20.3 [14.7-23.1],530 [490-554],1.41e+03 [1.2e+03-1.46e+03]
q=6,twin,3.28e-06 [2.59e-06-3.33e-06],0.000321 [0.000286-0.00035],0.0273 [0.0264-0.0368],3.33 [3.1-3.38],925 [860-1e+03],9.04e+03 [6.08e+03-9.82e+03]
q=8,physics,1.07e-05 [6.56e-06-1.18e-05],0.00111 [0.000704-0.00119],0.112 [0.0784-0.123],11.7 [10.7-12],600 [481-677],1.27e+03 [1.08e+03-1.3e+03]
q=8,twin,3.1e-06 [2.81e-06-3.13e-06],0.000321 [0.000318-0.00034],0.028 [0.0253-0.0299],3.31 [2.71-3.34],1.01e+03 [1e+03-1.02e+03],8.91e+03 [8.75e+03-1e+04]
q=10,physics,8.39e-06 [7.33e-06-3.27e-05],0.000912 [0.000749-0.00342],0.0893 [0.08-0.356],10.7 [8.42-20.3],544 [514-586],1.35e+03 [1.1e+03-1.37e+03]
q=10,twin,2.79e-06 [2.75e-06-3.09e-06],0.000284 [0.000283-0.000313],0.0295 [0.0283-0.0298],3.29 [3.23-3.63],1e+03 [1e+03-1.01e+03],8.79e+03 [8.55e+03-8.96e+03]
q=12,physics,4.63e-06 [3.84e-06-6.66e-06],0.000467 [0.000383-0.000675],0.0482 [0.0396-0.0721],6.68 [4.63-8.06],412 [363-567],1.47e+03 [1.03e+03-1.48e+03]
q=12,twin,2.59e-06 [2.13e-06-2.86e-06],0.000273 [0.000219-0.000274],0.0287 [0.0244-0.0299],3.2 [2.72-3.25],997 [993-1.01e+03],8.02e+03 [8e+03-8.66e+03]
q=14,physics,7.31e-06 [6.35e-06-7.89e-06],0.000736 [0.000659-0.000815],0.072 [0.0668-0.0844],8.46 [7.85-12.2],545 [535-554],1.25e+03 [1.19e+03-1.44e+03]
q=14,twin,3.18e-06 [2.67e-06-3.73e-06],0.00029 [0.000286-0.000345],0.0297 [0.0268-0.0336],3.21 [3.04-3.27],987 [967-1.02e+03],9.06e+03 [9.04e+03-1e+04]
q=16,physics,5.77e-06 [5.44e-06-1.1e-05],0.000625 [0.000521-0.00112],0.0609 [0.056-0.111],8.44 [7.03-9.66],626 [527-635],1.5e+03 [1.39e+03-1.53e+03]
q=16,twin,2.81e-06 [2.76e-06-3.51e-06],0.000289 [0.000237-0.000353],0.0288 [0.0284-0.0359],3.33 [3.15-3.91],989 [976-1e+03],9.26e+03 [7.26e+03-1.17e+04]
q=18,physics,1.09e-05 [4.36e-06-1.19e-05],0.00105 [0.000451-0.00123],0.116 [0.0461-0.129],11.9 [6.61-12.4],702 [571-769],1.3e+03 [1.24e+03-1.53e+03]
q=18,twin,2.57e-06 [1.68e-06-2.68e-06],0.000267 [0.000178-0.000277],0.0288 [0.0194-0.0292],3.1 [2.68-3.13],990 [969-999],9.32e+03 [8.37e+03-9.45e+03]
q=20,physics,7.48e-06 [7.18e-06-8.27e-06],0.000776 [0.000728-0.000794],0.0785 [0.0707-0.0872],9.47 [8.93-10.1],730 [696-827],1.58e+03 [1.52e+03-1.71e+03]
q=20,twin,3.18e-06 [2.72e-06-3.75e-06],0.000284 [0.000266-0.000306],0.0292 [0.0287-0.0302],3.31 [3.29-3.43],1e+03 [986-1.02e+03],8.87e+03 [8.34e+03-9e+03]
