row,arm,0.05-0.2 mm,0.5-2 mm,5-20 mm,50-200 mm,500-2000 mm,full crossing
q=2,physics,0.00231 [0.00226-0.00238],0.0223 [0.0214-0.0243],0.15 [0.145-0.163],0.114 [0.108-0.139],0.305 [0.285-0.309],3.85 [3.84-3.85]
q=2,twin,7.21e-05 [6.4e-05-9.11e-05],0.000205 [0.000189-0.000222],0.00258 [0.00222-0.0026],0.0304 [0.0274-0.0357],0.489 [0.392-0.784],0.802 [0.692-1.4]
q=4,physics,0.00241 [0.00233-0.00241],0.0243 [0.0241-0.0244],0.183 [0.168-0.193],0.16 [0.143-0.175],0.292 [0.287-0.319],1.46 [1.45-1.53]
q=4,twin,6.41e-05 [5.76e-05-0.000101],0.000198 [0.000196-0.000323],0.00238 [0.00214-0.00324],0.0294 [0.0275-0.0346],0.501 [0.461-0.98],0.938 [0.908-2.81]
q=6,physics,0.00238 [0.00232-0.00243],0.0241 [0.0228-0.0245],0.177 [0.176-0.19],0.148 [0.138-0.152],0.291 [0.274-0.301],0.195 [0.191-0.198]
q=6,twin,0.000118 [5.44e-05-0.000255],0.000366 [0.000183-0.000507],0.00328 [0.00166-0.00495],0.0365 [0.0246-0.0622],0.868 [0.41-0.898],2.01 [0.791-2.49]
q=8,physics,0.00242 [0.0023-0.00246],0.0231 [0.0226-0.0246],0.165 [0.159-0.169],0.134 [0.133-0.147],0.271 [0.251-0.285],0.162 [0.157-0.192]
q=8,twin,0.000111 [6.89e-05-0.000274],0.000288 [0.000273-0.000532],0.00281 [0.00258-0.0046],0.0366 [0.0261-0.0591],0.856 [0.659-1.03],1.63 [1.62-4.17]
q=10,physics,0.00232 [0.00232-0.00244],0.0235 [0.0234-0.0237],0.167 [0.164-0.18],0.146 [0.112-0.151],0.293 [0.292-0.297],0.157 [0.145-0.176]
q=10,twin,0.000117 [5.88e-05-0.00019],0.000383 [0.000273-0.000477],0.00271 [0.00255-0.00371],0.0377 [0.0336-0.039],0.949 [0.702-0.97],1.72 [1.59-2.34]
q=12,physics,0.00242 [0.00231-0.00248],0.0238 [0.023-0.0248],0.17 [0.166-0.178],0.137 [0.116-0.139],0.3 [0.294-0.327],0.19 [0.188-0.194]
q=12,twin,0.000178 [0.000104-0.00028],0.00042 [0.000395-0.000464],0.00433 [0.00339-0.00521],0.0415 [0.0403-0.0466],0.849 [0.791-1.07],2.31 [2.06-3.04]
q=14,physics,0.00249 [0.00242-0.00251],0.0239 [0.0239-0.0249],0.167 [0.162-0.175],0.145 [0.139-0.155],0.291 [0.282-0.333],0.206 [0.172-0.213]
q=14,twin,8.3e-05 [7.41e-05-0.000351],0.000338 [0.000269-0.000589],0.0033 [0.00244-0.00435],0.0351 [0.0286-0.0379],0.983 [0.741-1.01],2.17 [2-2.18]
q=16,physics,0.00242 [0.00242-0.00245],0.0247 [0.0242-0.0249],0.179 [0.174-0.179],0.144 [0.122-0.165],0.301 [0.3-0.315],0.182 [0.171-0.216]
q=16,twin,9.51e-05 [7.84e-05-0.000293],0.000304 [0.000213-0.000582],0.00334 [0.00225-0.0053],0.0367 [0.0272-0.05],0.801 [0.738-1.11],1.71 [1.32-3.22]
q=18,physics,0.00247 [0.00236-0.00249],0.0244 [0.0227-0.0246],0.176 [0.17-0.18],0.121 [0.103-0.2],0.305 [0.269-0.324],0.194 [0.192-0.214]
q=18,twin,0.000106 [6.68e-05-0.000173],0.000324 [0.000242-0.000385],0.00288 [0.00252-0.00398],0.0347 [0.0305-0.0362],1.11 [0.981-1.16],1.87 [1.39-1.9]
q=20,physics,0.00238 [0.00231-0.00251],0.0239 [0.0235-0.0255],0.175 [0.157-0.197],0.128 [0.121-0.153],0.29 [0.276-0.308],0.18 [0.174-0.224]
q=20,twin,0.000136 [0.00011-0.000149],0.000306 [0.00026-0.000374],0.00306 [0.00269-0.00359],0.0355 [0.031-0.0402],0.985 [0.974-1.21],2.2 [1.55-2.57]
