row,arm,0.1 mm,1 mm,10 mm,100 mm,1000 mm,full crossing
q=2,physics,6.21e+04 [4.71e+04-1.13e+05],5.93e+04 [4.4e+04-1.22e+05],4.46e+04 [3.24e+04-8.68e+04],1.32e+04 [9.52e+03-1.53e+04],3.44e+03 [2.71e+03-4.1e+03],1.08e+04 [4.35e+03-2.69e+04]
q=2,twin,2.1e+05 [1.44e+05-2.67e+05],1.5e+04 [9.98e+03-1.98e+04],6.48e+03 [5.5e+03-1.07e+04],5.78e+03 [4.68e+03-7.71e+03],8.58e+03 [6.95e+03-1.37e+04],5.96e+03 [4.78e+03-8.08e+03]
q=4,physics,8.48e+04 [6.57e+04-1.09e+05],8e+04 [6.79e+04-1.15e+05],5.63e+04 [5.09e+04-8.5e+04],9.09e+03 [6.99e+03-1e+04],3.4e+03 [2.79e+03-4.24e+03],3.11e+03 [2.4e+03-3.92e+03]
q=4,twin,2.34e+05 [1.1e+05-3.6e+05],1.32e+04 [4.67e+03-3.32e+04],9.71e+03 [2.11e+03-1.24e+04],6.8e+03 [2.41e+03-1.24e+04],8.81e+03 [2.6e+03-1.42e+04],7.07e+03 [2e+03-1.04e+04]
q=6,physics,1.08e+05 [7.27e+04-2.98e+05],1.09e+05 [6.39e+04-2.76e+05],8.1e+04 [4.82e+04-1.83e+05],1e+04 [6.43e+03-1.45e+04],3.26e+03 [2.78e+03-4.18e+03],2.03e+03 [1.6e+03-2.74e+03]
q=6,twin,1.65e+05 [1.47e+05-3.01e+05],1.47e+04 [6.65e+03-5.87e+04],5.56e+03 [2.58e+03-7.08e+03],4.71e+03 [2.92e+03-5.51e+03],1.01e+04 [3.6e+03-1.25e+04],5.28e+03 [2.32e+03-5.91e+03]
q=8,physics,1.36e+05 [7.01e+04-2.04e+05],1.41e+05 [6.65e+04-2.01e+05],9.25e+04 [5.09e+04-1.35e+05],1.1e+04 [8.32e+03-1.44e+04],3.23e+03 [2.51e+03-4.37e+03],2e+03 [1.62e+03-2.4e+03]
q=8,twin,1.85e+05 [9.22e+04-2.23e+05],1.26e+04 [4.36e+03-3.33e+04],6.65e+03 [2.36e+03-9.04e+03],7.52e+03 [2.87e+03-1.05e+04],7.62e+03 [2.83e+03-1.11e+04],7.25e+03 [2.73e+03-8.57e+03]
q=10,physics,1.5e+05 [7.61e+04-2.24e+05],1.51e+05 [7.7e+04-1.94e+05],9.82e+04 [5.95e+04-1.29e+05],9.93e+03 [8.55e+03-1.29e+04],3.27e+03 [2.85e+03-4.05e+03],2.01e+03 [1.59e+03-2.37e+03]
q=10,twin,2.13e+05 [1.43e+05-3.82e+05],1.6e+04 [8.8e+03-3.21e+04],5.92e+03 [4.82e+03-8.15e+03],5.88e+03 [4.79e+03-7.89e+03],1.16e+04 [7.69e+03-1.51e+04],5.27e+03 [4.94e+03-7.41e+03]
q=12,physics,1.55e+05 [1.09e+05-2.16e+05],1.55e+05 [1.05e+05-2.19e+05],1.13e+05 [7.93e+04-1.56e+05],1.09e+04 [7.06e+03-1.75e+04],3.27e+03 [2.47e+03-4.53e+03],2.01e+03 [1.75e+03-2.32e+03]
q=12,twin,2.78e+05 [1.04e+05-3.87e+05],2.04e+04 [1.3e+04-9.11e+04],7.25e+03 [2.2e+03-1.03e+04],6.52e+03 [2.46e+03-1.01e+04],8.65e+03 [2.8e+03-9.18e+03],5.95e+03 [2.26e+03-8.83e+03]
q=14,physics,1.43e+05 [1.05e+05-1.99e+05],1.4e+05 [1.04e+05-2.34e+05],1.05e+05 [8.08e+04-1.65e+05],1.24e+04 [1.13e+04-1.75e+04],3.43e+03 [2.51e+03-4.07e+03],1.97e+03 [1.69e+03-2.32e+03]
q=14,twin,1.72e+05 [8.37e+04-3.69e+05],1.53e+04 [1.02e+04-6.95e+04],6.01e+03 [4.56e+03-7.68e+03],6.07e+03 [4.18e+03-7.05e+03],1.06e+04 [9.23e+03-1.58e+04],5.87e+03 [4.86e+03-7.52e+03]
q=16,physics,1.19e+05 [1.02e+05-1.69e+05],1.13e+05 [9.89e+04-1.72e+05],8.61e+04 [7.68e+04-1.27e+05],9.96e+03 [8.77e+03-1.68e+04],3.31e+03 [2.75e+03-4.36e+03],2.01e+03 [1.74e+03-2.32e+03]
q=16,twin,1.77e+05 [1.23e+05-3.4e+05],2.05e+04 [6.95e+03-4e+04],8.78e+03 [4.42e+03-1.32e+04],7.22e+03 [4.28e+03-1.27e+04],8.05e+03 [5.85e+03-1.55e+04],7.59e+03 [4.33e+03-8.95e+03]
q=18,physics,1.48e+05 [1.17e+05-2.26e+05],1.44e+05 [1.14e+05-2.13e+05],1.01e+05 [8.19e+04-1.44e+05],1.22e+04 [1.06e+04-1.59e+04],2.99e+03 [2.59e+03-4.15e+03],1.91e+03 [1.58e+03-2.31e+03]
q=18,twin,1.59e+05 [9.07e+04-3.53e+05],2.6e+04 [8.71e+03-1.02e+05],5e+03 [2.57e+03-6.68e+03],5.28e+03 [2.97e+03-6.55e+03],1.04e+04 [3.15e+03-1.3e+04],4.97e+03 [2.79e+03-6.92e+03]
q=20,physics,1.3e+05 [9.4e+04-1.63e+05],1.25e+05 [8.91e+04-1.58e+05],9.43e+04 [6.89e+04-1.15e+05],1.09e+04 [9.85e+03-1.37e+04],3.21e+03 [2.64e+03-3.53e+03],1.97e+03 [1.63e+03-2.27e+03]
q=20,twin,1.78e+05 [9.63e+04-3.11e+05],2.1e+04 [1.3e+04-2.89e+04],9.13e+03 [5.16e+03-1.35e+04],6.75e+03 [5.28e+03-8.43e+03],9.78e+03 [8.41e+03-1.09e+04],8.33e+03 [4.32e+03-9.22e+03]
single step (grid C4) q=2,"physics, single step",,,,,,9.68e+03 [9.55e+03-9.93e+03]
single step (grid C4) q=2,"twin, single step",,,,,,4.98e+03 [4.44e+03-6.33e+03]
single step (grid C4) q=4,"physics, single step",,,,,,3.53e+03 [3.51e+03-3.57e+03]
single step (grid C4) q=4,"twin, single step",,,,,,5.78e+03 [1.06e+03-7.34e+03]
single step (grid C4) q=6,"physics, single step",,,,,,769 [709-770]
single step (grid C4) q=6,"twin, single step",,,,,,4.48e+03 [1.64e+03-4.69e+03]
single step (grid C4) q=8,"physics, single step",,,,,,660 [632-669]
single step (grid C4) q=8,"twin, single step",,,,,,6.39e+03 [2.09e+03-6.47e+03]
single step (grid C4) q=10,"physics, single step",,,,,,747 [705-759]
single step (grid C4) q=10,"twin, single step",,,,,,5.22e+03 [4.36e+03-5.35e+03]
single step (grid C4) q=12,"physics, single step",,,,,,645 [602-738]
single step (grid C4) q=12,"twin, single step",,,,,,5.29e+03 [1.16e+03-6.89e+03]
single step (grid C4) q=14,"physics, single step",,,,,,621 [591-698]
single step (grid C4) q=14,"twin, single step",,,,,,5.11e+03 [4.2e+03-5.45e+03]
single step (grid C4) q=16,"physics, single step",,,,,,670 [625-736]
single step (grid C4) q=16,"twin, single step",,,,,,5.96e+03 [4.02e+03-8.1e+03]
single step (grid C4) q=18,"physics, single step",,,,,,593 [582-659]
single step (grid C4) q=18,"twin, single step",,,,,,4.11e+03 [2.26e+03-5.58e+03]
single step (grid C4) q=20,"physics, single step",,,,,,656 [647-684]
single step (grid C4) q=20,"twin, single step",,,,,,6.88e+03 [3.67e+03-6.89e+03]
straight line,straight line,4.895e+05,4.797e+05,4.797e+05,4.797e+05,4.797e+05,4.797e+05
reference floor,reference floor,,,,,,
