row,arm,0.05-0.2 mm,0.5-2 mm,5-20 mm,50-200 mm,500-2000 mm,full crossing
q=2,physics,4.95e-05 [4.36e-05-5.14e-05],0.000487 [0.000452-0.000523],0.00475 [0.00459-0.00511],0.0316 [0.0297-0.0327],0.104 [0.0985-0.109],0.149 [0.147-0.152]
q=2,twin,2.64e-05 [1.58e-05-2.8e-05],0.00017 [0.000158-0.000198],0.00181 [0.00135-0.00185],0.0153 [0.0152-0.0194],0.148 [0.134-0.209],0.544 [0.487-0.603]
q=4,physics,4.79e-05 [3.96e-05-6.03e-05],0.000481 [0.000366-0.000647],0.00452 [0.00412-0.00614],0.0276 [0.0247-0.0331],0.101 [0.0947-0.106],0.0782 [0.0706-0.0921]
q=4,twin,1.62e-05 [1.45e-05-1.93e-05],0.000157 [8.88e-05-0.000163],0.00158 [0.000892-0.00174],0.0155 [0.0117-0.0163],0.154 [0.125-0.155],0.541 [0.389-0.579]
q=6,physics,4.11e-05 [4.03e-05-5.55e-05],0.000415 [0.000412-0.000545],0.00423 [0.00404-0.00489],0.0271 [0.0225-0.0331],0.107 [0.105-0.111],0.0624 [0.0606-0.0704]
q=6,twin,2.09e-05 [1.67e-05-2.15e-05],0.000152 [0.000142-0.00016],0.00154 [0.00129-0.00175],0.0142 [0.0132-0.0143],0.138 [0.12-0.141],0.541 [0.47-0.563]
q=8,physics,6.53e-05 [3.49e-05-7.52e-05],0.000672 [0.000353-0.000779],0.00632 [0.00352-0.00759],0.028 [0.0253-0.0347],0.109 [0.104-0.117],0.0674 [0.0615-0.0723]
q=8,twin,1.82e-05 [1.53e-05-1.97e-05],0.000133 [0.000126-0.000166],0.00143 [0.00123-0.00164],0.0145 [0.0129-0.016],0.119 [0.11-0.125],0.512 [0.499-0.525]
q=10,physics,4.11e-05 [2.81e-05-0.000102],0.000398 [0.000276-0.00103],0.00434 [0.00285-0.00998],0.0242 [0.0235-0.0255],0.102 [0.0901-0.108],0.0615 [0.0614-0.0635]
q=10,twin,2.16e-05 [1.75e-05-2.37e-05],0.000154 [0.00015-0.000209],0.00134 [0.00131-0.00159],0.0145 [0.0138-0.0158],0.125 [0.106-0.143],0.569 [0.533-0.621]
q=12,physics,3.04e-05 [2.85e-05-4.08e-05],0.000328 [0.000289-0.00043],0.00312 [0.00289-0.0042],0.0249 [0.0245-0.0288],0.097 [0.0908-0.108],0.0573 [0.0543-0.0583]
q=12,twin,2.22e-05 [1.93e-05-2.4e-05],0.000179 [0.000177-0.00018],0.00157 [0.0014-0.00172],0.0144 [0.0127-0.0165],0.127 [0.119-0.147],0.708 [0.685-0.803]
q=14,physics,4.33e-05 [4.14e-05-6.06e-05],0.000428 [0.000403-0.000656],0.00487 [0.00433-0.00603],0.0264 [0.0251-0.028],0.0884 [0.0884-0.102],0.0585 [0.0557-0.0605]
q=14,twin,2.4e-05 [1.82e-05-2.56e-05],0.000163 [0.000161-0.000179],0.00154 [0.00143-0.00204],0.0149 [0.0142-0.0179],0.143 [0.137-0.182],0.709 [0.635-0.75]
q=16,physics,2.63e-05 [2.24e-05-3.24e-05],0.000282 [0.000241-0.000339],0.0028 [0.0024-0.00328],0.0231 [0.021-0.0261],0.0907 [0.09-0.0964],0.0606 [0.0606-0.0628]
q=16,twin,2.63e-05 [1.98e-05-3.67e-05],0.00017 [0.000152-0.000181],0.0015 [0.00143-0.00177],0.0141 [0.0138-0.0186],0.122 [0.118-0.183],0.5 [0.449-0.648]
q=18,physics,5.21e-05 [3.81e-05-6.68e-05],0.000502 [0.000384-0.000674],0.00483 [0.00369-0.00578],0.0233 [0.0201-0.0267],0.0958 [0.0926-0.106],0.0567 [0.0548-0.0612]
q=18,twin,2.08e-05 [1.76e-05-3.21e-05],0.000161 [0.000147-0.00027],0.00186 [0.00139-0.00226],0.016 [0.014-0.0173],0.136 [0.13-0.17],0.703 [0.585-0.816]
q=20,physics,4.21e-05 [2.58e-05-5.72e-05],0.000433 [0.000283-0.000565],0.00413 [0.00266-0.00546],0.023 [0.0208-0.0292],0.0905 [0.0831-0.104],0.0623 [0.0564-0.0632]
q=20,twin,1.88e-05 [1.87e-05-2.12e-05],0.000176 [0.00017-0.000177],0.00152 [0.00146-0.00218],0.0158 [0.0156-0.0175],0.118 [0.111-0.141],0.516 [0.503-0.596]
