row,arm,0.05-0.2 mm,0.5-2 mm,5-20 mm,50-200 mm,500-2000 mm,full crossing
q=2,physics,0.00202 [0.00189-0.00204],0.0195 [0.0188-0.0201],0.109 [0.106-0.117],0.0938 [0.0853-0.0974],0.26 [0.207-0.28],3.82 [3.81-3.84]
q=2,twin,0.000245 [0.000213-0.000342],0.000445 [0.000328-0.000641],0.00366 [0.00266-0.00548],0.0458 [0.0308-0.0515],0.906 [0.797-0.923],1.61 [1.15-1.64]
q=4,physics,0.00203 [0.00198-0.00213],0.0192 [0.0189-0.0212],0.114 [0.111-0.125],0.1 [0.0968-0.121],0.248 [0.239-0.256],1.45 [1.45-1.47]
q=4,twin,0.000188 [2.52e-05-0.000644],0.000363 [0.000107-0.000581],0.00372 [0.0011-0.00568],0.0499 [0.0167-0.0527],0.745 [0.228-1.04],1.33 [0.412-1.37]
q=6,physics,0.00207 [0.002-0.00211],0.0214 [0.0194-0.0216],0.129 [0.124-0.145],0.113 [0.095-0.118],0.265 [0.263-0.28],0.159 [0.158-0.167]
q=6,twin,0.000513 [0.00011-0.000663],0.000712 [0.000357-0.00102],0.00441 [0.00405-0.00533],0.0446 [0.0416-0.0551],1.02 [0.836-1.17],1.49 [1.32-2.36]
q=8,physics,0.00202 [0.00192-0.00212],0.0198 [0.018-0.0213],0.118 [0.117-0.154],0.0966 [0.0887-0.0973],0.233 [0.232-0.275],0.156 [0.141-0.187]
q=8,twin,0.000297 [0.000187-0.000337],0.000415 [0.000339-0.000881],0.00477 [0.00372-0.006],0.0408 [0.038-0.0505],1.06 [0.826-1.12],1.96 [1.73-2.97]
q=10,physics,0.00217 [0.00198-0.00227],0.0198 [0.0196-0.0212],0.122 [0.11-0.129],0.081 [0.0737-0.0904],0.246 [0.245-0.266],0.153 [0.146-0.167]
q=10,twin,0.000655 [0.000563-0.000978],0.00106 [0.000757-0.00216],0.00454 [0.00424-0.0076],0.0569 [0.0548-0.0873],0.824 [0.762-0.902],2.75 [1.54-4.84]
q=12,physics,0.00209 [0.00194-0.00219],0.021 [0.018-0.0229],0.124 [0.109-0.135],0.0921 [0.0838-0.107],0.27 [0.241-0.291],0.159 [0.15-0.163]
q=12,twin,0.000602 [0.000556-0.000921],0.00108 [0.000665-0.00168],0.00477 [0.00377-0.00686],0.0592 [0.0426-0.0688],0.73 [0.658-0.905],2.82 [1.87-4.52]
q=14,physics,0.00222 [0.00179-0.00226],0.0219 [0.0189-0.0224],0.131 [0.116-0.142],0.0908 [0.072-0.0922],0.245 [0.236-0.248],0.15 [0.132-0.16]
q=14,twin,0.000886 [0.000589-0.001],0.00139 [0.000634-0.00142],0.00505 [0.00437-0.00702],0.0583 [0.0452-0.074],0.664 [0.618-0.824],2.3 [1.53-2.59]
q=16,physics,0.00208 [0.00205-0.00212],0.02 [0.0192-0.0201],0.11 [0.103-0.117],0.0876 [0.0743-0.0918],0.231 [0.219-0.26],0.143 [0.141-0.149]
q=16,twin,0.00027 [0.0002-0.000699],0.000377 [0.000343-0.00119],0.00297 [0.00263-0.00819],0.036 [0.03-0.0657],0.99 [0.537-1.06],1.3 [0.925-2.68]
q=18,physics,0.00206 [0.00197-0.00221],0.0198 [0.0197-0.0206],0.113 [0.1-0.119],0.0885 [0.0799-0.09],0.244 [0.229-0.264],0.157 [0.143-0.188]
q=18,twin,0.000681 [0.000567-0.00073],0.000895 [0.000813-0.00114],0.00594 [0.00417-0.00618],0.0599 [0.0489-0.0664],0.621 [0.573-0.878],2.88 [1.57-4.08]
q=20,physics,0.00213 [0.00212-0.00217],0.0217 [0.0213-0.0217],0.124 [0.11-0.138],0.103 [0.0726-0.104],0.251 [0.24-0.285],0.137 [0.136-0.165]
q=20,twin,0.000834 [0.000695-0.000843],0.00121 [0.000936-0.00161],0.00591 [0.00568-0.00614],0.0614 [0.0548-0.0618],0.765 [0.76-0.797],1.96 [1.85-4.93]
