tag,width,depth,q,mode,seed,stratum,direction,component,unit,median_abs,p95_abs,mean,rms,n
w128_d8_q10_data_s0,128,8,10,data,0,500-2000 mm,backward,tx,mrad,0.826245,10.5562,-0.222487,4.80494,1012
w128_d8_q10_data_s0,128,8,10,data,0,500-2000 mm,backward,ty,mrad,0.112041,4.03467,-0.0781195,2.14902,1012
w128_d8_q10_data_s0,128,8,10,data,0,500-2000 mm,backward,max_xy,um,671.79,8655.26,1968.85,3946.49,1012
w128_d8_q10_data_s0,128,8,10,data,0,full crossing,all,x,um,4577.64,78142.8,104.475,35645,2000
w128_d8_q10_data_s0,128,8,10,data,0,full crossing,all,y,um,1509.87,39433.9,245.816,17520.5,2000
w128_d8_q10_data_s0,128,8,10,data,0,full crossing,all,tx,mrad,1.5388,28.791,0.562322,13.2704,2000
w128_d8_q10_data_s0,128,8,10,data,0,full crossing,all,ty,mrad,0.533188,11.5994,-0.339624,5.19665,2000
w128_d8_q10_data_s0,128,8,10,data,0,full crossing,all,max_xy,um,5287.01,82196.5,18506.2,37203,2000
w128_d8_q10_data_s0,128,8,10,data,0,full crossing,forward,x,um,3483.81,57218.1,755.855,26532.7,1001
w128_d8_q10_data_s0,128,8,10,data,0,full crossing,forward,y,um,1033.59,24111.6,45.7657,10588.5,1001
w128_d8_q10_data_s0,128,8,10,data,0,full crossing,forward,tx,mrad,1.27374,25.1602,1.65717,11.1883,1001
w128_d8_q10_data_s0,128,8,10,data,0,full crossing,forward,ty,mrad,0.595216,11.254,-0.813791,5.39951,1001
w128_d8_q10_data_s0,128,8,10,data,0,full crossing,forward,max_xy,um,4147.62,57943.9,13251,27284,1001
w128_d8_q10_data_s0,128,8,10,data,0,full crossing,backward,x,um,5557.23,95504.4,-548.209,42875.1,999
w128_d8_q10_data_s0,128,8,10,data,0,full crossing,backward,y,um,2242.89,54060.9,446.267,22410,999
w128_d8_q10_data_s0,128,8,10,data,0,full crossing,backward,tx,mrad,1.99945,31.683,-0.534717,15.0708,999
w128_d8_q10_data_s0,128,8,10,data,0,full crossing,backward,ty,mrad,0.429319,11.6277,0.135492,4.98511,999
w128_d8_q10_data_s0,128,8,10,data,0,full crossing,backward,max_xy,um,7117.99,97450.3,23772,45000,999
w128_d8_q10_data_s1,128,8,10,data,1,all,all,x,um,0.328145,22030.1,455.154,21626.8,12000
w128_d8_q10_data_s1,128,8,10,data,1,all,all,y,um,0.0632766,5663.83,-52.9854,7281.7,12000
w128_d8_q10_data_s1,128,8,10,data,1,all,all,tx,mrad,0.0294902,10.5282,0.0627227,6.9218,12000
w128_d8_q10_data_s1,128,8,10,data,1,all,all,ty,mrad,0.00450914,2.61277,-0.0260708,2.27467,12000
w128_d8_q10_data_s1,128,8,10,data,1,all,all,max_xy,um,0.378393,24330.4,5063.88,22017.3,12000
w128_d8_q10_data_s1,128,8,10,data,1,all,forward,x,um,0.271764,20680.3,516.464,15779,5968
w128_d8_q10_data_s1,128,8,10,data,1,all,forward,y,um,0.0544876,4427.21,-236.129,4406.97,5968
w128_d8_q10_data_s1,128,8,10,data,1,all,forward,tx,mrad,0.0288577,10.9826,-0.202127,7.27397,5968
w128_d8_q10_data_s1,128,8,10,data,1,all,forward,ty,mrad,0.00370693,2.60849,-0.111463,2.30564,5968
w128_d8_q10_data_s1,128,8,10,data,1,all,forward,max_xy,um,0.319419,22128.9,4081.68,15933.8,5968
w128_d8_q10_data_s1,128,8,10,data,1,all,backward,x,um,0.391277,24339.9,394.495,26156,6032
w128_d8_q10_data_s1,128,8,10,data,1,all,backward,y,um,0.0732342,7856.22,128.215,9288.09,6032
w128_d8_q10_data_s1,128,8,10,data,1,all,backward,tx,mrad,0.0300235,9.86627,0.324762,6.55476,6032
w128_d8_q10_data_s1,128,8,10,data,1,all,backward,ty,mrad,0.00549333,2.61609,0.0584152,2.2436,6032
w128_d8_q10_data_s1,128,8,10,data,1,all,backward,max_xy,um,0.423191,28356.9,6035.66,26705.5,6032
w128_d8_q10_data_s1,128,8,10,data,1,0.05-0.2 mm,all,x,um,4.14694e-06,8.30284e-05,-2.1199e-06,4.53193e-05,2000
w128_d8_q10_data_s1,128,8,10,data,1,0.05-0.2 mm,all,y,um,7.06486e-07,2.66821e-05,3.02806e-07,1.71364e-05,2000
w128_d8_q10_data_s1,128,8,10,data,1,0.05-0.2 mm,all,tx,mrad,0.000977974,0.0168165,4.46918e-05,0.00719106,2000
w128_d8_q10_data_s1,128,8,10,data,1,0.05-0.2 mm,all,ty,mrad,1.74675e-05,0.000466987,1.83591e-06,0.000250641,2000
w128_d8_q10_data_s1,128,8,10,data,1,0.05-0.2 mm,all,max_xy,um,4.71672e-06,8.84301e-05,1.91569e-05,4.65865e-05,2000
w128_d8_q10_data_s1,128,8,10,data,1,0.05-0.2 mm,forward,x,um,4.37296e-06,8.85127e-05,-3.0582e-06,4.55922e-05,1017
w128_d8_q10_data_s1,128,8,10,data,1,0.05-0.2 mm,forward,y,um,7.24697e-07,2.54108e-05,5.29255e-07,1.76535e-05,1017
w128_d8_q10_data_s1,128,8,10,data,1,0.05-0.2 mm,forward,tx,mrad,0.00139162,0.0182992,0.000495054,0.00803818,1017
w128_d8_q10_data_s1,128,8,10,data,1,0.05-0.2 mm,forward,ty,mrad,1.51611e-05,0.000427141,8.35217e-06,0.000256861,1017
w128_d8_q10_data_s1,128,8,10,data,1,0.05-0.2 mm,forward,max_xy,um,4.94799e-06,9.08782e-05,1.95197e-05,4.72908e-05,1017
w128_d8_q10_data_s1,128,8,10,data,1,0.05-0.2 mm,backward,x,um,3.87999e-06,7.58719e-05,-1.14915e-06,4.50352e-05,983
w128_d8_q10_data_s1,128,8,10,data,1,0.05-0.2 mm,backward,y,um,6.83713e-07,2.84963e-05,6.85253e-08,1.65844e-05,983
w128_d8_q10_data_s1,128,8,10,data,1,0.05-0.2 mm,backward,tx,mrad,0.000745811,0.0147991,-0.000421247,0.00619389,983
w128_d8_q10_data_s1,128,8,10,data,1,0.05-0.2 mm,backward,ty,mrad,1.95547e-05,0.000481491,-4.90573e-06,0.000244039,983
w128_d8_q10_data_s1,128,8,10,data,1,0.05-0.2 mm,backward,max_xy,um,4.42881e-06,8.06451e-05,1.87815e-05,4.58464e-05,983
w128_d8_q10_data_s1,128,8,10,data,1,0.5-2 mm,all,x,um,0.000312763,0.00892449,-0.00012231,0.00476236,2000
w128_d8_q10_data_s1,128,8,10,data,1,0.5-2 mm,all,y,um,7.23153e-05,0.00241679,-6.31112e-07,0.00189338,2000
w128_d8_q10_data_s1,128,8,10,data,1,0.5-2 mm,all,tx,mrad,0.00215651,0.069784,-0.0028275,0.0476485,2000
w128_d8_q10_data_s1,128,8,10,data,1,0.5-2 mm,all,ty,mrad,0.000153813,0.00405029,0.000100911,0.00258662,2000
w128_d8_q10_data_s1,128,8,10,data,1,0.5-2 mm,all,max_xy,um,0.000359086,0.00955574,0.0018636,0.00493317,2000
w128_d8_q10_data_s1,128,8,10,data,1,0.5-2 mm,forward,x,um,0.000255555,0.00992835,-0.000126365,0.00470816,1000
w128_d8_q10_data_s1,128,8,10,data,1,0.5-2 mm,forward,y,um,6.67415e-05,0.00231095,8.2649e-05,0.00166859,1000
w128_d8_q10_data_s1,128,8,10,data,1,0.5-2 mm,forward,tx,mrad,0.00254473,0.0686727,-0.00373943,0.0467602,1000
w128_d8_q10_data_s1,128,8,10,data,1,0.5-2 mm,forward,ty,mrad,0.000146324,0.00374654,7.31238e-05,0.00244593,1000
w128_d8_q10_data_s1,128,8,10,data,1,0.5-2 mm,forward,max_xy,um,0.000294335,0.0100668,0.0018138,0.00482468,1000
w128_d8_q10_data_s1,128,8,10,data,1,0.5-2 mm,backward,x,um,0.000377939,0.00783263,-0.000118256,0.00481596,1000
w128_d8_q10_data_s1,128,8,10,data,1,0.5-2 mm,backward,y,um,8.17727e-05,0.00251346,-8.39112e-05,0.00209418,1000
w128_d8_q10_data_s1,128,8,10,data,1,0.5-2 mm,backward,tx,mrad,0.00171017,0.070032,-0.00191556,0.0485207,1000
w128_d8_q10_data_s1,128,8,10,data,1,0.5-2 mm,backward,ty,mrad,0.000161843,0.00459956,0.000128698,0.00272005,1000
w128_d8_q10_data_s1,128,8,10,data,1,0.5-2 mm,backward,max_xy,um,0.000429874,0.00870636,0.00191341,0.00503933,1000
w128_d8_q10_data_s1,128,8,10,data,1,5-20 mm,all,x,um,0.0334217,0.79316,0.0244296,0.390658,2000
w128_d8_q10_data_s1,128,8,10,data,1,5-20 mm,all,y,um,0.0072014,0.221795,-0.00697721,0.154286,2000
w128_d8_q10_data_s1,128,8,10,data,1,5-20 mm,all,tx,mrad,0.00760137,0.135068,-0.00150862,0.0889919,2000
w128_d8_q10_data_s1,128,8,10,data,1,5-20 mm,all,ty,mrad,0.00159169,0.0363204,-0.000828418,0.0222697,2000
w128_d8_q10_data_s1,128,8,10,data,1,5-20 mm,all,max_xy,um,0.0383264,0.840277,0.16287,0.401873,2000
w128_d8_q10_data_s1,128,8,10,data,1,5-20 mm,forward,x,um,0.0291203,0.842402,0.0122897,0.397861,994
w128_d8_q10_data_s1,128,8,10,data,1,5-20 mm,forward,y,um,0.00607026,0.226225,-0.00969157,0.161171,994
w128_d8_q10_data_s1,128,8,10,data,1,5-20 mm,forward,tx,mrad,0.00689865,0.154242,0.00172349,0.0818244,994
w128_d8_q10_data_s1,128,8,10,data,1,5-20 mm,forward,ty,mrad,0.00128328,0.0390718,-0.00204528,0.0213507,994
w128_d8_q10_data_s1,128,8,10,data,1,5-20 mm,forward,max_xy,um,0.0333902,0.854676,0.165946,0.406782,994
w128_d8_q10_data_s1,128,8,10,data,1,5-20 mm,backward,x,um,0.0380958,0.758085,0.0364247,0.383409,1006
w128_d8_q10_data_s1,128,8,10,data,1,5-20 mm,backward,y,um,0.00854568,0.221726,-0.00429523,0.147167,1006
w128_d8_q10_data_s1,128,8,10,data,1,5-20 mm,backward,tx,mrad,0.00811729,0.119062,-0.00470219,0.0955473,1006
w128_d8_q10_data_s1,128,8,10,data,1,5-20 mm,backward,ty,mrad,0.00193864,0.0332745,0.000373929,0.0231419,1006
w128_d8_q10_data_s1,128,8,10,data,1,5-20 mm,backward,max_xy,um,0.0428117,0.798262,0.159832,0.396963,1006
w128_d8_q10_data_s1,128,8,10,data,1,50-200 mm,all,x,um,3.42274,78.3663,2.6875,48.2556,2000
w128_d8_q10_data_s1,128,8,10,data,1,50-200 mm,all,y,um,0.6762,24.5705,-0.0245124,16.6074,2000
w128_d8_q10_data_s1,128,8,10,data,1,50-200 mm,all,tx,mrad,0.0872777,1.18053,-0.00926877,0.627732,2000
w128_d8_q10_data_s1,128,8,10,data,1,50-200 mm,all,ty,mrad,0.0158478,0.420929,0.00216733,0.239925,2000
w128_d8_q10_data_s1,128,8,10,data,1,50-200 mm,all,max_xy,um,3.88127,83.7325,18.4622,49.2541,2000
w128_d8_q10_data_s1,128,8,10,data,1,50-200 mm,forward,x,um,4.14132,84.7702,4.32231,53.0866,968
w128_d8_q10_data_s1,128,8,10,data,1,50-200 mm,forward,y,um,0.594671,25.6642,0.324098,15.833,968
w128_d8_q10_data_s1,128,8,10,data,1,50-200 mm,forward,tx,mrad,0.0909088,1.21979,0.0603889,0.656389,968
w128_d8_q10_data_s1,128,8,10,data,1,50-200 mm,forward,ty,mrad,0.0141505,0.438333,-0.000884927,0.234322,968
w128_d8_q10_data_s1,128,8,10,data,1,50-200 mm,forward,max_xy,um,4.53255,92.9726,20.6629,54.0831,968
w128_d8_q10_data_s1,128,8,10,data,1,50-200 mm,backward,x,um,2.91537,69.8473,1.15408,43.2363,1032
w128_d8_q10_data_s1,128,8,10,data,1,50-200 mm,backward,y,um,0.747446,23.6839,-0.351503,17.3022,1032
w128_d8_q10_data_s1,128,8,10,data,1,50-200 mm,backward,tx,mrad,0.083049,1.16116,-0.0746066,0.599609,1032
w128_d8_q10_data_s1,128,8,10,data,1,50-200 mm,backward,ty,mrad,0.0178617,0.399747,0.00503031,0.245064,1032
w128_d8_q10_data_s1,128,8,10,data,1,50-200 mm,backward,max_xy,um,3.4742,75.2819,16.398,44.2481,1032
w128_d8_q10_data_s1,128,8,10,data,1,500-2000 mm,all,x,um,969.522,11690.9,218.136,5905.2,2000
w128_d8_q10_data_s1,128,8,10,data,1,500-2000 mm,all,y,um,63.1846,2419.01,16.0246,1580.67,2000
w128_d8_q10_data_s1,128,8,10,data,1,500-2000 mm,all,tx,mrad,0.761835,11.975,0.052287,5.75638,2000
w128_d8_q10_data_s1,128,8,10,data,1,500-2000 mm,all,ty,mrad,0.124531,3.80814,-0.00801855,1.97822,2000
w128_d8_q10_data_s1,128,8,10,data,1,500-2000 mm,all,max_xy,um,997.965,11935.9,2868.8,5991.04,2000
w128_d8_q10_data_s1,128,8,10,data,1,500-2000 mm,forward,x,um,1202.61,13753.4,427.838,7196.03,988
w128_d8_q10_data_s1,128,8,10,data,1,500-2000 mm,forward,y,um,53.9348,2028.96,-21.7873,1085.5,988
w128_d8_q10_data_s1,128,8,10,data,1,500-2000 mm,forward,tx,mrad,0.723988,11.2947,0.244628,5.32718,988
w128_d8_q10_data_s1,128,8,10,data,1,500-2000 mm,forward,ty,mrad,0.114814,3.54305,-0.0308196,1.77804,988
w128_d8_q10_data_s1,128,8,10,data,1,500-2000 mm,forward,max_xy,um,1257.07,13753.4,3502.25,7203.21,988
w128_d8_q10_data_s1,128,8,10,data,1,500-2000 mm,backward,x,um,791.49,8654.06,13.4076,4284.98,1012
w128_d8_q10_data_s1,128,8,10,data,1,500-2000 mm,backward,y,um,73.7551,2990.91,52.9397,1946.12,1012
w128_d8_q10_data_s1,128,8,10,data,1,500-2000 mm,backward,tx,mrad,0.810651,12.5281,-0.135493,6.14657,1012
w128_d8_q10_data_s1,128,8,10,data,1,500-2000 mm,backward,ty,mrad,0.135367,4.26603,0.0142417,2.1558,1012
w128_d8_q10_data_s1,128,8,10,data,1,500-2000 mm,backward,max_xy,um,870.021,8941.13,2250.36,4503.13,1012
w128_d8_q10_data_s1,128,8,10,data,1,full crossing,all,x,um,6107.82,120979,2510.08,52644.3,2000
w128_d8_q10_data_s1,128,8,10,data,1,full crossing,all,y,um,1953.41,40021.1,-333.905,17766.3,2000
w128_d8_q10_data_s1,128,8,10,data,1,full crossing,all,tx,mrad,4.83987,37.6626,0.337609,15.9351,2000
w128_d8_q10_data_s1,128,8,10,data,1,full crossing,all,ty,mrad,0.621241,11.4427,-0.149848,5.20319,2000
w128_d8_q10_data_s1,128,8,10,data,1,full crossing,all,max_xy,um,6988.25,123400,27495.8,53597.3,2000
w128_d8_q10_data_s1,128,8,10,data,1,full crossing,forward,x,um,5501.82,92982.9,2652.71,37859,1001
w128_d8_q10_data_s1,128,8,10,data,1,full crossing,forward,y,um,1694.27,23759.7,-1386.61,10706.4,1001
w128_d8_q10_data_s1,128,8,10,data,1,full crossing,forward,tx,mrad,4.08917,39.9297,-1.50342,16.9417,1001
w128_d8_q10_data_s1,128,8,10,data,1,full crossing,forward,ty,mrad,0.520418,11.3958,-0.631322,5.34043,1001
w128_d8_q10_data_s1,128,8,10,data,1,full crossing,forward,max_xy,um,6067.03,92982.9,20858.2,38242.2,1001
w128_d8_q10_data_s1,128,8,10,data,1,full crossing,backward,x,um,6804.26,157668,2367.17,64126.7,999
w128_d8_q10_data_s1,128,8,10,data,1,full crossing,backward,y,um,2350.89,56076.7,720.906,22738.9,999
w128_d8_q10_data_s1,128,8,10,data,1,full crossing,backward,tx,mrad,5.23322,34.3746,2.18232,14.8583,999
w128_d8_q10_data_s1,128,8,10,data,1,full crossing,backward,ty,mrad,0.718128,11.4462,0.332589,5.06194,999
w128_d8_q10_data_s1,128,8,10,data,1,full crossing,backward,max_xy,um,7719.53,157668,34146.8,65465.2,999
w128_d8_q10_data_s2,128,8,10,data,2,all,all,x,um,0.210092,16319.5,424.396,13204,12000
w128_d8_q10_data_s2,128,8,10,data,2,all,all,y,um,0.0628364,5788.1,18.9906,7218.39,12000
w128_d8_q10_data_s2,128,8,10,data,2,all,all,tx,mrad,0.0212864,8.2482,-0.00667982,5.72123,12000
w128_d8_q10_data_s2,128,8,10,data,2,all,all,ty,mrad,0.00459459,2.56021,-0.0369934,2.27061,12000
w128_d8_q10_data_s2,128,8,10,data,2,all,all,max_xy,um,0.269573,18986.9,3547.76,13973.5,12000
w128_d8_q10_data_s2,128,8,10,data,2,all,forward,x,um,0.209156,17681.1,458.155,12084.2,5968
w128_d8_q10_data_s2,128,8,10,data,2,all,forward,y,um,0.0601185,4351.75,-5.47819,4385.67,5968
w128_d8_q10_data_s2,128,8,10,data,2,all,forward,tx,mrad,0.0224786,7.32147,-0.141715,5.46355,5968
w128_d8_q10_data_s2,128,8,10,data,2,all,forward,ty,mrad,0.00391162,2.60657,0.0163175,2.30416,5968
w128_d8_q10_data_s2,128,8,10,data,2,all,forward,max_xy,um,0.26946,19427.6,3312.08,12334,5968
w128_d8_q10_data_s2,128,8,10,data,2,all,backward,x,um,0.211693,14653.9,390.995,14225.4,6032
w128_d8_q10_data_s2,128,8,10,data,2,all,backward,y,um,0.0651407,7793.5,43.1998,9199.32,6032
w128_d8_q10_data_s2,128,8,10,data,2,all,backward,tx,mrad,0.0204324,9.59069,0.126922,5.96523,6032
w128_d8_q10_data_s2,128,8,10,data,2,all,backward,ty,mrad,0.00544555,2.5356,-0.0897387,2.23691,6032
w128_d8_q10_data_s2,128,8,10,data,2,all,backward,max_xy,um,0.269573,18123.1,3780.94,15425,6032
w128_d8_q10_data_s2,128,8,10,data,2,0.05-0.2 mm,all,x,um,3.66389e-06,5.21415e-05,6.05747e-07,3.0358e-05,2000
w128_d8_q10_data_s2,128,8,10,data,2,0.05-0.2 mm,all,y,um,1.10073e-06,2.78143e-05,1.21443e-06,1.7632e-05,2000
w128_d8_q10_data_s2,128,8,10,data,2,0.05-0.2 mm,all,tx,mrad,0.000654634,0.0170011,0.00105319,0.00733305,2000
w128_d8_q10_data_s2,128,8,10,data,2,0.05-0.2 mm,all,ty,mrad,2.16232e-05,0.000446665,1.06052e-05,0.000253958,2000
w128_d8_q10_data_s2,128,8,10,data,2,0.05-0.2 mm,all,max_xy,um,4.45449e-06,5.88298e-05,1.41741e-05,3.22667e-05,2000
w128_d8_q10_data_s2,128,8,10,data,2,0.05-0.2 mm,forward,x,um,3.54263e-06,4.94396e-05,1.8206e-06,2.7688e-05,1017
w128_d8_q10_data_s2,128,8,10,data,2,0.05-0.2 mm,forward,y,um,1.24862e-06,2.6991e-05,1.80548e-06,1.8279e-05,1017
w128_d8_q10_data_s2,128,8,10,data,2,0.05-0.2 mm,forward,tx,mrad,0.00140812,0.0189622,0.00163767,0.00809792,1017
w128_d8_q10_data_s2,128,8,10,data,2,0.05-0.2 mm,forward,ty,mrad,2.09324e-05,0.000430542,1.6341e-05,0.000263383,1017
w128_d8_q10_data_s2,128,8,10,data,2,0.05-0.2 mm,forward,max_xy,um,4.44794e-06,5.3083e-05,1.34212e-05,2.97861e-05,1017
w128_d8_q10_data_s2,128,8,10,data,2,0.05-0.2 mm,backward,x,um,3.71533e-06,5.8638e-05,-6.51127e-07,3.2893e-05,983
w128_d8_q10_data_s2,128,8,10,data,2,0.05-0.2 mm,backward,y,um,9.35984e-07,3.00507e-05,6.02944e-07,1.69367e-05,983
w128_d8_q10_data_s2,128,8,10,data,2,0.05-0.2 mm,backward,tx,mrad,0.000260576,0.0145568,0.000448491,0.00644692,983
w128_d8_q10_data_s2,128,8,10,data,2,0.05-0.2 mm,backward,ty,mrad,2.19547e-05,0.000466422,4.67107e-06,0.000243824,983
w128_d8_q10_data_s2,128,8,10,data,2,0.05-0.2 mm,backward,max_xy,um,4.46187e-06,6.62541e-05,1.4953e-05,3.46468e-05,983
w128_d8_q10_data_s2,128,8,10,data,2,0.5-2 mm,all,x,um,0.000205924,0.00506141,2.10382e-05,0.00303898,2000
w128_d8_q10_data_s2,128,8,10,data,2,0.5-2 mm,all,y,um,8.7782e-05,0.00245045,-6.97388e-06,0.00193646,2000
w128_d8_q10_data_s2,128,8,10,data,2,0.5-2 mm,all,tx,mrad,0.00106492,0.0993292,0.00161218,0.0498559,2000
w128_d8_q10_data_s2,128,8,10,data,2,0.5-2 mm,all,ty,mrad,0.000208877,0.00423164,0.000154858,0.0026566,2000
w128_d8_q10_data_s2,128,8,10,data,2,0.5-2 mm,all,max_xy,um,0.00027062,0.0062142,0.00126995,0.00340937,2000
w128_d8_q10_data_s2,128,8,10,data,2,0.5-2 mm,forward,x,um,0.000188336,0.00522472,0.000199782,0.00273895,1000
w128_d8_q10_data_s2,128,8,10,data,2,0.5-2 mm,forward,y,um,9.4485e-05,0.00221864,9.20622e-05,0.00172784,1000
w128_d8_q10_data_s2,128,8,10,data,2,0.5-2 mm,forward,tx,mrad,0.00120343,0.115786,0.00111602,0.0548439,1000
w128_d8_q10_data_s2,128,8,10,data,2,0.5-2 mm,forward,ty,mrad,0.000204164,0.00368111,7.21556e-05,0.00254521,1000
w128_d8_q10_data_s2,128,8,10,data,2,0.5-2 mm,forward,max_xy,um,0.000271262,0.0062142,0.00120369,0.00307386,1000
w128_d8_q10_data_s2,128,8,10,data,2,0.5-2 mm,backward,x,um,0.000217382,0.00505577,-0.000157706,0.00331195,1000
w128_d8_q10_data_s2,128,8,10,data,2,0.5-2 mm,backward,y,um,8.24354e-05,0.00258591,-0.00010601,0.00212469,1000
w128_d8_q10_data_s2,128,8,10,data,2,0.5-2 mm,backward,tx,mrad,0.000942701,0.0753696,0.00210834,0.0443099,1000
w128_d8_q10_data_s2,128,8,10,data,2,0.5-2 mm,backward,ty,mrad,0.000216055,0.00488656,0.00023756,0.0027635,1000
w128_d8_q10_data_s2,128,8,10,data,2,0.5-2 mm,backward,max_xy,um,0.000270039,0.0059803,0.0013362,0.00371471,1000
w128_d8_q10_data_s2,128,8,10,data,2,5-20 mm,all,x,um,0.0207084,0.362911,0.00264926,0.22229,2000
w128_d8_q10_data_s2,128,8,10,data,2,5-20 mm,all,y,um,0.00667642,0.230325,-0.00769501,0.152295,2000
w128_d8_q10_data_s2,128,8,10,data,2,5-20 mm,all,tx,mrad,0.00453694,0.0690487,-0.0020893,0.125993,2000
w128_d8_q10_data_s2,128,8,10,data,2,5-20 mm,all,ty,mrad,0.00134106,0.0370301,-7.41104e-06,0.0220749,2000
w128_d8_q10_data_s2,128,8,10,data,2,5-20 mm,all,max_xy,um,0.0272351,0.437896,0.098203,0.244881,2000
w128_d8_q10_data_s2,128,8,10,data,2,5-20 mm,forward,x,um,0.0207585,0.383035,0.00420135,0.202,994
w128_d8_q10_data_s2,128,8,10,data,2,5-20 mm,forward,y,um,0.006764,0.244263,-0.00897815,0.157096,994
w128_d8_q10_data_s2,128,8,10,data,2,5-20 mm,forward,tx,mrad,0.00429294,0.0720184,0.00286312,0.0923128,994
w128_d8_q10_data_s2,128,8,10,data,2,5-20 mm,forward,ty,mrad,0.00117913,0.0388403,-0.00177344,0.021044,994
w128_d8_q10_data_s2,128,8,10,data,2,5-20 mm,forward,max_xy,um,0.0268558,0.461957,0.0982648,0.220896,994
w128_d8_q10_data_s2,128,8,10,data,2,5-20 mm,backward,x,um,0.0205823,0.36044,0.00111567,0.240664,1006
w128_d8_q10_data_s2,128,8,10,data,2,5-20 mm,backward,y,um,0.00643923,0.224297,-0.00642717,0.147397,1006
w128_d8_q10_data_s2,128,8,10,data,2,5-20 mm,backward,tx,mrad,0.00519677,0.0668508,-0.00698266,0.152115,1006
w128_d8_q10_data_s2,128,8,10,data,2,5-20 mm,backward,ty,mrad,0.00162152,0.0323993,0.00173755,0.0230483,1006
w128_d8_q10_data_s2,128,8,10,data,2,5-20 mm,backward,max_xy,um,0.0273451,0.416438,0.098142,0.266468,1006
w128_d8_q10_data_s2,128,8,10,data,2,50-200 mm,all,x,um,2.53563,49.2645,2.17415,31.6105,2000
w128_d8_q10_data_s2,128,8,10,data,2,50-200 mm,all,y,um,0.70654,25.2346,0.0406561,16.5298,2000
w128_d8_q10_data_s2,128,8,10,data,2,50-200 mm,all,tx,mrad,0.0568631,0.809448,-0.00567683,0.457505,2000
w128_d8_q10_data_s2,128,8,10,data,2,50-200 mm,all,ty,mrad,0.0145184,0.411459,0.00221115,0.237318,2000
w128_d8_q10_data_s2,128,8,10,data,2,50-200 mm,all,max_xy,um,3.35697,54.2726,12.8283,33.6433,2000
w128_d8_q10_data_s2,128,8,10,data,2,50-200 mm,forward,x,um,3.3861,51.7263,1.25784,32.3764,968
w128_d8_q10_data_s2,128,8,10,data,2,50-200 mm,forward,y,um,0.738442,26.1029,0.764854,15.8827,968
w128_d8_q10_data_s2,128,8,10,data,2,50-200 mm,forward,tx,mrad,0.0628511,0.921773,0.0466954,0.45656,968
w128_d8_q10_data_s2,128,8,10,data,2,50-200 mm,forward,ty,mrad,0.0137282,0.438667,0.00279871,0.233845,968
w128_d8_q10_data_s2,128,8,10,data,2,50-200 mm,forward,max_xy,um,4.35407,58.6158,14.2408,34.6114,968
w128_d8_q10_data_s2,128,8,10,data,2,50-200 mm,backward,x,um,1.8594,44.881,3.03363,30.8749,1032
w128_d8_q10_data_s2,128,8,10,data,2,50-200 mm,backward,y,um,0.675179,24.8203,-0.63863,17.1145,1032
w128_d8_q10_data_s2,128,8,10,data,2,50-200 mm,backward,tx,mrad,0.0520563,0.735954,-0.0548012,0.45839,1032
w128_d8_q10_data_s2,128,8,10,data,2,50-200 mm,backward,ty,mrad,0.0153241,0.367392,0.00166002,0.24053,1032
w128_d8_q10_data_s2,128,8,10,data,2,50-200 mm,backward,max_xy,um,2.56093,48.9246,11.5034,32.7092,1032
w128_d8_q10_data_s2,128,8,10,data,2,500-2000 mm,all,x,um,717.94,8717.43,296.37,4592.1,2000
w128_d8_q10_data_s2,128,8,10,data,2,500-2000 mm,all,y,um,57.9308,2313.96,-1.80692,1576.65,2000
w128_d8_q10_data_s2,128,8,10,data,2,500-2000 mm,all,tx,mrad,0.824254,7.83724,0.101388,3.64364,2000
w128_d8_q10_data_s2,128,8,10,data,2,500-2000 mm,all,ty,mrad,0.143128,3.85343,-0.0525443,1.98057,2000
w128_d8_q10_data_s2,128,8,10,data,2,500-2000 mm,all,max_xy,um,766.603,8799.35,2161.04,4713.11,2000
w128_d8_q10_data_s2,128,8,10,data,2,500-2000 mm,forward,x,um,793.17,9450.29,375.785,5385.07,988
w128_d8_q10_data_s2,128,8,10,data,2,500-2000 mm,forward,y,um,55.1319,2006.69,2.09216,1067.29,988
w128_d8_q10_data_s2,128,8,10,data,2,500-2000 mm,forward,tx,mrad,0.904371,7.88179,0.143043,3.8319,988
w128_d8_q10_data_s2,128,8,10,data,2,500-2000 mm,forward,ty,mrad,0.136588,3.55282,0.0132161,1.7859,988
w128_d8_q10_data_s2,128,8,10,data,2,500-2000 mm,forward,max_xy,um,857.549,9450.29,2367.55,5401.41,988
w128_d8_q10_data_s2,128,8,10,data,2,500-2000 mm,backward,x,um,622.818,8222.45,218.839,3655.59,1012
w128_d8_q10_data_s2,128,8,10,data,2,500-2000 mm,backward,y,um,60.0738,2941.14,-5.61352,1949.52,1012
w128_d8_q10_data_s2,128,8,10,data,2,500-2000 mm,backward,tx,mrad,0.760345,7.50959,0.0607208,3.44994,1012
w128_d8_q10_data_s2,128,8,10,data,2,500-2000 mm,backward,ty,mrad,0.158105,4.05416,-0.116745,2.15371,1012
w128_d8_q10_data_s2,128,8,10,data,2,500-2000 mm,backward,max_xy,um,692.566,8417.49,1959.42,3926.41,1012
w128_d8_q10_data_s2,128,8,10,data,2,full crossing,all,x,um,6664.18,72087.5,2247.83,32015.4,2000
w128_d8_q10_data_s2,128,8,10,data,2,full crossing,all,y,um,1626.69,39650.2,115.718,17610.9,2000
