row,arm,0.05-0.2 mm,0.5-2 mm,5-20 mm,50-200 mm,500-2000 mm,full crossing
q=2,physics,0.00185 [0.00143-0.00195],0.018 [0.0152-0.0196],0.11 [0.0904-0.114],0.114 [0.0889-0.124],0.268 [0.264-0.274],3.85 [3.85-3.9]
q=2,twin,0.000683 [0.000649-0.000976],0.000758 [0.000517-0.000916],0.00465 [0.00365-0.00628],0.0427 [0.0393-0.0559],0.898 [0.779-0.904],1.42 [1.18-1.57]
q=4,physics,0.0019 [0.00168-0.00214],0.0187 [0.0152-0.02],0.117 [0.094-0.133],0.0956 [0.0903-0.102],0.274 [0.257-0.286],1.45 [1.45-1.47]
q=4,twin,0.000876 [0.000171-0.000925],0.00091 [8.68e-05-0.00143],0.00652 [0.000957-0.0077],0.0544 [0.0132-0.0833],0.749 [0.199-0.855],1.87 [0.337-2.4]
q=6,physics,0.00206 [0.00166-0.0023],0.0202 [0.0172-0.0218],0.127 [0.102-0.133],0.102 [0.0911-0.114],0.29 [0.249-0.295],0.179 [0.162-0.188]
q=6,twin,0.00036 [0.000164-0.000507],0.000477 [0.000186-0.000667],0.00343 [0.00127-0.00367],0.0366 [0.0172-0.0402],0.866 [0.277-0.901],1.22 [0.493-1.31]
q=8,physics,0.00196 [0.00196-0.00212],0.0198 [0.0182-0.0205],0.121 [0.11-0.136],0.101 [0.0933-0.111],0.244 [0.214-0.256],0.152 [0.134-0.154]
q=8,twin,0.000745 [0.000252-0.00075],0.000919 [0.000145-0.00138],0.00491 [0.00122-0.00529],0.054 [0.0186-0.0542],0.576 [0.309-0.842],2.93 [0.616-3.01]
q=10,physics,0.002 [0.002-0.00213],0.0202 [0.0185-0.0213],0.118 [0.112-0.136],0.0817 [0.0784-0.112],0.26 [0.224-0.303],0.152 [0.137-0.169]
q=10,twin,0.000365 [0.000313-0.000816],0.000627 [0.000395-0.000932],0.00413 [0.00299-0.00419],0.0411 [0.0401-0.0452],0.96 [0.923-1.06],1.25 [1.13-1.67]
q=12,physics,0.00202 [0.00198-0.00237],0.0202 [0.0193-0.0229],0.129 [0.127-0.148],0.104 [0.0868-0.127],0.263 [0.228-0.275],0.137 [0.134-0.144]
q=12,twin,0.000656 [0.00014-0.00109],0.000706 [0.000183-0.000858],0.00492 [0.00112-0.00574],0.0537 [0.0161-0.0583],0.587 [0.221-0.762],2.07 [0.448-3]
q=14,physics,0.00214 [0.00201-0.00218],0.0218 [0.0192-0.0218],0.133 [0.125-0.136],0.112 [0.0948-0.128],0.253 [0.224-0.301],0.151 [0.138-0.151]
q=14,twin,0.00077 [0.000653-0.000897],0.000606 [0.000557-0.0011],0.00393 [0.00339-0.00397],0.0407 [0.0323-0.0458],1.02 [0.978-1.35],1.29 [1.27-1.36]
q=16,physics,0.00212 [0.0021-0.00221],0.0215 [0.0215-0.0216],0.13 [0.128-0.139],0.0849 [0.0844-0.117],0.281 [0.24-0.303],0.166 [0.143-0.189]
q=16,twin,0.000998 [0.00053-0.00121],0.00122 [0.000391-0.00168],0.00543 [0.00265-0.00791],0.053 [0.03-0.0768],0.874 [0.545-1.11],1.65 [1.09-5.21]
q=18,physics,0.00224 [0.00218-0.00231],0.0216 [0.0207-0.0218],0.136 [0.129-0.141],0.102 [0.095-0.106],0.249 [0.242-0.25],0.147 [0.138-0.154]
q=18,twin,0.000562 [0.000491-0.000932],0.000339 [0.000297-0.000962],0.00257 [0.00106-0.00438],0.0289 [0.0177-0.0393],0.964 [0.294-1.05],1.22 [0.555-1.99]
q=20,physics,0.00221 [0.00195-0.00222],0.0219 [0.0196-0.0222],0.142 [0.138-0.154],0.102 [0.0996-0.103],0.251 [0.247-0.253],0.163 [0.147-0.168]
q=20,twin,0.000826 [0.000735-0.00103],0.00116 [0.000544-0.00133],0.00593 [0.003-0.00699],0.0582 [0.0373-0.0632],0.734 [0.524-0.834],2.52 [1-3.29]
