row,arm,0.1 mm,1 mm,10 mm,100 mm,1000 mm,full crossing
q=2,physics,1.79 [1.02-4.02],1.76 [1.06-3.86],1.76 [1.06-3.66],1.11 [0.812-1.38],0.404 [0.374-0.457],0.158 [0.125-0.189]
q=2,twin,0.791 [0.641-1.18],0.576 [0.49-1.12],0.769 [0.446-1.13],0.534 [0.345-0.637],0.77 [0.529-1.36],0.576 [0.397-0.678]
q=4,physics,1.69 [1.34-6.49],1.62 [1.4-6.39],1.5 [1.28-5.95],1.01 [0.781-1.08],0.328 [0.307-0.408],0.0822 [0.0651-0.09]
q=4,twin,0.868 [0.645-1.46],0.607 [0.216-0.795],0.582 [0.183-0.857],0.445 [0.2-0.603],0.497 [0.38-0.596],0.507 [0.321-1.1]
q=6,physics,1.98 [0.493-2.7],2.13 [0.507-2.94],2.25 [0.525-2.86],1.09 [0.654-1.39],0.326 [0.313-0.374],0.0592 [0.0537-0.0648]
q=6,twin,0.732 [0.712-1.34],0.413 [0.286-0.577],0.587 [0.281-0.736],0.447 [0.334-0.532],0.526 [0.412-0.984],0.548 [0.36-0.592]
q=8,physics,2.69 [1.38-4.94],2.6 [1.35-4.78],2.46 [1.4-4.93],1.18 [0.889-1.92],0.299 [0.243-0.334],0.0571 [0.0441-0.0641]
q=8,twin,0.711 [0.572-2.19],0.511 [0.423-0.738],0.526 [0.372-0.832],0.457 [0.437-0.713],0.563 [0.4-0.773],0.559 [0.382-0.784]
q=10,physics,2.41 [1.14-5.39],2.36 [1.09-5.49],2.44 [1.06-5.55],1.09 [0.824-1.55],0.322 [0.232-0.506],0.056 [0.0524-0.0851]
q=10,twin,0.885 [0.534-1.07],0.575 [0.557-0.725],0.569 [0.341-1.27],0.501 [0.427-0.804],0.494 [0.396-0.681],0.577 [0.427-1.2]
q=12,physics,1.64 [1.44-2.93],1.6 [1.31-3.15],1.49 [1.22-2.94],0.914 [0.61-1.43],0.325 [0.231-0.352],0.0582 [0.0515-0.077]
q=12,twin,0.92 [0.682-2.17],0.626 [0.341-2.29],0.468 [0.216-0.796],0.432 [0.286-0.634],0.395 [0.367-0.586],0.399 [0.36-0.758]
q=14,physics,2.2 [1.42-3.81],2.2 [1.56-3.77],1.95 [1.38-3.7],0.882 [0.688-1.26],0.322 [0.298-0.366],0.0595 [0.0389-0.0679]
q=14,twin,0.652 [0.474-1.05],0.535 [0.366-0.72],0.521 [0.341-0.562],0.435 [0.368-0.488],0.428 [0.327-0.589],0.584 [0.383-0.713]
q=16,physics,1.76 [1.27-4.12],1.71 [1.33-4.16],1.52 [1.2-3.88],0.852 [0.68-1.1],0.353 [0.314-0.409],0.0606 [0.0504-0.0704]
q=16,twin,0.847 [0.633-1.22],0.501 [0.398-1.5],0.491 [0.403-0.776],0.513 [0.423-1.18],0.513 [0.404-0.707],0.473 [0.395-1.01]
q=18,physics,1.82 [1.51-3.06],1.81 [1.39-3.12],1.77 [1.33-2.63],1.09 [0.61-1.23],0.331 [0.213-0.384],0.0566 [0.0497-0.0777]
q=18,twin,0.909 [0.74-1.84],0.682 [0.53-1.02],0.439 [0.316-0.683],0.44 [0.348-0.603],0.442 [0.35-0.605],0.43 [0.393-1.26]
q=20,physics,1.77 [1.15-2.68],1.74 [1.16-2.21],1.62 [1.03-2.05],0.907 [0.64-1.23],0.316 [0.257-0.403],0.0566 [0.0536-0.0734]
q=20,twin,0.803 [0.488-0.951],0.608 [0.434-0.998],0.554 [0.363-1.38],0.491 [0.409-0.751],0.518 [0.374-0.601],0.62 [0.454-1.27]
straight line,straight line,0.4113,0.3281,0.3281,0.3281,0.3281,0.3281
material floor,material floor,0.2754,0.2624,0.2624,0.2624,0.2624,0.2624
reference floor,reference floor,,,,,,
