row,arm,0.05-0.2 mm,0.5-2 mm,5-20 mm,50-200 mm,500-2000 mm,full crossing
q=2,physics,5.82e-06 [5.67e-06-6.85e-06],0.000604 [0.00057-0.000712],0.0625 [0.0604-0.0736],6.27 [5.94-7.16],447 [444-452],8.55e+03 [8.19e+03-8.67e+03]
q=2,twin,4e-07 [3.57e-07-4.04e-07],3.92e-05 [3.92e-05-4.29e-05],0.0046 [0.00415-0.00485],0.924 [0.908-0.937],232 [216-253],1.44e+03 [1.44e+03-1.55e+03]
q=4,physics,5.29e-06 [3.39e-06-5.8e-06],0.000568 [0.000331-0.000612],0.0561 [0.0358-0.0599],6.53 [3.66-6.54],420 [357-423],3.99e+03 [3.75e+03-4.06e+03]
q=4,twin,3.26e-07 [3.25e-07-3.97e-07],3.4e-05 [3.12e-05-3.9e-05],0.00376 [0.00331-0.00438],0.778 [0.676-1.06],221 [185-226],1.12e+03 [1.09e+03-1.58e+03]
q=6,physics,6.65e-06 [5.5e-06-7.2e-06],0.000673 [0.000597-0.000733],0.068 [0.0587-0.0784],7.71 [5.84-7.9],433 [356-434],992 [957-1.01e+03]
q=6,twin,3.87e-07 [3.51e-07-3.95e-07],3.84e-05 [3.78e-05-4e-05],0.00455 [0.00421-0.00463],1.03 [1-1.07],251 [244-274],1.32e+03 [1.09e+03-1.39e+03]
q=8,physics,6.69e-06 [6.21e-06-9.38e-06],0.000729 [0.000598-0.00102],0.0715 [0.0621-0.103],7.73 [6.29-9.86],398 [394-435],858 [825-926]
q=8,twin,3.04e-07 [3e-07-3.31e-07],3.25e-05 [3.23e-05-3.34e-05],0.00363 [0.00348-0.00424],0.836 [0.784-0.918],254 [248-258],1.11e+03 [989-1.4e+03]
q=10,physics,7.19e-06 [5.21e-06-7.8e-06],0.000766 [0.000585-0.000768],0.0786 [0.0558-0.083],7.5 [6.78-9.47],423 [417-428],897 [895-906]
q=10,twin,3.57e-07 [2.95e-07-3.99e-07],3.8e-05 [3.12e-05-3.92e-05],0.0041 [0.00347-0.00461],0.974 [0.724-0.998],233 [228-238],1.35e+03 [1.08e+03-1.49e+03]
q=12,physics,6.43e-06 [6.1e-06-1.32e-05],0.000659 [0.000618-0.00145],0.0625 [0.0622-0.146],6.77 [6.58-10.9],422 [400-478],879 [844-1.14e+03]
q=12,twin,3.83e-07 [3.37e-07-3.91e-07],4.16e-05 [3.64e-05-4.22e-05],0.00441 [0.00412-0.00469],0.994 [0.854-1.03],204 [186-208],1.22e+03 [1.2e+03-1.25e+03]
q=14,physics,6.6e-06 [5.05e-06-9.21e-06],0.000659 [0.000501-0.00104],0.0693 [0.0527-0.102],6.51 [5.84-8.4],394 [380-409],867 [826-949]
q=14,twin,3.89e-07 [3.57e-07-4.11e-07],4.06e-05 [3.61e-05-4.23e-05],0.00453 [0.00416-0.00486],1.11 [0.969-1.39],252 [218-283],1.41e+03 [1.17e+03-1.5e+03]
q=16,physics,7.02e-06 [7.02e-06-1e-05],0.000724 [0.00071-0.00107],0.074 [0.0712-0.109],7.59 [7.24-10.4],433 [410-465],969 [894-1.15e+03]
q=16,twin,3.64e-07 [3.47e-07-3.93e-07],3.65e-05 [3.55e-05-4.12e-05],0.00429 [0.00426-0.00512],1.02 [0.865-1.19],241 [225-246],1.36e+03 [1.33e+03-1.4e+03]
q=18,physics,6.88e-06 [6.46e-06-1.16e-05],0.000738 [0.000695-0.00121],0.0757 [0.0701-0.122],10.4 [7.62-10.9],410 [362-416],954 [893-977]
q=18,twin,4.06e-07 [3.39e-07-4.08e-07],4.29e-05 [3.85e-05-4.33e-05],0.00492 [0.00388-0.00495],0.961 [0.921-1.1],219 [201-227],1.37e+03 [1.36e+03-1.48e+03]
q=20,physics,6.04e-06 [5.13e-06-9.69e-06],0.000635 [0.000542-0.00105],0.0638 [0.053-0.106],7.05 [6.55-9.37],426 [423-443],930 [846-961]
q=20,twin,4.1e-07 [3.87e-07-4.73e-07],4.46e-05 [3.82e-05-4.7e-05],0.00488 [0.00404-0.00508],1.16 [0.879-1.32],214 [185-298],1.4e+03 [1.36e+03-1.52e+03]
