row,arm,0.05-0.2 mm,0.5-2 mm,5-20 mm,50-200 mm,500-2000 mm,full crossing
q=2,physics,6.63e-06 [4.86e-06-6.85e-06],0.000714 [0.000504-0.00076],0.0725 [0.0544-0.0734],6.37 [5.8-8.07],194 [171-217],699 [619-729]
q=2,twin,1.11e-06 [7.89e-07-1.21e-06],0.000114 [7.18e-05-0.000118],0.0161 [0.0089-0.0191],1.29 [1.12-1.34],135 [103-171],2.53e+03 [2.1e+03-2.95e+03]
q=4,physics,4.74e-06 [3.95e-06-9.73e-06],0.000466 [0.0004-0.000991],0.0501 [0.043-0.103],4.6 [4.25-8.89],168 [168-230],469 [428-489]
q=4,twin,1.05e-06 [9.87e-07-1.18e-06],0.000108 [9.55e-05-0.000123],0.0105 [0.00818-0.0132],0.943 [0.877-1.09],83 [83-96.6],1.76e+03 [1.6e+03-1.77e+03]
q=6,physics,4.59e-06 [4.12e-06-8.53e-06],0.00049 [0.000408-0.000918],0.0502 [0.0449-0.0947],7.75 [5.78-8.11],178 [167-184],394 [362-436]
q=6,twin,1.12e-06 [9.89e-07-1.16e-06],0.000101 [9.29e-05-0.000105],0.0103 [0.00708-0.0143],1.04 [0.753-1.29],155 [80.7-156],2.03e+03 [1.83e+03-3.43e+03]
q=8,physics,5.2e-06 [3.01e-06-6.81e-06],0.000521 [0.00032-0.000718],0.0519 [0.032-0.0705],5.78 [3.71-6.63],180 [169-207],314 [310-413]
q=8,twin,1.04e-06 [8.55e-07-1.34e-06],0.000113 [8.22e-05-0.00015],0.00853 [0.00772-0.0138],0.905 [0.784-1.31],88.6 [87.7-113],2.23e+03 [1.88e+03-2.27e+03]
q=10,physics,4.99e-06 [4.75e-06-7.07e-06],0.000524 [0.000473-0.000695],0.0537 [0.0484-0.0733],5.14 [4.89-6.15],172 [151-190],361 [326-364]
q=10,twin,9.02e-07 [8.54e-07-9.35e-07],9.16e-05 [8.04e-05-0.000101],0.00902 [0.00776-0.0099],0.871 [0.688-1.05],74.4 [64.5-115],1.73e+03 [1.54e+03-2.17e+03]
q=12,physics,4.46e-06 [3.68e-06-7.11e-06],0.000455 [0.000377-0.000731],0.048 [0.0425-0.0785],6.02 [4.68-6.79],156 [138-171],360 [357-374]
q=12,twin,8.22e-07 [6.98e-07-1.12e-06],7.48e-05 [6.98e-05-0.000125],0.0072 [0.00639-0.00991],0.686 [0.659-0.808],57.9 [56-72.3],1.49e+03 [1.46e+03-1.66e+03]
q=14,physics,4.6e-06 [4.38e-06-6.46e-06],0.000465 [0.000455-0.00065],0.045 [0.0443-0.0716],4.9 [4.48-6.6],224 [196-231],385 [355-451]
q=14,twin,9.1e-07 [8.54e-07-1.06e-06],7.64e-05 [7.15e-05-0.000101],0.00645 [0.00643-0.00788],0.707 [0.664-0.936],58.7 [53.3-78.2],1.5e+03 [1.46e+03-2.32e+03]
q=16,physics,3.29e-06 [2.63e-06-3.33e-06],0.000336 [0.000265-0.000353],0.0339 [0.0279-0.036],3.32 [3.06-3.63],184 [147-204],365 [331-398]
q=16,twin,7.82e-07 [7.6e-07-9.7e-07],7.57e-05 [7.15e-05-0.00011],0.00995 [0.00639-0.0109],0.808 [0.628-1.01],70.6 [50.4-102],1.83e+03 [1.63e+03-2.51e+03]
q=18,physics,4.33e-06 [1.56e-06-4.6e-06],0.000422 [0.00017-0.000491],0.0445 [0.0172-0.0519],4.02 [1.84-6.21],173 [159-188],378 [360-400]
q=18,twin,7.43e-07 [5.71e-07-7.59e-07],7.79e-05 [6.53e-05-8.39e-05],0.00639 [0.00631-0.00796],0.721 [0.605-0.729],62.2 [54.3-68],1.47e+03 [1.4e+03-2.22e+03]
q=20,physics,2.59e-06 [1.99e-06-2.87e-06],0.000267 [0.000194-0.000309],0.0281 [0.0204-0.0311],2.78 [2.17-3.05],173 [137-176],411 [350-462]
q=20,twin,8.26e-07 [5.9e-07-9.89e-07],7.91e-05 [6.12e-05-8.72e-05],0.00642 [0.00587-0.00701],0.675 [0.612-0.757],58.6 [50.2-65.7],1.47e+03 [1.43e+03-1.63e+03]
