row,arm,0.1 mm,1 mm,10 mm,100 mm,1000 mm,full crossing
q=2,physics,3.06 [1.66-4.15],3.16 [1.54-4],3.26 [1.48-4.19],1.11 [0.725-1.76],0.405 [0.325-0.675],0.168 [0.16-0.207]
q=2,twin,0.738 [0.469-1.29],0.686 [0.362-0.829],0.434 [0.358-0.544],0.446 [0.335-0.603],0.535 [0.424-0.943],0.597 [0.431-1.4]
q=4,physics,2.3 [1.08-3.16],2.15 [1.12-3.11],2.1 [1.09-2.92],0.903 [0.563-1.44],0.384 [0.349-0.581],0.0994 [0.0885-0.117]
q=4,twin,0.706 [0.581-0.826],0.489 [0.337-0.846],0.478 [0.448-0.576],0.443 [0.383-0.689],0.487 [0.401-1.06],0.485 [0.421-0.937]
q=6,physics,1.99 [0.82-2.44],1.78 [0.862-2.36],1.84 [1.01-2.21],1.22 [1.09-1.52],0.428 [0.313-0.479],0.0874 [0.068-0.113]
q=6,twin,0.547 [0.481-0.72],0.498 [0.363-0.578],0.489 [0.399-0.664],0.398 [0.373-0.457],0.394 [0.372-0.703],0.49 [0.386-1.18]
q=8,physics,1.72 [0.901-5.37],1.77 [0.824-4.79],1.91 [0.791-3.96],0.976 [0.683-1.31],0.429 [0.35-0.527],0.0961 [0.0889-0.132]
q=8,twin,0.473 [0.388-0.628],0.405 [0.354-0.468],0.459 [0.354-0.484],0.398 [0.326-0.502],0.395 [0.342-0.477],0.433 [0.356-0.568]
q=10,physics,3.03 [1.76-5.77],2.97 [1.72-5.23],2.69 [1.54-4.55],1.42 [0.976-1.47],0.424 [0.37-0.658],0.0923 [0.0815-0.103]
q=10,twin,0.527 [0.419-0.705],0.478 [0.367-0.695],0.526 [0.364-0.653],0.424 [0.372-0.527],0.475 [0.377-0.992],0.485 [0.382-0.859]
q=12,physics,1.91 [1.09-3.46],1.9 [1.05-3.26],1.5 [0.986-2.81],1.04 [0.76-1.4],0.538 [0.388-0.654],0.104 [0.0759-0.124]
q=12,twin,0.519 [0.447-0.693],0.451 [0.407-0.583],0.449 [0.38-0.584],0.412 [0.379-0.561],0.415 [0.351-0.608],0.533 [0.345-1.18]
q=14,physics,1.83 [1.08-2.74],1.84 [1.01-2.57],1.71 [0.993-2.58],1.03 [0.573-1.72],0.427 [0.331-0.539],0.0971 [0.0895-0.119]
q=14,twin,0.62 [0.501-0.757],0.529 [0.404-0.654],0.505 [0.417-0.585],0.484 [0.408-0.554],0.516 [0.346-0.55],0.59 [0.441-0.941]
q=16,physics,1.8 [1.06-2.96],1.83 [1.15-3.01],1.69 [1.25-2.45],1.42 [1.22-1.54],0.478 [0.408-0.565],0.101 [0.0808-0.118]
q=16,twin,0.6 [0.431-1.02],0.568 [0.364-0.82],0.516 [0.388-0.609],0.453 [0.381-0.77],0.475 [0.425-0.784],0.458 [0.344-0.88]
q=18,physics,2.63 [2.18-2.9],2.55 [2-3.14],2.29 [1.77-2.84],1.21 [0.949-1.51],0.447 [0.329-0.615],0.0949 [0.0831-0.111]
q=18,twin,0.534 [0.503-0.923],0.412 [0.398-0.635],0.405 [0.362-0.549],0.409 [0.327-0.536],0.416 [0.34-0.501],0.443 [0.332-0.753]
q=20,physics,1.83 [0.891-4.54],1.73 [0.952-4.47],1.69 [1.17-3.4],1.07 [0.86-2.05],0.469 [0.309-0.585],0.0974 [0.0799-0.108]
q=20,twin,0.487 [0.387-0.785],0.385 [0.333-0.469],0.414 [0.362-0.511],0.454 [0.329-0.561],0.377 [0.337-0.534],0.395 [0.352-1.49]
straight line,straight line,0.4113,0.3281,0.3281,0.3281,0.3281,0.3281
material floor,material floor,0.2754,0.2624,0.2624,0.2624,0.2624,0.2624
reference floor,reference floor,,,,,,
