row,arm,0.05-0.2 mm,0.5-2 mm,5-20 mm,50-200 mm,500-2000 mm,full crossing
q=2,physics,3.17e-06 [2.02e-06-5.37e-06],0.000339 [0.000205-0.000543],0.0359 [0.0208-0.0547],3.46 [2.52-4.45],135 [129-147],653 [649-654]
q=2,twin,2.46e-07 [2.45e-07-2.58e-07],2.51e-05 [2.44e-05-2.92e-05],0.00279 [0.00256-0.00288],0.339 [0.33-0.459],47.7 [45.1-58.7],437 [360-595]
q=4,physics,3.65e-06 [1.52e-06-4.3e-06],0.000394 [0.000168-0.000432],0.0382 [0.0171-0.0439],3.39 [1.51-3.64],127 [120-137],320 [280-332]
q=4,twin,3.3e-07 [3.27e-07-4.7e-07],2.58e-05 [2.44e-05-3.51e-05],0.00276 [0.00247-0.0042],0.464 [0.388-0.562],55.4 [53.5-74.2],692 [550-921]
q=6,physics,2.06e-06 [1.86e-06-2.16e-06],0.000215 [0.00019-0.000221],0.0219 [0.0205-0.0236],2.39 [1.88-2.67],118 [109-132],248 [245-289]
q=6,twin,2.5e-07 [2.22e-07-3.44e-07],2.73e-05 [2.23e-05-2.99e-05],0.00278 [0.00263-0.00334],0.362 [0.332-0.385],49.6 [46.1-52.6],425 [391-561]
q=8,physics,1.91e-06 [1.51e-06-2.3e-06],0.000196 [0.000178-0.000243],0.0203 [0.0187-0.0246],1.92 [1.54-2.61],118 [104-121],225 [205-240]
q=8,twin,3.31e-07 [3.12e-07-3.46e-07],3.3e-05 [2.82e-05-3.39e-05],0.00355 [0.00292-0.00366],0.427 [0.353-0.45],57.5 [49.2-60.5],571 [528-571]
q=10,physics,2.38e-06 [1.71e-06-3.63e-06],0.000263 [0.000179-0.000375],0.0255 [0.0188-0.0358],2.3 [2.12-3.66],120 [120-130],254 [227-308]
q=10,twin,4.09e-07 [3.62e-07-4.92e-07],3.7e-05 [2.3e-05-4.59e-05],0.00434 [0.00238-0.00576],0.597 [0.328-0.623],81.6 [51.2-90.2],649 [477-1.22e+03]
q=12,physics,2.38e-06 [1.75e-06-5.28e-06],0.000259 [0.000185-0.000582],0.0262 [0.0209-0.0571],2.65 [2.54-5.05],97.7 [94.1-129],236 [232-296]
q=12,twin,3.76e-07 [2.76e-07-4.22e-07],2.81e-05 [2.67e-05-4.02e-05],0.00328 [0.00317-0.00407],0.379 [0.347-0.471],53.3 [51.4-67.8],589 [448-683]
q=14,physics,2.12e-06 [1.55e-06-3.55e-06],0.000212 [0.000159-0.000399],0.0221 [0.0169-0.0372],2.34 [2.12-3.13],115 [98.3-121],253 [218-281]
q=14,twin,3.08e-07 [3.08e-07-4.32e-07],3.54e-05 [2.41e-05-4.3e-05],0.00442 [0.0024-0.0045],0.447 [0.3-0.47],58.5 [40.3-60.6],639 [452-892]
q=16,physics,2.42e-06 [1.18e-06-3.31e-06],0.000252 [0.000125-0.000349],0.0252 [0.0143-0.0367],2.46 [1.72-2.61],112 [92.3-117],270 [234-271]
q=16,twin,5.28e-07 [3.75e-07-6.39e-07],4.34e-05 [3.72e-05-4.89e-05],0.00457 [0.0034-0.00458],0.437 [0.412-0.533],63.9 [55.8-75.4],560 [560-696]
q=18,physics,4.27e-06 [1.27e-06-4.51e-06],0.000471 [0.000126-0.000484],0.0461 [0.014-0.048],3.04 [1.57-4.94],95.6 [88.5-123],257 [220-275]
q=18,twin,4.62e-07 [3.07e-07-5.2e-07],3.06e-05 [2.85e-05-3.23e-05],0.00314 [0.00299-0.00345],0.389 [0.346-0.397],71.9 [56.3-79.9],581 [563-747]
q=20,physics,2.3e-06 [2.05e-06-2.64e-06],0.000244 [0.000214-0.000295],0.0244 [0.0232-0.0293],2.46 [2.35-2.79],109 [99.7-112],234 [216-244]
q=20,twin,4.11e-07 [4.01e-07-4.32e-07],3.44e-05 [3e-05-3.83e-05],0.00357 [0.00282-0.00367],0.457 [0.336-0.517],67.7 [52.6-69.9],549 [453-723]
