row,arm,0.05-0.2 mm,0.5-2 mm,5-20 mm,50-200 mm,500-2000 mm,full crossing
q=2,physics,0.00253 [0.00241-0.0026],0.0251 [0.0236-0.0254],0.188 [0.174-0.199],0.13 [0.119-0.158],0.295 [0.295-0.327],3.9 [3.89-3.93]
q=2,twin,0.000133 [6.46e-05-0.00016],0.000141 [9.73e-05-0.000144],0.00123 [0.00101-0.00127],0.0165 [0.0146-0.0207],0.224 [0.204-0.268],0.381 [0.309-0.507]
q=4,physics,0.00253 [0.00242-0.00256],0.0242 [0.0234-0.0245],0.184 [0.166-0.188],0.14 [0.119-0.142],0.284 [0.265-0.328],1.5 [1.43-1.5]
q=4,twin,6.3e-05 [6.28e-05-6.51e-05],9.41e-05 [7.42e-05-9.78e-05],0.000983 [0.00086-0.001],0.0134 [0.011-0.015],0.166 [0.163-0.201],0.297 [0.295-0.41]
q=6,physics,0.00242 [0.00241-0.00244],0.0244 [0.0243-0.0244],0.179 [0.177-0.187],0.12 [0.111-0.146],0.284 [0.279-0.326],0.16 [0.159-0.221]
q=6,twin,0.000151 [8.66e-05-0.000472],0.000156 [0.000107-0.000505],0.0012 [0.0011-0.0029],0.0158 [0.0144-0.0454],0.222 [0.217-0.966],0.381 [0.354-1.33]
q=8,physics,0.00248 [0.00241-0.00261],0.0237 [0.0232-0.0245],0.189 [0.182-0.193],0.161 [0.126-0.165],0.296 [0.285-0.366],0.17 [0.165-0.174]
q=8,twin,0.000172 [6.84e-05-0.000261],0.000216 [0.000133-0.000269],0.00195 [0.00106-0.00227],0.0253 [0.0158-0.0299],0.438 [0.208-0.74],0.61 [0.36-1.51]
q=10,physics,0.00251 [0.0024-0.00257],0.0244 [0.0234-0.0252],0.185 [0.185-0.195],0.168 [0.142-0.175],0.334 [0.312-0.34],0.183 [0.169-0.217]
q=10,twin,0.00017 [6.75e-05-0.000185],0.000177 [0.000113-0.000182],0.00169 [0.00125-0.00217],0.0221 [0.0178-0.0238],0.337 [0.233-0.368],0.628 [0.457-0.643]
q=12,physics,0.00247 [0.00245-0.00251],0.025 [0.0242-0.0254],0.181 [0.177-0.192],0.167 [0.154-0.189],0.328 [0.304-0.354],0.155 [0.15-0.182]
q=12,twin,0.000115 [8.28e-05-0.000392],0.000277 [0.000161-0.000479],0.00264 [0.00144-0.00384],0.0333 [0.0207-0.0443],0.961 [0.286-1.09],1.37 [0.643-1.45]
q=14,physics,0.00242 [0.00241-0.00254],0.0243 [0.0243-0.0258],0.186 [0.174-0.189],0.154 [0.152-0.156],0.339 [0.277-0.353],0.173 [0.151-0.201]
q=14,twin,0.000142 [0.000126-0.000364],0.000134 [0.00013-0.00049],0.00131 [0.000928-0.00349],0.0191 [0.017-0.0348],0.25 [0.24-0.965],0.446 [0.375-1.51]
q=16,physics,0.00243 [0.00243-0.00247],0.0252 [0.0248-0.0255],0.191 [0.18-0.193],0.145 [0.135-0.174],0.326 [0.271-0.333],0.158 [0.146-0.188]
q=16,twin,8.11e-05 [6.97e-05-0.000202],0.000139 [0.000125-0.000253],0.00155 [0.00118-0.0019],0.0193 [0.0183-0.0255],0.304 [0.284-0.469],0.53 [0.46-0.712]
q=18,physics,0.00249 [0.00247-0.00257],0.0248 [0.0245-0.0255],0.186 [0.182-0.193],0.151 [0.144-0.158],0.297 [0.296-0.324],0.174 [0.173-0.174]
q=18,twin,0.000248 [9.97e-05-0.0003],0.000292 [0.000134-0.000332],0.00259 [0.00157-0.0033],0.0301 [0.0209-0.0329],0.98 [0.29-1.05],0.877 [0.561-1.03]
q=20,physics,0.00251 [0.00235-0.00251],0.0244 [0.0233-0.0252],0.175 [0.17-0.182],0.139 [0.121-0.141],0.313 [0.295-0.323],0.165 [0.161-0.169]
q=20,twin,0.000196 [9.87e-05-0.000241],0.000318 [0.00017-0.000401],0.00297 [0.00149-0.00338],0.034 [0.0194-0.0365],0.987 [0.347-1.07],1.11 [0.573-2.77]
