row,arm,0.05-0.2 mm,0.5-2 mm,5-20 mm,50-200 mm,500-2000 mm,full crossing
q=2,physics,5.23e-05 [4.19e-05-8.6e-05],0.00051 [0.000408-0.000882],0.00538 [0.00472-0.00745],0.0295 [0.0277-0.0317],0.105 [0.1-0.116],0.152 [0.148-0.154]
q=2,twin,1.65e-05 [1.41e-05-3.08e-05],0.000157 [0.000135-0.000176],0.00153 [0.0014-0.0018],0.0143 [0.0134-0.0162],0.12 [0.119-0.157],0.444 [0.433-0.459]
q=4,physics,5.37e-05 [4.45e-05-5.53e-05],0.000548 [0.00044-0.000554],0.00529 [0.00401-0.00533],0.0298 [0.0278-0.0315],0.11 [0.107-0.134],0.091 [0.0819-0.0912]
q=4,twin,1.78e-05 [1.76e-05-2.63e-05],0.00014 [0.000135-0.000155],0.00131 [0.00126-0.00181],0.0149 [0.0143-0.0154],0.114 [0.11-0.122],0.415 [0.411-0.482]
q=6,physics,7.04e-05 [4.28e-05-0.000106],0.000722 [0.000423-0.00104],0.00614 [0.00421-0.00917],0.0296 [0.028-0.039],0.111 [0.109-0.126],0.0848 [0.0649-0.0969]
q=6,twin,2.38e-05 [2.23e-05-2.77e-05],0.00017 [0.000164-0.000193],0.00146 [0.0013-0.00147],0.0138 [0.0136-0.015],0.113 [0.111-0.15],0.46 [0.449-0.703]
q=8,physics,8.14e-05 [7.11e-05-9.59e-05],0.000823 [0.000709-0.000987],0.00759 [0.00736-0.00835],0.0291 [0.0269-0.0336],0.111 [0.104-0.118],0.0732 [0.067-0.0788]
q=8,twin,1.79e-05 [1.39e-05-2.23e-05],0.000145 [0.000137-0.000168],0.00136 [0.00133-0.00156],0.0138 [0.0131-0.0154],0.119 [0.106-0.131],0.489 [0.381-0.681]
q=10,physics,6.54e-05 [3.87e-05-7.5e-05],0.000685 [0.000403-0.000744],0.0065 [0.00423-0.00711],0.0326 [0.0319-0.0377],0.116 [0.109-0.124],0.0846 [0.068-0.0897]
q=10,twin,2.98e-05 [2.08e-05-5.88e-05],0.000202 [0.000165-0.000275],0.00164 [0.00131-0.00199],0.0144 [0.0138-0.0152],0.142 [0.14-0.15],0.586 [0.586-0.691]
q=12,physics,4.62e-05 [2.69e-05-7.37e-05],0.000468 [0.000285-0.000754],0.00442 [0.00307-0.007],0.0238 [0.0225-0.0319],0.115 [0.102-0.115],0.0746 [0.0625-0.0747]
q=12,twin,2.26e-05 [1.74e-05-2.67e-05],0.000165 [0.00016-0.000192],0.00166 [0.00136-0.00203],0.014 [0.0131-0.0178],0.174 [0.1-0.185],0.813 [0.517-0.923]
q=14,physics,7.45e-05 [5.96e-05-7.75e-05],0.000719 [0.000618-0.000754],0.00714 [0.00593-0.00775],0.0269 [0.0264-0.0319],0.114 [0.111-0.124],0.0736 [0.0706-0.0828]
q=14,twin,3.22e-05 [2.92e-05-3.99e-05],0.000176 [0.000158-0.000188],0.00145 [0.00143-0.00147],0.0141 [0.0127-0.0189],0.123 [0.119-0.154],0.505 [0.446-0.629]
q=16,physics,7.09e-05 [6.21e-05-9.51e-05],0.000749 [0.000634-0.000984],0.00648 [0.00566-0.00921],0.0296 [0.0291-0.0306],0.112 [0.111-0.112],0.0738 [0.0698-0.0957]
q=16,twin,1.82e-05 [1.44e-05-3.73e-05],0.000185 [0.000157-0.000218],0.00156 [0.00149-0.00208],0.0148 [0.0148-0.0164],0.129 [0.124-0.162],0.466 [0.456-0.633]
q=18,physics,4.27e-05 [4.16e-05-4.57e-05],0.000412 [0.000396-0.000459],0.00458 [0.00452-0.00541],0.0285 [0.028-0.0301],0.11 [0.0976-0.119],0.0691 [0.0674-0.0713]
q=18,twin,2.43e-05 [2.33e-05-2.82e-05],0.000178 [0.000147-0.000221],0.00143 [0.00137-0.00148],0.0159 [0.0147-0.0181],0.144 [0.133-0.147],0.528 [0.491-0.703]
q=20,physics,3.45e-05 [3.34e-05-5.36e-05],0.000344 [0.000344-0.000528],0.00384 [0.0037-0.00524],0.0287 [0.0261-0.0303],0.112 [0.11-0.116],0.0834 [0.0771-0.0838]
q=20,twin,1.92e-05 [1.65e-05-4.05e-05],0.000157 [0.000154-0.000187],0.0014 [0.00129-0.00211],0.0147 [0.0127-0.0225],0.123 [0.11-0.199],0.587 [0.414-0.823]
