row,arm,0.1 mm,1 mm,10 mm,100 mm,1000 mm,full crossing
q=2,physics,92.6 [61.4-110],89.6 [60.1-105],69.9 [48.1-80.3],3.62 [3.14-4.31],1.16 [1-1.23],4.05 [4-4.2]
q=2,twin,71.2 [27.9-88],0.557 [0.361-4.88],0.252 [0.193-0.292],0.339 [0.264-0.481],0.678 [0.507-0.938],0.273 [0.225-0.44]
q=4,physics,62.4 [35.9-106],61.6 [37.7-104],49.5 [31.1-84.7],3.94 [3.35-8.84],1.04 [0.846-1.3],1.6 [1.4-1.76]
q=4,twin,90.9 [46.3-113],1.13 [0.406-2.18],0.376 [0.227-0.566],0.467 [0.383-0.594],0.752 [0.586-0.917],0.414 [0.336-0.672]
q=6,physics,58.2 [39.3-91.4],59.7 [39.4-87.4],47.9 [33.9-70.9],5.62 [3.58-6.72],1.01 [0.756-1.32],0.187 [0.179-0.219]
q=6,twin,67.9 [44.2-84.5],1.24 [0.682-3.8],0.311 [0.273-0.429],0.479 [0.415-0.599],0.725 [0.504-0.815],0.29 [0.218-0.508]
q=8,physics,69.9 [40.9-87.6],68.4 [43.3-85.5],54 [37.2-66.2],4.23 [2.26-5.48],0.969 [0.764-1.23],0.179 [0.15-0.197]
q=8,twin,61.2 [25-110],1.97 [0.891-11.7],0.403 [0.383-0.504],0.526 [0.423-0.859],0.721 [0.583-0.955],0.393 [0.31-0.444]
q=10,physics,49.8 [35.9-64.8],50.7 [34.6-64.7],42.2 [28.7-55.1],5.4 [3.56-7.24],0.97 [0.828-1.12],0.18 [0.161-0.236]
q=10,twin,72.8 [47.2-93.3],3.87 [0.577-5.7],0.51 [0.29-0.608],0.593 [0.417-0.731],0.819 [0.518-0.967],0.396 [0.28-0.738]
q=12,physics,49.1 [31.1-76],48.6 [31.1-73.4],40.9 [26.1-61.3],4.73 [3.18-8.91],1.07 [0.741-1.18],0.181 [0.164-0.208]
q=12,twin,59.8 [19.8-122],2.89 [0.899-7.26],0.396 [0.341-0.461],0.431 [0.38-0.484],0.834 [0.653-0.906],0.379 [0.31-0.551]
q=14,physics,62 [34.5-91.1],61.1 [33.7-101],51.7 [27.4-78],5.83 [4.81-6.49],1.07 [0.864-1.3],0.183 [0.155-0.21]
q=14,twin,57.8 [34.7-84.2],2.01 [1.3-6.31],0.448 [0.32-0.627],0.545 [0.317-0.662],0.963 [0.651-1.37],0.47 [0.367-0.623]
q=16,physics,77.2 [68.6-95.7],78 [65.4-93.7],61.8 [50.7-76.4],5.53 [4.04-7.7],0.92 [0.848-1.21],0.175 [0.146-0.215]
q=16,twin,68.3 [42.3-87.3],2.19 [0.949-10.8],0.483 [0.318-0.921],0.434 [0.389-0.635],0.72 [0.535-1.11],0.395 [0.321-0.562]
q=18,physics,60.4 [34.6-80.1],60 [33-80.2],48.7 [28.4-67.9],6.02 [4.9-8.01],0.982 [0.754-1.4],0.184 [0.17-0.207]
q=18,twin,81.9 [46-121],1.44 [0.463-7.41],0.446 [0.383-0.532],0.563 [0.372-0.624],0.95 [0.625-1.19],0.433 [0.373-0.577]
q=20,physics,51.2 [39-71.7],49.4 [37.8-68.9],40.7 [29.5-57.1],5.43 [4.34-7.69],1.08 [0.843-1.17],0.164 [0.149-0.174]
q=20,twin,66 [39.8-109],1.89 [0.775-3.19],0.411 [0.397-0.465],0.552 [0.359-0.639],0.918 [0.655-0.936],0.432 [0.359-0.607]
straight line,straight line,187.9,182.6,182.6,182.6,182.6,182.6
material floor,material floor,0.4187,0.3986,0.3986,0.3986,0.3986,0.3986
reference floor,reference floor,,,,,,
