tag,width,depth,q,mode,seed,column,direction,component,reference,unit,median_abs,p95_abs,mean,rms,n,n_steps
w64_d4_q08_data_s0,64,4,8,data,0,10 mm,all,y,fine,um,1991.9,41531.8,520.534,18373.7,1000,518
w64_d4_q08_data_s0,64,4,8,data,0,10 mm,all,tx,fine,mrad,1.61782,35.7537,0.696491,14.9641,1000,518
w64_d4_q08_data_s0,64,4,8,data,0,10 mm,all,ty,fine,mrad,0.583943,11.0198,0.2074,4.99184,1000,518
w64_d4_q08_data_s0,64,4,8,data,0,10 mm,all,max_xy,fine,um,5851.33,75531,16961.4,32885.5,1000,518
w64_d4_q08_data_s0,64,4,8,data,0,10 mm,all,x,hit,um,5093.84,70442.1,-150.39,31469.1,1000,518
w64_d4_q08_data_s0,64,4,8,data,0,10 mm,all,y,hit,um,2462,42211.1,538.195,19498.8,1000,518
w64_d4_q08_data_s0,64,4,8,data,0,10 mm,all,tx,hit,mrad,1.91359,37.42,0.760163,15.821,1000,518
w64_d4_q08_data_s0,64,4,8,data,0,10 mm,all,ty,hit,mrad,0.709606,11.8986,0.177596,5.39831,1000,518
w64_d4_q08_data_s0,64,4,8,data,0,10 mm,all,max_xy,hit,um,6380.05,78085.3,18325.4,34859.5,1000,518
w64_d4_q08_data_s0,64,4,8,data,0,10 mm,forward,x,fine,um,5656.65,78334.2,32.313,36472.6,500,518
w64_d4_q08_data_s0,64,4,8,data,0,10 mm,forward,y,fine,um,1826.65,23727.2,1186.78,11242.8,500,518
w64_d4_q08_data_s0,64,4,8,data,0,10 mm,forward,tx,fine,mrad,2.18599,48.2156,1.058,19.7662,500,518
w64_d4_q08_data_s0,64,4,8,data,0,10 mm,forward,ty,fine,mrad,0.621935,10.87,0.354401,5.02759,500,518
w64_d4_q08_data_s0,64,4,8,data,0,10 mm,forward,max_xy,fine,um,6074.37,79322.9,18838,36868.4,500,518
w64_d4_q08_data_s0,64,4,8,data,0,10 mm,forward,x,hit,um,5832.68,80957.1,895.551,38549.9,500,518
w64_d4_q08_data_s0,64,4,8,data,0,10 mm,forward,y,hit,um,2286.49,26806.7,1145.52,13543,500,518
w64_d4_q08_data_s0,64,4,8,data,0,10 mm,forward,tx,hit,mrad,2.49562,51.2659,1.37954,21.0052,500,518
w64_d4_q08_data_s0,64,4,8,data,0,10 mm,forward,ty,hit,mrad,0.742788,11.6934,0.342924,5.4499,500,518
w64_d4_q08_data_s0,64,4,8,data,0,10 mm,forward,max_xy,hit,um,6604.48,85057.3,20680.1,39634.7,500,518
w64_d4_q08_data_s0,64,4,8,data,0,10 mm,backward,x,fine,um,3633.26,43258.7,-1616.16,21460.7,500,518
w64_d4_q08_data_s0,64,4,8,data,0,10 mm,backward,y,fine,um,2357.26,57432,-145.713,23426.1,500,518
w64_d4_q08_data_s0,64,4,8,data,0,10 mm,backward,tx,fine,mrad,1.22936,13.0762,0.334978,7.55943,500,518
w64_d4_q08_data_s0,64,4,8,data,0,10 mm,backward,ty,fine,mrad,0.511393,11.4097,0.0603993,4.95582,500,518
w64_d4_q08_data_s0,64,4,8,data,0,10 mm,backward,max_xy,fine,um,5241.66,67781,15084.9,28348.5,500,518
w64_d4_q08_data_s0,64,4,8,data,0,10 mm,backward,x,hit,um,4081.03,47690.6,-1196.33,22237.8,500,518
w64_d4_q08_data_s0,64,4,8,data,0,10 mm,backward,y,hit,um,2616.58,59044.6,-69.127,24020.7,500,518
w64_d4_q08_data_s0,64,4,8,data,0,10 mm,backward,tx,hit,mrad,1.48311,14.2531,0.140784,7.70626,500,518
w64_d4_q08_data_s0,64,4,8,data,0,10 mm,backward,ty,hit,mrad,0.67169,12.1152,0.0122669,5.34623,500,518
w64_d4_q08_data_s0,64,4,8,data,0,10 mm,backward,max_xy,hit,um,6112.29,70878,15970.7,29316.7,500,518
w64_d4_q08_data_s0,64,4,8,data,0,100 mm,all,x,fine,um,6635.06,95221.4,9456.64,40338.7,1000,52
w64_d4_q08_data_s0,64,4,8,data,0,100 mm,all,y,fine,um,1979.63,42342.1,842.08,18095.9,1000,52
w64_d4_q08_data_s0,64,4,8,data,0,100 mm,all,tx,fine,mrad,2.42133,41.1305,-2.07465,16.8926,1000,52
w64_d4_q08_data_s0,64,4,8,data,0,100 mm,all,ty,fine,mrad,0.563546,10.8262,0.0270839,4.8744,1000,52
w64_d4_q08_data_s0,64,4,8,data,0,100 mm,all,max_xy,fine,um,7783,99296.6,22588.9,41840.8,1000,52
w64_d4_q08_data_s0,64,4,8,data,0,100 mm,all,x,hit,um,6651.67,101479,10098.2,42205.3,1000,52
w64_d4_q08_data_s0,64,4,8,data,0,100 mm,all,y,hit,um,2353.59,42578.6,859.741,19193.9,1000,52
w64_d4_q08_data_s0,64,4,8,data,0,100 mm,all,tx,hit,mrad,2.72208,42.9907,-2.01098,17.8175,1000,52
w64_d4_q08_data_s0,64,4,8,data,0,100 mm,all,ty,hit,mrad,0.693307,11.4551,-0.00272036,5.27631,1000,52
w64_d4_q08_data_s0,64,4,8,data,0,100 mm,all,max_xy,hit,um,8019.61,105483,24000.3,43988.5,1000,52
w64_d4_q08_data_s0,64,4,8,data,0,100 mm,forward,x,fine,um,5550.98,78235.3,144.861,33214.1,500,52
w64_d4_q08_data_s0,64,4,8,data,0,100 mm,forward,y,fine,um,1956.12,23220.8,1280.88,11266.3,500,52
w64_d4_q08_data_s0,64,4,8,data,0,100 mm,forward,tx,fine,mrad,2.09278,46.6902,1.61898,19.437,500,52
w64_d4_q08_data_s0,64,4,8,data,0,100 mm,forward,ty,fine,mrad,0.64211,10.8262,0.357518,4.98165,500,52
w64_d4_q08_data_s0,64,4,8,data,0,100 mm,forward,max_xy,fine,um,6136.69,80173.6,18143.6,33647.2,500,52
w64_d4_q08_data_s0,64,4,8,data,0,100 mm,forward,x,hit,um,5664.02,79993.8,1008.1,35242.5,500,52
w64_d4_q08_data_s0,64,4,8,data,0,100 mm,forward,y,hit,um,2396.44,27867.2,1239.61,13560,500,52
w64_d4_q08_data_s0,64,4,8,data,0,100 mm,forward,tx,hit,mrad,2.41402,50.9405,1.94052,20.6575,500,52
w64_d4_q08_data_s0,64,4,8,data,0,100 mm,forward,ty,hit,mrad,0.714545,11.4551,0.346042,5.40468,500,52
w64_d4_q08_data_s0,64,4,8,data,0,100 mm,forward,max_xy,hit,um,6442.46,80751.6,19961.1,36439.9,500,52
w64_d4_q08_data_s0,64,4,8,data,0,100 mm,backward,x,fine,um,8556.03,123073,18768.4,46381.6,500,52
w64_d4_q08_data_s0,64,4,8,data,0,100 mm,backward,y,fine,um,2028.53,57673.7,403.281,22978.1,500,52
w64_d4_q08_data_s0,64,4,8,data,0,100 mm,backward,tx,fine,mrad,2.62381,35.7182,-5.76829,13.8896,500,52
w64_d4_q08_data_s0,64,4,8,data,0,100 mm,backward,ty,fine,mrad,0.442193,10.4474,-0.30335,4.76475,500,52
w64_d4_q08_data_s0,64,4,8,data,0,100 mm,backward,max_xy,fine,um,9291.04,127289,27034.2,48674.2,500,52
w64_d4_q08_data_s0,64,4,8,data,0,100 mm,backward,x,hit,um,9022.36,128589,19188.2,48172,500,52
w64_d4_q08_data_s0,64,4,8,data,0,100 mm,backward,y,hit,um,2329.31,59138.8,479.867,23514.7,500,52
w64_d4_q08_data_s0,64,4,8,data,0,100 mm,backward,tx,hit,mrad,2.78925,37.1092,-5.96248,14.429,500,52
w64_d4_q08_data_s0,64,4,8,data,0,100 mm,backward,ty,hit,mrad,0.638224,11.416,-0.351483,5.14474,500,52
w64_d4_q08_data_s0,64,4,8,data,0,100 mm,backward,max_xy,hit,um,10059.2,128878,28039.4,50419.3,500,52
w64_d4_q08_data_s0,64,4,8,data,0,1000 mm,all,x,fine,um,7608.55,96081.8,8541.89,43526.1,1000,5
w64_d4_q08_data_s0,64,4,8,data,0,1000 mm,all,y,fine,um,1718.36,39636.2,404.536,18315.3,1000,5
w64_d4_q08_data_s0,64,4,8,data,0,1000 mm,all,tx,fine,mrad,2.43252,37.2183,-0.584844,16.5095,1000,5
w64_d4_q08_data_s0,64,4,8,data,0,1000 mm,all,ty,fine,mrad,0.526086,10.64,-0.258586,4.97437,1000,5
w64_d4_q08_data_s0,64,4,8,data,0,1000 mm,all,max_xy,fine,um,8358.1,99121.3,23285.8,44981.4,1000,5
w64_d4_q08_data_s0,64,4,8,data,0,1000 mm,all,x,hit,um,7517.95,100156,9183.42,44924.5,1000,5
w64_d4_q08_data_s0,64,4,8,data,0,1000 mm,all,y,hit,um,2340.13,42414.3,422.197,19396.4,1000,5
w64_d4_q08_data_s0,64,4,8,data,0,1000 mm,all,tx,hit,mrad,2.53326,40.6574,-0.521171,17.1868,1000,5
w64_d4_q08_data_s0,64,4,8,data,0,1000 mm,all,ty,hit,mrad,0.706829,11.785,-0.28839,5.37786,1000,5
w64_d4_q08_data_s0,64,4,8,data,0,1000 mm,all,max_xy,hit,um,8559.75,106876,24283.5,46695.7,1000,5
w64_d4_q08_data_s0,64,4,8,data,0,1000 mm,forward,x,fine,um,7767.15,64158.9,3257.41,30974.5,500,5
w64_d4_q08_data_s0,64,4,8,data,0,1000 mm,forward,y,fine,um,1202.06,24710.8,-167.987,11119.2,500,5
w64_d4_q08_data_s0,64,4,8,data,0,1000 mm,forward,tx,fine,mrad,2.67421,40.1414,3.04064,17.25,500,5
w64_d4_q08_data_s0,64,4,8,data,0,1000 mm,forward,ty,fine,mrad,0.431269,10.4123,-0.147529,5.13633,500,5
w64_d4_q08_data_s0,64,4,8,data,0,1000 mm,forward,max_xy,fine,um,8291.66,64158.9,17718.7,31495.1,500,5
w64_d4_q08_data_s0,64,4,8,data,0,1000 mm,forward,x,hit,um,7091.57,70479.9,4120.64,32003,500,5
w64_d4_q08_data_s0,64,4,8,data,0,1000 mm,forward,y,hit,um,1919.72,28699.5,-209.25,13403,500,5
w64_d4_q08_data_s0,64,4,8,data,0,1000 mm,forward,tx,hit,mrad,2.76763,43.1098,3.36218,18.3188,500,5
w64_d4_q08_data_s0,64,4,8,data,0,1000 mm,forward,ty,hit,mrad,0.663626,11.8043,-0.159005,5.55735,500,5
w64_d4_q08_data_s0,64,4,8,data,0,1000 mm,forward,max_xy,hit,um,7990.2,73342.5,18619.2,33386.9,500,5
w64_d4_q08_data_s0,64,4,8,data,0,1000 mm,backward,x,fine,um,7431.73,124460,13826.4,53194.2,500,5
w64_d4_q08_data_s0,64,4,8,data,0,1000 mm,backward,y,fine,um,2525.2,60849.7,977.058,23393.6,500,5
w64_d4_q08_data_s0,64,4,8,data,0,1000 mm,backward,tx,fine,mrad,2.21037,35.7726,-4.21032,15.7342,500,5
w64_d4_q08_data_s0,64,4,8,data,0,1000 mm,backward,ty,fine,mrad,0.593395,10.6958,-0.369643,4.80697,500,5
w64_d4_q08_data_s0,64,4,8,data,0,1000 mm,backward,max_xy,fine,um,8523.04,125793,28853,55269.5,500,5
w64_d4_q08_data_s0,64,4,8,data,0,1000 mm,backward,x,hit,um,7852.69,126967,14246.2,54883.8,500,5
w64_d4_q08_data_s0,64,4,8,data,0,1000 mm,backward,y,hit,um,2695.18,62648.6,1053.64,23933.3,500,5
w64_d4_q08_data_s0,64,4,8,data,0,1000 mm,backward,tx,hit,mrad,2.31782,36.5849,-4.40452,15.9748,500,5
w64_d4_q08_data_s0,64,4,8,data,0,1000 mm,backward,ty,hit,mrad,0.737784,11.6399,-0.417775,5.19217,500,5
w64_d4_q08_data_s0,64,4,8,data,0,1000 mm,backward,max_xy,hit,um,9469.89,128226,29947.8,56976.2,500,5
w64_d4_q08_data_s0,64,4,8,data,0,full crossing,all,x,fine,um,7147.52,114618,10428.1,61357,1000,1
w64_d4_q08_data_s0,64,4,8,data,0,full crossing,all,y,fine,um,2079.9,41210.1,243.182,18557.1,1000,1
w64_d4_q08_data_s0,64,4,8,data,0,full crossing,all,tx,fine,mrad,4.2532,39.3947,0.339721,17.3853,1000,1
w64_d4_q08_data_s0,64,4,8,data,0,full crossing,all,ty,fine,mrad,0.556331,11.4857,-0.315476,6.66982,1000,1
w64_d4_q08_data_s0,64,4,8,data,0,full crossing,all,max_xy,fine,um,8603.53,115508,26905.2,62296.2,1000,1
w64_d4_q08_data_s0,64,4,8,data,0,full crossing,all,x,hit,um,8168.59,116218,11069.6,62655.4,1000,1
w64_d4_q08_data_s0,64,4,8,data,0,full crossing,all,y,hit,um,2569.39,41472.3,260.843,19607.9,1000,1
w64_d4_q08_data_s0,64,4,8,data,0,full crossing,all,tx,hit,mrad,4.08787,41.5703,0.403394,17.8742,1000,1
w64_d4_q08_data_s0,64,4,8,data,0,full crossing,all,ty,hit,mrad,0.75788,12.3656,-0.34528,6.98349,1000,1
w64_d4_q08_data_s0,64,4,8,data,0,full crossing,all,max_xy,hit,um,9398.15,118598,28378.6,63766.1,1000,1
w64_d4_q08_data_s0,64,4,8,data,0,full crossing,forward,x,fine,um,5219.59,78293,11648.5,63263.5,500,1
w64_d4_q08_data_s0,64,4,8,data,0,full crossing,forward,y,fine,um,1497.92,24432.8,-1325.66,11348.7,500,1
w64_d4_q08_data_s0,64,4,8,data,0,full crossing,forward,tx,fine,mrad,3.91065,35.9352,3.16997,16.104,500,1
w64_d4_q08_data_s0,64,4,8,data,0,full crossing,forward,ty,fine,mrad,0.379678,11.0085,-0.157362,8.01772,500,1
w64_d4_q08_data_s0,64,4,8,data,0,full crossing,forward,max_xy,fine,um,5866.23,79326,20196.7,63602.2,500,1
w64_d4_q08_data_s0,64,4,8,data,0,full crossing,forward,x,hit,um,5710.65,78979.2,12511.7,64380.1,500,1
w64_d4_q08_data_s0,64,4,8,data,0,full crossing,forward,y,hit,um,2279.31,27541.1,-1366.92,13535.9,500,1
w64_d4_q08_data_s0,64,4,8,data,0,full crossing,forward,tx,hit,mrad,3.77748,40.0993,3.49151,16.9711,500,1
w64_d4_q08_data_s0,64,4,8,data,0,full crossing,forward,ty,hit,mrad,0.657888,12.3704,-0.168838,8.29526,500,1
w64_d4_q08_data_s0,64,4,8,data,0,full crossing,forward,max_xy,hit,um,6411.58,80821.1,22230,65073.2,500,1
w64_d4_q08_data_s0,64,4,8,data,0,full crossing,backward,x,fine,um,10548.4,137087,9207.69,59389.3,500,1
w64_d4_q08_data_s0,64,4,8,data,0,full crossing,backward,y,fine,um,2737.56,58940.9,1812.02,23663,500,1
w64_d4_q08_data_s0,64,4,8,data,0,full crossing,backward,tx,fine,mrad,4.61731,43.0664,-2.49053,18.5785,500,1
w64_d4_q08_data_s0,64,4,8,data,0,full crossing,backward,ty,fine,mrad,0.712953,11.5085,-0.47359,4.96882,500,1
w64_d4_q08_data_s0,64,4,8,data,0,full crossing,backward,max_xy,fine,um,12274.4,142073,33613.7,60962.3,500,1
w64_d4_q08_data_s0,64,4,8,data,0,full crossing,backward,x,hit,um,10116.1,140017,9627.52,60881.8,500,1
w64_d4_q08_data_s0,64,4,8,data,0,full crossing,backward,y,hit,um,3144.71,61716.8,1888.61,24201.6,500,1
w64_d4_q08_data_s0,64,4,8,data,0,full crossing,backward,tx,hit,mrad,4.57504,44.5611,-2.68472,18.7338,500,1
w64_d4_q08_data_s0,64,4,8,data,0,full crossing,backward,ty,hit,mrad,0.855993,12.3099,-0.521723,5.35974,500,1
w64_d4_q08_data_s0,64,4,8,data,0,full crossing,backward,max_xy,hit,um,12403.6,141461,34527.2,62431.6,500,1
w64_d4_q08_data_s1,64,4,8,data,1,0.1 mm,all,x,fine,um,68110.4,1.90354e+06,143054,724467,500,51759
w64_d4_q08_data_s1,64,4,8,data,1,0.1 mm,all,y,fine,um,2248.42,47917.6,-1125.47,31907.8,500,51759
w64_d4_q08_data_s1,64,4,8,data,1,0.1 mm,all,tx,fine,mrad,32.8088,736.174,-23.0634,284.222,500,51759
w64_d4_q08_data_s1,64,4,8,data,1,0.1 mm,all,ty,fine,mrad,0.676515,14.6226,-1.85941,11.6952,500,51759
w64_d4_q08_data_s1,64,4,8,data,1,0.1 mm,all,max_xy,fine,um,68657.6,1.90354e+06,372701,724489,500,51759
w64_d4_q08_data_s1,64,4,8,data,1,0.1 mm,all,x,hit,um,69893.6,1.90631e+06,143705,726760,500,51759
w64_d4_q08_data_s1,64,4,8,data,1,0.1 mm,all,y,hit,um,2654.73,52569.8,-1275.65,32311.9,500,51759
w64_d4_q08_data_s1,64,4,8,data,1,0.1 mm,all,tx,hit,mrad,33.1939,738.02,-22.9873,285.23,500,51759
w64_d4_q08_data_s1,64,4,8,data,1,0.1 mm,all,ty,hit,mrad,0.791638,15.7093,-1.89989,11.7658,500,51759
w64_d4_q08_data_s1,64,4,8,data,1,0.1 mm,all,max_xy,hit,um,70830.9,1.90631e+06,374946,726791,500,51759
w64_d4_q08_data_s1,64,4,8,data,1,0.1 mm,forward,x,fine,um,54588.1,1.04325e+06,83675.6,488561,250,51759
w64_d4_q08_data_s1,64,4,8,data,1,0.1 mm,forward,y,fine,um,2361.53,39544.2,-5209.27,37866.4,250,51759
w64_d4_q08_data_s1,64,4,8,data,1,0.1 mm,forward,tx,fine,mrad,32.4838,513.509,40.7641,206.63,250,51759
w64_d4_q08_data_s1,64,4,8,data,1,0.1 mm,forward,ty,fine,mrad,0.799528,19.8554,-3.0765,15.6435,250,51759
w64_d4_q08_data_s1,64,4,8,data,1,0.1 mm,forward,max_xy,fine,um,59729.9,1.04325e+06,227717,488616,250,51759
w64_d4_q08_data_s1,64,4,8,data,1,0.1 mm,forward,x,hit,um,59027.1,1.05442e+06,84647.9,491260,250,51759
w64_d4_q08_data_s1,64,4,8,data,1,0.1 mm,forward,y,hit,um,2647.23,37861.2,-5402.1,38210.2,250,51759
w64_d4_q08_data_s1,64,4,8,data,1,0.1 mm,forward,tx,hit,mrad,33.1939,517.091,41.0953,207.698,250,51759
w64_d4_q08_data_s1,64,4,8,data,1,0.1 mm,forward,ty,hit,mrad,0.894863,19.8572,-3.14726,15.6921,250,51759
w64_d4_q08_data_s1,64,4,8,data,1,0.1 mm,forward,max_xy,hit,um,62172.3,1.05442e+06,230616,491341,250,51759
w64_d4_q08_data_s1,64,4,8,data,1,0.1 mm,backward,x,fine,um,98100.4,2.18932e+06,202433,900563,250,51759
w64_d4_q08_data_s1,64,4,8,data,1,0.1 mm,backward,y,fine,um,2048,53125.8,2958.33,24542.9,250,51759
w64_d4_q08_data_s1,64,4,8,data,1,0.1 mm,backward,tx,fine,mrad,33.0179,838.652,-86.8909,344.774,250,51759
w64_d4_q08_data_s1,64,4,8,data,1,0.1 mm,backward,ty,fine,mrad,0.526779,10.8733,-0.642317,5.36996,250,51759
w64_d4_q08_data_s1,64,4,8,data,1,0.1 mm,backward,max_xy,fine,um,98100.4,2.18932e+06,517686,900568,250,51759
w64_d4_q08_data_s1,64,4,8,data,1,0.1 mm,backward,x,hit,um,99432.2,2.19331e+06,202762,902787,250,51759
w64_d4_q08_data_s1,64,4,8,data,1,0.1 mm,backward,y,hit,um,2654.73,56865.8,2850.8,25061.7,250,51759
w64_d4_q08_data_s1,64,4,8,data,1,0.1 mm,backward,tx,hit,mrad,33.6563,842.251,-87.07,345.795,250,51759
w64_d4_q08_data_s1,64,4,8,data,1,0.1 mm,backward,ty,hit,mrad,0.678244,11.9375,-0.652526,5.53397,250,51759
w64_d4_q08_data_s1,64,4,8,data,1,0.1 mm,backward,max_xy,hit,um,99432.2,2.19331e+06,519276,902792,250,51759
w64_d4_q08_data_s1,64,4,8,data,1,1 mm,all,x,fine,um,3059.65,1.11728e+06,66131.6,514388,1000,5176
w64_d4_q08_data_s1,64,4,8,data,1,1 mm,all,y,fine,um,2063.38,44333.1,332.937,23525.8,1000,5176
w64_d4_q08_data_s1,64,4,8,data,1,1 mm,all,tx,fine,mrad,0.96756,442.348,-19.6601,198.342,1000,5176
w64_d4_q08_data_s1,64,4,8,data,1,1 mm,all,ty,fine,mrad,0.577138,11.5772,-0.531759,6.70395,1000,5176
w64_d4_q08_data_s1,64,4,8,data,1,1 mm,all,max_xy,fine,um,4171.61,1.11728e+06,145999,514430,1000,5176
w64_d4_q08_data_s1,64,4,8,data,1,1 mm,all,x,hit,um,3774.93,1.11936e+06,66773.1,515868,1000,5176
w64_d4_q08_data_s1,64,4,8,data,1,1 mm,all,y,hit,um,2463.69,47020.8,350.599,24201.7,1000,5176
w64_d4_q08_data_s1,64,4,8,data,1,1 mm,all,tx,hit,mrad,1.3489,448.509,-19.5965,199.026,1000,5176
w64_d4_q08_data_s1,64,4,8,data,1,1 mm,all,ty,hit,mrad,0.730928,12.4198,-0.561563,6.97103,1000,5176
w64_d4_q08_data_s1,64,4,8,data,1,1 mm,all,max_xy,hit,um,5131.5,1.11936e+06,147841,515935,1000,5176
w64_d4_q08_data_s1,64,4,8,data,1,1 mm,forward,x,fine,um,2165.45,240323,15851.3,364670,500,5176
w64_d4_q08_data_s1,64,4,8,data,1,1 mm,forward,y,fine,um,1649.46,25229.2,-973.438,23599.3,500,5176
w64_d4_q08_data_s1,64,4,8,data,1,1 mm,forward,tx,fine,mrad,0.845982,119.669,7.23324,146.598,500,5176
w64_d4_q08_data_s1,64,4,8,data,1,1 mm,forward,ty,fine,mrad,0.631161,10.2356,-0.555366,7.99531,500,5176
w64_d4_q08_data_s1,64,4,8,data,1,1 mm,forward,max_xy,fine,um,3434.89,240323,76182.8,364730,500,5176
w64_d4_q08_data_s1,64,4,8,data,1,1 mm,forward,x,hit,um,3396.02,240869,16714.5,366141,500,5176
w64_d4_q08_data_s1,64,4,8,data,1,1 mm,forward,y,hit,um,2153.63,30677.5,-1014.7,24491.5,500,5176
w64_d4_q08_data_s1,64,4,8,data,1,1 mm,forward,tx,hit,mrad,1.37672,124.305,7.55478,147.26,500,5176
w64_d4_q08_data_s1,64,4,8,data,1,1 mm,forward,ty,hit,mrad,0.748946,11.4545,-0.566842,8.23446,500,5176
w64_d4_q08_data_s1,64,4,8,data,1,1 mm,forward,max_xy,hit,um,4879.07,240869,78622.7,366264,500,5176
w64_d4_q08_data_s1,64,4,8,data,1,1 mm,backward,x,fine,um,3757.02,1.64688e+06,116412,629449,500,5176
w64_d4_q08_data_s1,64,4,8,data,1,1 mm,backward,y,fine,um,2537.62,56150.1,1639.31,23452,500,5176
w64_d4_q08_data_s1,64,4,8,data,1,1 mm,backward,tx,fine,mrad,1.14623,666.968,-46.5535,239.14,500,5176
w64_d4_q08_data_s1,64,4,8,data,1,1 mm,backward,ty,fine,mrad,0.499038,11.9288,-0.508152,5.09519,500,5176
w64_d4_q08_data_s1,64,4,8,data,1,1 mm,backward,max_xy,fine,um,5167.75,1.64688e+06,215816,629482,500,5176
w64_d4_q08_data_s1,64,4,8,data,1,1 mm,backward,x,hit,um,4076.28,1.64949e+06,116832,631015,500,5176
w64_d4_q08_data_s1,64,4,8,data,1,1 mm,backward,y,hit,um,2836.74,57491.3,1715.9,23908.4,500,5176
w64_d4_q08_data_s1,64,4,8,data,1,1 mm,backward,tx,hit,mrad,1.34343,669.808,-46.7477,239.868,500,5176
w64_d4_q08_data_s1,64,4,8,data,1,1 mm,backward,ty,hit,mrad,0.715007,13.0935,-0.556284,5.42074,500,5176
w64_d4_q08_data_s1,64,4,8,data,1,1 mm,backward,max_xy,hit,um,5603.88,1.64949e+06,217060,631053,500,5176
w64_d4_q08_data_s1,64,4,8,data,1,10 mm,all,x,fine,um,2926.15,34269.9,4604.13,26545.1,1000,518
w64_d4_q08_data_s1,64,4,8,data,1,10 mm,all,y,fine,um,1695.97,37966.6,759.796,17701,1000,518
w64_d4_q08_data_s1,64,4,8,data,1,10 mm,all,tx,fine,mrad,0.975078,11.8658,0.0785329,6.39572,1000,518
w64_d4_q08_data_s1,64,4,8,data,1,10 mm,all,ty,fine,mrad,0.457047,11.1736,-0.367604,4.93663,1000,518
w64_d4_q08_data_s1,64,4,8,data,1,10 mm,all,max_xy,fine,um,4104.05,50655.9,13095.2,30585.2,1000,518
w64_d4_q08_data_s1,64,4,8,data,1,10 mm,all,x,hit,um,3162.85,37299.4,5245.66,27009.3,1000,518
w64_d4_q08_data_s1,64,4,8,data,1,10 mm,all,y,hit,um,2262.88,39786.2,777.457,18778.6,1000,518
w64_d4_q08_data_s1,64,4,8,data,1,10 mm,all,tx,hit,mrad,1.15118,12.6915,0.142206,6.6789,1000,518
w64_d4_q08_data_s1,64,4,8,data,1,10 mm,all,ty,hit,mrad,0.651395,12.0976,-0.397408,5.32859,1000,518
w64_d4_q08_data_s1,64,4,8,data,1,10 mm,all,max_xy,hit,um,5031.67,53686.8,14141.9,31479.8,1000,518
w64_d4_q08_data_s1,64,4,8,data,1,10 mm,forward,x,fine,um,3273.14,33309.2,3330.87,17884.6,500,518
w64_d4_q08_data_s1,64,4,8,data,1,10 mm,forward,y,fine,um,1356.93,25429.6,-198.89,11398.1,500,518
w64_d4_q08_data_s1,64,4,8,data,1,10 mm,forward,tx,fine,mrad,1.1951,11.8658,1.28948,6.11357,500,518
w64_d4_q08_data_s1,64,4,8,data,1,10 mm,forward,ty,fine,mrad,0.512841,11.6738,-0.197772,5.06891,500,518
w64_d4_q08_data_s1,64,4,8,data,1,10 mm,forward,max_xy,fine,um,4073.86,38016.3,9862.67,19982.4,500,518
w64_d4_q08_data_s1,64,4,8,data,1,10 mm,forward,x,hit,um,3931.36,36069,4194.11,18726.8,500,518
w64_d4_q08_data_s1,64,4,8,data,1,10 mm,forward,y,hit,um,2067,29295,-240.153,13586.1,500,518
w64_d4_q08_data_s1,64,4,8,data,1,10 mm,forward,tx,hit,mrad,1.48841,14.7781,1.61102,6.66353,500,518
w64_d4_q08_data_s1,64,4,8,data,1,10 mm,forward,ty,hit,mrad,0.665179,12.2113,-0.209249,5.46934,500,518
w64_d4_q08_data_s1,64,4,8,data,1,10 mm,forward,max_xy,hit,um,5110.16,43021.3,11422.8,21796.9,500,518
w64_d4_q08_data_s1,64,4,8,data,1,10 mm,backward,x,fine,um,2225.92,38172.6,5877.38,33006.4,500,518
w64_d4_q08_data_s1,64,4,8,data,1,10 mm,backward,y,fine,um,2257.78,50550.2,1718.48,22287.6,500,518
w64_d4_q08_data_s1,64,4,8,data,1,10 mm,backward,tx,fine,mrad,0.749254,11.7049,-1.13242,6.66594,500,518
w64_d4_q08_data_s1,64,4,8,data,1,10 mm,backward,ty,fine,mrad,0.421939,11.0363,-0.537435,4.8007,500,518
w64_d4_q08_data_s1,64,4,8,data,1,10 mm,backward,max_xy,fine,um,4152.37,68884.1,16327.8,38361.5,500,518
w64_d4_q08_data_s1,64,4,8,data,1,10 mm,backward,x,hit,um,2533.01,37675.8,6297.21,33291.2,500,518
w64_d4_q08_data_s1,64,4,8,data,1,10 mm,backward,y,hit,um,2594.31,51716.6,1795.07,22818.7,500,518
w64_d4_q08_data_s1,64,4,8,data,1,10 mm,backward,tx,hit,mrad,0.87395,11.7082,-1.32661,6.69423,500,518
w64_d4_q08_data_s1,64,4,8,data,1,10 mm,backward,ty,hit,mrad,0.628521,11.6574,-0.585568,5.18403,500,518
w64_d4_q08_data_s1,64,4,8,data,1,10 mm,backward,max_xy,hit,um,4951.36,72018.2,16860.9,38818.2,500,518
w64_d4_q08_data_s1,64,4,8,data,1,100 mm,all,x,fine,um,2534.8,37527.9,779.978,19395.3,1000,52
w64_d4_q08_data_s1,64,4,8,data,1,100 mm,all,y,fine,um,1609.1,41238.8,606.643,18339.7,1000,52
w64_d4_q08_data_s1,64,4,8,data,1,100 mm,all,tx,fine,mrad,0.938822,16.3705,0.192926,7.62989,1000,52
w64_d4_q08_data_s1,64,4,8,data,1,100 mm,all,ty,fine,mrad,0.432442,11.2787,-0.258676,5.07803,1000,52
w64_d4_q08_data_s1,64,4,8,data,1,100 mm,all,max_xy,fine,um,3460.96,51003.7,11965.7,24824,1000,52
