tag,width,depth,q,mode,seed,column,direction,component,reference,unit,median_abs,p95_abs,mean,rms,n,n_steps
w128_d8_q12_data_s0,128,8,12,data,0,0.1 mm,backward,y,hit,um,3677.32,55315.7,2112.34,25479,250,51759
w128_d8_q12_data_s0,128,8,12,data,0,0.1 mm,backward,tx,hit,mrad,45.7911,690.73,73.7863,264.152,250,51759
w128_d8_q12_data_s0,128,8,12,data,0,0.1 mm,backward,ty,hit,mrad,1.09575,12.5408,-0.466078,5.88139,250,51759
w128_d8_q12_data_s0,128,8,12,data,0,0.1 mm,backward,max_xy,hit,um,104193,1.72753e+06,368772,690759,250,51759
w128_d8_q12_data_s0,128,8,12,data,0,1 mm,all,x,fine,um,9923.18,1.31658e+06,33672.8,535732,1000,5176
w128_d8_q12_data_s0,128,8,12,data,0,1 mm,all,y,fine,um,1623.96,43917.7,-441.454,18548.1,1000,5176
w128_d8_q12_data_s0,128,8,12,data,0,1 mm,all,tx,fine,mrad,3.85808,498.168,26.0282,205.562,1000,5176
w128_d8_q12_data_s0,128,8,12,data,0,1 mm,all,ty,fine,mrad,0.526931,11.043,-0.309247,5.24536,1000,5176
w128_d8_q12_data_s0,128,8,12,data,0,1 mm,all,max_xy,fine,um,11047.7,1.31658e+06,188662,535786,1000,5176
w128_d8_q12_data_s0,128,8,12,data,0,1 mm,all,x,hit,um,9881.48,1.3215e+06,34314.3,537982,1000,5176
w128_d8_q12_data_s0,128,8,12,data,0,1 mm,all,y,hit,um,2208.26,44075.7,-423.792,19678.4,1000,5176
w128_d8_q12_data_s0,128,8,12,data,0,1 mm,all,tx,hit,mrad,3.59274,499.209,26.0919,206.488,1000,5176
w128_d8_q12_data_s0,128,8,12,data,0,1 mm,all,ty,hit,mrad,0.703947,11.7705,-0.339052,5.65598,1000,5176
w128_d8_q12_data_s0,128,8,12,data,0,1 mm,all,max_xy,hit,um,11244.4,1.3215e+06,189935,538047,1000,5176
w128_d8_q12_data_s0,128,8,12,data,0,1 mm,forward,x,fine,um,8240.34,1.51189e+06,81799.5,585474,500,5176
w128_d8_q12_data_s0,128,8,12,data,0,1 mm,forward,y,fine,um,1412.15,26770.3,-1155.3,11770.6,500,5176
w128_d8_q12_data_s0,128,8,12,data,0,1 mm,forward,tx,fine,mrad,3.68746,617.208,36.0525,234.044,500,5176
w128_d8_q12_data_s0,128,8,12,data,0,1 mm,forward,ty,fine,mrad,0.562921,11.2963,-0.613368,5.35737,500,5176
w128_d8_q12_data_s0,128,8,12,data,0,1 mm,forward,max_xy,fine,um,8398.78,1.51189e+06,228076,585477,500,5176
w128_d8_q12_data_s0,128,8,12,data,0,1 mm,forward,x,hit,um,8385.21,1.5302e+06,82662.8,588293,500,5176
w128_d8_q12_data_s0,128,8,12,data,0,1 mm,forward,y,hit,um,2170.76,30384.8,-1196.56,14009,500,5176
w128_d8_q12_data_s0,128,8,12,data,0,1 mm,forward,tx,hit,mrad,3.4224,620.881,36.374,235.185,500,5176
w128_d8_q12_data_s0,128,8,12,data,0,1 mm,forward,ty,hit,mrad,0.711522,12.1852,-0.624844,5.75943,500,5176
w128_d8_q12_data_s0,128,8,12,data,0,1 mm,forward,max_xy,hit,um,9213.51,1.5302e+06,230001,588316,500,5176
w128_d8_q12_data_s0,128,8,12,data,0,1 mm,backward,x,fine,um,11062.7,902349,-14454,480871,500,5176
w128_d8_q12_data_s0,128,8,12,data,0,1 mm,backward,y,fine,um,2264.9,55059.8,272.392,23441.8,500,5176
w128_d8_q12_data_s0,128,8,12,data,0,1 mm,backward,tx,fine,mrad,3.92689,347.931,16.0039,172.44,500,5176
w128_d8_q12_data_s0,128,8,12,data,0,1 mm,backward,ty,fine,mrad,0.507221,10.57,-0.00512671,5.1309,500,5176
w128_d8_q12_data_s0,128,8,12,data,0,1 mm,backward,max_xy,fine,um,12355,902349,149248,480989,500,5176
w128_d8_q12_data_s0,128,8,12,data,0,1 mm,backward,x,hit,um,11398.6,904998,-14034.2,482452,500,5176
w128_d8_q12_data_s0,128,8,12,data,0,1 mm,backward,y,hit,um,2507.31,56645.9,348.979,24046.3,500,5176
w128_d8_q12_data_s0,128,8,12,data,0,1 mm,backward,tx,hit,mrad,3.68785,350.506,15.8097,173.098,500,5176
w128_d8_q12_data_s0,128,8,12,data,0,1 mm,backward,ty,hit,mrad,0.702515,11.2916,-0.0532592,5.5506,500,5176
w128_d8_q12_data_s0,128,8,12,data,0,1 mm,backward,max_xy,hit,um,12358.4,904998,149868,482568,500,5176
w128_d8_q12_data_s0,128,8,12,data,0,10 mm,all,x,fine,um,4277.59,56400.6,7075.15,128961,1000,518
w128_d8_q12_data_s0,128,8,12,data,0,10 mm,all,y,fine,um,2054.36,40077.8,-1322.95,17883.9,1000,518
w128_d8_q12_data_s0,128,8,12,data,0,10 mm,all,tx,fine,mrad,1.52739,24.0501,1.093,43.503,1000,518
w128_d8_q12_data_s0,128,8,12,data,0,10 mm,all,ty,fine,mrad,0.637403,10.5264,-0.187713,4.95524,1000,518
w128_d8_q12_data_s0,128,8,12,data,0,10 mm,all,max_xy,fine,um,6166.66,66572,23596.7,129554,1000,518
w128_d8_q12_data_s0,128,8,12,data,0,10 mm,all,x,hit,um,5277.12,62261.5,7716.68,129761,1000,518
w128_d8_q12_data_s0,128,8,12,data,0,10 mm,all,y,hit,um,2479.82,40647.8,-1305.28,18911,1000,518
w128_d8_q12_data_s0,128,8,12,data,0,10 mm,all,tx,hit,mrad,1.78322,26.1585,1.15667,43.8199,1000,518
w128_d8_q12_data_s0,128,8,12,data,0,10 mm,all,ty,hit,mrad,0.740664,11.9997,-0.217518,5.30873,1000,518
w128_d8_q12_data_s0,128,8,12,data,0,10 mm,all,max_xy,hit,um,7168.68,73135.9,24916.8,130433,1000,518
w128_d8_q12_data_s0,128,8,12,data,0,10 mm,forward,x,fine,um,4215.27,52554.9,9471.22,120068,500,518
w128_d8_q12_data_s0,128,8,12,data,0,10 mm,forward,y,fine,um,1545.16,25468.1,-1675.94,11223.3,500,518
w128_d8_q12_data_s0,128,8,12,data,0,10 mm,forward,tx,fine,mrad,1.68886,25.3087,2.83573,50.3334,500,518
w128_d8_q12_data_s0,128,8,12,data,0,10 mm,forward,ty,fine,mrad,0.548175,12.0195,-0.81924,5.17779,500,518
w128_d8_q12_data_s0,128,8,12,data,0,10 mm,forward,max_xy,fine,um,5472.17,53452.9,19611.7,120249,500,518
w128_d8_q12_data_s0,128,8,12,data,0,10 mm,forward,x,hit,um,5622.9,60484.7,10334.5,121004,500,518
w128_d8_q12_data_s0,128,8,12,data,0,10 mm,forward,y,hit,um,2176.79,27702.8,-1717.21,13398.7,500,518
w128_d8_q12_data_s0,128,8,12,data,0,10 mm,forward,tx,hit,mrad,2.19241,29.9551,3.15727,50.6688,500,518
w128_d8_q12_data_s0,128,8,12,data,0,10 mm,forward,ty,hit,mrad,0.651551,12.7558,-0.830716,5.54358,500,518
w128_d8_q12_data_s0,128,8,12,data,0,10 mm,forward,max_xy,hit,um,6738.8,63521.8,22047.1,121348,500,518
w128_d8_q12_data_s0,128,8,12,data,0,10 mm,backward,x,fine,um,4428.05,57562.1,4679.07,137279,500,518
w128_d8_q12_data_s0,128,8,12,data,0,10 mm,backward,y,fine,um,2512.11,58174.8,-969.949,22665,500,518
w128_d8_q12_data_s0,128,8,12,data,0,10 mm,backward,tx,fine,mrad,1.3377,20.3741,-0.649735,35.3777,500,518
w128_d8_q12_data_s0,128,8,12,data,0,10 mm,backward,ty,fine,mrad,0.725049,9.70621,0.443813,4.7222,500,518
w128_d8_q12_data_s0,128,8,12,data,0,10 mm,backward,max_xy,fine,um,6678.56,77763,27581.7,138233,500,518
w128_d8_q12_data_s0,128,8,12,data,0,10 mm,backward,x,hit,um,4408.49,62512.1,5098.91,137962,500,518
w128_d8_q12_data_s0,128,8,12,data,0,10 mm,backward,y,hit,um,2834.72,57901,-893.363,23145.8,500,518
w128_d8_q12_data_s0,128,8,12,data,0,10 mm,backward,tx,hit,mrad,1.57614,21.0916,-0.843928,35.6799,500,518
w128_d8_q12_data_s0,128,8,12,data,0,10 mm,backward,ty,hit,mrad,0.798495,11.1705,0.395681,5.063,500,518
w128_d8_q12_data_s0,128,8,12,data,0,10 mm,backward,max_xy,hit,um,7656.5,79357.2,27786.6,138926,500,518
w128_d8_q12_data_s0,128,8,12,data,0,100 mm,all,x,fine,um,5286.49,47719.8,8296.97,22492.9,1000,52
w128_d8_q12_data_s0,128,8,12,data,0,100 mm,all,y,fine,um,2178.81,41415.5,-1541.14,18179.5,1000,52
w128_d8_q12_data_s0,128,8,12,data,0,100 mm,all,tx,fine,mrad,1.9417,19.6553,1.054,8.59057,1000,52
w128_d8_q12_data_s0,128,8,12,data,0,100 mm,all,ty,fine,mrad,0.63552,11.5138,-0.331978,5.00722,1000,52
w128_d8_q12_data_s0,128,8,12,data,0,100 mm,all,max_xy,fine,um,6937.65,63945.7,15063.5,26643,1000,52
w128_d8_q12_data_s0,128,8,12,data,0,100 mm,all,x,hit,um,5568.39,54521.3,8938.51,24329.9,1000,52
w128_d8_q12_data_s0,128,8,12,data,0,100 mm,all,y,hit,um,2514.1,41122.5,-1523.48,19174.7,1000,52
w128_d8_q12_data_s0,128,8,12,data,0,100 mm,all,tx,hit,mrad,2.0108,21.5723,1.11768,9.28499,1000,52
w128_d8_q12_data_s0,128,8,12,data,0,100 mm,all,ty,hit,mrad,0.750212,12.4919,-0.361782,5.34624,1000,52
w128_d8_q12_data_s0,128,8,12,data,0,100 mm,all,max_xy,hit,um,7350.53,71154.7,16373.9,28731.6,1000,52
w128_d8_q12_data_s0,128,8,12,data,0,100 mm,forward,x,fine,um,6133.08,54464.6,10995,25565.8,500,52
w128_d8_q12_data_s0,128,8,12,data,0,100 mm,forward,y,fine,um,2123.46,24212,-2111.73,11527,500,52
w128_d8_q12_data_s0,128,8,12,data,0,100 mm,forward,tx,fine,mrad,2.37085,25.8469,4.0136,10.4436,500,52
w128_d8_q12_data_s0,128,8,12,data,0,100 mm,forward,ty,fine,mrad,0.819849,11.5201,-0.963892,5.298,500,52
w128_d8_q12_data_s0,128,8,12,data,0,100 mm,forward,max_xy,fine,um,7772.18,54464.6,15076.2,26379.1,500,52
w128_d8_q12_data_s0,128,8,12,data,0,100 mm,forward,x,hit,um,6458.05,60150.2,11858.2,28415,500,52
w128_d8_q12_data_s0,128,8,12,data,0,100 mm,forward,y,hit,um,2601.92,25225.2,-2152.99,13580.5,500,52
w128_d8_q12_data_s0,128,8,12,data,0,100 mm,forward,tx,hit,mrad,2.54029,29.96,4.33514,11.6394,500,52
w128_d8_q12_data_s0,128,8,12,data,0,100 mm,forward,ty,hit,mrad,0.874859,12.986,-0.975368,5.63055,500,52
w128_d8_q12_data_s0,128,8,12,data,0,100 mm,forward,max_xy,hit,um,8399.47,64665.2,17130.9,29782.6,500,52
w128_d8_q12_data_s0,128,8,12,data,0,100 mm,backward,x,fine,um,4405.8,37481.8,5598.94,18927.4,500,52
w128_d8_q12_data_s0,128,8,12,data,0,100 mm,backward,y,fine,um,2290.07,57942.1,-970.547,22980.8,500,52
w128_d8_q12_data_s0,128,8,12,data,0,100 mm,backward,tx,fine,mrad,1.64162,14.5566,-1.90559,6.20708,500,52
w128_d8_q12_data_s0,128,8,12,data,0,100 mm,backward,ty,fine,mrad,0.446698,11.0539,0.299937,4.69847,500,52
w128_d8_q12_data_s0,128,8,12,data,0,100 mm,backward,max_xy,fine,um,6113.27,70618.9,15050.8,26904.3,500,52
w128_d8_q12_data_s0,128,8,12,data,0,100 mm,backward,x,hit,um,4665.26,39360.2,6018.77,19402.9,500,52
w128_d8_q12_data_s0,128,8,12,data,0,100 mm,backward,y,hit,um,2477.7,59362.5,-893.961,23471.5,500,52
w128_d8_q12_data_s0,128,8,12,data,0,100 mm,backward,tx,hit,mrad,1.70575,12.1683,-2.09979,6.0784,500,52
w128_d8_q12_data_s0,128,8,12,data,0,100 mm,backward,ty,hit,mrad,0.614391,11.7871,0.251805,5.04594,500,52
w128_d8_q12_data_s0,128,8,12,data,0,100 mm,backward,max_xy,hit,um,6732.83,75579.3,15616.9,27640.7,500,52
w128_d8_q12_data_s0,128,8,12,data,0,1000 mm,all,x,fine,um,7069.63,59740.7,3474.23,27632,1000,5
w128_d8_q12_data_s0,128,8,12,data,0,1000 mm,all,y,fine,um,1939.01,40854.5,-586.79,18413.3,1000,5
w128_d8_q12_data_s0,128,8,12,data,0,1000 mm,all,tx,fine,mrad,2.14988,18.8492,0.255321,8.87754,1000,5
w128_d8_q12_data_s0,128,8,12,data,0,1000 mm,all,ty,fine,mrad,0.534366,10.7622,-0.44408,4.94256,1000,5
w128_d8_q12_data_s0,128,8,12,data,0,1000 mm,all,max_xy,fine,um,8467.58,70682.3,17812.8,30630.6,1000,5
w128_d8_q12_data_s0,128,8,12,data,0,1000 mm,all,x,hit,um,7787.52,67114.1,4115.77,29232.3,1000,5
w128_d8_q12_data_s0,128,8,12,data,0,1000 mm,all,y,hit,um,2547.07,41966.8,-569.128,19514.5,1000,5
w128_d8_q12_data_s0,128,8,12,data,0,1000 mm,all,tx,hit,mrad,2.22395,20.9666,0.318994,9.33297,1000,5
w128_d8_q12_data_s0,128,8,12,data,0,1000 mm,all,ty,hit,mrad,0.735146,11.7746,-0.473884,5.34487,1000,5
w128_d8_q12_data_s0,128,8,12,data,0,1000 mm,all,max_xy,hit,um,9151.06,75082.8,19366.5,32570.9,1000,5
w128_d8_q12_data_s0,128,8,12,data,0,1000 mm,forward,x,fine,um,9317.11,45801.2,3322.45,21753.8,500,5
w128_d8_q12_data_s0,128,8,12,data,0,1000 mm,forward,y,fine,um,1747.88,25479.7,-1212.66,11301.3,500,5
w128_d8_q12_data_s0,128,8,12,data,0,1000 mm,forward,tx,fine,mrad,2.74534,18.3135,0.940946,8.59433,500,5
w128_d8_q12_data_s0,128,8,12,data,0,1000 mm,forward,ty,fine,mrad,0.668341,10.7622,-0.764563,5.04046,500,5
w128_d8_q12_data_s0,128,8,12,data,0,1000 mm,forward,max_xy,fine,um,9968.55,48639.8,15375.2,22810.2,500,5
w128_d8_q12_data_s0,128,8,12,data,0,1000 mm,forward,x,hit,um,9585.49,52828.4,4185.69,23736.7,500,5
w128_d8_q12_data_s0,128,8,12,data,0,1000 mm,forward,y,hit,um,2549.96,30189,-1253.92,13644.2,500,5
w128_d8_q12_data_s0,128,8,12,data,0,1000 mm,forward,tx,hit,mrad,2.83087,22.953,1.26249,9.45524,500,5
w128_d8_q12_data_s0,128,8,12,data,0,1000 mm,forward,ty,hit,mrad,0.811955,11.7746,-0.776039,5.4697,500,5
w128_d8_q12_data_s0,128,8,12,data,0,1000 mm,forward,max_xy,hit,um,10754.2,59201.5,17406.7,25752.4,500,5
w128_d8_q12_data_s0,128,8,12,data,0,1000 mm,backward,x,fine,um,5741.65,72628.1,3626.02,32462.7,500,5
w128_d8_q12_data_s0,128,8,12,data,0,1000 mm,backward,y,fine,um,2114.07,61411.5,39.0815,23460.1,500,5
w128_d8_q12_data_s0,128,8,12,data,0,1000 mm,backward,tx,fine,mrad,1.96881,19.0726,-0.430304,9.152,500,5
w128_d8_q12_data_s0,128,8,12,data,0,1000 mm,backward,ty,fine,mrad,0.406691,10.6474,-0.123597,4.84268,500,5
w128_d8_q12_data_s0,128,8,12,data,0,1000 mm,backward,max_xy,fine,um,6646.84,86125.3,20250.4,36826,500,5
w128_d8_q12_data_s0,128,8,12,data,0,1000 mm,backward,x,hit,um,5798.32,79758.1,4045.85,33847,500,5
w128_d8_q12_data_s0,128,8,12,data,0,1000 mm,backward,y,hit,um,2534.6,63630.2,115.668,23988.9,500,5
w128_d8_q12_data_s0,128,8,12,data,0,1000 mm,backward,tx,hit,mrad,2.01026,20.4583,-0.624498,9.20908,500,5
w128_d8_q12_data_s0,128,8,12,data,0,1000 mm,backward,ty,hit,mrad,0.664607,11.7196,-0.171729,5.21705,500,5
w128_d8_q12_data_s0,128,8,12,data,0,1000 mm,backward,max_xy,hit,um,7115.71,87460.3,21326.2,38190.8,500,5
w128_d8_q12_data_s0,128,8,12,data,0,full crossing,all,x,fine,um,4188.48,69085.2,2973.69,33695.8,1000,1
w128_d8_q12_data_s0,128,8,12,data,0,full crossing,all,y,fine,um,2106.73,40433.5,-1234.72,18626.6,1000,1
w128_d8_q12_data_s0,128,8,12,data,0,full crossing,all,tx,fine,mrad,2.01545,32.298,-0.249904,13.9019,1000,1
w128_d8_q12_data_s0,128,8,12,data,0,full crossing,all,ty,fine,mrad,0.851481,10.5092,0.217518,4.85429,1000,1
w128_d8_q12_data_s0,128,8,12,data,0,full crossing,all,max_xy,fine,um,5639.48,78146.3,18242.3,35723,1000,1
w128_d8_q12_data_s0,128,8,12,data,0,full crossing,all,x,hit,um,4756.25,70439.3,3615.23,34519.2,1000,1
w128_d8_q12_data_s0,128,8,12,data,0,full crossing,all,y,hit,um,2614.94,43333.8,-1217.06,19709.2,1000,1
w128_d8_q12_data_s0,128,8,12,data,0,full crossing,all,tx,hit,mrad,2.00123,32.1965,-0.186231,13.9489,1000,1
w128_d8_q12_data_s0,128,8,12,data,0,full crossing,all,ty,hit,mrad,0.912442,11.0921,0.187713,5.2351,1000,1
w128_d8_q12_data_s0,128,8,12,data,0,full crossing,all,max_xy,hit,um,6396.72,79542,19294.1,36963.9,1000,1
w128_d8_q12_data_s0,128,8,12,data,0,full crossing,forward,x,fine,um,3795.6,54253.9,866.3,26354.6,500,1
w128_d8_q12_data_s0,128,8,12,data,0,full crossing,forward,y,fine,um,1452.48,24933.4,-428.839,11919.2,500,1
w128_d8_q12_data_s0,128,8,12,data,0,full crossing,forward,tx,fine,mrad,1.43574,29.9919,0.747232,12.9945,500,1
w128_d8_q12_data_s0,128,8,12,data,0,full crossing,forward,ty,fine,mrad,0.64626,10.7468,0.290224,4.95106,500,1
w128_d8_q12_data_s0,128,8,12,data,0,full crossing,forward,max_xy,fine,um,4348,57586.5,13672.4,27336.5,500,1
w128_d8_q12_data_s0,128,8,12,data,0,full crossing,forward,x,hit,um,4349.95,59705.5,1729.54,27350.1,500,1
w128_d8_q12_data_s0,128,8,12,data,0,full crossing,forward,y,hit,um,2199.52,26250.9,-470.103,14117.5,500,1
w128_d8_q12_data_s0,128,8,12,data,0,full crossing,forward,tx,hit,mrad,1.43645,32.5314,1.06877,13.8007,500,1
w128_d8_q12_data_s0,128,8,12,data,0,full crossing,forward,ty,hit,mrad,0.806798,11.6277,0.278748,5.39366,500,1
w128_d8_q12_data_s0,128,8,12,data,0,full crossing,forward,max_xy,hit,um,5611.27,61331.5,15274.7,29226.1,500,1
w128_d8_q12_data_s0,128,8,12,data,0,full crossing,backward,x,fine,um,4936.5,84029.8,5081.08,39702,500,1
w128_d8_q12_data_s0,128,8,12,data,0,full crossing,backward,y,fine,um,3108.23,59819.7,-2040.6,23491.1,500,1
w128_d8_q12_data_s0,128,8,12,data,0,full crossing,backward,tx,fine,mrad,2.91338,33.5109,-1.24704,14.7536,500,1
w128_d8_q12_data_s0,128,8,12,data,0,full crossing,backward,ty,fine,mrad,1.04496,9.94824,0.144811,4.75555,500,1
w128_d8_q12_data_s0,128,8,12,data,0,full crossing,backward,max_xy,fine,um,7190.97,87735,22812.2,42485.1,500,1
w128_d8_q12_data_s0,128,8,12,data,0,full crossing,backward,x,hit,um,5355.14,80639.1,5500.92,40436.7,500,1
w128_d8_q12_data_s0,128,8,12,data,0,full crossing,backward,y,hit,um,3194.15,61015.6,-1964.01,24033.3,500,1
w128_d8_q12_data_s0,128,8,12,data,0,full crossing,backward,tx,hit,mrad,2.87357,31.5995,-1.44123,14.0956,500,1
w128_d8_q12_data_s0,128,8,12,data,0,full crossing,backward,ty,hit,mrad,1.0003,10.8172,0.0966783,5.07159,500,1
w128_d8_q12_data_s0,128,8,12,data,0,full crossing,backward,max_xy,hit,um,7632.36,91201.1,23313.6,43341.5,500,1
w128_d8_q12_data_s1,128,8,12,data,1,0.1 mm,all,x,fine,um,109340,1.79969e+06,-12475.2,737604,500,51759
w128_d8_q12_data_s1,128,8,12,data,1,0.1 mm,all,y,fine,um,2685.47,41512.3,801.671,19080.7,500,51759
w128_d8_q12_data_s1,128,8,12,data,1,0.1 mm,all,tx,fine,mrad,39.3075,720.631,-16.3441,292.134,500,51759
w128_d8_q12_data_s1,128,8,12,data,1,0.1 mm,all,ty,fine,mrad,0.969282,12.0279,-0.34863,5.42937,500,51759
w128_d8_q12_data_s1,128,8,12,data,1,0.1 mm,all,max_xy,fine,um,112329,1.79969e+06,398655,737657,500,51759
w128_d8_q12_data_s1,128,8,12,data,1,0.1 mm,all,x,hit,um,113588,1.80284e+06,-11824.4,740148,500,51759
w128_d8_q12_data_s1,128,8,12,data,1,0.1 mm,all,y,hit,um,3079,42029,651.49,19964.5,500,51759
w128_d8_q12_data_s1,128,8,12,data,1,0.1 mm,all,tx,hit,mrad,40.1583,724.699,-16.268,293.189,500,51759
w128_d8_q12_data_s1,128,8,12,data,1,0.1 mm,all,ty,hit,mrad,1.00396,12.5595,-0.389116,5.7074,500,51759
w128_d8_q12_data_s1,128,8,12,data,1,0.1 mm,all,max_xy,hit,um,114489,1.80284e+06,400664,740202,500,51759
w128_d8_q12_data_s1,128,8,12,data,1,0.1 mm,forward,x,fine,um,191123,1.56584e+06,-51506.9,665334,250,51759
w128_d8_q12_data_s1,128,8,12,data,1,0.1 mm,forward,y,fine,um,2583.52,27611.9,-433.864,11698.5,250,51759
w128_d8_q12_data_s1,128,8,12,data,1,0.1 mm,forward,tx,fine,mrad,74.5616,612.356,-23.1138,268.775,250,51759
w128_d8_q12_data_s1,128,8,12,data,1,0.1 mm,forward,ty,fine,mrad,1.03679,10.8886,-0.325776,5.57941,250,51759
w128_d8_q12_data_s1,128,8,12,data,1,0.1 mm,forward,max_xy,fine,um,191123,1.56584e+06,412813,665334,250,51759
w128_d8_q12_data_s1,128,8,12,data,1,0.1 mm,forward,x,hit,um,190175,1.56535e+06,-50534.5,668321,250,51759
w128_d8_q12_data_s1,128,8,12,data,1,0.1 mm,forward,y,hit,um,3030.58,30970.4,-626.693,13119.9,250,51759
w128_d8_q12_data_s1,128,8,12,data,1,0.1 mm,forward,tx,hit,mrad,75.4253,612.813,-22.7825,269.937,250,51759
w128_d8_q12_data_s1,128,8,12,data,1,0.1 mm,forward,ty,hit,mrad,1.08297,12.6905,-0.396539,5.89931,250,51759
w128_d8_q12_data_s1,128,8,12,data,1,0.1 mm,forward,max_xy,hit,um,190175,1.56535e+06,415328,668321,250,51759
w128_d8_q12_data_s1,128,8,12,data,1,0.1 mm,backward,x,fine,um,54470.5,1.99454e+06,26556.4,803399,250,51759
w128_d8_q12_data_s1,128,8,12,data,1,0.1 mm,backward,y,fine,um,3064.06,56237.3,2037.21,24316.5,250,51759
w128_d8_q12_data_s1,128,8,12,data,1,0.1 mm,backward,tx,fine,mrad,20.6285,790.127,-9.57435,313.758,250,51759
w128_d8_q12_data_s1,128,8,12,data,1,0.1 mm,backward,ty,fine,mrad,0.749024,12.0187,-0.371483,5.27505,250,51759
w128_d8_q12_data_s1,128,8,12,data,1,0.1 mm,backward,max_xy,fine,um,55710.4,1.99454e+06,384497,803496,250,51759
w128_d8_q12_data_s1,128,8,12,data,1,0.1 mm,backward,x,hit,um,57161.7,1.99814e+06,26885.7,805595,250,51759
w128_d8_q12_data_s1,128,8,12,data,1,0.1 mm,backward,y,hit,um,3347.36,58415.2,1929.67,25000.6,250,51759
w128_d8_q12_data_s1,128,8,12,data,1,0.1 mm,backward,tx,hit,mrad,21.8647,792.577,-9.75348,314.728,250,51759
w128_d8_q12_data_s1,128,8,12,data,1,0.1 mm,backward,ty,hit,mrad,0.84626,11.8741,-0.381692,5.5088,250,51759
w128_d8_q12_data_s1,128,8,12,data,1,0.1 mm,backward,max_xy,hit,um,58311.3,1.99814e+06,386000,805696,250,51759
w128_d8_q12_data_s1,128,8,12,data,1,1 mm,all,x,fine,um,18104.1,1.65507e+06,18041.3,621741,1000,5176
w128_d8_q12_data_s1,128,8,12,data,1,1 mm,all,y,fine,um,2159.83,42326.7,-346.126,18476.3,1000,5176
w128_d8_q12_data_s1,128,8,12,data,1,1 mm,all,tx,fine,mrad,6.70778,702.222,-8.58167,246.161,1000,5176
w128_d8_q12_data_s1,128,8,12,data,1,1 mm,all,ty,fine,mrad,0.705666,11.2853,-0.126786,5.07349,1000,5176
w128_d8_q12_data_s1,128,8,12,data,1,1 mm,all,max_xy,fine,um,18731.7,1.65507e+06,225480,621796,1000,5176
w128_d8_q12_data_s1,128,8,12,data,1,1 mm,all,x,hit,um,17350.4,1.66733e+06,18682.8,624034,1000,5176
w128_d8_q12_data_s1,128,8,12,data,1,1 mm,all,y,hit,um,2481.29,42430.6,-328.465,19553.2,1000,5176
w128_d8_q12_data_s1,128,8,12,data,1,1 mm,all,tx,hit,mrad,6.8374,706.153,-8.518,247.128,1000,5176
w128_d8_q12_data_s1,128,8,12,data,1,1 mm,all,ty,hit,mrad,0.792146,12.4562,-0.15659,5.45961,1000,5176
w128_d8_q12_data_s1,128,8,12,data,1,1 mm,all,max_xy,hit,um,18355.8,1.66733e+06,226978,624115,1000,5176
w128_d8_q12_data_s1,128,8,12,data,1,1 mm,forward,x,fine,um,19649.5,1.2831e+06,-2796.95,516092,500,5176
w128_d8_q12_data_s1,128,8,12,data,1,1 mm,forward,y,fine,um,1419.29,25087.2,-515.112,11127.7,500,5176
w128_d8_q12_data_s1,128,8,12,data,1,1 mm,forward,tx,fine,mrad,9.85974,544.119,-3.34508,209.961,500,5176
w128_d8_q12_data_s1,128,8,12,data,1,1 mm,forward,ty,fine,mrad,0.487747,11.1224,-0.357937,5.1374,500,5176
w128_d8_q12_data_s1,128,8,12,data,1,1 mm,forward,max_xy,fine,um,20156,1.2831e+06,185586,516096,500,5176
w128_d8_q12_data_s1,128,8,12,data,1,1 mm,forward,x,hit,um,19756.6,1.27825e+06,-1933.71,518683,500,5176
w128_d8_q12_data_s1,128,8,12,data,1,1 mm,forward,y,hit,um,2152.14,27939.7,-556.376,13378.1,500,5176
w128_d8_q12_data_s1,128,8,12,data,1,1 mm,forward,tx,hit,mrad,10.4983,546.023,-3.02355,211.014,500,5176
w128_d8_q12_data_s1,128,8,12,data,1,1 mm,forward,ty,hit,mrad,0.62102,12.63,-0.369413,5.53472,500,5176
w128_d8_q12_data_s1,128,8,12,data,1,1 mm,forward,max_xy,hit,um,20857.5,1.27825e+06,187610,518737,500,5176
w128_d8_q12_data_s1,128,8,12,data,1,1 mm,backward,x,fine,um,17248,2.02053e+06,38879.5,711881,500,5176
w128_d8_q12_data_s1,128,8,12,data,1,1 mm,backward,y,fine,um,2637.31,61313.8,-177.14,23641.6,500,5176
w128_d8_q12_data_s1,128,8,12,data,1,1 mm,backward,tx,fine,mrad,5.85252,801.122,-13.8183,277.681,500,5176
w128_d8_q12_data_s1,128,8,12,data,1,1 mm,backward,ty,fine,mrad,0.855636,11.3211,0.104365,5.00876,500,5176
w128_d8_q12_data_s1,128,8,12,data,1,1 mm,backward,max_xy,fine,um,18158.2,2.02053e+06,265374,711973,500,5176
w128_d8_q12_data_s1,128,8,12,data,1,1 mm,backward,x,hit,um,16172.9,2.02151e+06,39299.3,714006,500,5176
w128_d8_q12_data_s1,128,8,12,data,1,1 mm,backward,y,hit,um,2917.45,63438.5,-100.554,24200.9,500,5176
w128_d8_q12_data_s1,128,8,12,data,1,1 mm,backward,tx,hit,mrad,5.9369,802.724,-14.0125,278.6,500,5176
w128_d8_q12_data_s1,128,8,12,data,1,1 mm,backward,ty,hit,mrad,0.900401,12.0941,0.0562329,5.38346,500,5176
