row,arm,0.05-0.2 mm,0.5-2 mm,5-20 mm,50-200 mm,500-2000 mm,full crossing
q=2,physics,1.64e-05 [1.45e-05-4.05e-05],0.00157 [0.00147-0.00418],0.162 [0.15-0.414],8.26 [7.81-18.9],255 [241-272],8.37e+03 [8.08e+03-8.43e+03]
q=2,twin,2.34e-06 [1.49e-06-2.76e-06],0.000193 [0.000143-0.000212],0.0194 [0.0162-0.0239],2.38 [2.25-2.8],405 [404-670],3.54e+03 [3.26e+03-5.55e+03]
q=4,physics,3.68e-05 [3.05e-05-3.78e-05],0.00387 [0.00322-0.00399],0.376 [0.302-0.384],20.4 [18.3-24.7],221 [216-243],3.5e+03 [3.48e+03-3.5e+03]
q=4,twin,2.98e-06 [7.02e-07-3.67e-06],0.000243 [3.7e-05-0.000267],0.0246 [0.00468-0.0247],2.72 [0.716-3.56],697 [102-698],5e+03 [674-6.04e+03]
q=6,physics,2.68e-05 [7.93e-06-4.44e-05],0.00278 [0.000881-0.00453],0.261 [0.0849-0.439],11.5 [6.17-20.3],227 [211-246],693 [674-705]
q=6,twin,1.76e-06 [6.99e-07-2.08e-06],0.00016 [7.09e-05-0.000173],0.0159 [0.00611-0.0175],1.84 [0.83-2.06],343 [150-358],3.3e+03 [1.12e+03-3.64e+03]
q=8,physics,3.03e-05 [2.58e-05-4.13e-05],0.00299 [0.00274-0.00436],0.294 [0.258-0.426],15.5 [11.9-24.8],208 [193-255],607 [573-614]
q=8,twin,3.39e-06 [8.76e-07-3.63e-06],0.000218 [4.8e-05-0.000317],0.0242 [0.00558-0.0263],2.99 [0.927-3.92],737 [170-853],5.33e+03 [1.2e+03-5.35e+03]
q=10,physics,2.07e-05 [1.49e-05-3.82e-05],0.00215 [0.0016-0.00395],0.214 [0.154-0.385],12 [10.8-17.3],205 [204-228],687 [641-702]
q=10,twin,2.32e-06 [1.76e-06-2.85e-06],0.000184 [0.000131-0.000237],0.021 [0.0143-0.0224],2.41 [2.05-2.47],506 [395-531],3.87e+03 [3.32e+03-4.26e+03]
q=12,physics,2.32e-05 [1.58e-05-2.78e-05],0.00252 [0.0018-0.00292],0.238 [0.175-0.27],15.6 [13.1-18.7],226 [197-226],583 [554-678]
q=12,twin,3.42e-06 [8.99e-07-3.73e-06],0.000209 [7.26e-05-0.000239],0.0217 [0.00521-0.0248],2.86 [0.883-3],718 [140-852],4.23e+03 [755-6.12e+03]
q=14,physics,1.99e-05 [8.34e-06-4.25e-05],0.0022 [0.000883-0.00433],0.207 [0.0815-0.418],14.5 [7.24-26.6],220 [213-245],577 [549-635]
q=14,twin,1.98e-06 [1.92e-06-2.23e-06],0.000169 [0.000156-0.000197],0.0153 [0.0144-0.0165],1.92 [1.71-2.01],383 [363-404],3.87e+03 [3.31e+03-4.08e+03]
q=16,physics,3.56e-05 [1.14e-05-5.24e-05],0.00367 [0.0012-0.00543],0.35 [0.119-0.532],16.3 [9.07-39.1],198 [191-279],601 [576-685]
q=16,twin,2.95e-06 [1.92e-06-4.35e-06],0.000216 [0.000153-0.000342],0.0223 [0.0137-0.0347],2.15 [1.58-3.6],529 [325-919],4.53e+03 [3.08e+03-7.42e+03]
q=18,physics,2.8e-05 [1.97e-05-4.45e-05],0.00292 [0.0021-0.00468],0.309 [0.197-0.445],21.2 [16.2-27.4],200 [199-236],539 [518-619]
q=18,twin,1.82e-06 [7.79e-07-3.31e-06],0.000115 [6.26e-05-0.000282],0.0125 [0.00544-0.0217],1.69 [0.86-2.23],321 [154-579],3.02e+03 [1.55e+03-4.08e+03]
q=20,physics,2.98e-05 [5.92e-06-3.04e-05],0.00314 [0.000586-0.00321],0.297 [0.0627-0.312],15.5 [5.78-16.8],233 [206-233],617 [587-640]
q=20,twin,3e-06 [1.72e-06-3.28e-06],0.000203 [0.000116-0.000209],0.0243 [0.0138-0.0261],2.97 [1.65-2.99],880 [363-954],5.46e+03 [2.61e+03-5.66e+03]
