row,arm,0.05-0.2 mm,0.5-2 mm,5-20 mm,50-200 mm,500-2000 mm,full crossing
q=2,physics,0.00257 [0.00256-0.00265],0.0257 [0.0249-0.0264],0.195 [0.182-0.198],0.108 [0.106-0.13],0.302 [0.299-0.384],3.9 [3.84-3.92]
q=2,twin,0.000223 [0.000163-0.000323],9.84e-05 [8.98e-05-0.000161],0.000812 [0.000728-0.00096],0.0115 [0.00941-0.0169],0.184 [0.174-0.199],0.24 [0.221-0.347]
q=4,physics,0.00252 [0.00248-0.00253],0.0249 [0.0245-0.0255],0.181 [0.174-0.19],0.113 [0.0935-0.186],0.338 [0.295-0.358],1.49 [1.45-1.56]
q=4,twin,0.000181 [0.000136-0.000336],0.000104 [9.89e-05-0.000162],0.00106 [0.000909-0.00124],0.0141 [0.0128-0.0178],0.223 [0.211-0.24],0.367 [0.354-0.506]
q=6,physics,0.00253 [0.00238-0.0026],0.0246 [0.0244-0.0252],0.188 [0.184-0.188],0.156 [0.123-0.166],0.32 [0.308-0.328],0.186 [0.17-0.192]
q=6,twin,0.000235 [0.000146-0.000244],0.000149 [8.82e-05-0.000168],0.00102 [0.000839-0.0012],0.0134 [0.0126-0.0158],0.21 [0.174-0.212],0.238 [0.235-0.395]
q=8,physics,0.00253 [0.00251-0.00253],0.0248 [0.0246-0.0253],0.177 [0.176-0.198],0.107 [0.104-0.153],0.3 [0.284-0.318],0.177 [0.156-0.177]
q=8,twin,0.000264 [0.000246-0.000493],0.000158 [0.000146-0.000471],0.00116 [0.00105-0.00129],0.0137 [0.0133-0.0178],0.223 [0.193-0.225],0.375 [0.321-0.386]
q=10,physics,0.00252 [0.00241-0.00266],0.0249 [0.0241-0.0252],0.181 [0.161-0.207],0.166 [0.107-0.168],0.309 [0.305-0.342],0.173 [0.172-0.19]
q=10,twin,0.000258 [0.000221-0.000281],0.000189 [9.15e-05-0.000235],0.00136 [0.000775-0.00151],0.0158 [0.0113-0.0195],0.22 [0.191-0.305],0.368 [0.28-0.577]
q=12,physics,0.00248 [0.00233-0.00253],0.0248 [0.0235-0.0251],0.187 [0.185-0.192],0.155 [0.134-0.167],0.315 [0.31-0.35],0.174 [0.168-0.184]
q=12,twin,0.000263 [0.000152-0.000343],0.000152 [0.000134-0.000234],0.00104 [0.00104-0.00123],0.0148 [0.014-0.0149],0.224 [0.219-0.264],0.373 [0.331-0.484]
q=14,physics,0.00253 [0.00244-0.00255],0.0247 [0.0244-0.0248],0.188 [0.183-0.197],0.161 [0.132-0.194],0.326 [0.311-0.333],0.186 [0.165-0.19]
q=14,twin,0.000316 [0.000231-0.000405],0.000233 [0.000128-0.000326],0.00126 [0.000917-0.00149],0.0166 [0.0127-0.0169],0.247 [0.219-0.285],0.443 [0.34-0.507]
q=16,physics,0.00235 [0.00228-0.00236],0.0236 [0.0232-0.0237],0.176 [0.165-0.186],0.14 [0.133-0.159],0.306 [0.298-0.342],0.177 [0.15-0.178]
q=16,twin,0.000395 [0.000201-0.000471],0.000197 [0.000115-0.000325],0.00134 [0.000973-0.00156],0.0164 [0.0128-0.0166],0.233 [0.226-0.273],0.374 [0.346-0.405]
q=18,physics,0.00245 [0.00243-0.00253],0.0248 [0.0241-0.0253],0.187 [0.181-0.192],0.175 [0.151-0.179],0.314 [0.309-0.372],0.179 [0.176-0.198]
q=18,twin,0.000205 [0.000141-0.000233],0.000165 [0.000114-0.000166],0.00121 [0.00108-0.00131],0.0163 [0.0136-0.0183],0.278 [0.219-0.281],0.396 [0.385-0.509]
q=20,physics,0.00248 [0.00246-0.00248],0.0252 [0.0245-0.0258],0.192 [0.171-0.2],0.152 [0.128-0.198],0.317 [0.315-0.321],0.167 [0.156-0.174]
q=20,twin,0.000183 [0.000148-0.000184],0.000159 [0.000144-0.000192],0.00114 [0.00107-0.00132],0.0171 [0.0152-0.0181],0.232 [0.228-0.264],0.41 [0.365-0.531]
