track,row,evt,mckey,direction,p_GeV,eta,pid,z0_mm,z1_mm,dz_mm,hit_z_mm,hit_minus_far_plane_z_mm,hit_vs_reference_um
974,58953,99,2016,-1,13.834,3.50134,-321,7825.391113,2663.153564,-5162.237549,2663.153500,-6.445e-05,290.386
975,58955,99,4179,-1,7.44787,2.71143,211,7823.503418,2648.153564,-5175.349854,2648.153500,-6.445e-05,2641.85
976,58956,99,4696,-1,2.88709,3.18279,-211,7827.435547,2663.153564,-5164.281982,2663.153500,-6.445e-05,872.388
977,58958,100,967,-1,4.41044,3.21317,-13,7827.735840,2663.153564,-5164.582275,2663.153500,-6.445e-05,3123.66
978,58960,100,1286,-1,8.94118,3.15487,211,7827.529297,2648.153564,-5179.375732,2648.153500,-6.445e-05,2919.6
979,58962,100,1308,-1,5.35567,3.89633,-211,7827.125000,2663.153564,-5163.971436,2663.153500,-6.445e-05,1975.53
980,58964,100,2123,-1,3.34773,2.842,211,7826.642578,2648.153564,-5178.489014,2648.153500,-6.445e-05,2266.44
981,58965,100,2233,-1,6.40256,3.82202,211,7826.913086,2641.846436,-5185.066650,2641.846500,6.445e-05,969.066
982,58967,100,2401,-1,2.9134,3.91333,2212,7825.416016,2641.846436,-5183.569580,2641.846500,6.445e-05,818.962
983,58969,100,3641,-1,2.95833,3.34067,321,7825.977539,2663.153564,-5162.823975,2663.153500,-6.445e-05,4810.64
984,58971,100,3702,-1,14.3673,3.08963,2212,7825.484863,2648.153564,-5177.331299,2648.153500,-6.445e-05,61.8486
985,58973,100,4935,-1,11.432,4.26654,-211,7826.912109,2641.846436,-5185.065674,2641.846500,6.445e-05,414.442
986,58974,100,5618,-1,3.65154,2.03769,-2212,7832.657227,2656.846436,-5175.810791,2656.846500,6.445e-05,3064.44
987,58976,100,9886,-1,10.9599,3.85627,-2212,7826.691895,2641.846436,-5184.845459,2641.846500,6.445e-05,108.486
988,58978,100,10086,-1,15.2607,4.78489,211,7826.582031,2648.153564,-5178.428467,2648.153500,-6.445e-05,196.539
989,58980,101,1324,-1,5.57584,3.903,211,7827.077637,2641.846436,-5185.231201,2641.846500,6.445e-05,187.269
990,58982,101,2020,-1,6.66302,2.03486,211,7833.025879,2608.153564,-5224.872314,2608.153500,-6.445e-05,1487.04
991,58984,101,3937,-1,2.62872,4.15629,211,7826.981934,2641.846436,-5185.135498,2641.846500,6.445e-05,9233.62
992,58986,101,4132,-1,4.49137,2.5725,211,7828.636230,2648.153564,-5180.482666,2648.153500,-6.445e-05,1189.39
993,58988,101,5179,-1,8.89089,3.46943,211,7827.407715,2641.846436,-5185.561279,2641.846500,6.445e-05,900.801
994,58992,101,9182,-1,4.23341,3.34048,321,7826.402344,2656.846436,-5169.555908,2656.846500,6.445e-05,1996.3
995,58994,102,1628,-1,43.9324,4.15184,-211,7825.254395,2648.153564,-5177.100830,2648.153500,-6.445e-05,178.862
996,58996,102,3412,-1,30.395,3.81114,-211,7825.279297,2648.153564,-5177.125732,2648.153500,-6.445e-05,362.388
997,58998,102,3707,-1,8.71798,3.87364,-211,7827.234375,2656.846436,-5170.387939,2656.846500,6.445e-05,1282.43
998,59001,102,3859,-1,6.91764,3.36029,211,7824.093750,2648.153564,-5175.940186,2648.153500,-6.445e-05,2171.42
999,59003,102,4896,-1,41.3604,4.77266,211,7826.565430,2656.846436,-5169.718994,2656.846500,6.445e-05,99.6959
