restart,round,in_round,phase,loss_before,loss_after,gain,factor,factor_renewed,n_iter,func_evals,early_stop,wall_s
0,1,0,train,0.1498113734833933,0.00010356101726223863,0.9993087239316064,6.6750606228895615,1,200,203,0,92.77
1,1,1,train,0.00010356101726223863,4.9979630944100084e-05,0.5173895326120544,9656.143078121628,1,200,211,0,111.7
2,1,2,train,4.9979630944100084e-05,2.9786997754139016e-05,0.40401725279935735,9656.143078121628,0,200,210,0,118.74
3,1,3,train,2.9786997754139016e-05,2.1607213008083795e-05,0.27460923768051143,9656.143078121628,0,200,208,0,100.7
4,1,4,train,2.1607213008083795e-05,1.7145624448105508e-05,0.20648607288265713,9656.143078121628,0,200,209,0,110.96
5,1,5,train,1.7145624448105508e-05,1.4108954594086213e-05,0.17711048455600747,9656.143078121628,0,200,211,0,102.39
6,1,6,train,1.4108954594086213e-05,1.2085317406065609e-05,0.1434292792230556,9656.143078121628,0,200,206,0,118.36
7,1,7,train,1.2085317406065609e-05,1.0713461356414149e-05,0.1135142755094646,9656.143078121628,0,200,210,0,108.39
8,1,8,train,1.0713461356414149e-05,9.625397085990662e-06,0.10156047930971093,9656.143078121628,0,200,208,0,111.27
9,1,9,train,9.625397085990662e-06,9.143042222351643e-06,0.05011272359257423,103891.81776775273,1,200,210,0,101.27
10,1,10,train,9.143042222351643e-06,8.557346076412832e-06,0.0640592192068174,103891.81776775273,0,200,213,0,109.61
11,1,11,train,8.557346076412832e-06,7.94873233862767e-06,0.07112178616483954,103891.81776775273,0,200,210,0,103.36
12,1,12,train,7.94873233862767e-06,7.378183655608038e-06,0.07177857533923905,103891.81776775273,0,200,214,0,116.51
13,1,13,train,7.378183655608038e-06,6.871374906487299e-06,0.06869017806781236,103891.81776775273,0,200,210,0,118.33
14,1,14,train,6.871374906487299e-06,6.430021882993397e-06,0.06423067137221967,103891.81776775273,0,200,212,0,111.6
15,1,15,train,6.430021882993397e-06,6.041413593946e-06,0.06043654222627402,103891.81776775273,0,200,213,0,98.16
16,1,16,train,6.041413593946e-06,5.681962274131453e-06,0.05949788310715021,103891.81776775273,0,200,209,0,106.81
17,1,17,train,5.681962274131453e-06,5.337488320166797e-06,0.06062587841052012,103891.81776775273,0,200,215,0,105.85
18,1,18,train,5.337488320166797e-06,5.044021340216958e-06,0.054982224287222,103891.81776775273,0,200,209,0,127.46
19,1,19,train,5.044021340216958e-06,4.790085666629426e-06,0.050343893584044494,103891.81776775273,0,200,213,0,105.65
20,1,20,train,4.790085666629426e-06,4.569575711300432e-06,0.04603465797390576,103891.81776775273,0,200,215,0,116.55
21,1,21,train,4.569575711300432e-06,4.361809325541106e-06,0.04546732538986627,103891.81776775273,0,200,208,0,110.24
22,1,22,train,4.361809325541106e-06,4.168390071147207e-06,0.04434381238567871,103891.81776775273,0,200,212,0,103.02
23,1,23,train,4.168390071147207e-06,3.994490300171826e-06,0.0417186894717656,103891.81776775273,0,200,219,0,129.72
24,1,24,train,3.994490300171826e-06,3.8097223381708597e-06,0.046255704261697284,103891.81776775273,0,200,214,0,112.88
25,2,0,train,3.868382494715446e-06,3.7698567853172582e-06,0.0254694848642249,258505.9779807423,1,200,211,0,104.04
26,2,1,train,3.7698567853172582e-06,3.6864573912863436e-06,0.022122695577120186,258505.9779807423,0,200,219,0,110.36
27,2,2,train,3.6864573912863436e-06,3.5947416838379762e-06,0.024879090604751117,258505.9779807423,0,200,214,0,103.73
28,2,3,train,3.5947416838379762e-06,3.5129115336621965e-06,0.022763847133631217,258505.9779807423,0,200,212,0,102.44
29,2,4,train,3.5129115336621965e-06,3.4281326970738784e-06,0.024133496040515564,258505.9779807423,0,200,214,0,113.33
30,2,5,train,3.4281326970738784e-06,3.3420814729718385e-06,0.025101485766723657,258505.9779807423,0,200,219,0,103.97
31,2,6,train,3.3420814729718385e-06,3.2547682642986734e-06,0.026125398012970827,258505.9779807423,0,200,221,0,99.54
32,2,7,train,3.2547682642986734e-06,3.169403660566951e-06,0.02622755194834625,258505.9779807423,0,200,214,0,89.1
33,2,8,train,3.169403660566951e-06,3.084920244752055e-06,0.026655934321658272,258505.9779807423,0,200,215,0,87.68
34,2,9,train,3.084920244752055e-06,3.000422131171107e-06,0.027390696315307675,258505.9779807423,0,200,212,0,96.05
35,2,10,train,3.000422131171107e-06,2.9189332000043705e-06,0.027159155480209116,258505.9779807423,0,200,210,0,114.37
36,2,11,train,2.9189332000043705e-06,2.8465310180063534e-06,0.02480432988254363,258505.9779807423,0,200,211,0,113.73
37,2,12,train,2.8465310180063534e-06,2.7770547136678605e-06,0.024407358956921744,258505.9779807423,0,200,209,0,109.13
38,2,13,train,2.7770547136678605e-06,2.7089142521772773e-06,0.024536953181086268,258505.9779807423,0,200,211,0,99.68
39,2,14,train,2.7089142521772773e-06,2.6415113130350124e-06,0.02488190207131512,258505.9779807423,0,200,210,0,102.96
40,2,15,train,2.6415113130350124e-06,2.5775775731704725e-06,0.024203470016973747,258505.9779807423,0,200,212,0,111.32
41,2,16,train,2.5775775731704725e-06,2.513511805737202e-06,0.024855029815637423,258505.9779807423,0,200,214,0,114.97
42,2,17,train,2.513511805737202e-06,2.449243590139778e-06,0.025569092395241234,258505.9779807423,0,200,209,0,101.47
43,2,18,train,2.449243590139778e-06,2.3912867817745342e-06,0.023663145878412253,258505.9779807423,0,200,215,0,110.48
44,2,19,train,2.3912867817745342e-06,2.3391025344980916e-06,0.02182266371150913,258505.9779807423,0,200,213,0,112.68
45,2,20,train,2.3391025344980916e-06,2.284560628607137e-06,0.023317449785354417,258505.9779807423,0,200,218,0,100.85
46,2,21,train,2.284560628607137e-06,2.233359218788995e-06,0.022411928655777916,258505.9779807423,0,200,215,0,128.71
47,2,22,train,2.233359218788995e-06,2.1835075123353336e-06,0.022321400889863355,258505.9779807423,0,200,216,0,111.0
48,2,23,train,2.1835075123353336e-06,2.1331528355815303e-06,0.02306137096819388,258505.9779807423,0,200,214,0,113.79
49,2,24,train,2.1331528355815303e-06,2.0882025959813406e-06,0.02107220769670526,258505.9779807423,0,200,208,0,103.8
50,3,0,train,2.107709758144618e-06,2.079663614327411e-06,0.01330645441519213,474448.62658902496,1,200,212,0,107.04
51,3,1,train,2.079663614327411e-06,2.0564564748878383e-06,0.01115908326697253,474448.62658902496,0,200,206,0,105.47
52,3,2,train,2.0564564748878383e-06,2.031452902448216e-06,0.012158571185410631,474448.62658902496,0,200,210,0,95.34
53,3,3,train,2.031452902448216e-06,2.0095151547216586e-06,0.010799043236551988,474448.62658902496,0,200,210,0,116.6
54,3,4,train,2.0095151547216586e-06,1.9870082248894316e-06,0.011200179197128042,474448.62658902496,0,200,211,0,110.45
55,3,5,train,1.9870082248894316e-06,1.9644646793033084e-06,0.011345471701496164,474448.62658902496,0,200,217,0,104.31
56,3,6,train,1.9644646793033084e-06,1.940558171875077e-06,0.012169476845320394,474448.62658902496,0,200,213,0,111.22
57,3,7,train,1.940558171875077e-06,1.9149054427183696e-06,0.013219252856470826,474448.62658902496,0,200,208,0,96.67
58,3,8,train,1.9149054427183696e-06,1.8897580199286863e-06,0.013132461911009287,474448.62658902496,0,200,216,0,124.1
59,3,9,train,1.8897580199286863e-06,1.8621832517790495e-06,0.014591692618231266,474448.62658902496,0,200,219,0,112.65
60,3,10,train,1.8621832517790495e-06,1.8352113603489394e-06,0.014484015686609966,474448.62658902496,0,200,211,0,101.13
