endpoint_med_um,endpoint_p95_um,stage_med_um,rho_mean,rho_median,straight_med_um,n,train_med_um,val_med_um,mode,seed,converged,slope_med_mrad
321.57089660330485,6845.523679581575,403.8085745948692,0.0001352763032695558,3.260521911807792e-07,599868.529220802,1000,291.17905230714314,304.1209117005792,physics,0,True,0.11891222807182585
202.17731047529242,5855.976318002333,231.47445241190212,0.00016805280310528485,1.2503727704530523e-07,599868.529220802,1000,172.56975129069474,184.81410449448487,physics,1,True,0.06543084230153928
234.38972998638974,6021.825948471835,274.44567443005496,0.00017013510284770377,1.6924438379065863e-07,599868.529220802,1000,193.6229262842346,203.1952857295778,physics,2,True,0.09508506284854057
284.8301530906383,4380.890617180261,350.28120092994186,4.456062683717853e-05,1.8455399583672896e-07,599868.529220802,1000,250.12053268653744,254.6629670969196,data,0,True,0.1065352800315375
172.19805332535998,3984.5924506729293,277.02635303055166,8.401924065384516e-05,7.977754803574097e-08,599868.529220802,1000,143.25641986158644,146.9287500300709,data,1,True,0.07473227174739638
231.26148447306605,4252.23134429795,321.21813478262595,8.630337730672528e-05,1.5533028512485015e-07,599868.529220802,1000,202.75816430358873,214.164297677371,data,2,True,0.09560139845536664
