leg,EVT,MCKEY,P_GeV,ETA,direction,p_band,z0,z1,measurement,step_mm,reference_step_mm,integrator,field,pos_um,slope_urad
27,79,6607,1.9275429248809814,2.640756607055664,-1,1-2,7824.9765625,2648.153564453125,step halving,0.2,0.1,RK6,v8r1.up,7.479115993191954e-06,1.924557735399901e-06
28,151,4960,1.977277398109436,2.0418007373809814,-1,1-2,7822.8486328125,2663.153564453125,step halving,0.2,0.1,RK6,v8r1.up,2.6084421733685303e-05,1.405250915631484e-05
29,163,7072,1.77542245388031,2.0903000831604004,-1,1-2,7824.91748046875,2641.846435546875,step halving,0.2,0.1,RK6,v8r1.up,3.501315859466558e-05,1.4019674310361552e-05
30,168,5710,1.8529506921768188,2.025876760482788,-1,1-2,7822.33349609375,2641.846435546875,step halving,0.2,0.1,RK6,v8r1.up,4.0025724956649356e-05,2.225081230378123e-05
31,186,1089,1.9959131479263306,2.003591775894165,-1,1-2,7829.09228515625,2641.846435546875,step halving,0.2,0.1,RK6,v8r1.up,4.006813014711952e-05,1.9266171991105807e-05
32,28,3414,1.767580270767212,2.086083173751831,-1,1-2,7827.38232421875,2641.846435546875,step halving,0.2,0.1,RK6,v8r1.up,2.1834637209394714e-05,8.751582791788337e-06
33,74,11907,1.8638434410095215,2.211061954498291,-1,1-2,7829.134765625,2656.846435546875,step halving,0.2,0.1,RK6,v8r1.up,4.6855973323545186e-05,2.4101248774499595e-05
34,15,841,1.6709963083267212,2.096602201461792,-1,1-2,8036.27685546875,2663.153564453125,step halving,0.2,0.1,RK6,v8r1.up,2.33490027312655e-06,1.7869594692854207e-06
35,60,7929,1.8677513599395752,2.423341989517212,-1,1-2,7825.38330078125,2656.846435546875,step halving,0.2,0.1,RK6,v8r1.up,2.3638449420104735e-05,8.85544415574202e-06
36,172,5217,1.9459152221679688,2.412240743637085,-1,1-2,7825.4521484375,2648.153564453125,step halving,0.2,0.1,RK6,v8r1.up,3.479954102658667e-05,1.632491364311761e-05
37,10,1339,1.8254313468933105,2.161985158920288,-1,1-2,7823.5927734375,2663.153564453125,step halving,0.2,0.1,RK6,v8r1.up,7.333994744840311e-06,2.5853208462933708e-06
38,1,2008,1.904030442237854,2.1973259449005127,-1,1-2,7823.38525390625,2641.846435546875,step halving,0.2,0.1,RK6,v8r1.up,2.055901404673932e-05,7.891132192128225e-06
39,130,661,1.8326438665390015,2.4193062782287598,-1,1-2,7826.857421875,2641.846435546875,step halving,0.2,0.1,RK6,v8r1.up,4.411123200043221e-05,2.0209833806461575e-05
40,151,2711,4.091048717498779,2.019300937652588,1,2-5,2648.153564453125,7831.5595703125,step halving,0.2,0.1,RK6,v8r1.up,8.926861028157873e-06,2.3482604749602842e-06
41,135,1663,3.290304660797119,3.369908571243286,1,2-5,2641.846435546875,7827.75,step halving,0.2,0.1,RK6,v8r1.up,2.6866928237723187e-05,9.157841152074297e-06
42,149,9557,4.73928689956665,3.5447475910186768,1,2-5,2663.153564453125,7825.6142578125,step halving,0.2,0.1,RK6,v8r1.up,2.024512468778994e-05,6.318667811200385e-06
43,121,12915,3.08609938621521,2.9906368255615234,1,2-5,2641.846435546875,7824.59521484375,step halving,0.2,0.1,RK6,v8r1.up,2.7526823487278307e-05,9.400424882954894e-06
44,18,9365,3.1350700855255127,2.7416179180145264,1,2-5,2641.846435546875,7828.958984375,step halving,0.2,0.1,RK6,v8r1.up,2.8583826860995032e-05,9.406309064985408e-06
45,44,1259,2.8564276695251465,2.4788262844085693,1,2-5,2648.153564453125,7826.66650390625,step halving,0.2,0.1,RK6,v8r1.up,2.713446356494842e-05,9.617640017722806e-06
46,164,6890,4.898492813110352,3.9190187454223633,1,2-5,2656.846435546875,7825.08203125,step halving,0.2,0.1,RK6,v8r1.up,1.7247941741516115e-05,5.65780755579226e-06
47,165,6690,2.8958024978637695,3.7657289505004883,1,2-5,2663.153564453125,7825.92431640625,step halving,0.2,0.1,RK6,v8r1.up,3.1299464353651274e-05,1.0436540520686322e-05
48,181,1565,2.2180168628692627,2.2276899814605713,1,2-5,2641.846435546875,7830.818359375,step halving,0.2,0.1,RK6,v8r1.up,7.271796675922815e-05,2.315103664329854e-05
49,192,5971,3.5090086460113525,2.978078603744507,1,2-5,2656.846435546875,7823.26708984375,step halving,0.2,0.1,RK6,v8r1.up,2.6671841624192894e-05,8.452627486832398e-06
50,158,412,3.941915988922119,2.816506862640381,1,2-5,2648.153564453125,7829.34619140625,step halving,0.2,0.1,RK6,v8r1.up,2.3830693862691987e-05,7.200628981962609e-06
51,64,3527,3.8158679008483887,3.5781190395355225,1,2-5,2663.153564453125,7825.287109375,step halving,0.2,0.1,RK6,v8r1.up,2.242251184725319e-05,7.484568520510493e-06
52,178,6611,3.194182872772217,3.2097418308258057,1,2-5,2656.846435546875,7824.17919921875,step halving,0.2,0.1,RK6,v8r1.up,3.2016487239161506e-05,1.0043355036515322e-05
53,89,6156,3.285076856613159,2.799776792526245,1,2-5,2656.846435546875,7822.69091796875,step halving,0.2,0.1,RK6,v8r1.up,3.1493755159317516e-05,9.645007015279816e-06
54,152,5482,3.7384746074676514,4.057611465454102,1,2-5,2641.846435546875,7826.95751953125,step halving,0.2,0.1,RK6,v8r1.up,2.4472228687955067e-05,8.046563415575747e-06
55,165,1951,4.893462181091309,2.763047933578491,1,2-5,2663.153564453125,7822.54443359375,step halving,0.2,0.1,RK6,v8r1.up,1.873684141173726e-05,5.60440582830779e-06
56,125,7176,4.474108695983887,4.146570682525635,1,2-5,2648.153564453125,7825.310546875,step halving,0.2,0.1,RK6,v8r1.up,1.9908611648133956e-05,6.312894651472334e-06
57,41,2392,2.702906370162964,2.9323878288269043,1,2-5,2648.153564453125,7828.4658203125,step halving,0.2,0.1,RK6,v8r1.up,3.528384695528075e-05,1.1509182495927917e-05
58,20,9414,4.677371501922607,2.824213743209839,1,2-5,2663.153564453125,7825.75439453125,step halving,0.2,0.1,RK6,v8r1.up,2.2465883375843987e-05,6.619094161663952e-06
59,129,3447,2.599905014038086,2.8923940658569336,1,2-5,2648.153564453125,7827.77685546875,step halving,0.2,0.1,RK6,v8r1.up,4.725143298855983e-05,1.661415449660808e-05
60,101,9182,4.2334089279174805,3.3404769897460938,-1,2-5,7826.40234375,2656.846435546875,step halving,0.2,0.1,RK6,v8r1.up,2.7724240680981893e-06,4.017342014606129e-07
61,166,4776,3.7628555297851562,2.310622215270996,-1,2-5,7831.63427734375,2648.153564453125,step halving,0.2,0.1,RK6,v8r1.up,9.777409104572143e-06,4.541381160017011e-06
62,105,2830,4.552882671356201,2.8838789463043213,-1,2-5,7824.64111328125,2648.153564453125,step halving,0.2,0.1,RK6,v8r1.up,9.428362091057352e-06,4.462194502785621e-06
63,66,1332,4.671189308166504,3.5907645225524902,-1,2-5,7897.39501953125,2648.153564453125,step halving,0.2,0.1,RK6,v8r1.up,3.0423734642681666e-06,4.6608376880197255e-07
64,43,4619,2.839054822921753,2.702672243118286,-1,2-5,7822.46826171875,2656.846435546875,step halving,0.2,0.1,RK6,v8r1.up,2.0155894731033186e-05,1.2960514605975249e-05
65,179,2590,4.290808200836182,3.2181577682495117,-1,2-5,7827.4951171875,2663.153564453125,step halving,0.2,0.1,RK6,v8r1.up,2.2557134826683978e-05,9.14820302844177e-06
66,149,6478,2.6735589504241943,4.249476432800293,-1,2-5,7826.90966796875,2641.846435546875,step halving,0.2,0.1,RK6,v8r1.up,3.253718716678122e-05,1.2320686137989867e-05
67,199,5310,2.7698075771331787,2.6608269214630127,-1,2-5,7829.09423828125,2648.153564453125,step halving,0.2,0.1,RK6,v8r1.up,2.9518758992708172e-05,1.3510678686934341e-05
68,63,3932,2.647374153137207,2.6769585609436035,-1,2-5,7829.03759765625,2656.846435546875,step halving,0.2,0.1,RK6,v8r1.up,7.812090530023852e-06,6.376024708210082e-06
69,137,4363,3.320155143737793,3.286087989807129,-1,2-5,7824.40478515625,2648.153564453125,step halving,0.2,0.1,RK6,v8r1.up,3.9054839362506755e-06,5.525302437803248e-07
70,39,1269,3.580068588256836,3.4383368492126465,-1,2-5,7826.93603515625,2656.846435546875,step halving,0.2,0.1,RK6,v8r1.up,2.1383698367571924e-05,1.136368776855079e-05
71,180,3627,4.9692769050598145,2.092163562774658,-1,2-5,7832.44091796875,2648.153564453125,step halving,0.2,0.1,RK6,v8r1.up,1.8534706214268226e-05,4.869049607947318e-06
72,170,546,4.100716590881348,3.065164089202881,-1,2-5,8507.9365234375,2648.153564453125,step halving,0.2,0.1,RK6,v8r1.up,1.261301463273412e-05,8.381809135649121e-06
73,184,2474,3.7413532733917236,2.685882806777954,-1,2-5,7824.8720703125,2656.846435546875,step halving,0.2,0.1,RK6,v8r1.up,8.989388788904762e-06,6.139033725816034e-06
74,50,2651,2.606966733932495,2.8414368629455566,-1,2-5,7823.22998046875,2663.153564453125,step halving,0.2,0.1,RK6,v8r1.up,2.601808546387474e-06,2.8232832738339653e-06
75,44,4034,2.605116605758667,3.1507041454315186,-1,2-5,7825.21240234375,2656.846435546875,step halving,0.2,0.1,RK6,v8r1.up,1.5928748098303913e-05,4.184416702024407e-06
76,144,878,3.663209915161133,2.8614695072174072,-1,2-5,8508.16015625,2648.153564453125,step halving,0.2,0.1,RK6,v8r1.up,6.6686709487839835e-06,4.5640574652949795e-06
77,146,1308,2.7194278240203857,2.987496852874756,-1,2-5,7825.54833984375,2648.153564453125,step halving,0.2,0.1,RK6,v8r1.up,2.1153141460672487e-05,1.1509723729652421e-05
78,93,1669,3.308732509613037,3.339820623397827,-1,2-5,7824.056640625,2663.153564453125,step halving,0.2,0.1,RK6,v8r1.up,1.8833135939644308e-05,1.0265177596835429e-05
79,8,1815,3.1285512447357178,3.599637985229492,-1,2-5,7827.06591796875,2641.846435546875,step halving,0.2,0.1,RK6,v8r1.up,2.7301879867991374e-05,1.368911928256722e-05
80,176,4285,5.441494941711426,3.462100028991699,1,5-10,2663.153564453125,7825.33447265625,step halving,0.2,0.1,RK6,v8r1.up,1.7542561181471683e-05,5.145550652230213e-06
81,71,1731,5.2502031326293945,3.4308745861053467,1,5-10,2648.153564453125,7824.556640625,step halving,0.2,0.1,RK6,v8r1.up,1.8212176655652e-05,5.4750648459389595e-06
82,22,4683,5.206266403198242,3.409944772720337,1,5-10,2656.846435546875,7827.78515625,step halving,0.2,0.1,RK6,v8r1.up,1.627819301575073e-05,5.171529871006442e-06
83,151,3846,5.472221851348877,2.5186009407043457,1,5-10,2641.846435546875,7822.66064453125,step halving,0.2,0.1,RK6,v8r1.up,1.48894230278529e-05,4.930916785994555e-06
84,2,1817,8.59544563293457,4.37648344039917,1,5-10,2663.153564453125,7825.76171875,step halving,0.2,0.1,RK6,v8r1.up,9.357506769447355e-06,3.031977446887879e-06
85,80,2619,5.49813985824585,2.5877251625061035,1,5-10,2641.846435546875,7830.318359375,step halving,0.2,0.1,RK6,v8r1.up,1.8382024791208096e-05,4.922035001797553e-06
86,4,2421,6.856888771057129,4.34242582321167,1,5-10,2663.153564453125,7825.98046875,step halving,0.2,0.1,RK6,v8r1.up,1.187572706840001e-05,3.818084737261529e-06
87,60,2796,6.907437801361084,3.9189510345458984,1,5-10,2663.153564453125,7826.02099609375,step halving,0.2,0.1,RK6,v8r1.up,1.1466141813798458e-05,3.7869429814207933e-06
88,73,615,8.699183464050293,4.8801093101501465,1,5-10,2656.846435546875,7826.11376953125,step halving,0.2,0.1,RK6,v8r1.up,9.54503320826916e-06,2.9517777111465193e-06
89,58,1846,6.4148945808410645,3.486647129058838,1,5-10,2663.153564453125,7824.59912109375,step halving,0.2,0.1,RK6,v8r1.up,1.317783926424454e-05,4.202971304323455e-06
90,129,4146,5.2743425369262695,2.9077444076538086,1,5-10,2663.153564453125,7825.7734375,step halving,0.2,0.1,RK6,v8r1.up,1.3908618257119088e-05,4.949388121566756e-06
91,157,7593,7.408096790313721,2.90252423286438,1,5-10,2656.846435546875,7827.8818359375,step halving,0.2,0.1,RK6,v8r1.up,9.74978320300579e-06,3.485087218813021e-06
92,171,3915,8.201003074645996,4.003401279449463,1,5-10,2648.153564453125,7825.1826171875,step halving,0.2,0.1,RK6,v8r1.up,1.0013366136263357e-05,3.202133003199492e-06
93,22,1883,7.010621547698975,3.4385950565338135,1,5-10,2648.153564453125,7826.7158203125,step halving,0.2,0.1,RK6,v8r1.up,1.3497128747985698e-05,3.912037360720433e-06
94,87,4006,6.232710838317871,3.0473997592926025,1,5-10,2641.846435546875,7828.08056640625,step halving,0.2,0.1,RK6,v8r1.up,1.5826117305550724e-05,4.424405286584943e-06
95,159,2384,8.892251968383789,3.6950409412384033,1,5-10,2663.153564453125,7825.3388671875,step halving,0.2,0.1,RK6,v8r1.up,1.0211010703642387e-05,3.0276892104552644e-06
96,87,4968,5.7388410568237305,3.961019277572632,1,5-10,2648.153564453125,7825.5390625,step halving,0.2,0.1,RK6,v8r1.up,1.5852151591388974e-05,4.769684647243366e-06
97,80,3229,5.742672920227051,2.8935956954956055,1,5-10,2663.153564453125,7828.228515625,step halving,0.2,0.1,RK6,v8r1.up,1.3696123346562672e-05,4.632100258916694e-06
98,41,2761,6.895726680755615,4.688723564147949,1,5-10,2656.846435546875,7826.4833984375,step halving,0.2,0.1,RK6,v8r1.up,1.2013174455205444e-05,3.684191840491735e-06
99,88,6153,9.538302421569824,4.659237861633301,1,5-10,2641.846435546875,7825.99169921875,step halving,0.2,0.1,RK6,v8r1.up,8.409983820456546e-06,2.6618013349022362e-06
100,66,3567,7.082242965698242,4.662559509277344,-1,5-10,7826.39501953125,2648.153564453125,step halving,0.2,0.1,RK6,v8r1.up,1.969105767329893e-06,2.9688231040214674e-07
101,87,3624,5.250925064086914,4.477626800537109,-1,5-10,7826.68603515625,2663.153564453125,step halving,0.2,0.1,RK6,v8r1.up,1.4636341916229867e-05,5.403899550060487e-06
102,159,12637,7.206425666809082,3.103008270263672,-1,5-10,7824.45068359375,2648.153564453125,step halving,0.2,0.1,RK6,v8r1.up,6.42151576357719e-06,4.041475487603918e-06
103,15,5705,9.199790954589844,3.1028811931610107,-1,5-10,7825.1533203125,2648.153564453125,step halving,0.2,0.1,RK6,v8r1.up,4.023505084660428e-06,2.8106961202922776e-06
104,74,10782,5.988961219787598,2.9705169200897217,-1,5-10,7825.11962890625,2656.846435546875,step halving,0.2,0.1,RK6,v8r1.up,5.64907054467767e-06,2.316549729819428e-06
105,18,10352,8.19996166229248,3.3512473106384277,-1,5-10,7825.81689453125,2663.153564453125,step halving,0.2,0.1,RK6,v8r1.up,4.702513933807495e-06,1.948857741851384e-06
106,92,1107,9.449445724487305,3.7988171577453613,-1,5-10,7826.19873046875,2648.153564453125,step halving,0.2,0.1,RK6,v8r1.up,1.4191101627147873e-06,2.42861286636753e-07
107,83,4769,7.4594407081604,2.70419979095459,-1,5-10,7826.32666015625,2656.846435546875,step halving,0.2,0.1,RK6,v8r1.up,1.1417569112381898e-06,2.1325163857000007e-06
108,123,6476,8.15694808959961,4.429471015930176,-1,5-10,7825.93798828125,2663.153564453125,step halving,0.2,0.1,RK6,v8r1.up,1.0038291975433822e-05,4.980751922012416e-06
109,151,2353,9.680625915527344,3.428306818008423,-1,5-10,7824.76220703125,2648.153564453125,step halving,0.2,0.1,RK6,v8r1.up,3.92303434182395e-06,1.829716933521297e-06
110,168,6358,8.100420951843262,3.428353786468506,-1,5-10,7824.59912109375,2656.846435546875,step halving,0.2,0.1,RK6,v8r1.up,8.85279405338224e-07,3.5733221936951054e-07
111,191,7892,6.543529510498047,4.0800580978393555,-1,5-10,7826.24072265625,2656.846435546875,step halving,0.2,0.1,RK6,v8r1.up,5.9227147630736e-06,3.028032685703508e-06
112,74,8324,5.953796863555908,3.865330457687378,-1,5-10,7826.08447265625,2663.153564453125,step halving,0.2,0.1,RK6,v8r1.up,1.3024276768192067e-05,4.459703439874119e-06
113,53,3428,7.048705577850342,3.936662197113037,-1,5-10,7825.03857421875,2663.153564453125,step halving,0.2,0.1,RK6,v8r1.up,4.480680715346352e-06,2.5506590112592264e-06
114,13,4919,5.460959434509277,4.562424659729004,-1,5-10,7825.560546875,2648.153564453125,step halving,0.2,0.1,RK6,v8r1.up,6.25532914355631e-06,3.493259501108348e-06
115,13,4138,7.043205261230469,4.186224460601807,-1,5-10,7826.5400390625,2641.837890625,step halving,0.2,0.1,RK6,v8r1.up,1.1018919110483694e-05,5.416764259358331e-06
116,157,4311,6.7938361167907715,2.5421950817108154,-1,5-10,7826.4345703125,2648.153564453125,step halving,0.2,0.1,RK6,v8r1.up,2.233377927041147e-07,2.139816102086911e-06
117,145,3053,9.528128623962402,4.0688323974609375,-1,5-10,7827.02783203125,2641.846435546875,step halving,0.2,0.1,RK6,v8r1.up,5.620961474051001e-07,3.5738382739292085e-07
118,3,5429,7.16306734085083,4.678443431854248,-1,5-10,7826.40087890625,2656.846435546875,step halving,0.2,0.1,RK6,v8r1.up,8.381135785384686e-07,4.2507317110640486e-07
119,32,9176,5.567915439605713,3.164590358734131,-1,5-10,7828.4150390625,2641.846435546875,step halving,0.2,0.1,RK6,v8r1.up,7.808885982285574e-06,2.496225448567202e-06
120,67,1059,16.44013786315918,4.575577735900879,1,10-25,2663.153564453125,7826.6572265625,step halving,0.2,0.1,RK6,v8r1.up,5.075150966149522e-06,1.5810130982174542e-06
121,30,986,17.875898361206055,4.220905303955078,1,10-25,2641.846435546875,7825.61865234375,step halving,0.2,0.1,RK6,v8r1.up,4.200950698418637e-06,1.4286141714059397e-06
122,133,2612,19.13616371154785,4.512755393981934,1,10-25,2641.846435546875,7825.783203125,step halving,0.2,0.1,RK6,v8r1.up,4.641435680241557e-06,1.341302069413075e-06
123,150,2428,11.082475662231445,3.5743324756622314,1,10-25,2648.153564453125,7826.70166015625,step halving,0.2,0.1,RK6,v8r1.up,6.592756562895374e-06,2.3179513863880175e-06
124,18,2726,21.14968490600586,4.17113733291626,1,10-25,2648.153564453125,7825.419921875,step halving,0.2,0.1,RK6,v8r1.up,4.2876990846707486e-06,1.2156803341767386e-06
125,145,1476,11.906975746154785,4.571716785430908,1,10-25,2648.153564453125,7826.50048828125,step halving,0.2,0.1,RK6,v8r1.up,6.753992920494056e-06,2.169445179056595e-06
126,175,2980,18.341981887817383,3.9875478744506836,1,10-25,2663.153564453125,7825.06005859375,step halving,0.2,0.1,RK6,v8r1.up,4.4478127847469295e-06,1.4163115125143122e-06
127,178,4881,19.116790771484375,4.012641429901123,1,10-25,2663.153564453125,7827.0439453125,step halving,0.2,0.1,RK6,v8r1.up,4.126924579850311e-06,1.3385195729576083e-06
128,152,2173,11.020444869995117,4.427364349365234,1,10-25,2663.153564453125,7825.7099609375,step halving,0.2,0.1,RK6,v8r1.up,8.143956620187964e-06,2.4037993817671577e-06
129,102,4888,12.542051315307617,4.523751258850098,1,10-25,2663.153564453125,7826.05322265625,step halving,0.2,0.1,RK6,v8r1.up,7.062794793455396e-06,2.0712043191650764e-06
130,162,1987,10.714760780334473,4.697718620300293,1,10-25,2648.153564453125,7826.611328125,step halving,0.2,0.1,RK6,v8r1.up,7.766971066303086e-06,2.4402979637017097e-06
131,111,2597,10.89887809753418,2.513145685195923,1,10-25,2663.153564453125,7823.2578125,step halving,0.2,0.1,RK6,v8r1.up,1.0673602446331643e-05,2.4746316107382427e-06
132,6,2485,18.875558853149414,3.7220258712768555,1,10-25,2641.846435546875,7825.45947265625,step halving,0.2,0.1,RK6,v8r1.up,3.6499159250524826e-06,1.3547912791622707e-06
133,181,1339,11.354634284973145,3.794504165649414,1,10-25,2656.846435546875,7826.3828125,step halving,0.2,0.1,RK6,v8r1.up,8.183405952877365e-06,2.2954138589881268e-06
134,89,3674,13.941943168640137,3.8562936782836914,1,10-25,2663.153564453125,7824.9150390625,step halving,0.2,0.1,RK6,v8r1.up,6.040721700628637e-06,1.8488266473326576e-06
135,184,1323,14.842962265014648,4.7172746658325195,1,10-25,2648.153564453125,7826.59912109375,step halving,0.2,0.1,RK6,v8r1.up,5.6562043937447015e-06,1.7495171977799373e-06
136,23,4655,12.477275848388672,3.8739829063415527,1,10-25,2663.153564453125,7826.849609375,step halving,0.2,0.1,RK6,v8r1.up,6.1487614999578e-06,2.03174976842746e-06
137,7,8286,12.488548278808594,4.636049747467041,1,10-25,2656.846435546875,7825.56640625,step halving,0.2,0.1,RK6,v8r1.up,6.6202687776240055e-06,2.0766721675613553e-06
138,122,6132,15.682633399963379,4.196317672729492,1,10-25,2656.846435546875,7825.29296875,step halving,0.2,0.1,RK6,v8r1.up,5.463846264319727e-06,1.6421447535108769e-06
139,19,5554,17.6596736907959,4.901078701019287,1,10-25,2656.846435546875,7826.49658203125,step halving,0.2,0.1,RK6,v8r1.up,4.584819635056192e-06,1.4390502678374162e-06
140,153,2801,10.924005508422852,2.9352035522460938,-1,10-25,7825.26953125,2656.846435546875,step halving,0.2,0.1,RK6,v8r1.up,3.994045982835814e-06,2.9754532171466508e-06
141,10,5532,11.358181953430176,4.063313961029053,-1,10-25,7825.1083984375,2648.153564453125,step halving,0.2,0.1,RK6,v8r1.up,8.358458813972902e-06,3.119341590585023e-06
142,115,2783,13.270744323730469,4.945171356201172,-1,10-25,7826.45849609375,2656.846435546875,step halving,0.2,0.1,RK6,v8r1.up,5.6958278094043635e-06,2.7813706199308896e-06
143,125,7279,17.69203758239746,2.839446544647217,-1,10-25,7825.90576171875,2663.153564453125,step halving,0.2,0.1,RK6,v8r1.up,3.7086351767356973e-06,2.1944668304740844e-06
144,164,6277,15.43083667755127,3.801316261291504,-1,10-25,7895.9052734375,2648.153564453125,step halving,0.2,0.1,RK6,v8r1.up,6.0071272400819e-06,2.5532284619878e-06
145,87,5002,14.115748405456543,3.5441508293151855,-1,10-25,7825.7470703125,2641.846435546875,step halving,0.2,0.1,RK6,v8r1.up,5.484992016135948e-06,2.2487428585904468e-06
146,114,1396,11.186728477478027,4.049291610717773,-1,10-25,7826.9814453125,2663.153564453125,step halving,0.2,0.1,RK6,v8r1.up,3.58205309858306e-06,1.1126204124689565e-06
147,20,6625,10.059743881225586,3.5802528858184814,-1,10-25,7827.71533203125,2656.846435546875,step halving,0.2,0.1,RK6,v8r1.up,7.163620807659754e-06,2.710288590779264e-06
148,152,1849,16.322153091430664,4.714452743530273,-1,10-25,7825.95849609375,2641.846435546875,step halving,0.2,0.1,RK6,v8r1.up,2.0374741893647297e-06,1.2790601910950272e-06
149,175,3343,18.313278198242188,4.128032207489014,-1,10-25,7826.34765625,2648.153564453125,step halving,0.2,0.1,RK6,v8r1.up,2.709313662307977e-06,1.6608173170062912e-06
150,162,4461,10.399520874023438,4.543920040130615,-1,10-25,7825.53759765625,2648.153564453125,step halving,0.2,0.1,RK6,v8r1.up,8.42264924472147e-06,3.92706527019282e-06
151,33,5797,19.7486515045166,4.68271541595459,-1,10-25,7826.6328125,2663.153564453125,step halving,0.2,0.1,RK6,v8r1.up,8.95031271319624e-07,6.171673415378276e-07
152,18,17741,24.343280792236328,3.6453962326049805,-1,10-25,7825.330078125,2641.846435546875,step halving,0.2,0.1,RK6,v8r1.up,3.3321470027658506e-06,1.2659526205105465e-06
153,134,3125,13.080826759338379,4.497110366821289,-1,10-25,7826.5986328125,2656.846435546875,step halving,0.2,0.1,RK6,v8r1.up,6.748663849975856e-07,1.690834972034594e-07
154,54,8575,15.76700496673584,4.532710075378418,-1,10-25,7826.61328125,2663.153564453125,step halving,0.2,0.1,RK6,v8r1.up,2.6883135717525874e-06,7.592659140298608e-07
155,45,3060,14.953503608703613,3.955437183380127,-1,10-25,7826.71142578125,2663.153564453125,step halving,0.2,0.1,RK6,v8r1.up,5.13024644988036e-06,2.112431757295141e-06
156,143,4144,10.947333335876465,4.702264785766602,-1,10-25,7825.64599609375,2663.153564453125,step halving,0.2,0.1,RK6,v8r1.up,4.499931094414933e-06,2.2905861235544833e-06
157,43,1414,19.935012817382812,4.493618965148926,-1,10-25,7825.7744140625,2663.153564453125,step halving,0.2,0.1,RK6,v8r1.up,8.990070909931092e-07,8.631984016460592e-09
158,7,1254,17.057903289794922,3.4214560985565186,-1,10-25,7824.3720703125,2641.846435546875,step halving,0.2,0.1,RK6,v8r1.up,1.0428777841298142e-06,2.3502033652533783e-07
159,199,6534,16.54720115661621,3.58400821685791,-1,10-25,7824.75732421875,2641.846435546875,step halving,0.2,0.1,RK6,v8r1.up,2.972043944282632e-06,1.3479842242425377e-06
160,124,10453,30.026302337646484,4.574707984924316,1,25-200,2663.153564453125,7825.57763671875,step halving,0.2,0.1,RK6,v8r1.up,2.922519115600153e-06,8.611791835200222e-07
161,177,1824,53.91982650756836,4.150137901306152,1,25-200,2641.846435546875,7826.80029296875,step halving,0.2,0.1,RK6,v8r1.up,1.8587229533295613e-06,4.812747422811015e-07
162,71,5369,27.46091651916504,4.923362731933594,1,25-200,2656.846435546875,7966.50048828125,step halving,0.2,0.1,RK6,v8r1.up,3.0619276003562845e-06,8.295725217877248e-07
163,42,3925,39.86094284057617,4.051421165466309,1,25-200,2656.846435546875,7825.17138671875,step halving,0.2,0.1,RK6,v8r1.up,1.909191027493762e-06,6.331116186863994e-07
164,53,1222,28.406078338623047,3.7336325645446777,1,25-200,2656.846435546875,7826.8427734375,step halving,0.2,0.1,RK6,v8r1.up,2.2289725620794343e-06,9.080078269135816e-07
165,129,6397,25.61956214904785,4.642716884613037,1,25-200,2656.846435546875,7826.41650390625,step halving,0.2,0.1,RK6,v8r1.up,3.48509843206557e-06,9.949679968812575e-07
166,19,5836,65.4066162109375,4.602614879608154,1,25-200,2648.153564453125,7826.33447265625,step halving,0.2,0.1,RK6,v8r1.up,1.583146058692364e-06,3.891539868128291e-07
167,27,2988,26.964534759521484,4.99270486831665,1,25-200,2663.153564453125,7825.8759765625,step halving,0.2,0.1,RK6,v8r1.up,3.2730440580053255e-06,9.447650994864887e-07
168,177,1831,109.62474060058594,3.8279995918273926,1,25-200,2656.846435546875,7826.58740234375,step halving,0.2,0.1,RK6,v8r1.up,2.913225216616411e-07,2.3376092728177866e-07
169,186,2133,70.14810943603516,4.601261615753174,1,25-200,2648.153564453125,7895.3515625,step halving,0.2,0.1,RK6,v8r1.up,1.1187499815434876e-06,3.6534143765809546e-07
170,36,1705,26.221031188964844,4.094054222106934,1,25-200,2663.153564453125,7825.98095703125,step halving,0.2,0.1,RK6,v8r1.up,3.742172793863574e-06,9.797995748073163e-07
171,19,4469,61.040557861328125,4.988717079162598,1,25-200,2641.846435546875,7826.01025390625,step halving,0.2,0.1,RK6,v8r1.up,1.5694183730374789e-06,4.1415482154860683e-07
172,102,4864,35.69389343261719,4.693243503570557,1,25-200,2656.846435546875,9193.5224609375,step halving,0.2,0.1,RK6,v8r1.up,2.943876253880262e-06,5.444984740865522e-07
173,188,7193,32.27378845214844,4.716385841369629,1,25-200,2641.846435546875,7825.68701171875,step halving,0.2,0.1,RK6,v8r1.up,2.7388864509703126e-06,7.890355036010988e-07
174,166,1999,33.51346206665039,3.888105869293213,1,25-200,2641.846435546875,7827.03271484375,step halving,0.2,0.1,RK6,v8r1.up,2.056381731563306e-06,7.618593256264461e-07
175,190,6681,28.14996910095215,4.769900321960449,1,25-200,2648.153564453125,8508.5263671875,step halving,0.2,0.1,RK6,v8r1.up,3.3965292800530733e-06,7.631950627029482e-07
176,18,8085,26.698734283447266,3.2970237731933594,1,25-200,2663.153564453125,7825.67431640625,step halving,0.2,0.1,RK6,v8r1.up,1.8820855984813534e-06,9.415176971394601e-07
177,6,2481,33.874237060546875,4.895977020263672,1,25-200,2663.153564453125,7825.70068359375,step halving,0.2,0.1,RK6,v8r1.up,2.5571011974534485e-06,7.580741590018647e-07
178,47,4311,27.405548095703125,4.822575092315674,1,25-200,2663.153564453125,7825.67919921875,step halving,0.2,0.1,RK6,v8r1.up,2.9449864769048872e-06,9.364800601652234e-07
