predictor,arch,mode,seed,stratum,p_band,direction,n,median_abs_dz_mm,vs_hit_med_um,vs_hit_p95_um,vs_reference_med_um,vs_reference_p95_um
network (every seed),8x128,physics,2,20-200 mm,all,all,6000,69.804950499999,8.769451696764463,67.52775367640426,2.9094569867993414,29.564902800503045
network (every seed),8x128,physics,2,20-200 mm,all,forward,3011,69.80459999999948,10.744187856062126,77.1023762920322,3.2056899129884187,29.802531389350406
network (every seed),8x128,physics,2,20-200 mm,all,backward,2989,69.80529999999999,7.337051823071761,58.673647163755014,2.622010398567909,29.2197226764415
network (every seed),8x128,physics,2,20-200 mm,1-5 GeV,all,3042,69.80709999999999,19.946405532579092,92.30717804384746,6.225710745546564,48.579309491080366
network (every seed),8x128,physics,2,20-200 mm,1-5 GeV,forward,1532,69.80653799999982,23.64584902761635,104.51518588264719,6.564702308011761,47.04516211375564
network (every seed),8x128,physics,2,20-200 mm,1-5 GeV,backward,1510,69.80770074999964,16.75675862148296,78.45967334041858,5.896969314278522,49.51674440170847
network (every seed),8x128,physics,2,20-200 mm,5-20 GeV,all,2309,69.80490049999935,5.04013827730887,19.22933599853991,1.8816263008716305,6.4433324821038696
network (every seed),8x128,physics,2,20-200 mm,5-20 GeV,forward,1156,69.80415000000085,5.8900947032825,20.927812743266827,2.071646991431919,6.73657207593692
network (every seed),8x128,physics,2,20-200 mm,5-20 GeV,backward,1153,69.80549999999857,4.328040807365596,16.220722138186257,1.753067790644991,6.177104362359378
network (every seed),8x128,physics,2,20-200 mm,20-200 GeV,all,649,69.8020000000015,1.4120307740199678,5.254860032654563,0.6347993090010107,2.512665555150307
network (every seed),8x128,physics,2,20-200 mm,20-200 GeV,forward,323,69.80189999999857,1.5511994546102414,6.226180062650143,0.7813050718254999,2.9262253346189473
network (every seed),8x128,physics,2,20-200 mm,20-200 GeV,backward,326,69.80249950000007,1.328760878593016,4.168314999070333,0.6011037144588727,1.285979447125385
network (every seed),8x128,physics,2,200-2000 mm,all,all,4000,472.2208000000005,85.76877576422248,896.5391929612823,53.98708939355856,781.0622733320525
network (every seed),8x128,physics,2,200-2000 mm,all,forward,2044,472.2166499999994,91.92853130108602,1062.2375170700818,51.6788029958235,902.9138090523018
network (every seed),8x128,physics,2,200-2000 mm,all,backward,1956,472.2224995000006,80.05629835226102,781.7919390318906,56.223959010822,686.7262466440138
network (every seed),8x128,physics,2,200-2000 mm,1-5 GeV,all,2042,472.2235007499994,188.78841889412712,1401.5259425774104,122.43865823293731,1228.19540445883
network (every seed),8x128,physics,2,200-2000 mm,1-5 GeV,forward,1057,472.19920699999966,197.34538859802342,1574.4726022990087,123.28775612512288,1325.3636349897072
network (every seed),8x128,physics,2,200-2000 mm,1-5 GeV,backward,985,472.238799499999,177.77654494156536,1250.9845914268624,121.78929988044729,1100.694785805171
network (every seed),8x128,physics,2,200-2000 mm,5-20 GeV,all,1531,472.22849999999926,50.853209771986485,212.3871964929549,34.358720121531405,150.17148153827975
network (every seed),8x128,physics,2,200-2000 mm,5-20 GeV,forward,764,472.23500099999956,49.95234114255709,230.88348689816772,28.61853394993119,165.5604838762145
network (every seed),8x128,physics,2,200-2000 mm,5-20 GeV,backward,767,472.22249900000133,52.01187604552615,185.3961407153008,41.943428611034506,137.56488338883338
network (every seed),8x128,physics,2,200-2000 mm,20-200 GeV,all,427,472.1847999999991,16.077193547744173,51.70307473612182,13.247817237981963,43.47504978224492
network (every seed),8x128,physics,2,200-2000 mm,20-200 GeV,forward,223,472.1836999999996,14.754037715661639,51.95678927085507,10.993981790534235,43.54258170224056
network (every seed),8x128,physics,2,200-2000 mm,20-200 GeV,backward,204,472.1850502499992,18.89247768038871,50.1405808576834,16.778207386067834,43.04998835067693
network (every seed),8x128,physics,2,cross-magnet,all,all,2410,5175.346389,2378.1663192704773,73682.59371380681,912.8324018619126,54246.54593804671
network (every seed),8x128,physics,2,cross-magnet,all,forward,1205,5175.346389,2815.3441891964803,54231.151569561356,872.938790821081,33468.5890599902
network (every seed),8x128,physics,2,cross-magnet,all,backward,1205,5175.346389,1937.8072746120124,110030.79385219014,955.0415763859519,92911.71160940561
network (every seed),8x128,physics,2,cross-magnet,1-5 GeV,all,1034,5174.7871589999995,8969.640225496505,158567.5746680467,3059.7194006079053,143182.41660919687
network (every seed),8x128,physics,2,cross-magnet,1-5 GeV,forward,517,5174.7871589999995,9444.02400633976,107180.80234569023,2655.604526232537,74560.93433136288
network (every seed),8x128,physics,2,cross-magnet,1-5 GeV,backward,517,5174.7871589999995,7784.076757438001,225528.32066707368,3436.8702028401826,214682.6118816562
network (every seed),8x128,physics,2,cross-magnet,5-20 GeV,all,1074,5175.753925000001,1274.9550188346764,8077.4143694063705,540.469235740062,4963.169860395986
network (every seed),8x128,physics,2,cross-magnet,5-20 GeV,forward,537,5175.753925000001,1539.4371563861569,7675.932678420985,495.39317662686244,4669.410751423845
network (every seed),8x128,physics,2,cross-magnet,5-20 GeV,backward,537,5175.753925000001,1112.9887103240462,8178.744679108228,590.9613544945387,6383.182097902528
network (every seed),8x128,physics,2,cross-magnet,20-200 GeV,all,302,5177.237445999999,636.3100737629441,3367.366268301923,497.0898097279779,2913.8418965877395
network (every seed),8x128,physics,2,cross-magnet,20-200 GeV,forward,151,5177.237445999999,651.1354933805364,4171.1075175208025,481.22566575722203,3203.4453847577497
network (every seed),8x128,physics,2,cross-magnet,20-200 GeV,backward,151,5177.237445999999,619.8367061405393,2560.2432850549876,547.638583266231,2524.746158174001
network (every seed),8x256,data,0,all,all,all,13228,70.22465149999971,23.646549825173224,11340.10961083966,4.402479374789436,8606.329407546336
network (every seed),8x256,data,0,all,all,forward,6669,70.2286009999998,27.773049566349073,13445.456323544848,4.336947681849779,9690.823878446176
network (every seed),8x256,data,0,all,all,backward,6559,70.22270000000026,20.259877087539735,8701.816460794766,4.454412304312427,7753.543623675622
network (every seed),8x256,data,0,all,1-5 GeV,all,6526,70.21979974999931,47.46452502049703,32136.49599905591,12.224291403299503,26856.160322605574
network (every seed),8x256,data,0,all,1-5 GeV,forward,3310,70.2234492499997,56.36029904859086,31239.87415412242,12.431811378348812,24538.340867924177
network (every seed),8x256,data,0,all,1-5 GeV,backward,3216,70.21649950000028,39.096728160416205,33439.99875532667,11.651140498040391,31002.473773470752
network (every seed),8x256,data,0,all,5-20 GeV,all,5212,140.07619949999935,12.19282113784459,3952.949685212215,2.31362555848591,2877.9099641155262
network (every seed),8x256,data,0,all,5-20 GeV,forward,2606,140.02239974999975,14.393877531318822,4582.421993703108,2.2138564526237303,3040.005818533089
network (every seed),8x256,data,0,all,5-20 GeV,backward,2606,203.6929999999993,10.400375724042732,3387.979960287517,2.3869729621033287,2826.294199520937
network (every seed),8x256,data,0,all,20-200 GeV,all,1490,70.21095024999977,3.031597498136307,966.0191518173481,0.25298575215515484,889.8688737423038
network (every seed),8x256,data,0,all,20-200 GeV,forward,753,139.99350049999885,3.4700873972894897,1024.1194468987655,0.37101501085601285,853.6456167488325
network (every seed),8x256,data,0,all,20-200 GeV,backward,737,70.2077999999965,2.660108050054788,933.0691771561393,0.14056082183344643,930.6047164566157
network (every seed),8x256,data,0,0.05-2 mm,all,all,436,0.6499827500010724,0.1093778242307053,0.9453926657272405,5.5823250022513093e-05,0.0028682944162028434
network (every seed),8x256,data,0,0.05-2 mm,all,forward,218,0.6499827500010724,0.11449840326349658,1.006611304336497,5.7402786524107796e-05,0.0028785164943201367
network (every seed),8x256,data,0,0.05-2 mm,all,backward,218,0.6499827500010724,0.10530181738488409,0.8750247606897686,5.507988021236088e-05,0.0018717106456733479
network (every seed),8x256,data,0,0.05-2 mm,1-5 GeV,all,248,0.6499792499998875,0.18685284555886028,1.2050695655489108,0.0001930919211190485,0.0039048273947628327
network (every seed),8x256,data,0,0.05-2 mm,1-5 GeV,forward,124,0.6499792499998875,0.222982791854065,1.2017064575502445,0.00018959468661705614,0.003864641303152893
network (every seed),8x256,data,0,0.05-2 mm,1-5 GeV,backward,124,0.6499792499998875,0.16442272048067252,1.19567018160751,0.00020365951058920473,0.00388957239465526
network (every seed),8x256,data,0,0.05-2 mm,5-20 GeV,all,142,0.6499850000000151,0.0846590311169848,0.2466302513242979,1.3529628972719365e-05,0.00010075383585217423
network (every seed),8x256,data,0,0.05-2 mm,5-20 GeV,forward,71,0.6499850000000151,0.07862888841714266,0.2293238658470642,1.3716373814531835e-05,9.789322152897739e-05
network (every seed),8x256,data,0,0.05-2 mm,5-20 GeV,backward,71,0.6499850000000151,0.09020473635246162,0.31686242598993886,1.1458723747637123e-05,0.00010064881905691436
network (every seed),8x256,data,0,0.05-2 mm,20-200 GeV,all,46,0.6499925000007352,0.05800552926427116,0.12500869942222437,1.96239113847696e-06,1.3852961444626999e-05
network (every seed),8x256,data,0,0.05-2 mm,20-200 GeV,forward,23,0.6499925000007352,0.05570390260345448,0.13017282774185895,2.23710117097653e-06,1.4524343328048412e-05
network (every seed),8x256,data,0,0.05-2 mm,20-200 GeV,backward,23,0.6499925000007352,0.07111489117050951,0.09798351995300435,1.9421690922172274e-06,9.7468387139088e-06
network (every seed),8x256,data,0,2-20 mm,all,all,382,6.3070000000006985,0.5772646915147561,6.073785540478127,0.0029514019885823473,0.1337837106248684
network (every seed),8x256,data,0,2-20 mm,all,forward,191,6.3070000000006985,0.6654981212523281,5.9301572922692,0.0028536028366943356,0.1313276553176479
network (every seed),8x256,data,0,2-20 mm,all,backward,191,6.3070000000006985,0.4771847696929399,6.442146733029563,0.0029602349087554103,0.13037270450411143
network (every seed),8x256,data,0,2-20 mm,1-5 GeV,all,160,6.3070000000006985,1.7998049039533726,10.121331782946175,0.018889667948940314,0.19059630942752645
network (every seed),8x256,data,0,2-20 mm,1-5 GeV,forward,80,6.3070000000006985,1.7481199036453177,9.748069018394288,0.015608423026947094,0.194391846544839
network (every seed),8x256,data,0,2-20 mm,1-5 GeV,backward,80,6.3070000000006985,2.0247313406045464,11.047151216803282,0.02039505233875083,0.17656207712946065
network (every seed),8x256,data,0,2-20 mm,5-20 GeV,all,156,6.3070000000006985,0.4937081300122603,1.7046112373790834,0.001273253333877733,0.018625044280184966
network (every seed),8x256,data,0,2-20 mm,5-20 GeV,forward,78,6.3070000000006985,0.5628815010609856,1.693110090049287,0.0013637192939341958,0.018852183207940226
network (every seed),8x256,data,0,2-20 mm,5-20 GeV,backward,78,6.3070000000006985,0.4557898951986772,1.598971554688686,0.0011299391644570278,0.015183873277232992
network (every seed),8x256,data,0,2-20 mm,20-200 GeV,all,66,6.3070000000006985,0.1517740816883162,0.37773709625657514,0.0003319555936798224,0.0006779096892728376
network (every seed),8x256,data,0,2-20 mm,20-200 GeV,forward,33,6.3070000000006985,0.13640322432451057,0.34049074033899446,0.00035296164391240836,0.0006438744502901271
network (every seed),8x256,data,0,2-20 mm,20-200 GeV,backward,33,6.3070000000006985,0.15261435747504493,0.4123542851248273,0.00019955679775307544,0.0006829107178418781
network (every seed),8x256,data,0,20-200 mm,all,all,6000,69.804950499999,7.932583489377976,61.438653755097064,0.49994114573337356,13.847880858674015
network (every seed),8x256,data,0,20-200 mm,all,forward,3011,69.80459999999948,9.323905743599425,70.08773615555697,0.4147414122144255,13.188846781872599
network (every seed),8x256,data,0,20-200 mm,all,backward,2989,69.80529999999999,6.617745479587711,52.91683571315388,0.6312368639100896,14.991506715699641
network (every seed),8x256,data,0,20-200 mm,1-5 GeV,all,3042,69.80709999999999,18.2273505594992,84.2403344140578,1.8840816796341642,25.291597327714747
network (every seed),8x256,data,0,20-200 mm,1-5 GeV,forward,1532,69.80653799999982,21.69082395008104,97.35538428569728,1.5387188498152682,23.42327583034495
network (every seed),8x256,data,0,20-200 mm,1-5 GeV,backward,1510,69.80770074999964,15.204490818987892,69.48814108857276,2.279238389434113,26.43837938479798
network (every seed),8x256,data,0,20-200 mm,5-20 GeV,all,2309,69.80490049999935,4.731303848274138,17.735395617967235,0.16182535290454325,1.9340281449217356
network (every seed),8x256,data,0,20-200 mm,5-20 GeV,forward,1156,69.80415000000085,5.4075981142460705,18.943495599287985,0.13508385392668742,1.5532526022479232
network (every seed),8x256,data,0,20-200 mm,5-20 GeV,backward,1153,69.80549999999857,3.9255195114265007,14.726711472758314,0.202181229639109,2.2404438764397083
network (every seed),8x256,data,0,20-200 mm,20-200 GeV,all,649,69.8020000000015,1.1700103277050289,4.768162636970175,0.034383906182711144,0.1594147181279485
network (every seed),8x256,data,0,20-200 mm,20-200 GeV,forward,323,69.80189999999857,1.35636361392244,5.400696332715426,0.04425789029482985,0.2086960930334668
network (every seed),8x256,data,0,20-200 mm,20-200 GeV,backward,326,69.80249950000007,1.030439901256841,3.814169460028438,0.030984325292138237,0.11196930295653829
network (every seed),8x256,data,0,200-2000 mm,all,all,4000,472.2208000000005,70.17185729365849,831.166597210866,25.679611230636112,650.342505496331
network (every seed),8x256,data,0,200-2000 mm,all,forward,2044,472.2166499999994,78.23508317470385,901.2686856945206,25.179105920486222,791.5504812134698
network (every seed),8x256,data,0,200-2000 mm,all,backward,1956,472.2224995000006,62.056061777205684,694.1931012812512,25.942983604295478,581.9767358610407
network (every seed),8x256,data,0,200-2000 mm,1-5 GeV,all,2042,472.2235007499994,172.06617320630357,1297.562331786605,87.10490194744125,1107.1706811350157
network (every seed),8x256,data,0,200-2000 mm,1-5 GeV,forward,1057,472.19920699999966,184.8459938103133,1444.7161121834588,91.34698753848625,1222.3511577757554
network (every seed),8x256,data,0,200-2000 mm,1-5 GeV,backward,985,472.238799499999,155.65338390752004,1075.8063560066826,79.68747861482939,915.9146805072619
network (every seed),8x256,data,0,200-2000 mm,5-20 GeV,all,1531,472.22849999999926,35.3002483217324,178.85117591035282,10.59919728135128,109.56478388652613
network (every seed),8x256,data,0,200-2000 mm,5-20 GeV,forward,764,472.23500099999956,39.49905794289066,188.29451006286254,9.50699842188385,120.5575368382569
network (every seed),8x256,data,0,200-2000 mm,5-20 GeV,backward,767,472.22249900000133,31.746707916227024,156.14051550230087,12.320209977076502,98.46685069605867
network (every seed),8x256,data,0,200-2000 mm,20-200 GeV,all,427,472.1847999999991,7.38582811869648,36.584613369551604,2.276759931532979,10.667964563668873
network (every seed),8x256,data,0,200-2000 mm,20-200 GeV,forward,223,472.1836999999996,7.743616177705803,44.12057886972694,2.2938749369814104,7.786595824045149
network (every seed),8x256,data,0,200-2000 mm,20-200 GeV,backward,204,472.1850502499992,6.666457606350207,34.343782074815,2.117070860123249,15.073865563381608
network (every seed),8x256,data,0,cross-magnet,all,all,2410,5175.346389,3693.712810489366,131678.0278903964,2644.298396756426,111042.72773634047
network (every seed),8x256,data,0,cross-magnet,all,forward,1205,5175.346389,4632.1738582620355,99645.01098791511,2587.5982072924444,80063.25387720203
network (every seed),8x256,data,0,cross-magnet,all,backward,1205,5175.346389,3259.975191467902,175066.15613030107,2696.6908126554754,166719.92699632054
network (every seed),8x256,data,0,cross-magnet,1-5 GeV,all,1034,5174.7871589999995,16162.426519279848,258013.39307122977,11340.11202081004,225335.11065261322
network (every seed),8x256,data,0,cross-magnet,1-5 GeV,forward,517,5174.7871589999995,18304.52736445483,161451.60546885364,12114.328245406796,136443.05879300245
network (every seed),8x256,data,0,cross-magnet,1-5 GeV,backward,517,5174.7871589999995,12056.468673541729,368266.531152955,9971.820591941721,354223.1484686594
network (every seed),8x256,data,0,cross-magnet,5-20 GeV,all,1074,5175.753925000001,1972.1707783065058,12055.416318461926,1373.1057661838468,10931.421037202288
network (every seed),8x256,data,0,cross-magnet,5-20 GeV,forward,537,5175.753925000001,2229.062775966412,12218.054345156717,1346.4053904209409,11598.458239870943
network (every seed),8x256,data,0,cross-magnet,5-20 GeV,backward,537,5175.753925000001,1844.3475426861653,11316.091860371123,1429.57310350939,9830.32404708254
network (every seed),8x256,data,0,cross-magnet,20-200 GeV,all,302,5177.237445999999,581.2944816759789,2697.500260629673,581.5982597198346,2350.5915708490575
network (every seed),8x256,data,0,cross-magnet,20-200 GeV,forward,151,5177.237445999999,649.1105091432701,2545.991416201943,563.3208245573655,1974.4564659874977
network (every seed),8x256,data,0,cross-magnet,20-200 GeV,backward,151,5177.237445999999,536.7568728352126,2720.543213927165,591.9549747691377,2601.669422006183
network (every seed),8x256,data,1,all,all,all,13228,70.22465149999971,25.561451428501414,27541.738590852536,7.126478524646984,25153.042663431832
network (every seed),8x256,data,1,all,all,forward,6669,70.2286009999998,29.36796685591503,25752.29464635161,7.957366493656082,23440.26091976514
network (every seed),8x256,data,1,all,all,backward,6559,70.22270000000026,22.268102324119354,29723.988621290086,6.2699407420154785,27674.925975786366
network (every seed),8x256,data,1,all,1-5 GeV,all,6526,70.21979974999931,51.92489344526052,82907.23764229681,20.509142036033268,77480.6889535614
network (every seed),8x256,data,1,all,1-5 GeV,forward,3310,70.2234492499997,61.983199344183504,66905.14336380207,21.9750354219741,60709.24017631329
network (every seed),8x256,data,1,all,1-5 GeV,backward,3216,70.21649950000028,42.006027630321796,111382.33266191976,18.70874303940262,104699.53455681122
network (every seed),8x256,data,1,all,5-20 GeV,all,5212,140.07619949999935,12.871463049805243,8818.947057201292,2.6229927147758403,7808.880546236267
network (every seed),8x256,data,1,all,5-20 GeV,forward,2606,140.02239974999975,14.813669246890981,8926.779574266646,2.5808578854906727,8183.921668673563
network (every seed),8x256,data,1,all,5-20 GeV,backward,2606,203.6929999999993,11.219831992178797,8525.682525661723,2.7332324551867515,7348.269739285385
network (every seed),8x256,data,1,all,20-200 GeV,all,1490,70.21095024999977,3.2588088245972813,1614.5224053480272,0.36416303599517974,1466.4238462474777
network (every seed),8x256,data,1,all,20-200 GeV,forward,753,139.99350049999885,3.711412414190818,1670.6641507810843,0.5429578027360549,1259.560520405061
network (every seed),8x256,data,1,all,20-200 GeV,backward,737,70.2077999999965,2.6871708346050127,1525.9123403104898,0.21540878887549297,1566.8218485982086
network (every seed),8x256,data,1,0.05-2 mm,all,all,436,0.6499827500010724,0.10944074909957635,0.9453441228117754,0.00010056120380852462,0.0028592388616743847
network (every seed),8x256,data,1,0.05-2 mm,all,forward,218,0.6499827500010724,0.11459354959697521,1.0066813258269696,9.584255167283118e-05,0.0028751826221196006
network (every seed),8x256,data,1,0.05-2 mm,all,backward,218,0.6499827500010724,0.10523373590842766,0.8751692175991366,0.00010110713333233434,0.0028576522026924063
network (every seed),8x256,data,1,0.05-2 mm,1-5 GeV,all,248,0.6499792499998875,0.18727981853317033,1.2076772337650254,0.0003479281360796449,0.004372431840238275
network (every seed),8x256,data,1,0.05-2 mm,1-5 GeV,forward,124,0.6499792499998875,0.22279315311379833,1.203844275744359,0.00033400058896404516,0.004392462733449064
network (every seed),8x256,data,1,0.05-2 mm,1-5 GeV,backward,124,0.6499792499998875,0.16505988805448624,1.1955359773082808,0.00040044338334155327,0.004271219927431957
network (every seed),8x256,data,1,0.05-2 mm,5-20 GeV,all,142,0.6499850000000151,0.08467063585726464,0.24679496482598035,3.6155853422314976e-05,0.00024976370252005587
network (every seed),8x256,data,1,0.05-2 mm,5-20 GeV,forward,71,0.6499850000000151,0.0786532445431476,0.22936608663925995,2.4800158371363068e-05,0.00029300233528317676
network (every seed),8x256,data,1,0.05-2 mm,5-20 GeV,backward,71,0.6499850000000151,0.09103119987230457,0.31700314141858144,4.034143330500228e-05,0.00024129979614428976
network (every seed),8x256,data,1,0.05-2 mm,20-200 GeV,all,46,0.6499925000007352,0.05800621657403582,0.12500857383379582,3.898151135217631e-06,2.4943787479969615e-05
network (every seed),8x256,data,1,0.05-2 mm,20-200 GeV,forward,23,0.6499925000007352,0.055683111895632464,0.13017389533231943,3.5257414765510475e-06,2.5190269070662894e-05
network (every seed),8x256,data,1,0.05-2 mm,20-200 GeV,backward,23,0.6499925000007352,0.07109400900162655,0.09798404015839422,6.1321827615756774e-06,2.159278267299669e-05
network (every seed),8x256,data,1,2-20 mm,all,all,382,6.3070000000006985,0.5945714553305947,6.088984281426234,0.00399670937412111,0.17693456959193551
network (every seed),8x256,data,1,2-20 mm,all,forward,191,6.3070000000006985,0.6466537670348771,5.840641356329002,0.004218893991492223,0.18240963859739168
network (every seed),8x256,data,1,2-20 mm,all,backward,191,6.3070000000006985,0.5050285979599778,6.4425238099659055,0.0036469707396236117,0.17545318402767407
network (every seed),8x256,data,1,2-20 mm,1-5 GeV,all,160,6.3070000000006985,1.7883630537127715,10.084925359242893,0.032266494613963914,0.37739347030338877
network (every seed),8x256,data,1,2-20 mm,1-5 GeV,forward,80,6.3070000000006985,1.7205929073469406,9.879991679480327,0.026861659806698412,0.3237859102540595
network (every seed),8x256,data,1,2-20 mm,1-5 GeV,backward,80,6.3070000000006985,1.8607769288792042,11.028400523585443,0.03721127658273815,0.37739347030338877
network (every seed),8x256,data,1,2-20 mm,5-20 GeV,all,156,6.3070000000006985,0.49626125208690475,1.735319035393701,0.0018048738574805157,0.03412978433559033
network (every seed),8x256,data,1,2-20 mm,5-20 GeV,forward,78,6.3070000000006985,0.5648658403174522,1.7272302007164335,0.002230303675077039,0.03138054641330863
network (every seed),8x256,data,1,2-20 mm,5-20 GeV,backward,78,6.3070000000006985,0.4563384914426649,1.6291250249661695,0.0015314559824730622,0.03871801545969329
network (every seed),8x256,data,1,2-20 mm,20-200 GeV,all,66,6.3070000000006985,0.15191049176621618,0.37859672430834435,0.0006190757488866439,0.0019114413216669845
network (every seed),8x256,data,1,2-20 mm,20-200 GeV,forward,33,6.3070000000006985,0.13680473252719594,0.3406111239740994,0.0004387212726442158,0.0011453953220552648
network (every seed),8x256,data,1,2-20 mm,20-200 GeV,backward,33,6.3070000000006985,0.1540277701721493,0.41307811166912944,0.000952574477963708,0.0019757892978589098
network (every seed),8x256,data,1,20-200 mm,all,all,6000,69.804950499999,8.295046089557445,65.60539180318302,1.0221351638932674,24.100174596873114
network (every seed),8x256,data,1,20-200 mm,all,forward,3011,69.80459999999948,9.686526607083579,73.28368994069479,1.0549290371955067,24.083967427152686
network (every seed),8x256,data,1,20-200 mm,all,backward,2989,69.80529999999999,7.060788196611156,56.362493966594194,0.9858941539278021,24.23054985044359
network (every seed),8x256,data,1,20-200 mm,1-5 GeV,all,3042,69.80709999999999,19.221436128709968,89.65732552978663,3.323441461247967,35.95760811327859
network (every seed),8x256,data,1,20-200 mm,1-5 GeV,forward,1532,69.80653799999982,22.725866602854694,100.94103131471293,3.597261072016522,33.582405323377884
network (every seed),8x256,data,1,20-200 mm,1-5 GeV,backward,1510,69.80770074999964,16.55859811563687,77.30191412246509,3.0279160004624828,38.529158503803274
network (every seed),8x256,data,1,20-200 mm,5-20 GeV,all,2309,69.80490049999935,4.738722390413841,18.04148195846835,0.3571812905818206,3.836247923482003
network (every seed),8x256,data,1,20-200 mm,5-20 GeV,forward,1156,69.80415000000085,5.445007577208116,19.259055147813342,0.3706754251027178,2.7938448934818894
network (every seed),8x256,data,1,20-200 mm,5-20 GeV,backward,1153,69.80549999999857,3.9974865252503378,15.60272940018876,0.3446199700363195,4.499821648050778
network (every seed),8x256,data,1,20-200 mm,20-200 GeV,all,649,69.8020000000015,1.1655163242210165,4.821459211086676,0.07749733647699486,0.3696962650110436
network (every seed),8x256,data,1,20-200 mm,20-200 GeV,forward,323,69.80189999999857,1.3326168109983882,5.351310591976243,0.11519563688011658,0.46676157480192154
network (every seed),8x256,data,1,20-200 mm,20-200 GeV,backward,326,69.80249950000007,1.0330119337425003,3.775925810785452,0.05647215601101152,0.22289639708006348
network (every seed),8x256,data,1,200-2000 mm,all,all,4000,472.2208000000005,76.63232234385475,1112.2187761641255,38.179400260062835,954.2612087323391
network (every seed),8x256,data,1,200-2000 mm,all,forward,2044,472.2166499999994,90.23043066159175,1207.8150356410072,45.89958962934304,1087.1948130640465
network (every seed),8x256,data,1,200-2000 mm,all,backward,1956,472.2224995000006,65.4151000526042,939.213056630022,30.530147764324056,880.7135158153515
network (every seed),8x256,data,1,200-2000 mm,1-5 GeV,all,2042,472.2235007499994,194.2927754736843,1648.7016007815544,115.07559568057957,1467.5641546375357
network (every seed),8x256,data,1,200-2000 mm,1-5 GeV,forward,1057,472.19920699999966,219.16896978348177,1862.459629230624,138.90150768884268,1582.3272701699343
network (every seed),8x256,data,1,200-2000 mm,1-5 GeV,backward,985,472.238799499999,171.4883219958665,1411.8151493034015,94.23592573736528,1339.3957776483367
network (every seed),8x256,data,1,200-2000 mm,5-20 GeV,all,1531,472.22849999999926,38.618873503395434,236.951459245347,15.101983193289925,177.56859802915415
network (every seed),8x256,data,1,200-2000 mm,5-20 GeV,forward,764,472.23500099999956,44.741886584745316,232.69361031627798,19.207448898178825,167.10926022119574
network (every seed),8x256,data,1,200-2000 mm,5-20 GeV,backward,767,472.22249900000133,33.123964156686725,240.7544173113588,13.028693561523141,187.59674802715196
network (every seed),8x256,data,1,200-2000 mm,20-200 GeV,all,427,472.1847999999991,8.07364160089491,37.222701550117044,3.2084862279049275,17.3790380025025
network (every seed),8x256,data,1,200-2000 mm,20-200 GeV,forward,223,472.1836999999996,8.883022440926425,38.81157583756261,5.035799740284119,21.76532232957126
network (every seed),8x256,data,1,200-2000 mm,20-200 GeV,backward,204,472.1850502499992,7.366791313138776,32.746501775555714,2.296832985137165,12.177321091982655
network (every seed),8x256,data,1,cross-magnet,all,all,2410,5175.346389,8633.385535673868,221712.77099938242,7765.713333283529,211581.9942388325
network (every seed),8x256,data,1,cross-magnet,all,forward,1205,5175.346389,8775.109162516968,158061.82859444473,7912.2195279036305,140186.53449422444
network (every seed),8x256,data,1,cross-magnet,all,backward,1205,5175.346389,8381.623115350294,280086.13578503614,7562.850515704298,273664.0806924186
network (every seed),8x256,data,1,cross-magnet,1-5 GeV,all,1034,5174.7871589999995,38628.72324520322,352572.09350106877,36363.135970787494,328749.8860265257
network (every seed),8x256,data,1,cross-magnet,1-5 GeV,forward,517,5174.7871589999995,35661.92080114041,234873.81243412083,30621.71303407035,221624.0868470311
network (every seed),8x256,data,1,cross-magnet,1-5 GeV,backward,517,5174.7871589999995,44851.81810618331,495668.46868142154,43085.87918290454,489575.93559881335
network (every seed),8x256,data,1,cross-magnet,5-20 GeV,all,1074,5175.753925000001,4636.044209779911,25811.03496508068,4622.8938328421245,23765.68300356877
network (every seed),8x256,data,1,cross-magnet,5-20 GeV,forward,537,5175.753925000001,4555.554336515968,27340.429130642122,4637.450130728666,25506.47516993398
network (every seed),8x256,data,1,cross-magnet,5-20 GeV,backward,537,5175.753925000001,4654.994085231493,23600.858756270984,4599.1514862262475,22140.263362319227
network (every seed),8x256,data,1,cross-magnet,20-200 GeV,all,302,5177.237445999999,1064.6715724874375,3859.6233549164835,932.998893671602,3494.1827459008673
network (every seed),8x256,data,1,cross-magnet,20-200 GeV,forward,151,5177.237445999999,1102.5412473089773,5168.765709834539,878.8126639117166,6202.078944347775
network (every seed),8x256,data,1,cross-magnet,20-200 GeV,backward,151,5177.237445999999,1055.0378701439058,2978.936799446995,1106.2766363675607,3028.111478883682
network (every seed),8x256,data,2,all,all,all,13228,70.22465149999971,27.935856585699526,34492.11849233626,10.233705867410237,33716.717581448174
network (every seed),8x256,data,2,all,all,forward,6669,70.2286009999998,31.473981975523202,28710.898091680716,10.836619738142872,26716.609326068832
network (every seed),8x256,data,2,all,all,backward,6559,70.22270000000026,24.140687156730678,42454.24781469464,9.616859231101671,41512.809490550346
network (every seed),8x256,data,2,all,1-5 GeV,all,6526,70.21979974999931,52.70975938367428,99604.89538457757,24.494544763186354,93127.12417758604
network (every seed),8x256,data,2,all,1-5 GeV,forward,3310,70.2234492499997,61.679194911839375,69121.88706045409,26.66125034114941,59500.103199337835
network (every seed),8x256,data,2,all,1-5 GeV,backward,3216,70.21649950000028,44.11694248281606,159324.2494475493,23.0007984228493,152588.9094650263
