predictor,arch,mode,seed,stratum,p_band,direction,n,median_abs_dz_mm,vs_hit_med_um,vs_hit_p95_um,vs_reference_med_um,vs_reference_p95_um
network (every seed),2x256,physics,0,cross-magnet,20-200 GeV,all,302,5177.237445999999,1463.4768266560022,9436.84110319162,1337.3443214585982,9299.422033906983
network (every seed),2x256,physics,0,cross-magnet,20-200 GeV,forward,151,5177.237445999999,1656.1387196381077,9528.504150247143,1504.8663608182692,9636.569488958216
network (every seed),2x256,physics,0,cross-magnet,20-200 GeV,backward,151,5177.237445999999,1150.9295616460663,8946.53792320624,1131.63455036036,9027.308358443555
network (every seed),2x256,physics,1,all,all,all,13228,70.22465149999971,30.34908582876028,7391.706809663801,11.807751813652345,3166.7665244156324
network (every seed),2x256,physics,1,all,all,forward,6669,70.2286009999998,33.5819931988226,7726.163328641104,11.983275965885554,2830.5584462943816
network (every seed),2x256,physics,1,all,all,backward,6559,70.22270000000026,26.54235683172601,6762.752419283341,11.707102975211825,3529.3976502024125
network (every seed),2x256,physics,1,all,1-5 GeV,all,6526,70.21979974999931,55.23506192849936,17573.62149593558,24.37411178215143,8092.108989006087
network (every seed),2x256,physics,1,all,1-5 GeV,forward,3310,70.2234492499997,61.17754693619304,17687.765739318278,24.89710177269444,5921.452344045323
network (every seed),2x256,physics,1,all,1-5 GeV,backward,3216,70.21649950000028,48.103571973015846,17284.839455888134,23.868428576406586,11059.53423587151
network (every seed),2x256,physics,1,all,5-20 GeV,all,5212,140.07619949999935,15.254579873968055,2643.41133660953,5.9843619333150855,1142.2035316164074
network (every seed),2x256,physics,1,all,5-20 GeV,forward,2606,140.02239974999975,16.590349079805833,3059.3534918941855,5.685012562537395,1134.246809765088
network (every seed),2x256,physics,1,all,5-20 GeV,backward,2606,203.6929999999993,13.896936192001164,2084.2900664444815,6.4385044962789735,1144.6052325755093
network (every seed),2x256,physics,1,all,20-200 GeV,all,1490,70.21095024999977,4.149215807075279,3458.462520257507,1.7298206037743569,3184.819697855994
network (every seed),2x256,physics,1,all,20-200 GeV,forward,753,139.99350049999885,5.330281624324584,3479.747685630899,3.583734239747116,3105.1672032447764
network (every seed),2x256,physics,1,all,20-200 GeV,backward,737,70.2077999999965,3.4561231108796164,3336.764010484314,1.4218055961237042,3340.7063175957746
network (every seed),2x256,physics,1,0.05-2 mm,all,all,436,0.6499827500010724,0.1095541002769096,0.9457715331961936,0.0002895104103117774,0.002609162777389429
network (every seed),2x256,physics,1,0.05-2 mm,all,forward,218,0.6499827500010724,0.11405287023080746,1.0059844483677642,0.00028029653265093657,0.002602192626000031
network (every seed),2x256,physics,1,0.05-2 mm,all,backward,218,0.6499827500010724,0.10573600107477432,0.8752064035107309,0.0002895104103117774,0.0025882060185722345
network (every seed),2x256,physics,1,0.05-2 mm,1-5 GeV,all,248,0.6499792499998875,0.18746820160231437,1.2067849143022613,0.000530254283148679,0.0050099632289857254
network (every seed),2x256,physics,1,0.05-2 mm,1-5 GeV,forward,124,0.6499792499998875,0.22267621721994146,1.2029620058456203,0.0005277712489260011,0.004707881589638407
network (every seed),2x256,physics,1,0.05-2 mm,1-5 GeV,backward,124,0.6499792499998875,0.16438589840106488,1.1949642539263994,0.000532546096110309,0.0047130999064393
network (every seed),2x256,physics,1,0.05-2 mm,5-20 GeV,all,142,0.6499850000000151,0.08464362969107242,0.2467448866591226,0.0001324762219923059,0.00038572879077491945
network (every seed),2x256,physics,1,0.05-2 mm,5-20 GeV,forward,71,0.6499850000000151,0.07865911582882745,0.22918238647129385,0.0001330269974175735,0.0003784519151395216
network (every seed),2x256,physics,1,0.05-2 mm,5-20 GeV,backward,71,0.6499850000000151,0.09112341308536998,0.3171515070903297,0.00013183574765207595,0.00037858379187127866
network (every seed),2x256,physics,1,0.05-2 mm,20-200 GeV,all,46,0.6499925000007352,0.05797340451874078,0.12498525662074655,2.7437351945991395e-05,9.635669329099983e-05
network (every seed),2x256,physics,1,0.05-2 mm,20-200 GeV,forward,23,0.6499925000007352,0.055676791362202493,0.13014809437166258,2.7514033718034625e-05,9.485527954211645e-05
network (every seed),2x256,physics,1,0.05-2 mm,20-200 GeV,backward,23,0.6499925000007352,0.07120945895167097,0.09797849563142334,2.7360670173948165e-05,9.479198723738588e-05
network (every seed),2x256,physics,1,2-20 mm,all,all,382,6.3070000000006985,0.5847240672274268,6.0859010419626705,0.023772900917151674,0.21987929534148518
network (every seed),2x256,physics,1,2-20 mm,all,forward,191,6.3070000000006985,0.6441366583089803,5.938045848353113,0.02382172004899985,0.2203760318977288
network (every seed),2x256,physics,1,2-20 mm,all,backward,191,6.3070000000006985,0.5132177219593359,6.433392369261437,0.023724081785303497,0.21688499364813651
network (every seed),2x256,physics,1,2-20 mm,1-5 GeV,all,160,6.3070000000006985,1.8433013318582547,10.086626021134737,0.06978231572674076,0.43151139233117414
network (every seed),2x256,physics,1,2-20 mm,1-5 GeV,forward,80,6.3070000000006985,1.7634739625106144,9.940359839424673,0.06954140884118942,0.4331363184945758
network (every seed),2x256,physics,1,2-20 mm,1-5 GeV,backward,80,6.3070000000006985,1.9589384451919045,11.061130310025643,0.07003339461419955,0.4303036079718936
network (every seed),2x256,physics,1,2-20 mm,5-20 GeV,all,156,6.3070000000006985,0.5116833591465308,1.793341712005514,0.016114442733083933,0.10398821243740031
network (every seed),2x256,physics,1,2-20 mm,5-20 GeV,forward,78,6.3070000000006985,0.5859852552347888,1.7930201390747413,0.016090527683587652,0.09836868595414174
network (every seed),2x256,physics,1,2-20 mm,5-20 GeV,backward,78,6.3070000000006985,0.4613383675540206,1.603844026930543,0.01617287980515414,0.09918650368234652
network (every seed),2x256,physics,1,2-20 mm,20-200 GeV,all,66,6.3070000000006985,0.15908877521297882,0.38535444453557943,0.007607463947678639,0.02119966893232572
network (every seed),2x256,physics,1,2-20 mm,20-200 GeV,forward,33,6.3070000000006985,0.11727888338697312,0.3419031118809811,0.007602098429870807,0.02104460940302033
network (every seed),2x256,physics,1,2-20 mm,20-200 GeV,backward,33,6.3070000000006985,0.16258313332428997,0.41467794678240455,0.00761282946548647,0.021033205037213065
network (every seed),2x256,physics,1,20-200 mm,all,all,6000,69.804950499999,8.672340240593712,62.70587866936259,2.9514722303929375,20.850080598796698
network (every seed),2x256,physics,1,20-200 mm,all,forward,3011,69.80459999999948,10.037080481538396,72.87408862543998,3.0117901695518867,20.93684205954105
network (every seed),2x256,physics,1,20-200 mm,all,backward,2989,69.80529999999999,7.400326740196306,53.82431505813656,2.9073528610013,20.611692855163703
network (every seed),2x256,physics,1,20-200 mm,1-5 GeV,all,3042,69.80709999999999,19.22049923640401,84.62858777687283,5.876543449687688,34.26282775390134
network (every seed),2x256,physics,1,20-200 mm,1-5 GeV,forward,1532,69.80653799999982,22.7816513183825,99.28301365765722,5.938761985575525,34.242375172569695
network (every seed),2x256,physics,1,20-200 mm,1-5 GeV,backward,1510,69.80770074999964,16.532219879650256,70.26565836547715,5.8180440432877845,33.909863401004216
network (every seed),2x256,physics,1,20-200 mm,5-20 GeV,all,2309,69.80490049999935,4.943624574821115,18.82161243742075,1.56292354836296,5.650158408180771
network (every seed),2x256,physics,1,20-200 mm,5-20 GeV,forward,1156,69.80415000000085,5.785137541636232,20.513246274987296,1.5820275418363394,5.545906893487995
network (every seed),2x256,physics,1,20-200 mm,5-20 GeV,backward,1153,69.80549999999857,4.280199810068552,15.835896333291183,1.5232233542263884,5.831479234609559
network (every seed),2x256,physics,1,20-200 mm,20-200 GeV,all,649,69.8020000000015,1.391060392734289,4.832940633872343,0.4756550099855872,1.423861094917811
network (every seed),2x256,physics,1,20-200 mm,20-200 GeV,forward,323,69.80189999999857,1.506559268037222,5.361029888467783,0.5324195896605488,1.528001228916762
network (every seed),2x256,physics,1,20-200 mm,20-200 GeV,backward,326,69.80249950000007,1.283106525875155,4.013596435870959,0.452024831055553,1.394437043195751
network (every seed),2x256,physics,1,200-2000 mm,all,all,4000,472.2208000000005,106.70218959538147,916.1803430089138,83.66945375053092,780.4188826775728
network (every seed),2x256,physics,1,200-2000 mm,all,forward,2044,472.2166499999994,105.88882574370473,1043.5850798455174,81.1599525683846,843.7948977761349
network (every seed),2x256,physics,1,200-2000 mm,all,backward,1956,472.2224995000006,107.09586264754489,859.0575044126751,90.08286985033465,720.9053419995187
network (every seed),2x256,physics,1,200-2000 mm,1-5 GeV,all,2042,472.2235007499994,240.3432343254721,1377.3010404111499,189.42052513885344,1234.5161350103792
network (every seed),2x256,physics,1,200-2000 mm,1-5 GeV,forward,1057,472.19920699999966,226.52029368828153,1632.2693768461243,169.68321606418613,1309.69295519294
network (every seed),2x256,physics,1,200-2000 mm,1-5 GeV,backward,985,472.238799499999,257.5075536008171,1194.092351016161,211.67659043021558,1072.9425865811206
network (every seed),2x256,physics,1,200-2000 mm,5-20 GeV,all,1531,472.22849999999926,58.27903005229018,265.90990067361986,37.6343924936009,225.77120097025727
network (every seed),2x256,physics,1,200-2000 mm,5-20 GeV,forward,764,472.23500099999956,60.01705219780007,249.06399804941373,38.75000342274859,189.70879051780545
network (every seed),2x256,physics,1,200-2000 mm,5-20 GeV,backward,767,472.22249900000133,56.668849499487806,286.27442790969985,36.6518954394337,247.83560589151236
network (every seed),2x256,physics,1,200-2000 mm,20-200 GeV,all,427,472.1847999999991,18.90231141224774,68.05622042573344,15.276613693330887,60.75403343643016
network (every seed),2x256,physics,1,200-2000 mm,20-200 GeV,forward,223,472.1836999999996,19.360646401224813,74.91870928503482,15.373951256137275,70.56445306233026
network (every seed),2x256,physics,1,200-2000 mm,20-200 GeV,backward,204,472.1850502499992,18.48217118037354,53.1214556026498,15.267251905283441,50.56405591195272
network (every seed),2x256,physics,1,cross-magnet,all,all,2410,5175.346389,2682.0405963574813,56309.26259888389,1136.9433244780403,41876.95935463267
network (every seed),2x256,physics,1,cross-magnet,all,forward,1205,5175.346389,3007.5211698158173,47393.275530015824,1077.361196791344,30261.407822321456
network (every seed),2x256,physics,1,cross-magnet,all,backward,1205,5175.346389,2392.9070338496567,64164.15585302358,1177.2878502767412,55527.30265623484
network (every seed),2x256,physics,1,cross-magnet,1-5 GeV,all,1034,5174.7871589999995,8360.829586704709,117670.3892815278,2795.6486561296288,95704.93962058205
network (every seed),2x256,physics,1,cross-magnet,1-5 GeV,forward,517,5174.7871589999995,9064.60551843611,94751.19616121064,2409.710521807824,58068.58302960434
network (every seed),2x256,physics,1,cross-magnet,1-5 GeV,backward,517,5174.7871589999995,7778.1741164826035,148574.4105180955,3131.484453806081,137041.020790801
network (every seed),2x256,physics,1,cross-magnet,5-20 GeV,all,1074,5175.753925000001,1330.1494191787383,8015.147741358998,607.6257497003858,5784.596183036176
network (every seed),2x256,physics,1,cross-magnet,5-20 GeV,forward,537,5175.753925000001,1500.7562379269643,8014.429572018025,568.1439357030911,5173.679855899648
network (every seed),2x256,physics,1,cross-magnet,5-20 GeV,backward,537,5175.753925000001,1164.8244872578744,7983.288934982423,641.0306438934725,6365.992809547047
network (every seed),2x256,physics,1,cross-magnet,20-200 GeV,all,302,5177.237445999999,1514.896262686264,10500.69177655053,1416.2550687817516,10535.539321595164
network (every seed),2x256,physics,1,cross-magnet,20-200 GeV,forward,151,5177.237445999999,1511.9833430857739,9888.182653471176,1394.6186003701087,9938.83154594156
network (every seed),2x256,physics,1,cross-magnet,20-200 GeV,backward,151,5177.237445999999,1526.8237800612874,11823.746729977524,1541.5491324619381,11885.378177554236
network (every seed),2x256,physics,2,all,all,all,13228,70.22465149999971,28.942812484416436,7479.402032625968,13.984165153829053,3487.545761920908
network (every seed),2x256,physics,2,all,all,forward,6669,70.2286009999998,31.577040544050305,7938.251031406888,14.49049573625416,3277.8768643356175
network (every seed),2x256,physics,2,all,all,backward,6559,70.22270000000026,25.55622473346375,7088.184191120003,13.612514457463476,3893.2930715542716
network (every seed),2x256,physics,2,all,1-5 GeV,all,6526,70.21979974999931,57.585229812389116,19936.017861110086,26.09117460420407,9470.285019255263
network (every seed),2x256,physics,2,all,1-5 GeV,forward,3310,70.2234492499997,63.14472527087389,19299.943918985013,26.928456711289073,8220.972001173039
network (every seed),2x256,physics,2,all,1-5 GeV,backward,3216,70.21649950000028,49.57383477233179,20450.372774653715,25.259638981879107,11771.055651316105
network (every seed),2x256,physics,2,all,5-20 GeV,all,5212,140.07619949999935,15.314770660950217,2595.644242304697,8.521245417057344,1131.3329594892248
network (every seed),2x256,physics,2,all,5-20 GeV,forward,2606,140.02239974999975,16.344301841925812,2943.1953030092473,8.978704102162283,1101.4814052356883
network (every seed),2x256,physics,2,all,5-20 GeV,backward,2606,203.6929999999993,14.236430396877608,2142.7254408597846,8.361945564210771,1160.3775274067834
network (every seed),2x256,physics,2,all,20-200 GeV,all,1490,70.21095024999977,3.810611307397238,2915.679605711818,1.1354777682299755,2654.6107166258967
network (every seed),2x256,physics,2,all,20-200 GeV,forward,753,139.99350049999885,4.648207302921037,3061.232298236688,1.275190835762885,2585.8415958133396
network (every seed),2x256,physics,2,all,20-200 GeV,backward,737,70.2077999999965,3.164918904985825,2667.5841463131064,1.0562604278447907,2613.0343612519086
network (every seed),2x256,physics,2,0.05-2 mm,all,all,436,0.6499827500010724,0.10897431150169723,0.944937613979846,0.00035580004009716504,0.0030893762641426292
network (every seed),2x256,physics,2,0.05-2 mm,all,forward,218,0.6499827500010724,0.11319016607558297,1.0064095480224415,0.00035561282629714697,0.0029710796070503386
network (every seed),2x256,physics,2,0.05-2 mm,all,backward,218,0.6499827500010724,0.10546965023650046,0.873460680593041,0.000356021388370209,0.003095169689970588
network (every seed),2x256,physics,2,0.05-2 mm,1-5 GeV,all,248,0.6499792499998875,0.18745034117273462,1.2070497449258255,0.0006872814992675558,0.005432507646219165
network (every seed),2x256,physics,2,0.05-2 mm,1-5 GeV,forward,124,0.6499792499998875,0.22263546196654715,1.2031111115902604,0.000689300463818654,0.005287529722863832
network (every seed),2x256,physics,2,0.05-2 mm,1-5 GeV,backward,124,0.6499792499998875,0.16464682849459678,1.1952221319802436,0.0006868262971693184,0.005277778080881029
network (every seed),2x256,physics,2,0.05-2 mm,5-20 GeV,all,142,0.6499850000000151,0.08467919435872773,0.24641324740599652,0.0002122208684340876,0.0006719518125919417
network (every seed),2x256,physics,2,0.05-2 mm,5-20 GeV,forward,71,0.6499850000000151,0.07855906554254943,0.22896598965616022,0.00021217419998720288,0.0006547681437041319
network (every seed),2x256,physics,2,0.05-2 mm,5-20 GeV,backward,71,0.6499850000000151,0.09124543544203334,0.3170986868781256,0.00021226753688097233,0.0006550005196004349
network (every seed),2x256,physics,2,0.05-2 mm,20-200 GeV,all,46,0.6499925000007352,0.05799272987783155,0.12503476292380356,3.297489570286416e-05,8.477131174799979e-05
network (every seed),2x256,physics,2,0.05-2 mm,20-200 GeV,forward,23,0.6499925000007352,0.05576027876941225,0.13019547340888943,3.283048499724828e-05,8.282676731141689e-05
network (every seed),2x256,physics,2,0.05-2 mm,20-200 GeV,backward,23,0.6499925000007352,0.07119796535448586,0.09799032817170426,3.311930640848004e-05,8.302929046521965e-05
network (every seed),2x256,physics,2,2-20 mm,all,all,382,6.3070000000006985,0.5816038767285647,6.039633654389576,0.03208126950227097,0.3070909760154449
network (every seed),2x256,physics,2,2-20 mm,all,forward,191,6.3070000000006985,0.6556915710545508,5.992223671313468,0.03149989029793687,0.3007006979132143
network (every seed),2x256,physics,2,2-20 mm,all,backward,191,6.3070000000006985,0.5223701535079783,6.350522945823833,0.03334197089088775,0.30410638389355427
network (every seed),2x256,physics,2,2-20 mm,1-5 GeV,all,160,6.3070000000006985,1.8394423825968258,10.001103036987034,0.08704593812325356,0.39489878691440955
network (every seed),2x256,physics,2,2-20 mm,1-5 GeV,forward,80,6.3070000000006985,1.8185267956952882,9.956301065150797,0.08518029177650988,0.35828752788233914
network (every seed),2x256,physics,2,2-20 mm,1-5 GeV,backward,80,6.3070000000006985,1.8995270879287318,11.012935439694612,0.08817596636845337,0.3984298501457314
network (every seed),2x256,physics,2,2-20 mm,5-20 GeV,all,156,6.3070000000006985,0.5070399492863586,1.7710813850584373,0.02318536773415758,0.15322836904019255
network (every seed),2x256,physics,2,2-20 mm,5-20 GeV,forward,78,6.3070000000006985,0.5661351948660354,1.7687514235973365,0.022988452451855323,0.13575304418225165
network (every seed),2x256,physics,2,2-20 mm,5-20 GeV,backward,78,6.3070000000006985,0.4612550989016029,1.598013614874813,0.023685958289831888,0.15329123912266587
network (every seed),2x256,physics,2,2-20 mm,20-200 GeV,all,66,6.3070000000006985,0.15337269434922973,0.3830737024360098,0.006026113579526982,0.01358910059323648
network (every seed),2x256,physics,2,2-20 mm,20-200 GeV,forward,33,6.3070000000006985,0.12451936948920661,0.3392253351088391,0.005918123100911998,0.013233106204779686
network (every seed),2x256,physics,2,2-20 mm,20-200 GeV,backward,33,6.3070000000006985,0.1574080718711457,0.41936605666776916,0.006050004557778266,0.013441717158002573
network (every seed),2x256,physics,2,20-200 mm,all,all,6000,69.804950499999,9.192184707245588,66.57206759015253,3.365548054858891,24.567403303677537
network (every seed),2x256,physics,2,20-200 mm,all,forward,3011,69.80459999999948,10.642006358864364,76.76822011116258,3.5463671800641805,24.76159129179223
network (every seed),2x256,physics,2,20-200 mm,all,backward,2989,69.80529999999999,7.896683600620236,55.79229507798113,3.1907234298529374,24.281697907099435
network (every seed),2x256,physics,2,20-200 mm,1-5 GeV,all,3042,69.80709999999999,19.690713461073983,88.02860684743762,7.734102930186282,38.03069970753084
network (every seed),2x256,physics,2,20-200 mm,1-5 GeV,forward,1532,69.80653799999982,23.117621334279193,102.84319570836263,7.786653162781931,37.47562584812414
network (every seed),2x256,physics,2,20-200 mm,1-5 GeV,backward,1510,69.80770074999964,17.320529844369048,73.65437128302112,7.649647513176205,38.8418424079759
network (every seed),2x256,physics,2,20-200 mm,5-20 GeV,all,2309,69.80490049999935,5.19628663499816,18.952772995379508,1.8893704001641254,8.160334992908242
network (every seed),2x256,physics,2,20-200 mm,5-20 GeV,forward,1156,69.80415000000085,5.992850470988742,20.368212834242172,1.9823369122633494,7.795785126489818
network (every seed),2x256,physics,2,20-200 mm,5-20 GeV,backward,1153,69.80549999999857,4.453948576383482,17.18328664084083,1.7774909543959438,8.339931994919423
network (every seed),2x256,physics,2,20-200 mm,20-200 GeV,all,649,69.8020000000015,1.307757381695751,4.809188840142831,0.42150156690468066,1.0480309256969635
network (every seed),2x256,physics,2,20-200 mm,20-200 GeV,forward,323,69.80189999999857,1.4038352519918362,5.210195235125425,0.41229239079143554,0.978621936823742
network (every seed),2x256,physics,2,20-200 mm,20-200 GeV,backward,326,69.80249950000007,1.205414946277017,4.0072537422819465,0.43311510046706303,1.0552198933808654
network (every seed),2x256,physics,2,200-2000 mm,all,all,4000,472.2208000000005,100.15568080564208,960.1249797211715,76.4158521276741,820.3935404803585
network (every seed),2x256,physics,2,200-2000 mm,all,forward,2044,472.2166499999994,106.09243357662734,1108.8453147742932,75.45661670263293,988.7666365561244
network (every seed),2x256,physics,2,200-2000 mm,all,backward,1956,472.2224995000006,97.62067884536663,831.3301465856249,76.61517997955514,689.4197434040734
network (every seed),2x256,physics,2,200-2000 mm,1-5 GeV,all,2042,472.2235007499994,247.47924205576055,1392.1778862200506,202.66464142270024,1313.338681714176
network (every seed),2x256,physics,2,200-2000 mm,1-5 GeV,forward,1057,472.19920699999966,258.1919495505076,1784.5020571187426,214.0507015219555,1519.601933502912
network (every seed),2x256,physics,2,200-2000 mm,1-5 GeV,backward,985,472.238799499999,235.14403930391836,1135.8504312855061,194.4877641083167,1063.0343321510734
network (every seed),2x256,physics,2,200-2000 mm,5-20 GeV,all,1531,472.22849999999926,49.93865841629486,266.5867866067231,34.56900019432396,221.08954317766916
network (every seed),2x256,physics,2,200-2000 mm,5-20 GeV,forward,764,472.23500099999956,49.501203736667776,288.6580172779617,32.01649625144398,225.06208741070282
network (every seed),2x256,physics,2,200-2000 mm,5-20 GeV,backward,767,472.22249900000133,51.413213905277644,253.77302994611426,37.14452102804988,207.07299482413057
network (every seed),2x256,physics,2,200-2000 mm,20-200 GeV,all,427,472.1847999999991,13.827913350692,39.21381065557837,10.609607168419188,26.255761864862833
network (every seed),2x256,physics,2,200-2000 mm,20-200 GeV,forward,223,472.1836999999996,13.627790331938172,43.050554774515554,11.485465575958642,26.59084585937418
network (every seed),2x256,physics,2,200-2000 mm,20-200 GeV,backward,204,472.1850502499992,14.111515664794183,35.95194679102036,9.110397188678121,25.243643293558193
network (every seed),2x256,physics,2,cross-magnet,all,all,2410,5175.346389,2735.14693609593,66365.28549666883,1193.1560780177365,47899.80301175252
network (every seed),2x256,physics,2,cross-magnet,all,forward,1205,5175.346389,3103.6680031078276,58370.89851717937,1141.8898818093908,36827.31801050786
network (every seed),2x256,physics,2,cross-magnet,all,backward,1205,5175.346389,2358.086572190814,86095.63373046568,1224.495009767061,72663.36218188153
network (every seed),2x256,physics,2,cross-magnet,1-5 GeV,all,1034,5174.7871589999995,9059.108744511399,135193.80093413751,3445.116680988349,109342.86195681093
network (every seed),2x256,physics,2,cross-magnet,1-5 GeV,forward,517,5174.7871589999995,9865.088637657294,93215.7792885644,3192.4131398603777,70776.81803415513
network (every seed),2x256,physics,2,cross-magnet,1-5 GeV,backward,517,5174.7871589999995,8252.176470497943,172863.4420183751,3810.448658373435,153405.64876128724
network (every seed),2x256,physics,2,cross-magnet,5-20 GeV,all,1074,5175.753925000001,1309.5226254316544,7550.879614002148,577.5113972069619,4883.137675294359
network (every seed),2x256,physics,2,cross-magnet,5-20 GeV,forward,537,5175.753925000001,1492.239059929318,7278.977679460249,512.8598324224214,3704.8857543742174
network (every seed),2x256,physics,2,cross-magnet,5-20 GeV,backward,537,5175.753925000001,1144.9094440803335,7625.757140105986,642.3596351949641,5775.598041208963
network (every seed),2x256,physics,2,cross-magnet,20-200 GeV,all,302,5177.237445999999,1522.075767392103,10439.49336910356,1436.481206836696,10529.803931182483
network (every seed),2x256,physics,2,cross-magnet,20-200 GeV,forward,151,5177.237445999999,1565.1371421594895,9692.588605023971,1464.4434142717982,9600.929221898718
network (every seed),2x256,physics,2,cross-magnet,20-200 GeV,backward,151,5177.237445999999,1502.7192025386285,10996.613106219029,1428.1793147416167,10971.510060421879
network (every seed),4x64,data,0,all,all,all,13228,70.22465149999971,26.76746139489694,39818.718883556285,9.221313786611063,37131.402859045695
network (every seed),4x64,data,0,all,all,forward,6669,70.2286009999998,30.331456445310323,29191.51830254966,10.169273523843003,26397.04721318791
network (every seed),4x64,data,0,all,all,backward,6559,70.22270000000026,23.137718207749458,53219.49764536879,8.440504633512091,50481.4443913218
network (every seed),4x64,data,0,all,1-5 GeV,all,6526,70.21979974999931,54.24163848624808,125407.36302525148,25.457178014391957,113715.82920275231
network (every seed),4x64,data,0,all,1-5 GeV,forward,3310,70.2234492499997,63.62306060418632,87773.21337346466,30.820971348163084,77065.23378461668
network (every seed),4x64,data,0,all,1-5 GeV,backward,3216,70.21649950000028,43.82587494387202,188933.45016899036,20.261050998939822,182392.393620496
network (every seed),4x64,data,0,all,5-20 GeV,all,5212,140.07619949999935,13.175453477202836,11479.748156336831,3.802271771419896,11512.543524440955
network (every seed),4x64,data,0,all,5-20 GeV,forward,2606,140.02239974999975,15.128076008579683,8019.239006992962,4.92182228355631,6739.849978101063
network (every seed),4x64,data,0,all,5-20 GeV,backward,2606,203.6929999999993,11.132130267100138,14075.830371199434,3.199425593379601,14157.265417410026
network (every seed),4x64,data,0,all,20-200 GeV,all,1490,70.21095024999977,3.127703573230889,4180.299281509674,0.34165567407029585,4164.239975128175
network (every seed),4x64,data,0,all,20-200 GeV,forward,753,139.99350049999885,3.7358600633012884,1592.4864222000224,0.8086112766250153,1279.2908396164476
network (every seed),4x64,data,0,all,20-200 GeV,backward,737,70.2077999999965,2.671875179590444,5471.836891176336,0.20851441499303291,5384.6117280636145
network (every seed),4x64,data,0,0.05-2 mm,all,all,436,0.6499827500010724,0.10834986699137517,0.9464726402086399,0.00012695522855210584,0.004312626231239847
network (every seed),4x64,data,0,0.05-2 mm,all,forward,218,0.6499827500010724,0.11292327678802394,1.0066686113169914,0.00012082192668572134,0.004802766892453289
network (every seed),4x64,data,0,0.05-2 mm,all,backward,218,0.6499827500010724,0.10699711265260703,0.8749671839254346,0.00013554335964727215,0.004199524289560939
network (every seed),4x64,data,0,0.05-2 mm,1-5 GeV,all,248,0.6499792499998875,0.18765722654734418,1.2099611239364092,0.000491688751935726,0.006426363324862899
network (every seed),4x64,data,0,0.05-2 mm,1-5 GeV,forward,124,0.6499792499998875,0.22272316556382066,1.203315028601537,0.000506215712903213,0.006466758918577395
network (every seed),4x64,data,0,0.05-2 mm,1-5 GeV,backward,124,0.6499792499998875,0.16483446801629498,1.195556867679669,0.00046262738351288135,0.006086881876399268
network (every seed),4x64,data,0,0.05-2 mm,5-20 GeV,all,142,0.6499850000000151,0.08466296402787066,0.24680877418532526,2.7798250812338665e-05,0.00034609032866228485
network (every seed),4x64,data,0,0.05-2 mm,5-20 GeV,forward,71,0.6499850000000151,0.07864625415265891,0.22939139285682586,2.8173076316306833e-05,0.0002905579776779632
network (every seed),4x64,data,0,0.05-2 mm,5-20 GeV,backward,71,0.6499850000000151,0.0913059486720158,0.31702506328201707,2.7423425308370497e-05,0.00043536465810234404
network (every seed),4x64,data,0,0.05-2 mm,20-200 GeV,all,46,0.6499925000007352,0.058005824732809685,0.1250179134775209,3.939376824746432e-06,3.055606612178963e-05
network (every seed),4x64,data,0,0.05-2 mm,20-200 GeV,forward,23,0.6499925000007352,0.05568212066009437,0.13018225965382152,4.335717562753416e-06,2.7137605229654562e-05
network (every seed),4x64,data,0,0.05-2 mm,20-200 GeV,backward,23,0.6499925000007352,0.07109800543503297,0.0979836976455317,3.2778189051896334e-06,3.0501621495204735e-05
network (every seed),4x64,data,0,2-20 mm,all,all,382,6.3070000000006985,0.5827221657952464,6.0847234399460595,0.005067010334869337,0.21223573377788793
network (every seed),4x64,data,0,2-20 mm,all,forward,191,6.3070000000006985,0.646584151610341,5.8892074518439586,0.006492021924486835,0.22247997460311808
network (every seed),4x64,data,0,2-20 mm,all,backward,191,6.3070000000006985,0.4828572928659014,6.4409958479778595,0.0035883474822639982,0.19303081346322415
network (every seed),4x64,data,0,2-20 mm,1-5 GeV,all,160,6.3070000000006985,1.8253317683907255,10.074051573820942,0.03340199988599579,0.4515457579742588
network (every seed),4x64,data,0,2-20 mm,1-5 GeV,forward,80,6.3070000000006985,1.7433724356763491,9.757996417451409,0.03824745280427144,0.428715526824419
network (every seed),4x64,data,0,2-20 mm,1-5 GeV,backward,80,6.3070000000006985,2.06801230777387,11.012987180257024,0.027523949455598995,0.4515457579742588
network (every seed),4x64,data,0,2-20 mm,5-20 GeV,all,156,6.3070000000006985,0.4953941192693545,1.733400667493612,0.0026064471931874778,0.03469688840283813
network (every seed),4x64,data,0,2-20 mm,5-20 GeV,forward,78,6.3070000000006985,0.563422373836886,1.727912709130663,0.004369711976259794,0.03807430402944233
network (every seed),4x64,data,0,2-20 mm,5-20 GeV,backward,78,6.3070000000006985,0.45656214513911664,1.6313622476054925,0.00126536768974006,0.030343607211946712
network (every seed),4x64,data,0,2-20 mm,20-200 GeV,all,66,6.3070000000006985,0.15127781730939205,0.37765257957853016,0.000500699872674204,0.0013890431897201072
network (every seed),4x64,data,0,2-20 mm,20-200 GeV,forward,33,6.3070000000006985,0.13736336718039865,0.3420692825651272,0.0007642542456665069,0.001333874527631451
network (every seed),4x64,data,0,2-20 mm,20-200 GeV,backward,33,6.3070000000006985,0.15238216353452572,0.4125057583874713,0.00018461050643736598,0.0013829428551437317
network (every seed),4x64,data,0,20-200 mm,all,all,6000,69.804950499999,8.420995484509142,67.02116323785391,1.0316179094047584,30.90503992292284
