arm,network,mode,seed,width,depth,converged,split,step,n,end_med_um,end_p95_um,slope_med_mrad,cum_dz_med_mm
residual,residual_w100_data_s1,data,1,100,4,True,test,0,4563,0.00904537343515699,773.3777506404442,0.00017962215433445228,69.21399999999994
residual,residual_w100_data_s1,data,1,100,4,True,test,1,4563,2.7001332938709766,2429.8878868017105,0.014580918338343019,335.087
residual,residual_w100_data_s1,data,1,100,4,True,test,2,4563,31.91033255137654,6787.183936575076,0.05506863165329057,752.393
residual,residual_w100_data_s1,data,1,100,4,True,test,3,4563,117.88851312934412,9925.842231655624,0.12511200695023567,1994.9869999999999
residual,residual_w100_data_s1,data,1,100,4,True,test,4,2914,547.3989573679603,20071.796953725057,0.3140532407413729,6269.4015
residual,residual_w100_data_s1,data,1,100,4,True,test,5,1481,1286.885545600569,38782.640471005834,0.7436602548784657,7783.540000000001
residual,residual_w100_data_s1,data,1,100,4,True,test,6,853,1528.187012112312,30649.419686131114,0.7432399457954486,8330.801
residual,residual_w100_data_s2,data,2,100,4,True,val,0,4551,0.009623664153579625,909.8918842994124,0.00018266249766376273,55.0
residual,residual_w100_data_s2,data,2,100,4,True,val,1,4551,3.1518475824956482,2845.6840347006673,0.015344462293790523,373.71799999999996
residual,residual_w100_data_s2,data,2,100,4,True,val,2,4551,45.0379937707055,7227.131009888392,0.06255616941190645,821.8929999999991
residual,residual_w100_data_s2,data,2,100,4,True,val,3,4551,143.40131761491648,9927.406181874318,0.13510379222106406,2099.987
residual,residual_w100_data_s2,data,2,100,4,True,val,4,2932,514.374900904528,20976.002732831428,0.30468051092524473,6281.1775
