arm,tag,mode,seed,width,depth,leg,node,node_c,is_endpoint,med_um,p95_um,n
residual,residual_w50_data_s1,data,1,50,4,A,5,0.7627662049581645,False,0.041801546679098855,13498.419281909351,604
residual,residual_w50_data_s1,data,1,50,4,A,6,0.8983332387068134,False,0.047513797308412764,16628.27271239867,604
residual,residual_w50_data_s1,data,1,50,4,A,7,0.9801449282487681,False,0.04726823648504297,19365.018930738213,604
residual,residual_w50_data_s1,data,1,50,4,A,8,1.0,True,0.04874038235402889,20061.78180881546,604
residual,residual_w50_data_s1,data,1,50,4,B,0,0.019855071751231912,False,14.254724713723022,135.80538879296572,564
residual,residual_w50_data_s1,data,1,50,4,B,1,0.10166676129318664,False,64.28052739711632,1015.1368476155251,564
residual,residual_w50_data_s1,data,1,50,4,B,2,0.2372337950418355,False,245.6128363204435,3626.4708995455912,564
residual,residual_w50_data_s1,data,1,50,4,B,3,0.4082826787521751,False,452.48468750675386,4420.700378051861,564
residual,residual_w50_data_s1,data,1,50,4,B,4,0.5917173212478248,False,519.4713519045504,7143.047625398809,564
residual,residual_w50_data_s1,data,1,50,4,B,5,0.7627662049581645,False,594.8204311512554,9552.301630863349,564
residual,residual_w50_data_s1,data,1,50,4,B,6,0.8983332387068134,False,732.2483164335694,13700.82668980553,564
residual,residual_w50_data_s1,data,1,50,4,B,7,0.9801449282487681,False,875.7729002447228,19249.482281028308,564
residual,residual_w50_data_s1,data,1,50,4,B,8,1.0,True,931.8762922552537,19462.748789613514,564
residual,residual_w50_data_s1,data,1,50,4,C,0,0.019855071751231912,False,7.146107350308739e-05,0.09576059564877559,2793
residual,residual_w50_data_s1,data,1,50,4,C,1,0.10166676129318664,False,0.00037244473105602083,0.8762105940178354,2793
residual,residual_w50_data_s1,data,1,50,4,C,2,0.2372337950418355,False,0.0015918024125483043,3.608273616811185,2793
residual,residual_w50_data_s1,data,1,50,4,C,3,0.4082826787521751,False,0.004048556223157362,7.864595066985204,2793
residual,residual_w50_data_s1,data,1,50,4,C,4,0.5917173212478248,False,0.007669991759939876,13.045737407458132,2793
residual,residual_w50_data_s1,data,1,50,4,C,5,0.7627662049581645,False,0.011455268527083007,21.301792322219683,2793
residual,residual_w50_data_s1,data,1,50,4,C,6,0.8983332387068134,False,0.015039096338043123,26.567651639388156,2793
residual,residual_w50_data_s1,data,1,50,4,C,7,0.9801449282487681,False,0.017533878562403515,31.626654500632913,2793
residual,residual_w50_data_s1,data,1,50,4,C,8,1.0,True,0.01830480687203817,33.16812324152923,2793
residual,residual_w50_data_s2,data,2,50,4,A,0,0.019855071751231912,False,0.0004372843007693916,174.77284189553066,604
residual,residual_w50_data_s2,data,2,50,4,A,1,0.10166676129318664,False,0.002436724034549087,754.8462313099595,604
residual,residual_w50_data_s2,data,2,50,4,A,2,0.2372337950418355,False,0.008034035479886903,3195.5879349853417,604
residual,residual_w50_data_s2,data,2,50,4,A,3,0.4082826787521751,False,0.018090980768104004,4719.453688007902,604
residual,residual_w50_data_s2,data,2,50,4,A,4,0.5917173212478248,False,0.033856098355933284,9155.648179155733,604
residual,residual_w50_data_s2,data,2,50,4,A,5,0.7627662049581645,False,0.051044842265035584,11570.064788353158,604
residual,residual_w50_data_s2,data,2,50,4,A,6,0.8983332387068134,False,0.06092706748175858,15485.74947067351,604
residual,residual_w50_data_s2,data,2,50,4,A,7,0.9801449282487681,False,0.06742841905943431,19851.778618891447,604
residual,residual_w50_data_s2,data,2,50,4,A,8,1.0,True,0.07078860739123671,20217.71786433927,604
residual,residual_w50_data_s2,data,2,50,4,B,0,0.019855071751231912,False,25.32288020435658,199.6389433614319,564
residual,residual_w50_data_s2,data,2,50,4,B,1,0.10166676129318664,False,43.0917619276272,718.5148392244118,564
residual,residual_w50_data_s2,data,2,50,4,B,2,0.2372337950418355,False,204.26825343772492,2692.8438346744747,564
residual,residual_w50_data_s2,data,2,50,4,B,3,0.4082826787521751,False,373.8936331480076,5503.092028464721,564
residual,residual_w50_data_s2,data,2,50,4,B,4,0.5917173212478248,False,508.44683935891055,8002.009383196574,564
residual,residual_w50_data_s2,data,2,50,4,B,5,0.7627662049581645,False,637.9238012757185,11389.046362852943,564
residual,residual_w50_data_s2,data,2,50,4,B,6,0.8983332387068134,False,763.363620763414,16757.02451059988,564
residual,residual_w50_data_s2,data,2,50,4,B,7,0.9801449282487681,False,722.97401298799,19851.338402000303,564
residual,residual_w50_data_s2,data,2,50,4,B,8,1.0,True,760.8767652271808,21020.537114234652,564
residual,residual_w50_data_s2,data,2,50,4,C,0,0.019855071751231912,False,0.00010406176897959085,0.13690778477410961,2793
residual,residual_w50_data_s2,data,2,50,4,C,1,0.10166676129318664,False,0.0004012119916296797,0.8262394105258881,2793
residual,residual_w50_data_s2,data,2,50,4,C,2,0.2372337950418355,False,0.001769289610820124,3.871425474039843,2793
residual,residual_w50_data_s2,data,2,50,4,C,3,0.4082826787521751,False,0.004440768925029204,8.874134384586815,2793
residual,residual_w50_data_s2,data,2,50,4,C,4,0.5917173212478248,False,0.008165960707628983,16.287041810346654,2793
residual,residual_w50_data_s2,data,2,50,4,C,5,0.7627662049581645,False,0.012630994845608257,25.875852253022924,2793
residual,residual_w50_data_s2,data,2,50,4,C,6,0.8983332387068134,False,0.0170187536507882,31.471070901667918,2793
residual,residual_w50_data_s2,data,2,50,4,C,7,0.9801449282487681,False,0.019420881670839663,37.085510172317065,2793
residual,residual_w50_data_s2,data,2,50,4,C,8,1.0,True,0.020570222432070295,37.779327208321824,2793
residual,residual_w50_physics_s0,physics,0,50,4,A,0,0.019855071751231912,False,0.03225106808724121,344.91000185148533,604
residual,residual_w50_physics_s0,physics,0,50,4,A,1,0.10166676129318664,False,0.08931113005905544,690.181853968777,604
residual,residual_w50_physics_s0,physics,0,50,4,A,2,0.2372337950418355,False,0.3739078576134869,2469.5577669647278,604
residual,residual_w50_physics_s0,physics,0,50,4,A,3,0.4082826787521751,False,0.8888808525833736,5239.8490686846035,604
residual,residual_w50_physics_s0,physics,0,50,4,A,4,0.5917173212478248,False,2.186565514391364,11456.256276936123,604
residual,residual_w50_physics_s0,physics,0,50,4,A,5,0.7627662049581645,False,2.7127085149463994,14314.042724211917,604
residual,residual_w50_physics_s0,physics,0,50,4,A,6,0.8983332387068134,False,3.403601162232178,19423.976292828727,604
residual,residual_w50_physics_s0,physics,0,50,4,A,7,0.9801449282487681,False,4.004118982863957,20241.500680347384,604
residual,residual_w50_physics_s0,physics,0,50,4,A,8,1.0,True,4.114806181449104,19837.136957713756,604
residual,residual_w50_physics_s0,physics,0,50,4,B,0,0.019855071751231912,False,55.26559308718504,385.18202828315077,564
residual,residual_w50_physics_s0,physics,0,50,4,B,1,0.10166676129318664,False,86.1581852265374,723.6630420165911,564
residual,residual_w50_physics_s0,physics,0,50,4,B,2,0.2372337950418355,False,284.9885952473023,2067.2511832559917,564
residual,residual_w50_physics_s0,physics,0,50,4,B,3,0.4082826787521751,False,546.7688680963363,4380.075366885928,564
residual,residual_w50_physics_s0,physics,0,50,4,B,4,0.5917173212478248,False,737.9102317410702,7521.972553088739,564
residual,residual_w50_physics_s0,physics,0,50,4,B,5,0.7627662049581645,False,807.161420340293,12866.09496373074,564
residual,residual_w50_physics_s0,physics,0,50,4,B,6,0.8983332387068134,False,950.8270931534213,16324.817264436411,564
residual,residual_w50_physics_s0,physics,0,50,4,B,7,0.9801449282487681,False,1030.593092452605,20322.373060059057,564
residual,residual_w50_physics_s0,physics,0,50,4,B,8,1.0,True,1040.5974917057392,20744.375648613583,564
residual,residual_w50_physics_s0,physics,0,50,4,C,0,0.019855071751231912,False,0.010658590326784179,5.436384527413199,2793
residual,residual_w50_physics_s0,physics,0,50,4,C,1,0.10166676129318664,False,0.0567274375953275,18.52170401060107,2793
residual,residual_w50_physics_s0,physics,0,50,4,C,2,0.2372337950418355,False,0.22149687205796909,67.84633867530103,2793
residual,residual_w50_physics_s0,physics,0,50,4,C,3,0.4082826787521751,False,0.38742449123674305,120.56044562796171,2793
residual,residual_w50_physics_s0,physics,0,50,4,C,4,0.5917173212478248,False,0.5250286223130729,123.51445809454174,2793
residual,residual_w50_physics_s0,physics,0,50,4,C,5,0.7627662049581645,False,0.7693561842643248,167.86854152542256,2793
residual,residual_w50_physics_s0,physics,0,50,4,C,6,0.8983332387068134,False,0.9853334643565859,199.18612377929745,2793
residual,residual_w50_physics_s0,physics,0,50,4,C,7,0.9801449282487681,False,1.088841198411572,215.0327852308922,2793
residual,residual_w50_physics_s0,physics,0,50,4,C,8,1.0,True,1.125464061615844,212.50469658782603,2793
residual,residual_w50_physics_s1,physics,1,50,4,A,0,0.019855071751231912,False,0.034070201441260134,334.4834637367515,604
residual,residual_w50_physics_s1,physics,1,50,4,A,1,0.10166676129318664,False,0.049653879300559645,678.1150343506433,604
residual,residual_w50_physics_s1,physics,1,50,4,A,2,0.2372337950418355,False,0.2541381762897199,1867.9605934299618,604
residual,residual_w50_physics_s1,physics,1,50,4,A,3,0.4082826787521751,False,0.6595611112123478,5531.06716453674,604
residual,residual_w50_physics_s1,physics,1,50,4,A,4,0.5917173212478248,False,1.0754403002092294,9088.15875732366,604
residual,residual_w50_physics_s1,physics,1,50,4,A,5,0.7627662049581645,False,1.6343627845712416,13372.73536117982,604
residual,residual_w50_physics_s1,physics,1,50,4,A,6,0.8983332387068134,False,1.8999903755079206,15031.75229101872,604
residual,residual_w50_physics_s1,physics,1,50,4,A,7,0.9801449282487681,False,2.444376485229993,20646.93238180466,604
residual,residual_w50_physics_s1,physics,1,50,4,A,8,1.0,True,2.584741716399969,21250.50290955304,604
residual,residual_w50_physics_s1,physics,1,50,4,B,0,0.019855071751231912,False,56.32649894833719,410.38697449625414,564
residual,residual_w50_physics_s1,physics,1,50,4,B,1,0.10166676129318664,False,84.09062881797524,736.3639155840475,564
residual,residual_w50_physics_s1,physics,1,50,4,B,2,0.2372337950418355,False,303.23013777857,1946.1528643322188,564
residual,residual_w50_physics_s1,physics,1,50,4,B,3,0.4082826787521751,False,473.733033979741,4115.6976743593095,564
residual,residual_w50_physics_s1,physics,1,50,4,B,4,0.5917173212478248,False,598.5374174843976,8065.618977266331,564
residual,residual_w50_physics_s1,physics,1,50,4,B,5,0.7627662049581645,False,811.2145268382136,14313.19592019396,564
residual,residual_w50_physics_s1,physics,1,50,4,B,6,0.8983332387068134,False,960.948588991414,21048.356155404486,564
residual,residual_w50_physics_s1,physics,1,50,4,B,7,0.9801449282487681,False,1084.3766804574386,29679.404613042258,564
residual,residual_w50_physics_s1,physics,1,50,4,B,8,1.0,True,1087.8142447051005,30901.701815176053,564
residual,residual_w50_physics_s1,physics,1,50,4,C,0,0.019855071751231912,False,0.010164656998767896,2.308708865996329,2793
residual,residual_w50_physics_s1,physics,1,50,4,C,1,0.10166676129318664,False,0.066822473428374,24.710125041573868,2793
