tag,mode,seed,width,depth,converged,split,leg,band,endpoint_med_um,endpoint_p95_um,stage_med_um,slope_med_mrad,rho_mean,rho_median,straight_med_um,n,ceiling_leg_um,ceiling_band_um,ceiling_band_n,ceiling_own_um,ceiling_own_p95_um
w100_physics_s6,physics,6,100,4,True,test,C,20-200GeV,148.61390115354743,556.8596909845169,263.7133771265203,0.11305114002132903,0.0007618591667661992,6.6648345695165e-05,0.7430259263347949,311,1.9820198815523327e-06,1.1178560299640594e-06,4,4.790932095488643e-07,0.009702852425164103
w100_physics_s6,physics,6,100,4,True,test,C,all,295.8482779796752,2783.496262001951,560.2837394673656,0.2151854497522629,0.0016318260423947729,1.9976165350520612e-05,6.63368461363234,2793,1.9820198815523327e-06,1.9820198815523327e-06,32,5.807194725093723e-07,3.303541561407996
w100_physics_s7,physics,7,100,4,True,val,A,1-5GeV,621.2750708958042,67140.60994895239,1258.7990091875004,0.4963450230399333,0.13594608971611447,0.02130778089120306,25.804742523524773,350,0.0007444257531519227,0.002909424121233517,19,0.0028088209010346255,7173.877347743397
w100_physics_s7,physics,7,100,4,True,val,A,5-20GeV,217.78821876896046,9157.067983552944,588.1299476739835,0.21213967859066812,0.03422318983048363,0.010028763606035777,11.007220319043443,184,0.0007444257531519227,0.020400536357767507,9,0.0005096686157557428,2306.1250752016567
w100_physics_s7,physics,7,100,4,True,val,A,20-200GeV,304.64889521816883,4591.847353991322,532.3289724535321,0.16002569575386322,0.0534206971098897,0.008287456935376435,15.481654977695825,98,0.0007444257531519227,0.0004550318470283865,4,0.0009147414785637409,436.5695393626081
w100_physics_s7,physics,7,100,4,True,val,A,all,444.26019697176287,31919.24660629517,896.7660696995927,0.30533092555813657,0.09353390292123137,0.01195043851206312,15.482794052115722,632,0.0007444257531519227,0.0007444257531519227,32,0.0012975941081627695,10095.745280850735
w100_physics_s7,physics,7,100,4,True,val,B,1-5GeV,7647.21734232819,70559.34703449545,9929.254518622884,2.8944194444904814,0.00039180396592734546,2.521891337530499e-05,1181464.7237645744,219,29.06626263219181,194.32988753253255,14,239.1203764747729,31863.319386796837
w100_physics_s7,physics,7,100,4,True,val,B,5-20GeV,2112.1827984609354,27590.373017151844,3056.446769682424,0.9191264064173088,0.00038027427417788374,1.833385847212136e-05,360379.6349347898,268,29.06626263219181,18.868742882830247,13,23.771840872143457,312.6197581884921
w100_physics_s7,physics,7,100,4,True,val,B,20-200GeV,2342.9427760142116,11931.136388866575,2568.3443701087117,0.6967903453983422,0.006731517038697007,0.00012770169484267762,104397.23230693299,94,29.06626263219181,8.451150669401386,5,6.659794481365111,77.86268877226932
w100_physics_s7,physics,7,100,4,True,val,B,all,2852.068620104319,41965.89039322134,4446.030738911986,1.2670532117577404,0.0014121879099058177,2.6851978637999364e-05,468725.43876780034,581,29.06626263219181,29.06626263219181,32,46.362551442712174,10372.636338919856
w100_physics_s7,physics,7,100,4,True,val,C,1-5GeV,500.0002893004023,4425.558398316298,918.4531164714258,0.3020048787540398,0.0019911862061856964,1.71068074214109e-05,24.01565099967229,1541,1.9820198815523327e-06,2.8307738375588087e-06,18,6.750537906441423e-06,0.20163025035344614
w100_physics_s7,physics,7,100,4,True,val,C,5-20GeV,179.82099734230417,1455.1425193295877,408.95416521870584,0.11561776140990576,0.0002551258426310117,1.374414503761388e-05,3.982292308535307,901,1.9820198815523327e-06,6.594778056978612e-07,10,1.7530226159578888e-06,0.14228742605375028
w100_physics_s7,physics,7,100,4,True,val,C,20-200GeV,121.19636325646476,750.1559227037145,287.1751495714001,0.06654528992563027,0.0003189957685253263,5.602227210427456e-05,0.6156453043622001,314,1.9820198815523327e-06,1.1178560299640594e-06,4,4.790932095488643e-07,0.009702852425164103
w100_physics_s7,physics,7,100,4,True,val,C,all,309.4425965615493,3364.5584903997446,631.238043298044,0.18689529533133173,0.001233109941676216,1.7442314182699076e-05,6.048405576626337,2756,1.9820198815523327e-06,1.9820198815523327e-06,32,5.807194725093723e-07,3.303541561407996
w100_physics_s7,physics,7,100,4,True,test,A,1-5GeV,792.9094392499535,72311.17613540603,1557.8409834729648,0.5501293016916369,0.147256893231333,0.016112759193164794,31.11023947234115,324,0.0007444257531519227,0.002909424121233517,19,0.0028088209010346255,7173.877347743397
w100_physics_s7,physics,7,100,4,True,test,A,5-20GeV,204.9725086363332,12931.568945081865,599.5726113579884,0.2197286020513521,0.04234400319603485,0.009778756493410716,9.80516663159503,191,0.0007444257531519227,0.020400536357767507,9,0.0005096686157557428,2306.1250752016567
w100_physics_s7,physics,7,100,4,True,test,A,20-200GeV,125.82580661313636,2838.6539731245202,525.7080490364658,0.1469337215576445,0.021350128751070705,0.007846431308225954,5.945399012586616,89,0.0007444257531519227,0.0004550318470283865,4,0.0009147414785637409,436.5695393626081
w100_physics_s7,physics,7,100,4,True,test,A,all,438.32947917058004,29057.60234416843,882.1523804284806,0.2936168916420623,0.09552831039112555,0.010733668939024839,10.945522383782214,604,0.0007444257531519227,0.0007444257531519227,32,0.0012975941081627695,10095.745280850735
