N,q,component,unit,p_lo,p_hi,n,med,p95,signed_mean
2,2,ty,mrad,5.0,7.0,233,0.06753800458584452,0.5460381478870039,0.021278538503397452
2,2,ty,mrad,7.0,10.0,197,0.03644617188479013,0.23306975060247204,-0.002382365396677219
2,2,ty,mrad,10.0,15.0,208,0.02325365926185083,0.12926728123122017,-0.008798780007401336
2,2,ty,mrad,15.0,20.0,109,0.022794971260096247,0.13519903020421373,-0.0051968118795739085
2,2,ty,mrad,20.0,30.0,115,0.01892110362437631,0.07352786634866951,0.007188951407557137
2,2,ty,mrad,30.0,50.0,55,0.012158838545825511,0.05653513312871769,0.008387958974831336
2,2,ty,mrad,50.0,100.0,24,0.00992216030632799,0.02772008357169956,0.000846474290495197
2,2,ty,mrad,100.0,200.0,6,0.006784520730303625,0.01864223370322618,-0.0022307546581884267
2,4,x,µm,1.0,2.0,5,1127.0728698950165,4043.548624031825,1080.5511680040809
2,4,x,µm,2.0,3.0,159,675.980232189545,2661.900250119838,-28.51831627419173
2,4,x,µm,3.0,5.0,341,403.1925166580095,3036.789832267189,-105.57436316702808
2,4,x,µm,5.0,7.0,233,289.0532292366572,2083.0979051257737,-124.49702698594807
2,4,x,µm,7.0,10.0,197,155.88034994263467,596.1247344380292,8.824320364469145
2,4,x,µm,10.0,15.0,208,129.9909653996565,396.019117295439,17.568892002666484
2,4,x,µm,15.0,20.0,109,92.23683238494118,567.2189131725324,5.994289238148563
2,4,x,µm,20.0,30.0,115,91.15638062377229,336.5707859772782,-14.684170883501386
2,4,x,µm,30.0,50.0,55,95.79178048957715,255.50754190713147,16.944089722276182
2,4,x,µm,50.0,100.0,24,249.99391145728467,438.23964497124115,46.183387223083905
2,4,x,µm,100.0,200.0,6,1059.0238901497314,3635.617428319354,845.1986902908625
2,4,y,µm,1.0,2.0,5,512.9417004194465,1171.8058270406232,448.5752134633117
2,4,y,µm,2.0,3.0,159,342.2007772174993,1838.374148872548,-105.66062048773514
2,4,y,µm,3.0,5.0,341,215.77808113204355,1629.1278177156983,50.410040339729434
2,4,y,µm,5.0,7.0,233,115.77766075924956,1060.2890779016418,-12.518354090891988
2,4,y,µm,7.0,10.0,197,84.43305869107576,367.48123588699286,33.78971765760147
2,4,y,µm,10.0,15.0,208,76.31156612735168,303.86847254749773,44.03481997742288
2,4,y,µm,15.0,20.0,109,83.31730428275819,400.54921781675114,-25.19981863842038
2,4,y,µm,20.0,30.0,115,76.84923858731452,233.83573930089472,-20.75745100319281
2,4,y,µm,30.0,50.0,55,60.192103381744744,145.60768654249043,-18.765496982033753
2,4,y,µm,50.0,100.0,24,25.391271076649957,90.64625374415195,-11.548031742198825
2,4,y,µm,100.0,200.0,6,33.63003947507082,58.382693870242974,7.279419295080913
2,4,tx,mrad,1.0,2.0,5,0.6536553244461674,2.228591962950421,0.48327442253037756
2,4,tx,mrad,2.0,3.0,159,0.22769398625288595,0.813677474936913,-0.023827571897249707
2,4,tx,mrad,3.0,5.0,341,0.14353940837719126,1.09223655197066,-0.076288341437718
2,4,tx,mrad,5.0,7.0,233,0.10528722911978816,0.6468241120271679,-0.07005463909653921
2,4,tx,mrad,7.0,10.0,197,0.0553146324140108,0.22285432361973664,0.0006974894965769282
2,4,tx,mrad,10.0,15.0,208,0.0466316987394258,0.1190521340824395,0.00495950079808074
2,4,tx,mrad,15.0,20.0,109,0.029403643868816665,0.2078420931300445,-0.0005871479098947131
2,4,tx,mrad,20.0,30.0,115,0.03151951698136812,0.10147697500862382,-0.005173023151885232
2,4,tx,mrad,30.0,50.0,55,0.04613017804159375,0.09897716986622498,0.006903670717605126
2,4,tx,mrad,50.0,100.0,24,0.11045660431591858,0.14949918121530123,0.01723551272817917
2,4,tx,mrad,100.0,200.0,6,0.2576031695960962,1.0592745619738089,0.2690727924515524
2,4,ty,mrad,1.0,2.0,5,0.32167391899910747,0.5513562515033044,0.15585469113871628
2,4,ty,mrad,2.0,3.0,159,0.1230924515497403,0.5320997780869466,-0.008870224696252779
2,4,ty,mrad,3.0,5.0,341,0.06865806808235148,0.7845318046284383,0.031837733847395834
2,4,ty,mrad,5.0,7.0,233,0.040116602876505425,0.41888979828475265,-0.008780836900571578
2,4,ty,mrad,7.0,10.0,197,0.031567084290153556,0.1461576164910411,0.006536947539358418
2,4,ty,mrad,10.0,15.0,208,0.02609638055867808,0.1111925833403113,0.004452634352447335
2,4,ty,mrad,15.0,20.0,109,0.0311137197082402,0.11125021892838398,-0.01534202620023217
2,4,ty,mrad,20.0,30.0,115,0.0326435076762597,0.07704492109106563,-0.007685129474911688
2,4,ty,mrad,30.0,50.0,55,0.021581862266608492,0.05302008636638848,-0.008426251155881739
2,4,ty,mrad,50.0,100.0,24,0.007426901348420861,0.03456014555516934,-0.005051302009035513
2,4,ty,mrad,100.0,200.0,6,0.006482491203831445,0.023229922881459666,0.0058628712461455375
2,8,x,µm,1.0,2.0,5,349.05610366155315,2289.2578639740123,-42.80444387071611
2,8,x,µm,2.0,3.0,159,236.1514274714409,1874.1190374972116,102.47685377485973
2,8,x,µm,3.0,5.0,341,130.54378153674406,836.4220368534063,30.54601556037345
2,8,x,µm,5.0,7.0,233,127.45817383563462,924.1033904311608,46.94113330315287
2,8,x,µm,7.0,10.0,197,84.90173301802884,440.2183743043669,-9.227591488931285
2,8,x,µm,10.0,15.0,208,59.25014169256482,288.0022459927827,7.789486551461346
2,8,x,µm,15.0,20.0,109,53.36668952929813,508.287354138125,20.67109014635079
2,8,x,µm,20.0,30.0,115,48.07319969357593,210.29964297119645,23.0329090232518
2,8,x,µm,30.0,50.0,55,79.66747579067146,325.45960650038097,3.688451298973951
2,8,x,µm,50.0,100.0,24,230.10674817186327,580.799465074394,-40.732100273014105
2,8,x,µm,100.0,200.0,6,1904.2413584164208,3543.6368290206706,486.6248848094091
2,8,y,µm,1.0,2.0,5,559.7553456049127,4680.502195945723,911.4563825273564
2,8,y,µm,2.0,3.0,159,291.83476266462094,1826.21869436333,289.8381080228678
2,8,y,µm,3.0,5.0,341,179.3662002390306,1728.5502176080172,49.966808827789386
2,8,y,µm,5.0,7.0,233,108.12248638330857,1307.1503538434138,63.45490553509398
2,8,y,µm,7.0,10.0,197,89.71732300972235,405.8729146865963,-15.088539204421743
