N,q,component,unit,p_lo,p_hi,n,med,p95,signed_mean
128,2,y,µm,10.0,15.0,208,47.19992630636227,285.77213446879387,-36.17961696399145
128,2,y,µm,15.0,20.0,109,39.87164383456587,253.25317116330538,6.4986756608361045
128,2,y,µm,20.0,30.0,115,35.96613753174438,172.4626358159412,12.231933209707833
128,2,y,µm,30.0,50.0,55,26.09784271692206,77.24434134025272,-13.455760479841786
128,2,y,µm,50.0,100.0,24,19.243102248363897,90.41557889225649,-21.416584508708286
128,2,y,µm,100.0,200.0,6,17.809402244523653,44.11062600399873,-7.2480981454863995
128,2,tx,mrad,1.0,2.0,5,0.4760374512104981,1.1841993319467112,-0.25864545141737194
128,2,tx,mrad,2.0,3.0,159,0.13446568283914662,0.6232630913474313,0.04236375582513572
128,2,tx,mrad,3.0,5.0,341,0.06723336809066893,0.4603741348999102,-0.04485195296104231
128,2,tx,mrad,5.0,7.0,233,0.04886967747541604,0.28226883084676535,0.015970304198151784
128,2,tx,mrad,7.0,10.0,197,0.04967581166320789,0.20421100793577243,-0.02935253924582349
128,2,tx,mrad,10.0,15.0,208,0.03867387002735867,0.19818729884692982,0.025456170015437606
128,2,tx,mrad,15.0,20.0,109,0.03311350978957295,0.2772990634899078,0.04362065079511216
128,2,tx,mrad,20.0,30.0,115,0.04923611423679475,0.17432337937973855,0.0076691032324319825
128,2,tx,mrad,30.0,50.0,55,0.049713738023045295,0.19344724008493555,0.0030514138545266654
128,2,tx,mrad,50.0,100.0,24,0.10122651741788745,0.28002505657328186,0.007687886068204324
128,2,tx,mrad,100.0,200.0,6,0.09182135109405548,0.13664140197715627,0.08565621084991168
128,2,ty,mrad,1.0,2.0,5,0.42142684878559644,0.6113211982064937,0.2510051739585815
128,2,ty,mrad,2.0,3.0,159,0.08881279563483988,0.3553194464506747,0.04203438554741589
128,2,ty,mrad,3.0,5.0,341,0.05379226789595237,0.3506866234458672,0.007933091821807096
128,2,ty,mrad,5.0,7.0,233,0.02633276576375493,0.19340603832284348,0.0025178311548636817
128,2,ty,mrad,7.0,10.0,197,0.017806522516211273,0.12553361810537694,-0.006210062075245902
128,2,ty,mrad,10.0,15.0,208,0.01807814118571496,0.07763575574505348,-0.01681766027999902
128,2,ty,mrad,15.0,20.0,109,0.017561003252897223,0.11249883366103716,-0.002471009177531785
128,2,ty,mrad,20.0,30.0,115,0.01710646968831192,0.05830228310402806,0.002744614903667609
128,2,ty,mrad,30.0,50.0,55,0.014412465506445996,0.03717961295979855,-0.010143727494336903
128,2,ty,mrad,50.0,100.0,24,0.014001114285281356,0.042624177268318186,-0.016190148425162552
128,2,ty,mrad,100.0,200.0,6,0.008627253929169125,0.015911126337450447,-0.007522525508389377
128,4,x,µm,1.0,2.0,5,1565.8931075445962,5567.402153207467,1637.2912632860364
128,4,x,µm,2.0,3.0,159,245.1968846339696,1470.6028088313583,108.97154552639165
128,4,x,µm,3.0,5.0,341,173.42060258238234,1379.3397790800555,15.75046047446868
128,4,x,µm,5.0,7.0,233,122.10902893519915,1044.1053204522361,-44.78327718814657
128,4,x,µm,7.0,10.0,197,96.96967894305075,488.23758013166696,-29.235773926925216
128,4,x,µm,10.0,15.0,208,109.70490535322597,648.3529776065544,41.696700189490606
128,4,x,µm,15.0,20.0,109,110.30127896950148,897.085589217777,45.38028360905441
128,4,x,µm,20.0,30.0,115,121.4597658540697,398.7724950932374,-14.259109456052352
128,4,x,µm,30.0,50.0,55,133.76986741380392,499.5439229853699,38.20671695708846
128,4,x,µm,50.0,100.0,24,460.4886588753274,724.700859644696,65.05658215159826
128,4,x,µm,100.0,200.0,6,411.39979733967635,2094.453518134074,599.5301724054107
128,4,y,µm,1.0,2.0,5,599.0198580262813,1936.742182953094,-949.4215486758407
128,4,y,µm,2.0,3.0,159,207.00596358842915,915.7689090262807,130.0730206551691
128,4,y,µm,3.0,5.0,341,147.6318844793525,1017.7265537081439,-54.0694093329926
128,4,y,µm,5.0,7.0,233,109.93913177958348,681.82253616819,64.68437615027986
128,4,y,µm,7.0,10.0,197,70.50177629753307,291.41119387708363,13.208064871267124
128,4,y,µm,10.0,15.0,208,50.84481913334571,177.56919095456848,91.92788397399956
128,4,y,µm,15.0,20.0,109,38.06153286043923,295.13229408817017,-21.2039865236265
128,4,y,µm,20.0,30.0,115,37.072914495865916,87.30095968085719,0.15232804169713332
128,4,y,µm,30.0,50.0,55,36.428676407240346,107.83943141328788,-7.7244568305331835
128,4,y,µm,50.0,100.0,24,37.5911607864623,133.00665090923187,-36.42061488437398
128,4,y,µm,100.0,200.0,6,8.276891059267655,49.07472699382254,-15.957146662688142
128,4,tx,mrad,1.0,2.0,5,0.342364231628256,1.7685853498429658,0.5656253497332342
128,4,tx,mrad,2.0,3.0,159,0.09349682373099855,0.5082243840779599,0.0365922021962919
128,4,tx,mrad,3.0,5.0,341,0.05616065300875772,0.3726538016658454,-0.0014696377483831354
128,4,tx,mrad,5.0,7.0,233,0.0346475354991993,0.2545610454530165,-0.0207361640224105
128,4,tx,mrad,7.0,10.0,197,0.03006491876841877,0.16784025902284996,-0.019929100000504057
128,4,tx,mrad,10.0,15.0,208,0.0382586982292446,0.21537524449850087,-0.005163443600861834
128,4,tx,mrad,15.0,20.0,109,0.04104651738212617,0.2396399742815822,0.023126186802089378
128,4,tx,mrad,20.0,30.0,115,0.040407932246008804,0.13854282733936488,-0.0021387597693620945
128,4,tx,mrad,30.0,50.0,55,0.04647974835729485,0.1828394337377951,0.028926350686552443
128,4,tx,mrad,50.0,100.0,24,0.11619023656545165,0.2526080728345507,0.006412637225543817
128,4,tx,mrad,100.0,200.0,6,0.07235207703495776,0.6863555320457543,0.11859148896123557
128,4,ty,mrad,1.0,2.0,5,0.3895660112055721,1.1294616188995603,-0.33368950846816864
128,4,ty,mrad,2.0,3.0,159,0.07121656685800393,0.4228249597855684,0.03909618342277992
128,4,ty,mrad,3.0,5.0,341,0.050922808639247696,0.36316407821940233,-0.04251943788365813
128,4,ty,mrad,5.0,7.0,233,0.03706669483208129,0.2579985319394789,0.009173974929664796
128,4,ty,mrad,7.0,10.0,197,0.02383877257520345,0.10280876638108033,0.004069070445791383
128,4,ty,mrad,10.0,15.0,208,0.018599416087744368,0.0738029444470766,0.02572862630976976
128,4,ty,mrad,15.0,20.0,109,0.012578320740801174,0.10403084896969937,-0.009648492794783666
128,4,ty,mrad,20.0,30.0,115,0.01480138192727111,0.03737752262543136,-0.0028649520522947996
128,4,ty,mrad,30.0,50.0,55,0.00961247328144614,0.04907357088057181,-0.008080998124300976
128,4,ty,mrad,50.0,100.0,24,0.032724238523120994,0.065694435501298,-0.028110926417081458
128,4,ty,mrad,100.0,200.0,6,0.01218088652099776,0.025955746967032747,-0.013716798568062504
128,8,x,µm,1.0,2.0,5,1679.720611334119,3388.539747812547,-533.5748583838267
128,8,x,µm,2.0,3.0,159,277.6876017567247,1293.1740902009494,27.76603199896794
128,8,x,µm,3.0,5.0,341,144.76473256479494,1255.422935023148,-6.095173444431692
128,8,x,µm,5.0,7.0,233,74.2863026194982,1521.3489928803012,19.617432377277815
128,8,x,µm,7.0,10.0,197,94.27410234934541,594.1501219785544,29.50078167441851
128,8,x,µm,10.0,15.0,208,69.19907853544771,484.7754326983109,78.86286936084932
128,8,x,µm,15.0,20.0,109,78.33248233418999,418.60194325377034,155.33274206368725
128,8,x,µm,20.0,30.0,115,105.51300818804066,307.3222912022999,28.37955219487211
128,8,x,µm,30.0,50.0,55,113.32812734735853,342.20261814584205,57.56053837752897
128,8,x,µm,50.0,100.0,24,151.10263665476253,439.04186166268386,-58.6346007295561
128,8,x,µm,100.0,200.0,6,206.73558910812062,977.9145565780816,307.19599295180683
128,8,y,µm,1.0,2.0,5,484.8205180583136,732.4196093319642,-340.6575670667735
128,8,y,µm,2.0,3.0,159,201.13747354525913,987.4865478842821,136.11466901421136
128,8,y,µm,3.0,5.0,341,138.56858789998228,819.176111995148,-40.754892071595236
128,8,y,µm,5.0,7.0,233,77.57078908625203,621.7799155951496,20.331217860416512
128,8,y,µm,7.0,10.0,197,60.954209876058485,218.60501609170737,54.26635954439357
128,8,y,µm,10.0,15.0,208,39.760448001189275,145.68841767558905,11.429424839047048
128,8,y,µm,15.0,20.0,109,35.20310653235015,280.2283898137822,31.0612552129417
128,8,y,µm,20.0,30.0,115,35.16163052748311,122.88846255017201,24.630408638715323
128,8,y,µm,30.0,50.0,55,19.03137594807447,77.87641777619284,2.251423539862768
128,8,y,µm,50.0,100.0,24,14.752191983589569,64.3451487330097,-15.823137564057122
128,8,y,µm,100.0,200.0,6,18.766239264394358,45.520220581387605,-16.55251323100278
128,8,tx,mrad,1.0,2.0,5,0.5692556035943319,1.068670614656364,-0.18025382423507708
128,8,tx,mrad,2.0,3.0,159,0.10315548282546771,0.5232978621709291,0.018028137879466527
128,8,tx,mrad,3.0,5.0,341,0.05002796819947308,0.43140403126591675,-0.01914137757617372
128,8,tx,mrad,5.0,7.0,233,0.02436597030197607,0.318805596206972,-0.014740600207700101
128,8,tx,mrad,7.0,10.0,197,0.024094437457905515,0.1555992561977584,0.005375729688589111
128,8,tx,mrad,10.0,15.0,208,0.02096232589127167,0.18058250251623695,0.03640744600372919
128,8,tx,mrad,15.0,20.0,109,0.03031101958908544,0.19643026664257723,0.057858164636313214
128,8,tx,mrad,20.0,30.0,115,0.03770969850550726,0.13895469076375286,0.00420202116437865
128,8,tx,mrad,30.0,50.0,55,0.04213926247610689,0.1220237420427931,0.004122554605319039
128,8,tx,mrad,50.0,100.0,24,0.10488820399336889,0.22199500209119966,0.0042980487219424065
128,8,tx,mrad,100.0,200.0,6,0.11569699945735995,0.190101332358344,0.0580172228022576
128,8,ty,mrad,1.0,2.0,5,0.12616027299945654,0.5720734782201516,-0.10412884452334607
128,8,ty,mrad,2.0,3.0,159,0.06684805059612928,0.35026711926330434,0.023597083229117133
128,8,ty,mrad,3.0,5.0,341,0.04569147876311297,0.30877743370300026,-0.019501356508508896
128,8,ty,mrad,5.0,7.0,233,0.026017013400089772,0.1494400952970426,0.010053063124610061
128,8,ty,mrad,7.0,10.0,197,0.01764029192654823,0.09152644617032575,0.010553071181072153
128,8,ty,mrad,10.0,15.0,208,0.010503502088154287,0.04563550455118477,0.010275943792264847
128,8,ty,mrad,15.0,20.0,109,0.00860306995841345,0.07249961424927155,0.01448466524706941
128,8,ty,mrad,20.0,30.0,115,0.012276326416531258,0.03533958447301476,0.01071876951804818
128,8,ty,mrad,30.0,50.0,55,0.007667519016445537,0.027965289296163605,0.00360430681942875
128,8,ty,mrad,50.0,100.0,24,0.01367903416933311,0.03383881156743919,-0.010135511556345601
128,8,ty,mrad,100.0,200.0,6,0.007760077773604282,0.012287665819308256,-0.007295377751941172
128,16,x,µm,1.0,2.0,5,1119.9591141570977,2555.6975337569042,48.36937167455062
128,16,x,µm,2.0,3.0,159,321.44156961226145,2415.6321441596215,216.9387547209352
128,16,x,µm,3.0,5.0,341,218.82169031361175,1474.0933187771361,-50.71215565799298
128,16,x,µm,5.0,7.0,233,205.90659096023955,1006.923974651356,2.685799521879898
128,16,x,µm,7.0,10.0,197,203.85548305716839,671.1094241762105,-15.154566146321695
128,16,x,µm,10.0,15.0,208,148.27641283929438,683.2241194368344,-55.6914770455897
128,16,x,µm,15.0,20.0,109,78.24290139773638,593.9374943826914,22.347058338743118
128,16,x,µm,20.0,30.0,115,165.86529528257188,651.6843803188933,115.04711091469686
128,16,x,µm,30.0,50.0,55,183.64382753034292,719.6236867623213,35.26473817489437
128,16,x,µm,50.0,100.0,24,222.85054429374185,927.0437530676572,-127.5338786228192
128,16,x,µm,100.0,200.0,6,903.9925809288648,2243.524091748215,408.15859533738467
128,16,y,µm,1.0,2.0,5,784.4610352201471,2613.340705905943,288.1385390148722
128,16,y,µm,2.0,3.0,159,213.7611947399023,1203.6958290014807,67.91209643814959
128,16,y,µm,3.0,5.0,341,156.69600495311897,1328.3235201865864,-46.89910630668159
128,16,y,µm,5.0,7.0,233,113.55963400103519,921.2918036742827,117.89804613777106
128,16,y,µm,7.0,10.0,197,73.49049231113014,402.4749109326107,-3.5766752635249746
128,16,y,µm,10.0,15.0,208,35.82400887292181,345.50807775813075,-10.986295589440275
128,16,y,µm,15.0,20.0,109,55.68573594607873,386.00823248880226,12.65792961864066
128,16,y,µm,20.0,30.0,115,59.2784343574948,230.09521558173554,32.25208909181674
128,16,y,µm,30.0,50.0,55,32.08549813251693,127.74804382825451,19.428845340489822
128,16,y,µm,50.0,100.0,24,14.8796356843377,107.75854315549779,-1.7106468337193537
128,16,y,µm,100.0,200.0,6,20.97576182090677,48.806869415784604,0.5894189537419455
128,16,tx,mrad,1.0,2.0,5,0.430507953347703,0.5939617219331561,0.2116686293946013
128,16,tx,mrad,2.0,3.0,159,0.13943180802888921,0.8063461973102758,0.06321129997858525
128,16,tx,mrad,3.0,5.0,341,0.08066717264854084,0.46481306378318155,-0.02774749168958884
128,16,tx,mrad,5.0,7.0,233,0.08002093450398817,0.3266287090208042,-0.007398554599570625
128,16,tx,mrad,7.0,10.0,197,0.06120902822703833,0.20552047457715297,-0.004194040071340789
128,16,tx,mrad,10.0,15.0,208,0.03345326874291954,0.19655285654239238,-0.012710143040218579
128,16,tx,mrad,15.0,20.0,109,0.02087452880096541,0.27333324238998635,0.010164733530770662
128,16,tx,mrad,20.0,30.0,115,0.0576819688532515,0.17373930699550316,0.039636494990073726
128,16,tx,mrad,30.0,50.0,55,0.060245655976139185,0.20435193959967976,0.017235887913608156
128,16,tx,mrad,50.0,100.0,24,0.07130293059297993,0.27379985381988925,-0.05902673132694549
128,16,tx,mrad,100.0,200.0,6,0.2582671606596014,0.7921465161019674,0.1438184592830907
128,16,ty,mrad,1.0,2.0,5,0.17806945593245443,0.8093173417983767,0.07311474442117158
128,16,ty,mrad,2.0,3.0,159,0.07986512427797521,0.375438852365937,0.021053661148055826
128,16,ty,mrad,3.0,5.0,341,0.05596012622682833,0.443039564821196,-0.01816497432056836
128,16,ty,mrad,5.0,7.0,233,0.03867648818343776,0.3184187873178268,0.032409810415993674
128,16,ty,mrad,7.0,10.0,197,0.03187656610024667,0.1506942270326855,-0.0029889535226836107
128,16,ty,mrad,10.0,15.0,208,0.01588027394112436,0.1136063061526114,-0.00018051689576598323
128,16,ty,mrad,15.0,20.0,109,0.01901802607328154,0.1257896763013382,0.01151117176937475
128,16,ty,mrad,20.0,30.0,115,0.021310200463349124,0.07822511335618058,0.011722150781355585
128,16,ty,mrad,30.0,50.0,55,0.01158097161590467,0.04577104548291084,0.005040111571454709
128,16,ty,mrad,50.0,100.0,24,0.005862043336692449,0.03515509137414352,-0.002736767631405583
128,16,ty,mrad,100.0,200.0,6,0.005332637507207,0.013680456115576153,0.001027144932511971
256,2,x,µm,1.0,2.0,5,1731.3323211719762,2401.123926166224,39.517869577892384
256,2,x,µm,2.0,3.0,159,351.81506950220864,2191.9862499210963,78.7181224334488
256,2,x,µm,3.0,5.0,341,260.244802478212,1795.9560557881105,175.77676029209547
256,2,x,µm,5.0,7.0,233,138.67274873655333,947.9294845058077,-40.71327536147994
256,2,x,µm,7.0,10.0,197,87.96649377399035,588.3482202531466,-54.78265547900196
256,2,x,µm,10.0,15.0,208,67.98855808860793,435.015047736363,35.27240425842631
256,2,x,µm,15.0,20.0,109,76.4952096606919,782.7453131051351,35.10912927952124
256,2,x,µm,20.0,30.0,115,107.38584569321574,636.9611933966424,15.596889467123454
256,2,x,µm,30.0,50.0,55,161.45387999696936,522.76829489725,-84.00668818051619
256,2,x,µm,50.0,100.0,24,287.832126780728,772.9393371183128,-45.43008789511275
256,2,x,µm,100.0,200.0,6,501.9668847070733,799.2076126509389,427.3680103266722
256,2,y,µm,1.0,2.0,5,247.27607324753365,540.5122126089282,-245.08463298951995
256,2,y,µm,2.0,3.0,159,219.9279900525255,782.4653321909858,75.80884547497152
256,2,y,µm,3.0,5.0,341,133.29442215160725,644.3485247652916,106.2152857496181
256,2,y,µm,5.0,7.0,233,70.11613190694277,488.3320688241824,53.36365949086186
256,2,y,µm,7.0,10.0,197,48.115238026426255,228.3732685913037,11.72969128734736
256,2,y,µm,10.0,15.0,208,37.629792819025454,328.1036210379283,7.592096738549257
256,2,y,µm,15.0,20.0,109,37.16103281112737,220.76309208514422,42.596448542984604
256,2,y,µm,20.0,30.0,115,41.22156954852585,102.19315281982513,16.669331716579016
256,2,y,µm,30.0,50.0,55,29.427767363046087,76.73273275312764,3.7905121804071777
256,2,y,µm,50.0,100.0,24,18.257883802320407,131.09477493857463,-25.947690183026257
256,2,y,µm,100.0,200.0,6,38.8090201592064,80.46975677033785,-34.627287218818026
256,2,tx,mrad,1.0,2.0,5,1.0262356652727123,1.4592771071419097,-0.1489032943686186
256,2,tx,mrad,2.0,3.0,159,0.10312033663772979,0.6256990573553888,0.005571651442609487
256,2,tx,mrad,3.0,5.0,341,0.07091227185851423,0.5671408728206151,0.04838746879138812
256,2,tx,mrad,5.0,7.0,233,0.03392088118003844,0.3523144598778557,-0.02334550779020932
256,2,tx,mrad,7.0,10.0,197,0.033756043689742166,0.1851355310377555,-0.015932967119456184
256,2,tx,mrad,10.0,15.0,208,0.024927132301094668,0.13723416889036658,0.00827154852578282
256,2,tx,mrad,15.0,20.0,109,0.033594459219007944,0.26277533376645446,0.006268787976595956
256,2,tx,mrad,20.0,30.0,115,0.03739131041823052,0.21833869058321403,0.017589622838821792
256,2,tx,mrad,30.0,50.0,55,0.056061090675921244,0.17061903805799164,-0.003296389137502104
256,2,tx,mrad,50.0,100.0,24,0.10508495990607117,0.4246156518680336,-0.060511257896658725
256,2,tx,mrad,100.0,200.0,6,0.19003962484835224,0.3032606874215837,0.15190987665530908
256,2,ty,mrad,1.0,2.0,5,0.25328756241527195,0.32355858841651985,-0.15054564326217723
256,2,ty,mrad,2.0,3.0,159,0.06911230711274807,0.33761198088070854,0.00907646969240579
256,2,ty,mrad,3.0,5.0,341,0.044498670461926015,0.2114779833951655,0.05201357290945443
256,2,ty,mrad,5.0,7.0,233,0.02784496671825662,0.17440886402747527,0.02724835580262752
256,2,ty,mrad,7.0,10.0,197,0.018692683024424186,0.09118072415315308,0.005299483498966122
256,2,ty,mrad,10.0,15.0,208,0.01072188388706076,0.12078280986545246,0.009891519204834245
256,2,ty,mrad,15.0,20.0,109,0.00985156999504938,0.14538758769112012,0.01807177182167312
256,2,ty,mrad,20.0,30.0,115,0.012884592882573664,0.04555166808332816,0.01009268380949853
256,2,ty,mrad,30.0,50.0,55,0.015069489624653796,0.04223891249339751,0.01024114266878266
256,2,ty,mrad,50.0,100.0,24,0.020363130925024533,0.04201072137807285,0.00022242832771053839
256,2,ty,mrad,100.0,200.0,6,0.01301559344631456,0.016192361612242696,-0.004290837543329216
256,4,x,µm,1.0,2.0,5,1942.2615799875302,2572.317830809021,-777.2409790218319
256,4,x,µm,2.0,3.0,159,408.43689216546863,2085.7998756795128,163.91719685046033
256,4,x,µm,3.0,5.0,341,188.8172327936104,1528.8334432675583,-4.321787470943195
256,4,x,µm,5.0,7.0,233,145.50721967128766,967.1741673190337,-27.90376694111993
256,4,x,µm,7.0,10.0,197,131.66911528242053,546.5348895384633,0.32917883189392955
256,4,x,µm,10.0,15.0,208,104.79925666405165,388.91003662445013,-81.51047420079985
256,4,x,µm,15.0,20.0,109,111.37015007304285,431.738106817034,-14.14923477271665
256,4,x,µm,20.0,30.0,115,123.73543679262866,327.7168237615683,-56.92210018256015
256,4,x,µm,30.0,50.0,55,154.40819890119428,551.9349042162814,10.924264148655832
256,4,x,µm,50.0,100.0,24,298.2982126288576,645.0067657937252,118.93449110522585
256,4,x,µm,100.0,200.0,6,681.023223778022,845.7743351821528,378.15881144255155
256,4,y,µm,1.0,2.0,5,143.50935387790287,525.0658803349097,30.692277154804515
256,4,y,µm,2.0,3.0,159,224.75498784319825,1203.706691111756,-64.33076740498542
256,4,y,µm,3.0,5.0,341,127.80736283514216,860.7730467260808,-114.17779156581842
256,4,y,µm,5.0,7.0,233,74.35605242356758,754.4876831474531,80.7681801018721
256,4,y,µm,7.0,10.0,197,51.53093380246787,285.6231685160222,27.231488620834707
256,4,y,µm,10.0,15.0,208,47.9887542432067,230.1123319380248,-26.76061520492919
256,4,y,µm,15.0,20.0,109,41.82986093692875,188.80920618435084,14.517154755956318
256,4,y,µm,20.0,30.0,115,40.20207119597785,141.48176514917452,22.557992955267192
256,4,y,µm,30.0,50.0,55,29.67849701678915,80.03067182439591,17.515791552172242
256,4,y,µm,50.0,100.0,24,13.994460642877016,46.474805415884646,1.9224275901009076
256,4,y,µm,100.0,200.0,6,18.863723624910733,37.58611826570757,20.29190255892151
256,4,tx,mrad,1.0,2.0,5,0.7281288645250572,1.547929920091473,-0.49747791842715827
256,4,tx,mrad,2.0,3.0,159,0.1207416721016874,0.7453759142280691,0.05798852229230453
256,4,tx,mrad,3.0,5.0,341,0.06581351025397586,0.49169978997254393,-0.00925711736337628
256,4,tx,mrad,5.0,7.0,233,0.051119906231106294,0.29282254365969285,-0.0061600059530380925
256,4,tx,mrad,7.0,10.0,197,0.048438500371394966,0.16515989516230337,-0.0040078592611308824
256,4,tx,mrad,10.0,15.0,208,0.03733792060744978,0.10863642196086275,-0.041564868314174705
256,4,tx,mrad,15.0,20.0,109,0.04137096733425327,0.2287093156291871,0.010094094636834142
256,4,tx,mrad,20.0,30.0,115,0.0408706487885005,0.11363650922185661,-0.018919350712510708
256,4,tx,mrad,30.0,50.0,55,0.054691826236782926,0.20119323581981607,0.009842723363376023
256,4,tx,mrad,50.0,100.0,24,0.1137335758482419,0.25526366430276,0.047569999587949
256,4,tx,mrad,100.0,200.0,6,0.2914385840511432,0.3266468260667563,0.1777126341733257
256,4,ty,mrad,1.0,2.0,5,0.07726355658313477,0.2577067483060344,0.11790476994940971
256,4,ty,mrad,2.0,3.0,159,0.07874179555197001,0.4482350212653084,-0.028721566283452623
256,4,ty,mrad,3.0,5.0,341,0.04786985348748107,0.2880811650496501,-0.014021345611256076
256,4,ty,mrad,5.0,7.0,233,0.02286079375359018,0.32271677618921274,0.022632958646613553
256,4,ty,mrad,7.0,10.0,197,0.018356306812891687,0.1065654554885254,0.010632472052389748
256,4,ty,mrad,10.0,15.0,208,0.01906865841463587,0.07931290668108618,0.003953423110151785
256,4,ty,mrad,15.0,20.0,109,0.015380556934514733,0.09637848412732403,0.008895356884965277
256,4,ty,mrad,20.0,30.0,115,0.015041202363702544,0.04895251224517893,0.01070128734321629
256,4,ty,mrad,30.0,50.0,55,0.011190499813601429,0.0435811017837647,0.008714248573405355
256,4,ty,mrad,50.0,100.0,24,0.00821116477012912,0.01600318372947766,0.005667050495744124
256,4,ty,mrad,100.0,200.0,6,0.011174699044415315,0.015812861661773214,0.011919371903575058
256,8,x,µm,1.0,2.0,5,581.3030758889681,1456.5302280762808,-18.39767162817907
256,8,x,µm,2.0,3.0,159,338.94432608065017,1441.2817601670913,127.90754010373817
256,8,x,µm,3.0,5.0,341,223.81306040119853,1196.1996510469107,33.98714961928943
256,8,x,µm,5.0,7.0,233,136.92692161941977,901.3553891905975,-12.844942654824774
256,8,x,µm,7.0,10.0,197,140.597618162019,707.422638931619,-6.294766702644228
256,8,x,µm,10.0,15.0,208,82.85034895371268,573.1094882859499,26.892141427612387
256,8,x,µm,15.0,20.0,109,73.61277881190631,694.3138349306631,37.25911181968903
256,8,x,µm,20.0,30.0,115,79.7719434915507,303.0529282061341,-68.38117887379967
256,8,x,µm,30.0,50.0,55,204.9006759608858,475.5219666343179,-59.497831932658634
256,8,x,µm,50.0,100.0,24,256.2277455096975,668.5069451810601,-133.87880420411798
256,8,x,µm,100.0,200.0,6,297.8300951003803,788.5018359417288,235.61929649269064
256,8,y,µm,1.0,2.0,5,437.9105379560997,1858.9479557198954,134.24387110146085
256,8,y,µm,2.0,3.0,159,274.708997013704,885.1698913609082,65.46302461538572
256,8,y,µm,3.0,5.0,341,123.95959862033123,911.1486679144036,-20.793203704257213
256,8,y,µm,5.0,7.0,233,79.55727488229059,727.1464316997465,37.53083601887784
256,8,y,µm,7.0,10.0,197,59.22287877061194,223.06746690121568,-9.723772996380086
256,8,y,µm,10.0,15.0,208,55.525749403328994,239.7436452217842,0.8991970096679108
256,8,y,µm,15.0,20.0,109,67.67936256090934,365.3641318027664,16.009030017996384
256,8,y,µm,20.0,30.0,115,68.27989147876679,200.2864629713484,-7.168756839142953
256,8,y,µm,30.0,50.0,55,61.70566514657594,204.66953537324454,-3.6205552909734546
256,8,y,µm,50.0,100.0,24,40.17694967565455,109.21060800182681,6.977791616591863
256,8,y,µm,100.0,200.0,6,31.233906199119588,35.74839004821584,7.950916104104996
256,8,tx,mrad,1.0,2.0,5,0.5459650216176337,1.0510130864563205,-0.26376871435406235
256,8,tx,mrad,2.0,3.0,159,0.1145273570291594,0.49376733256248917,0.03079936800492016
256,8,tx,mrad,3.0,5.0,341,0.07176306991354964,0.41518834898568446,0.01258448763873343
256,8,tx,mrad,5.0,7.0,233,0.037813582381140964,0.25111921478297156,0.007923244165996898
256,8,tx,mrad,7.0,10.0,197,0.031208666596255208,0.2191037257778137,-0.004073306278044718
256,8,tx,mrad,10.0,15.0,208,0.03147413270305349,0.16270022067334777,0.000471326513910704
256,8,tx,mrad,15.0,20.0,109,0.02841719037380286,0.1878054520002153,0.0036187611273441962
256,8,tx,mrad,20.0,30.0,115,0.02945798016739526,0.11768395462060863,-0.022740864384243158
256,8,tx,mrad,30.0,50.0,55,0.056160281074177365,0.12059096373749978,-0.005390296634512752
256,8,tx,mrad,50.0,100.0,24,0.11212016570983502,0.2999107417464172,-0.010354599510404154
256,8,tx,mrad,100.0,200.0,6,0.171489517317467,0.3069851308193786,0.13986709619632953
256,8,ty,mrad,1.0,2.0,5,0.10087974766175012,0.9420075300553734,0.08241069383066092
256,8,ty,mrad,2.0,3.0,159,0.07817751307626075,0.5014823062710616,0.018634608649060438
256,8,ty,mrad,3.0,5.0,341,0.04147849908795603,0.33607276768309047,0.003943507658811011
256,8,ty,mrad,5.0,7.0,233,0.028671335348118276,0.30288021488310507,0.027986553494999976
256,8,ty,mrad,7.0,10.0,197,0.019418301390992238,0.1581508486676541,-0.005691669433325486
256,8,ty,mrad,10.0,15.0,208,0.018721056297139882,0.11221907518104587,-0.003709466771391743
256,8,ty,mrad,15.0,20.0,109,0.018825001283757914,0.1325572282366515,0.008402327587062578
256,8,ty,mrad,20.0,30.0,115,0.024027448264008627,0.0758574681451997,-0.00010006128321738122
256,8,ty,mrad,30.0,50.0,55,0.016620381452919775,0.0528962884407718,0.007183470195313465
256,8,ty,mrad,50.0,100.0,24,0.009256602598586502,0.03147062764574728,0.008612658587851277
256,8,ty,mrad,100.0,200.0,6,0.006835854551415915,0.009650209302941234,0.0034554181544000037
256,16,x,µm,1.0,2.0,5,1510.2829667125661,10493.49423362214,-1922.0060506460982
256,16,x,µm,2.0,3.0,159,207.93308888664797,1758.4676559464117,124.62510169462516
256,16,x,µm,3.0,5.0,341,115.06426835342154,913.828958103295,-29.44250548363819
256,16,x,µm,5.0,7.0,233,73.84096493319703,896.4168803216793,-41.524436997492835
256,16,x,µm,7.0,10.0,197,66.91545275305089,388.93645230968997,27.324728381917193
256,16,x,µm,10.0,15.0,208,55.47651854115543,305.05677769055194,-1.5029313790417105
256,16,x,µm,15.0,20.0,109,75.79117261539636,896.8772787236387,-18.177845210976397
256,16,x,µm,20.0,30.0,115,68.29726152875537,294.6865740056961,-24.243209717331535
256,16,x,µm,30.0,50.0,55,145.54079973936496,764.8963732823485,-150.90748038744903
256,16,x,µm,50.0,100.0,24,136.24739269885566,603.3809771076103,-74.49843300900778
256,16,x,µm,100.0,200.0,6,247.24591362442538,1185.2359675567955,264.65453224906526
