outer,phase,loss,train_endpoint_med_um,val_endpoint_med_um,test_endpoint_med_um,val_endpoint_p95_um,test_endpoint_p95_um,val_slope_med_mrad,wall_s
0,stall,7.785228229445152e-06,1226.406288196003,1174.1556383043417,1215.1964918470953,2374.3182669315715,2294.3502619744663,0.6609816685999165,8.6
1,stall,2.2696776643517744e-06,410.1972381903227,419.2605086202832,420.9165475091936,1191.5394205904481,1155.257555101448,0.26743487008734634,9.3
2,stall,1.3840618193804416e-06,336.8344203375102,346.14265352956863,353.2516418577174,971.3950313620205,924.8193907738099,0.14957581450367186,9.4
3,stall,1.0316735856348453e-06,275.0150252554846,277.09361194274607,277.30945907367754,839.1138456606766,807.9745241626533,0.11657792626701413,9.4
4,stall,8.423372741724655e-07,226.11304662521547,228.44957055031045,224.24877544045785,751.5380054670776,715.272628629716,0.10129748712076753,9.7
5,stall,7.25139107893798e-07,169.5714450706589,174.92218451971553,176.31532971385155,598.9927131199802,570.405601205681,0.09447020273256612,9.7
6,stall,6.385367673467296e-07,104.03724066017617,103.54783549632884,106.28243072731891,541.3765443624584,533.1056098953685,0.08963170016358657,9.8
7,stall,5.786535502262856e-07,92.16156206525739,87.85115508376862,90.21327482625452,517.68355617979,538.28000159906,0.08197239403828771,10.0
8,stall,5.353832441062398e-07,94.2203212550794,90.17957476686433,89.9008782822932,505.6325287110502,510.7006499131332,0.06993935241179222,10.1
9,stall,5.187928795564531e-07,94.19801400326833,90.73264743938125,89.17920449312788,505.9456843697654,505.43849391325125,0.06464687572313443,10.8
10,stall,5.17583371715192e-07,93.91830614782748,90.21174249267006,89.48177368273846,507.1964747038905,503.69734934131293,0.06493326287751455,10.6
11,stall,5.167401983653572e-07,93.64044031332952,89.88294568985111,89.4566550508955,508.53813970178345,504.2719872853519,0.06509710377779893,10.6
12,stall,5.160503630516534e-07,93.21376601081255,89.59849815198595,89.03409144810936,508.7052079249584,506.05935512553805,0.06498413477112885,10.6
13,stall,5.154501350914959e-07,93.08315246797605,89.47344879970842,89.09415249291897,508.09283522836427,507.21016417299586,0.0650170430646635,10.6
14,stall,5.149108652483423e-07,92.89070985864356,89.39060749946748,88.94092060586445,507.52886193200675,507.22148816269066,0.06478317584814042,10.6
15,stall,5.144166911739729e-07,92.96742174953553,89.30261526211325,88.93840468653025,507.22587865797584,507.17435238098443,0.06486153108768711,10.6
16,stall,5.139577247000526e-07,92.84945462311356,89.17378458340863,88.9432298862829,507.0704009384878,507.0754485405688,0.06471554676143465,10.6
17,confirm,5.138140823220853e-07,92.70389601802265,89.79988840303577,88.80474137319538,506.80658134739906,506.2505353183213,0.064690888450597,8.9
18,confirm,5.136856560498335e-07,92.60386573615165,89.41569311627973,88.75679734055097,506.26988920900544,505.8500851075224,0.06473666529371175,8.9
